stripid,PU,S,A,A_std,E_pu,E_pu_std,w1,w2,w3,w4,w5,sw1,sw2,sw3,sw4,sw5,eta_ring
237640,30,2,1.2216,0.06544169999999999,0.0134434,0.013142099999999999,-0.71659,-0.480153,0.312786,0.5150399999999999,0.36891799999999997,0.07251239999999999,0.0680654,0.0789941,0.0660327,0.0722426,-18
237640,30,10,6.05893,0.179015,0.013060599999999999,0.0117345,-0.712195,-0.475566,0.306243,0.510538,0.37098000000000003,0.0186922,0.0140739,0.0205398,0.0131259,0.0161226,-18
237640,30,30,18.1535,0.5128590000000001,0.0133438,0.0126155,-0.711271,-0.474929,0.305929,0.509915,0.370357,0.013538499999999998,0.00795386,0.0159402,0.00551464,0.012949200000000003,-18
237640,50,2,1.23199,0.102657,0.022322799999999997,0.0171257,-0.720249,-0.484385,0.31855300000000003,0.5199550000000001,0.366126,0.0918853,0.0823258,0.0979073,0.08186,0.10179500000000001,-18
237640,50,10,6.06963,0.200693,0.0220108,0.0167656,-0.713303,-0.47639799999999993,0.307069,0.511205,0.37142800000000004,0.021493099999999998,0.0164179,0.023456900000000003,0.0161149,0.017081,-18
237640,50,30,18.1608,0.515703,0.0222574,0.0163311,-0.711745,-0.47529099999999996,0.306175,0.510232,0.370629,0.0139859,0.00834768,0.016269899999999997,0.00623705,0.012972599999999999,-18
229640,30,2,1.1949299999999998,0.0659726,0.0131667,0.012620999999999999,-0.7014060000000001,-0.489624,0.31301999999999996,0.516601,0.361408,0.0654577,0.06930499999999999,0.0751192,0.0642854,0.06836,-18
229640,30,10,5.92425,0.079414,0.0133528,0.0122563,-0.698914,-0.485908,0.307239,0.5128510000000001,0.36473099999999997,0.014699700000000001,0.0141405,0.0157304,0.0135835,0.0120323,-18
229640,30,30,17.7444,0.162332,0.013402100000000002,0.012369499999999999,-0.697669,-0.485307,0.306706,0.511901,0.36436799999999997,0.0074625,0.00491446,0.00843011,0.00549656,0.006525799999999999,-18
229640,50,2,1.20335,0.0727592,0.022515599999999997,0.016899599999999997,-0.707609,-0.49518900000000005,0.32058600000000004,0.522576,0.359636,0.08651239999999999,0.087862,0.0963362,0.0823188,0.0912125,-18
229640,50,10,5.93342,0.10778299999999999,0.022171200000000002,0.016567099999999998,-0.69965,-0.486912,0.307933,0.5135460000000001,0.365083,0.0175837,0.0155751,0.0191357,0.015906399999999998,0.0128528,-18
229640,50,30,17.7545,0.173483,0.0225049,0.0177568,-0.698055,-0.485678,0.306948,0.5122180000000001,0.36456700000000003,0.00822255,0.00614838,0.00922078,0.00654079,0.00698314,-18
229576,30,2,1.19668,0.058330099999999996,0.014918700000000002,0.0141255,-0.682959,-0.49899899999999997,0.28931599999999996,0.514835,0.377808,0.0809193,0.0781251,0.0773754,0.0722039,0.0783293,-18
229576,30,10,5.92704,0.06244349999999999,0.0146055,0.0127446,-0.6812729999999999,-0.494399,0.283482,0.511152,0.38103899999999996,0.020613299999999998,0.01707,0.018294799999999996,0.0153005,0.0124282,-18
229576,30,30,17.7513,0.0644854,0.014233,0.0119576,-0.680034,-0.493421,0.282796,0.510076,0.380583,0.015113499999999998,0.00890257,0.0104668,0.00542545,0.008097700000000001,-18
229576,50,2,1.20595,0.07964760000000001,0.0239943,0.016264700000000003,-0.690487,-0.506881,0.29644499999999996,0.523162,0.377761,0.0832309,0.0932612,0.100136,0.08645789999999999,0.0934963,-18
229576,50,10,5.93579,0.0872903,0.023779599999999998,0.0204017,-0.682031,-0.495095,0.28382199999999996,0.5118119999999999,0.38149299999999997,0.020999700000000003,0.017374599999999997,0.0180902,0.015155100000000001,0.0132437,-18
229576,50,30,17.7631,0.0949394,0.024028,0.015850799999999998,-0.680355,-0.493701,0.28294400000000003,0.5102949999999999,0.380817,0.015551599999999999,0.00949805,0.010998200000000001,0.00629324,0.00823237,-18
229512,30,2,0.960743,0.0636736,0.0144064,0.0125882,-0.6878479999999999,-0.495532,0.298,0.5096229999999999,0.375757,0.0873227,0.0847373,0.091541,0.0824707,0.08428150000000001,-18
229512,30,10,4.74798,0.0608736,0.0145843,0.0131339,-0.68435,-0.490608,0.290584,0.504498,0.379877,0.0193544,0.0171672,0.0182061,0.0160245,0.013502600000000002,-18
229512,30,30,14.2155,0.07562410000000001,0.014485900000000001,0.012783899999999999,-0.683189,-0.48959300000000006,0.289923,0.5035470000000001,0.379311,0.0121744,0.0078363,0.00976872,0.00641133,0.006943,-18
229512,50,2,0.9710190000000001,0.104458,0.024038499999999997,0.017224299999999998,-0.6942020000000001,-0.503884,0.307622,0.517305,0.373158,0.108947,0.11186099999999999,0.11331,0.100765,0.113126,-18
229512,50,10,4.75965,0.100574,0.0242405,0.0171446,-0.6859310000000001,-0.491884,0.292052,0.5059670000000001,0.379796,0.0250046,0.0245707,0.0316499,0.021439700000000003,0.0322817,-18
229512,50,30,14.2271,0.122624,0.024183,0.016759200000000002,-0.6837,-0.489799,0.290124,0.503793,0.379583,0.0126899,0.00902868,0.010412200000000002,0.00746023,0.00755393,-18
229448,30,2,0.956232,0.06745239999999998,0.012504799999999998,0.0120207,-0.680124,-0.501626,0.30036999999999997,0.51384,0.36754000000000003,0.0792095,0.08631060000000002,0.0855983,0.080713,0.0817225,-18
229448,30,10,4.73019,0.07382280000000001,0.012462299999999999,0.0116521,-0.678261,-0.496542,0.29337399999999997,0.5091289999999999,0.3723,0.018177099999999998,0.017432299999999998,0.0210544,0.017028900000000003,0.014925,-18
229448,30,30,14.1653,0.10326800000000001,0.0126104,0.0128189,-0.676991,-0.495637,0.292784,0.5080939999999999,0.37175,0.00980203,0.00665292,0.013253000000000001,0.00678762,0.00924711,-18
229448,50,2,0.962419,0.0621701,0.0208238,0.016013299999999998,-0.68474,-0.5094529999999999,0.30707199999999996,0.520675,0.366446,0.09690750000000001,0.10824600000000001,0.108332,0.0963817,0.10355,-18
229448,50,10,4.73839,0.0817668,0.0214386,0.017155200000000002,-0.679719,-0.497675,0.29476199999999997,0.510273,0.37235799999999997,0.0221518,0.022743,0.0270335,0.022056400000000004,0.0192035,-18
229448,50,30,14.1748,0.130474,0.0211091,0.0158314,-0.677421,-0.496042,0.293031,0.508416,0.37201599999999996,0.010339399999999999,0.00781355,0.0136528,0.00782238,0.00949986,-18
221448,30,2,0.981776,0.0674714,0.013759899999999999,0.0130946,-0.71822,-0.48208199999999995,0.323997,0.519613,0.356692,0.0968866,0.08662489999999999,0.10671300000000002,0.085065,0.115077,-18
221448,30,10,4.85735,0.138003,0.013628399999999999,0.0130579,-0.7145239999999999,-0.47656499999999996,0.31399699999999997,0.513409,0.363683,0.0208499,0.0170873,0.0256129,0.016601599999999998,0.021164099999999998,-18
221448,30,30,14.5455,0.370598,0.0137122,0.0129656,-0.713475,-0.475742,0.31350300000000003,0.512691,0.363023,0.013750799999999999,0.00832096,0.020153,0.00797749,0.0171993,-18
221448,50,2,0.99145,0.0881936,0.0228893,0.0172227,-0.721873,-0.488328,0.32927399999999996,0.524546,0.35638200000000003,0.108838,0.10815999999999999,0.116024,0.09995269999999999,0.11466099999999999,-18
221448,50,10,4.86627,0.147626,0.022647999999999998,0.016104399999999998,-0.71627,-0.477584,0.315213,0.514735,0.36390700000000004,0.0245481,0.0201774,0.029553100000000002,0.020309,0.022648400000000003,-18
221448,50,30,14.5556,0.37793899999999997,0.0225325,0.0158447,-0.7138869999999999,-0.475918,0.313689,0.512915,0.363201,0.0140519,0.00891223,0.020419299999999998,0.00849975,0.0174159,-18
229648,30,2,0.9801549999999999,0.0867623,0.014584399999999999,0.0129929,-0.7205590000000001,-0.48185500000000003,0.322488,0.519732,0.360194,0.08743939999999999,0.08859910000000001,0.0989712,0.083035,0.0942573,-18
229648,30,10,4.8324,0.0859903,0.0143233,0.0120882,-0.71522,-0.47574399999999994,0.31303600000000004,0.512422,0.365507,0.0205817,0.0181396,0.0204732,0.0170071,0.0140024,-18
229648,30,30,14.4686,0.174703,0.014421200000000002,0.01269,-0.713827,-0.47466899999999995,0.31208800000000003,0.511335,0.365073,0.0116718,0.00872525,0.010249700000000002,0.00588962,0.00566166,-18
229648,50,2,0.9877530000000001,0.09217389999999999,0.0243604,0.016797299999999998,-0.725162,-0.48868199999999995,0.33052,0.525519,0.35780500000000004,0.11343199999999999,0.11123499999999999,0.12296800000000001,0.104245,0.121673,-18
229648,50,10,4.84081,0.0964745,0.0239766,0.0164778,-0.7166859999999999,-0.476562,0.313598,0.513372,0.366278,0.0243446,0.0200053,0.0244956,0.0197916,0.015123,-18
229648,50,30,14.4769,0.172903,0.0240407,0.016811000000000003,-0.7143609999999999,-0.475017,0.312513,0.5118189999999999,0.365045,0.0125348,0.00971019,0.0171628,0.0087509,0.014812299999999999,-18
229584,30,2,0.977356,0.0596807,0.0146118,0.012966499999999999,-0.706399,-0.49181899999999995,0.320407,0.520824,0.356987,0.0920443,0.09053489999999999,0.101482,0.08313150000000001,0.106974,-18
229584,30,10,4.8318,0.08864630000000001,0.0144237,0.0129157,-0.702914,-0.484867,0.310651,0.514454,0.362676,0.0181899,0.0180906,0.0190386,0.0166362,0.013422799999999999,-18
229584,30,30,14.4635,0.06235159999999999,0.014401599999999999,0.012250299999999999,-0.701335,-0.48372299999999996,0.309463,0.513188,0.36240700000000003,0.00943416,0.00724706,0.00963303,0.00589302,0.00582788,-18
229584,50,2,0.985692,0.0765783,0.0239557,0.0167931,-0.711434,-0.498576,0.32773800000000003,0.528037,0.354234,0.118974,0.10852200000000001,0.12228900000000001,0.101672,0.124555,-18
229584,50,10,4.83941,0.0783085,0.024150599999999998,0.0168282,-0.704145,-0.485469,0.311111,0.515057,0.36344699999999996,0.025200599999999997,0.0206825,0.022321200000000003,0.020324900000000003,0.018161,-18
229584,50,30,14.472999999999999,0.090682,0.0242691,0.017265700000000002,-0.70193,-0.48414300000000005,0.30978,0.513626,0.362667,0.010017299999999998,0.00812249,0.010409200000000002,0.00692219,0.00640673,-18
229520,30,2,0.977144,0.0494514,0.014557200000000001,0.0144537,-0.719055,-0.48443500000000006,0.327139,0.522428,0.35392199999999996,0.0899365,0.09320149999999999,0.10305999999999998,0.08841389999999999,0.0946456,-18
229520,30,10,4.83179,0.079612,0.0145655,0.0127593,-0.715266,-0.477547,0.316373,0.515677,0.360763,0.0222002,0.017803599999999996,0.0201041,0.0168267,0.0139893,-18
229520,30,30,14.4691,0.0637881,0.0144916,0.012891899999999998,-0.7139479999999999,-0.47635200000000005,0.315446,0.514759,0.360095,0.0144705,0.00913754,0.010228399999999999,0.00584731,0.00654783,-18
229520,50,2,0.987866,0.097938,0.0242284,0.0175015,-0.724481,-0.48994799999999994,0.33374899999999996,0.5289590000000001,0.351721,0.11047699999999999,0.108545,0.120378,0.102699,0.12193299999999999,-18
229520,50,10,4.84271,0.0906712,0.0241801,0.016803799999999997,-0.716959,-0.47843199999999997,0.317317,0.5169020000000001,0.361172,0.0241629,0.0204234,0.022690099999999998,0.0189833,0.015470300000000001,-18
229520,50,30,14.4802,0.0969276,0.0243422,0.017418,-0.7144560000000001,-0.47671,0.315747,0.5151479999999999,0.36027,0.0152784,0.00991847,0.0114925,0.00697081,0.00723873,-18
229456,30,2,0.9781979999999999,0.059139699999999996,0.014455700000000002,0.013972700000000001,-0.706863,-0.49075699999999994,0.31942,0.519722,0.358478,0.09493660000000001,0.08957539999999999,0.102151,0.08388589999999999,0.0987977,-18
229456,30,10,4.83413,0.0690641,0.014602500000000001,0.0132341,-0.702924,-0.48357700000000003,0.309076,0.5123439999999999,0.365081,0.0246502,0.0190242,0.021708599999999998,0.017736500000000002,0.0149851,-18
229456,30,30,14.4776,0.13810699999999998,0.0145475,0.0144203,-0.70153,-0.48246000000000006,0.307988,0.511116,0.364886,0.017989099999999997,0.0100636,0.012237999999999999,0.0070982,0.007991100000000001,-18
229456,50,2,0.988849,0.096598,0.024090900000000002,0.016165000000000002,-0.710258,-0.494313,0.323863,0.523091,0.357616,0.11211800000000001,0.107406,0.11938800000000001,0.0993799,0.12237100000000001,-18
229456,50,10,4.84287,0.08535110000000001,0.0243618,0.017344599999999998,-0.704721,-0.485283,0.310399,0.513842,0.365763,0.029129000000000002,0.0253514,0.0291587,0.024107299999999998,0.0190192,-18
229456,50,30,14.4861,0.14682,0.023803900000000003,0.015952200000000003,-0.702002,-0.482695,0.308197,0.511468,0.365032,0.0185272,0.010585500000000001,0.012915000000000001,0.00782372,0.00825231,-18
229656,30,2,0.999819,0.0746162,0.0145036,0.0123024,-0.712508,-0.48608,0.32300999999999996,0.522256,0.35332199999999997,0.09845830000000001,0.0883473,0.0945166,0.08373710000000001,0.10311400000000001,-18
229656,30,10,4.93843,0.0862218,0.0145107,0.013375,-0.710356,-0.480887,0.315316,0.516463,0.35946300000000003,0.0283667,0.0179513,0.0213433,0.017844,0.024865599999999998,-18
229656,30,30,14.7898,0.205566,0.014491899999999999,0.012997700000000001,-0.7091270000000001,-0.479817,0.314201,0.515354,0.35939,0.011783700000000001,0.00887756,0.0129157,0.00702499,0.0108415,-18
229656,50,2,1.00966,0.10208400000000001,0.023786500000000002,0.0157895,-0.7190840000000001,-0.49357799999999996,0.32992,0.528415,0.354327,0.102345,0.10775699999999999,0.11436500000000001,0.0957025,0.11084300000000001,-18
229656,50,10,4.94952,0.146035,0.024024200000000002,0.0164854,-0.712206,-0.482202,0.316232,0.517942,0.360234,0.0229888,0.0251208,0.027585200000000004,0.0222728,0.0181488,-18
229656,50,30,14.7999,0.212596,0.024364700000000003,0.0172279,-0.7097,-0.480279,0.31450300000000003,0.5158550000000001,0.35962,0.0121729,0.00936739,0.0134672,0.00761107,0.010862700000000001,-18
229592,30,2,0.9960450000000001,0.07586110000000001,0.0145251,0.0141086,-0.701381,-0.49558900000000006,0.314868,0.520289,0.361813,0.0804799,0.08995460000000001,0.10115299999999999,0.0842453,0.09054939999999999,-18
229592,30,10,4.91864,0.06054590000000001,0.014591899999999998,0.012871100000000002,-0.696943,-0.48799499999999996,0.30546100000000004,0.513624,0.36585300000000004,0.0183705,0.0184801,0.0206158,0.0173993,0.0140314,-18
229592,30,30,14.7275,0.06507130000000001,0.014474500000000001,0.0126192,-0.695529,-0.486645,0.304336,0.512124,0.365714,0.00816426,0.0069652,0.00892508,0.00571675,0.00766789,-18
229592,50,2,1.00536,0.0840739,0.0242717,0.0173845,-0.706487,-0.501533,0.32183,0.526192,0.359998,0.103622,0.112327,0.11602,0.09791119999999999,0.10028,-18
229592,50,10,4.92915,0.0908678,0.024106299999999997,0.0161227,-0.6983050000000001,-0.488834,0.306158,0.514354,0.366628,0.0211794,0.0202042,0.0241988,0.020073900000000002,0.017382599999999998,-18
229592,50,30,14.7373,0.0917251,0.0242518,0.0167543,-0.696141,-0.48708199999999996,0.304721,0.512583,0.365919,0.00916159,0.00767616,0.009770000000000001,0.00654866,0.00776282,-18
229528,30,2,0.995813,0.0627078,0.014352700000000001,0.012802299999999999,-0.710375,-0.48935100000000004,0.325289,0.52075,0.353687,0.0870135,0.08229539999999999,0.0982375,0.0817053,0.0944477,-18
229528,30,10,4.9210199999999995,0.064205,0.014443899999999999,0.0149505,-0.7067319999999999,-0.48257700000000003,0.31559499999999996,0.5141600000000001,0.359554,0.017842900000000002,0.0159275,0.019534799999999998,0.0152092,0.014129,-18
229528,30,30,14.7333,0.0628427,0.0145108,0.0131532,-0.705324,-0.48168199999999994,0.314717,0.513039,0.359249,0.0105389,0.00733214,0.0124814,0.00628688,0.00802641,-18
229528,50,2,1.0063799999999998,0.08652639999999999,0.0242752,0.0168372,-0.716299,-0.49396,0.330418,0.5256810000000001,0.35416,0.0979047,0.10259800000000001,0.11202999999999999,0.0959958,0.1035,-18
229528,50,10,4.93096,0.08411389999999999,0.024071400000000003,0.016229300000000002,-0.708462,-0.483702,0.316795,0.515405,0.359964,0.022043700000000003,0.0196655,0.027439699999999997,0.0193593,0.021653,-18
229528,50,30,14.7446,0.0938031,0.024382,0.016938400000000003,-0.7058439999999999,-0.48198100000000005,0.315004,0.51345,0.359371,0.011122499999999999,0.0079698,0.013131700000000001,0.00689681,0.008531700000000001,-18
229464,30,2,1.00262,0.0647666,0.014695500000000002,0.0136224,-0.696923,-0.493565,0.29844899999999996,0.513572,0.378467,0.08619489999999999,0.0906607,0.0917033,0.0812592,0.0886477,-18
229464,30,10,4.95636,0.0836744,0.0146821,0.012965,-0.692459,-0.48632600000000004,0.289724,0.507365,0.38169699999999995,0.0230675,0.020164500000000002,0.0242998,0.0195255,0.0162132,-18
229464,30,30,14.8382,0.184373,0.014503100000000001,0.0129077,-0.691243,-0.485306,0.288937,0.506423,0.381189,0.013851400000000002,0.00944609,0.0126602,0.00681652,0.00872943,-18
229464,50,2,1.01258,0.0888899,0.0242834,0.0166799,-0.7025710000000001,-0.49864200000000003,0.303925,0.519465,0.377823,0.102424,0.104057,0.108722,0.09435589999999999,0.104832,-18
229464,50,10,4.96502,0.09823689999999999,0.0241297,0.0162104,-0.693925,-0.4873,0.290288,0.508526,0.382412,0.024378900000000002,0.020396400000000002,0.0247108,0.019993,0.016593200000000002,-18
229464,50,30,14.8486,0.190187,0.0242216,0.017184900000000003,-0.691651,-0.485613,0.289092,0.506694,0.38147800000000004,0.014169299999999998,0.00974334,0.0130211,0.00729376,0.00909611,-18
237704,30,2,0.988342,0.0735172,0.0143474,0.012191,-0.733464,-0.47103900000000004,0.323241,0.516791,0.364471,0.0877052,0.0817204,0.0955837,0.08078300000000001,0.0822865,-18
237704,30,10,4.88457,0.07678589999999999,0.0145358,0.0129255,-0.727995,-0.46595,0.31419600000000003,0.511089,0.368659,0.0265192,0.0201415,0.0268633,0.0199745,0.0200303,-18
237704,30,30,14.626,0.14774500000000002,0.014513999999999999,0.0128442,-0.726472,-0.46486000000000005,0.31307199999999996,0.509871,0.368388,0.019652,0.011053799999999999,0.018231400000000002,0.010336,0.014997299999999998,-18
237704,50,2,0.9989129999999999,0.08481319999999999,0.0246371,0.017763099999999997,-0.738432,-0.47813599999999995,0.33222399999999996,0.5234880000000001,0.36085500000000004,0.118151,0.105226,0.126668,0.102181,0.12579200000000001,-18
237704,50,10,4.8951199999999995,0.10094500000000001,0.024206099999999998,0.017890700000000002,-0.72918,-0.467028,0.314778,0.5119819999999999,0.369448,0.029373000000000003,0.0238793,0.0299541,0.0228956,0.0211358,-18
237704,50,30,14.6349,0.153134,0.0240953,0.0164294,-0.727109,-0.465254,0.313417,0.510342,0.368603,0.0201287,0.011579899999999999,0.0188363,0.0110091,0.015163900000000001,-18
237648,30,2,1.00378,0.0866927,0.014630700000000002,0.013022399999999998,-0.748306,-0.462801,0.32371500000000003,0.522721,0.364671,0.08916519999999999,0.0891747,0.100698,0.0869128,0.09252300000000001,-18
237648,30,10,4.954619999999999,0.07211489999999998,0.014366299999999999,0.0133906,-0.742715,-0.45666899999999994,0.314767,0.514668,0.369948,0.023021400000000004,0.017183599999999997,0.0209501,0.0179682,0.019957,-18
237648,30,30,14.8373,0.135433,0.0142773,0.012421399999999999,-0.741384,-0.45606,0.31408400000000003,0.51369,0.36967,0.0107254,0.00656207,0.012825299999999998,0.00753348,0.0115689,-18
237648,50,2,1.01258,0.0866987,0.0242049,0.016855000000000002,-0.752782,-0.46564399999999995,0.330439,0.524786,0.363201,0.113201,0.0983075,0.12136400000000001,0.09648839999999999,0.125498,-18
237648,50,10,4.96499,0.09050810000000001,0.0239252,0.0166777,-0.744371,-0.457867,0.315794,0.515915,0.37053,0.023880000000000002,0.0199554,0.0246367,0.0205169,0.017797900000000002,-18
237648,50,30,14.8478,0.154386,0.0242655,0.0172132,-0.741931,-0.456276,0.314372,0.5140060000000001,0.369829,0.0117784,0.00751319,0.0137673,0.00852022,0.0118249,-18
229896,30,2,1.01954,0.0658761,0.014259899999999999,0.011910500000000001,-0.747458,-0.465922,0.34424299999999997,0.5255310000000001,0.34360599999999997,0.094341,0.08584510000000001,0.10308699999999998,0.0847433,0.10916700000000001,-18
229896,30,10,5.03655,0.08649789999999999,0.014411400000000001,0.013817700000000002,-0.744229,-0.46023500000000006,0.335279,0.519586,0.349599,0.0206145,0.0165024,0.021543400000000004,0.0162824,0.0152064,-18
229896,30,30,15.0815,0.146537,0.0146465,0.013612,-0.742835,-0.459315,0.33428800000000003,0.518493,0.349369,0.011087600000000001,0.00820499,0.0119508,0.00585148,0.00821656,-18
229896,50,2,1.0292,0.090238,0.0245777,0.019169299999999997,-0.75415,-0.47113299999999997,0.352159,0.531855,0.341269,0.107826,0.101257,0.125362,0.10241700000000001,0.12209600000000001,-18
229896,50,10,5.0456199999999995,0.10296500000000001,0.024030799999999998,0.0162643,-0.745378,-0.46081300000000003,0.335832,0.520246,0.350114,0.0233547,0.019507,0.027545299999999998,0.020006599999999996,0.0209198,-18
229896,50,30,15.0908,0.155139,0.0241943,0.0172013,-0.743282,-0.459589,0.33457,0.518838,0.349465,0.0120757,0.00849982,0.0128702,0.00669563,0.0083951,-18
229832,30,2,1.01357,0.0693178,0.014359700000000001,0.012757700000000002,-0.716424,-0.483541,0.326613,0.515597,0.357756,0.079276,0.0837178,0.09302519999999999,0.0771312,0.0859959,-18
229832,30,10,5.01083,0.06736139999999999,0.014449100000000001,0.0127277,-0.712349,-0.477087,0.317806,0.510392,0.361239,0.019806599999999997,0.016712900000000003,0.0189386,0.017127200000000002,0.014035599999999999,-18
229832,30,30,15.0028,0.0648601,0.014627200000000002,0.013383,-0.7110489999999999,-0.47610600000000003,0.317021,0.509255,0.36087800000000003,0.0120539,0.00755979,0.00971321,0.00882332,0.0083664,-18
229832,50,2,1.02325,0.110225,0.0241185,0.0163278,-0.723256,-0.48986199999999996,0.333857,0.523953,0.355308,0.0962673,0.100344,0.11621400000000001,0.0957553,0.105433,-18
229832,50,10,5.01998,0.0887286,0.02418,0.0171201,-0.7138329999999999,-0.478286,0.318707,0.5115069999999999,0.36190500000000003,0.022535,0.0195178,0.022552799999999998,0.0199238,0.0159889,-18
229832,50,30,15.0128,0.09379349999999999,0.0243692,0.016771400000000002,-0.711599,-0.476445,0.317326,0.5096229999999999,0.361095,0.012402600000000001,0.00824813,0.0101494,0.00933342,0.00871559,-18
229768,30,2,1.0137200000000002,0.058378099999999995,0.014539400000000001,0.012967,-0.733591,-0.47208999999999995,0.34121399999999996,0.5166850000000001,0.34778200000000004,0.0865216,0.0853797,0.101143,0.0784875,0.09076410000000001,-19
229768,30,10,5.0126599999999994,0.0670438,0.014555000000000002,0.012636399999999999,-0.729797,-0.46683199999999997,0.331727,0.5119819999999999,0.352921,0.023373599999999998,0.0191329,0.0253356,0.0168683,0.016119799999999997,-19
229768,30,30,15.0104,0.0661196,0.0144601,0.0123221,-0.728454,-0.465896,0.330761,0.510829,0.352761,0.0167678,0.011459899999999999,0.01891,0.00748443,0.0110471,-19
229768,50,2,1.02427,0.08969060000000001,0.024061900000000004,0.0161595,-0.740351,-0.477062,0.347904,0.523421,0.346088,0.104697,0.0986636,0.11767899999999999,0.091265,0.112292,-19
229768,50,10,5.0236,0.0898069,0.0244018,0.016937599999999997,-0.7315050000000001,-0.46803500000000003,0.33266,0.513134,0.353746,0.0260283,0.0218302,0.0283168,0.020165400000000003,0.0176819,-19
229768,50,30,15.0208,0.106358,0.0239863,0.0167495,-0.729065,-0.466113,0.33109,0.5112,0.35288800000000003,0.0172424,0.0118129,0.019474099999999998,0.00817443,0.0114866,-19
229704,30,2,1.02098,0.10700799999999999,0.0146612,0.0146541,-0.733194,-0.474058,0.33765,0.5220319999999999,0.34757,0.0939606,0.0853903,0.10491400000000001,0.0812571,0.102403,-18
229704,30,10,5.04347,0.08284680000000001,0.014411000000000002,0.013373900000000001,-0.7292569999999999,-0.468459,0.32763400000000004,0.515894,0.354188,0.025511000000000002,0.0176812,0.025128499999999998,0.0162436,0.030775599999999997,-18
229704,30,30,15.1018,0.15900899999999998,0.0147454,0.0134261,-0.728156,-0.467639,0.32665900000000003,0.515161,0.35397399999999996,0.0135329,0.00914119,0.015094,0.00687466,0.0118395,-18
229704,50,2,1.02999,0.08004910000000001,0.024131200000000002,0.0162896,-0.739451,-0.47895699999999997,0.344252,0.527274,0.346881,0.10901500000000001,0.09829439999999999,0.125067,0.0945798,0.119442,-18
229704,50,10,5.0515,0.0862433,0.0242993,0.0167123,-0.730859,-0.46948,0.328558,0.517034,0.354747,0.0240584,0.0195653,0.0262705,0.0190107,0.018716,-18
229704,50,30,15.1089,0.150845,0.024283000000000002,0.0170041,-0.728831,-0.46796000000000004,0.32716,0.515599,0.354033,0.0140106,0.00977902,0.0154124,0.00746079,0.011979799999999999,-18
221456,30,2,1.0036399999999999,0.0564246,0.014428899999999998,0.0125618,-0.7718689999999999,-0.446514,0.342277,0.522587,0.35352,0.09267919999999999,0.09221789999999999,0.10942,0.0881297,0.103184,-18
221456,30,10,4.96605,0.092477,0.014686600000000001,0.013210900000000001,-0.7654810000000001,-0.441771,0.332284,0.515784,0.359184,0.025478099999999997,0.0169572,0.0368568,0.017984299999999998,0.0321421,-18
221456,30,30,14.868,0.140717,0.0145493,0.014740999999999999,-0.7638010000000001,-0.44079799999999997,0.33118000000000003,0.514436,0.358983,0.0185534,0.00886603,0.0325442,0.00995318,0.029361200000000004,-18
221456,50,2,1.01321,0.0902203,0.024168000000000002,0.0166961,-0.778751,-0.45256599999999997,0.349186,0.5286420000000001,0.353489,0.11246400000000001,0.106467,0.132425,0.101145,0.11879400000000001,-18
221456,50,10,4.97504,0.0956225,0.024218200000000002,0.0177578,-0.766596,-0.442471,0.332796,0.516478,0.359793,0.0307183,0.0203773,0.0389723,0.0218917,0.0343961,-18
221456,50,30,14.8761,0.150954,0.0242666,0.016768099999999998,-0.764285,-0.44106599999999996,0.331395,0.514749,0.359207,0.0191238,0.00892868,0.0328681,0.0102112,0.0294411,-18
221384,30,2,0.991607,0.0742028,0.0144066,0.013316499999999998,-0.754184,-0.460413,0.345792,0.524195,0.34460999999999997,0.09028539999999999,0.0913807,0.11093,0.0900569,0.104723,-18
221384,30,10,4.89599,0.0781312,0.014460800000000001,0.0124161,-0.7500399999999999,-0.45541400000000004,0.335608,0.5185029999999999,0.35134299999999996,0.0230115,0.018113999999999998,0.0230162,0.0171674,0.0160796,-18
221384,30,30,14.6606,0.146887,0.0145857,0.0128542,-0.748714,-0.454359,0.33458499999999997,0.517516,0.350971,0.0144632,0.0108339,0.0139716,0.00710211,0.00983984,-18
221384,50,2,0.9991629999999999,0.0828883,0.0241222,0.016315899999999998,-0.759703,-0.464246,0.35182199999999997,0.528571,0.343555,0.114652,0.100435,0.125046,0.103932,0.122209,-18
221384,50,10,4.90453,0.0882824,0.023970599999999998,0.0162297,-0.751404,-0.45621300000000004,0.336469,0.5196430000000001,0.351506,0.0256248,0.0202738,0.025840300000000004,0.019453400000000003,0.017235900000000002,-18
221384,50,30,14.6683,0.14892,0.0243163,0.0168277,-0.749113,-0.454714,0.334771,0.517849,0.351207,0.015069299999999999,0.011478299999999999,0.014729599999999999,0.00815555,0.010324799999999999,-18
229840,30,2,1.03386,0.0756566,0.0145172,0.014086700000000002,-0.732038,-0.473746,0.328885,0.518587,0.35831199999999996,0.079158,0.0789026,0.0883411,0.07719889999999999,0.07909010000000001,-19
229840,30,10,5.106730000000001,0.0646581,0.014314600000000002,0.012181299999999999,-0.727349,-0.46871,0.321337,0.5135810000000001,0.361142,0.017613,0.017062900000000002,0.0184928,0.0168739,0.0131075,-19
229840,30,30,15.2899,0.05923200000000001,0.0144374,0.0125556,-0.725584,-0.467671,0.320259,0.5122680000000001,0.360728,0.00711116,0.0060225,0.00744056,0.00630189,0.00643231,-19
229840,50,2,1.04365,0.10077,0.024317,0.016934,-0.7363810000000001,-0.48080900000000004,0.338441,0.5255810000000001,0.353166,0.11063699999999999,0.110077,0.120379,0.0991192,0.12328199999999999,-19
