stripid,w1,w2,w3,w4,w5,w1c,w2c,w3c,w4c,w5c,encw1,encw2,encw3,encw4,encw5
9288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9296,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9424,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9480,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9488,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9608,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9736,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9864,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9872,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
9992,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
10000,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16456,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16464,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16520,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16528,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16536,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16584,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16592,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16648,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16656,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16712,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16720,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16776,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16840,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16848,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16904,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16912,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
16968,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17032,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17040,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17096,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17104,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17160,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17224,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17232,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17296,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17480,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17544,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17608,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17672,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17800,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17928,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17936,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
17944,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
18056,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
18064,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
18184,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24648,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24656,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24712,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24720,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24776,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24784,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24840,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24848,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24904,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24968,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
24976,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25032,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25040,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25096,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25160,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25168,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25224,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25232,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25296,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25424,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25480,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25544,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25552,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25608,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25672,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25736,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25800,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25808,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25864,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25872,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
25992,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26120,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26128,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26248,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26256,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26264,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
26376,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32840,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32848,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32904,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32912,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32968,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
32976,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33032,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33040,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33096,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33104,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33160,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33224,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33232,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33296,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33424,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33480,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33544,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33552,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33608,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33672,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33680,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33736,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33800,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33808,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33864,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33928,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
33992,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34056,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34184,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34192,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34312,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34320,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34328,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34440,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34448,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
34568,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41032,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41040,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41048,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41096,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41104,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41160,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41168,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41224,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41232,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41424,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41480,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41488,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41496,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41544,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41552,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41608,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41672,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41680,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41736,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41800,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41808,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41864,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41872,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41928,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
41992,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42056,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42120,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42184,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42192,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42248,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42256,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42376,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42504,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42632,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42640,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42760,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
42768,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49224,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49232,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49288,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49296,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49352,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49360,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49416,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49424,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
49432,-0.639888,-0.51233,0.271499,0.50228,0.37844,-0.640625,-0.515625,0.28125,0.5,0.375,87,95,18,32,24
