stripid,PU,S,A,A_std,E_pu,E_pu_std,w1,w2,w3,w4,w5,sw1,sw2,sw3,sw4,sw5,eta_ring,w1c,w2c,w3c,w4c,w5c,encw1,encw2,encw3,encw4,encw5
237640,30,2,1.2216,0.0654417,0.0134434,0.0131421,-0.71659,-0.480153,0.312786,0.51504,0.368918,0.0725124,0.0680654,0.0789941,0.0660327,0.0722426,-18,-0.71875,-0.484375,0.3125,0.515625,0.375,82,97,20,33,24
237640,30,10,6.05893,0.179015,0.0130606,0.0117345,-0.712195,-0.475566,0.306243,0.510538,0.37098,0.0186922,0.0140739,0.0205398,0.0131259,0.0161226,-18,-0.71875,-0.484375,0.3125,0.515625,0.375,82,97,20,33,24
237640,30,30,18.1535,0.512859,0.0133438,0.0126155,-0.711271,-0.474929,0.305929,0.509915,0.370357,0.0135385,0.00795386,0.0159402,0.00551464,0.0129492,-18,-0.71875,-0.46875,0.296875,0.515625,0.375,82,98,19,33,24
237640,50,2,1.23199,0.102657,0.0223228,0.0171257,-0.720249,-0.484385,0.318553,0.519955,0.366126,0.0918853,0.0823258,0.0979073,0.08186,0.101795,-18,-0.71875,-0.484375,0.3125,0.515625,0.375,82,97,20,33,24
237640,50,10,6.06963,0.200693,0.0220108,0.0167656,-0.713303,-0.476398,0.307069,0.511205,0.371428,0.0214931,0.0164179,0.0234569,0.0161149,0.017081,-18,-0.71875,-0.484375,0.3125,0.515625,0.375,82,97,20,33,24
237640,50,30,18.1608,0.515703,0.0222574,0.0163311,-0.711745,-0.475291,0.306175,0.510232,0.370629,0.0139859,0.00834768,0.0162699,0.00623705,0.0129726,-18,-0.71875,-0.484375,0.3125,0.515625,0.375,82,97,20,33,24
229640,30,2,1.19493,0.0659726,0.0131667,0.012621,-0.701406,-0.489624,0.31302,0.516601,0.361408,0.0654577,0.069305,0.0751192,0.0642854,0.06836,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229640,30,10,5.92425,0.079414,0.0133528,0.0122563,-0.698914,-0.485908,0.307239,0.512851,0.364731,0.0146997,0.0141405,0.0157304,0.0135835,0.0120323,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229640,30,30,17.7444,0.162332,0.0134021,0.0123695,-0.697669,-0.485307,0.306706,0.511901,0.364368,0.0074625,0.00491446,0.00843011,0.00549656,0.0065258,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229640,50,2,1.20335,0.0727592,0.0225156,0.0168996,-0.707609,-0.495189,0.320586,0.522576,0.359636,0.0865124,0.087862,0.0963362,0.0823188,0.0912125,-18,-0.703125,-0.5,0.328125,0.515625,0.359375,83,96,21,33,23
229640,50,10,5.93342,0.107783,0.0221712,0.0165671,-0.69965,-0.486912,0.307933,0.513546,0.365083,0.0175837,0.0155751,0.0191357,0.0159064,0.0128528,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229640,50,30,17.7545,0.173483,0.0225049,0.0177568,-0.698055,-0.485678,0.306948,0.512218,0.364567,0.00822255,0.00614838,0.00922078,0.00654079,0.00698314,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229576,30,2,1.19668,0.0583301,0.0149187,0.0141255,-0.682959,-0.498999,0.289316,0.514835,0.377808,0.0809193,0.0781251,0.0773754,0.0722039,0.0783293,-18,-0.6875,-0.5,0.296875,0.515625,0.375,84,96,19,33,24
229576,30,10,5.92704,0.0624435,0.0146055,0.0127446,-0.681273,-0.494399,0.283482,0.511152,0.381039,0.0206133,0.01707,0.0182948,0.0153005,0.0124282,-18,-0.671875,-0.5,0.28125,0.515625,0.375,85,96,18,33,24
229576,30,30,17.7513,0.0644854,0.014233,0.0119576,-0.680034,-0.493421,0.282796,0.510076,0.380583,0.0151135,0.00890257,0.0104668,0.00542545,0.0080977,-18,-0.671875,-0.5,0.28125,0.515625,0.375,85,96,18,33,24
229576,50,2,1.20595,0.0796476,0.0239943,0.0162647,-0.690487,-0.506881,0.296445,0.523162,0.377761,0.0832309,0.0932612,0.100136,0.0864579,0.0934963,-18,-0.6875,-0.5,0.296875,0.515625,0.375,84,96,19,33,24
229576,50,10,5.93579,0.0872903,0.0237796,0.0204017,-0.682031,-0.495095,0.283822,0.511812,0.381493,0.0209997,0.0173746,0.0180902,0.0151551,0.0132437,-18,-0.6875,-0.5,0.28125,0.515625,0.390625,84,96,18,33,25
229576,50,30,17.7631,0.0949394,0.024028,0.0158508,-0.680355,-0.493701,0.282944,0.510295,0.380817,0.0155516,0.00949805,0.0109982,0.00629324,0.00823237,-18,-0.671875,-0.5,0.28125,0.515625,0.375,85,96,18,33,24
229512,30,2,0.960743,0.0636736,0.0144064,0.0125882,-0.687848,-0.495532,0.298,0.509623,0.375757,0.0873227,0.0847373,0.091541,0.0824707,0.0842815,-18,-0.6875,-0.5,0.296875,0.515625,0.375,84,96,19,33,24
229512,30,10,4.74798,0.0608736,0.0145843,0.0131339,-0.68435,-0.490608,0.290584,0.504498,0.379877,0.0193544,0.0171672,0.0182061,0.0160245,0.0135026,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229512,30,30,14.2155,0.0756241,0.0144859,0.0127839,-0.683189,-0.489593,0.289923,0.503547,0.379311,0.0121744,0.0078363,0.00976872,0.00641133,0.006943,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229512,50,2,0.971019,0.104458,0.0240385,0.0172243,-0.694202,-0.503884,0.307622,0.517305,0.373158,0.108947,0.111861,0.11331,0.100765,0.113126,-18,-0.703125,-0.5,0.3125,0.515625,0.375,83,96,20,33,24
229512,50,10,4.75965,0.100574,0.0242405,0.0171446,-0.685931,-0.491884,0.292052,0.505967,0.379796,0.0250046,0.0245707,0.0316499,0.0214397,0.0322817,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229512,50,30,14.2271,0.122624,0.024183,0.0167592,-0.6837,-0.489799,0.290124,0.503793,0.379583,0.0126899,0.00902868,0.0104122,0.00746023,0.00755393,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229448,30,2,0.956232,0.0674524,0.0125048,0.0120207,-0.680124,-0.501626,0.30037,0.51384,0.36754,0.0792095,0.0863106,0.0855983,0.080713,0.0817225,-18,-0.6875,-0.5,0.296875,0.515625,0.375,84,96,19,33,24
229448,30,10,4.73019,0.0738228,0.0124623,0.0116521,-0.678261,-0.496542,0.293374,0.509129,0.3723,0.0181771,0.0174323,0.0210544,0.0170289,0.014925,-18,-0.671875,-0.5,0.296875,0.5,0.375,85,96,19,32,24
229448,30,30,14.1653,0.103268,0.0126104,0.0128189,-0.676991,-0.495637,0.292784,0.508094,0.37175,0.00980203,0.00665292,0.013253,0.00678762,0.00924711,-18,-0.671875,-0.5,0.296875,0.5,0.375,85,96,19,32,24
229448,50,2,0.962419,0.0621701,0.0208238,0.0160133,-0.68474,-0.509453,0.307072,0.520675,0.366446,0.0969075,0.108246,0.108332,0.0963817,0.10355,-18,-0.6875,-0.515625,0.3125,0.515625,0.375,84,95,20,33,24
229448,50,10,4.73839,0.0817668,0.0214386,0.0171552,-0.679719,-0.497675,0.294762,0.510273,0.372358,0.0221518,0.022743,0.0270335,0.0220564,0.0192035,-18,-0.6875,-0.5,0.296875,0.515625,0.375,84,96,19,33,24
229448,50,30,14.1748,0.130474,0.0211091,0.0158314,-0.677421,-0.496042,0.293031,0.508416,0.372016,0.0103394,0.00781355,0.0136528,0.00782238,0.00949986,-18,-0.671875,-0.5,0.296875,0.5,0.375,85,96,19,32,24
221448,30,2,0.981776,0.0674714,0.0137599,0.0130946,-0.71822,-0.482082,0.323997,0.519613,0.356692,0.0968866,0.0866249,0.106713,0.085065,0.115077,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
221448,30,10,4.85735,0.138003,0.0136284,0.0130579,-0.714524,-0.476565,0.313997,0.513409,0.363683,0.0208499,0.0170873,0.0256129,0.0166016,0.0211641,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
221448,30,30,14.5455,0.370598,0.0137122,0.0129656,-0.713475,-0.475742,0.313503,0.512691,0.363023,0.0137508,0.00832096,0.020153,0.00797749,0.0171993,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
221448,50,2,0.99145,0.0881936,0.0228893,0.0172227,-0.721873,-0.488328,0.329274,0.524546,0.356382,0.108838,0.10816,0.116024,0.0999527,0.114661,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
221448,50,10,4.86627,0.147626,0.022648,0.0161044,-0.71627,-0.477584,0.315213,0.514735,0.363907,0.0245481,0.0201774,0.0295531,0.020309,0.0226484,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
221448,50,30,14.5556,0.377939,0.0225325,0.0158447,-0.713887,-0.475918,0.313689,0.512915,0.363201,0.0140519,0.00891223,0.0204193,0.00849975,0.0174159,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229648,30,2,0.980155,0.0867623,0.0145844,0.0129929,-0.720559,-0.481855,0.322488,0.519732,0.360194,0.0874394,0.0885991,0.0989712,0.083035,0.0942573,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229648,30,10,4.8324,0.0859903,0.0143233,0.0120882,-0.71522,-0.475744,0.313036,0.512422,0.365507,0.0205817,0.0181396,0.0204732,0.0170071,0.0140024,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229648,30,30,14.4686,0.174703,0.0144212,0.01269,-0.713827,-0.474669,0.312088,0.511335,0.365073,0.0116718,0.00872525,0.0102497,0.00588962,0.00566166,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229648,50,2,0.987753,0.0921739,0.0243604,0.0167973,-0.725162,-0.488682,0.33052,0.525519,0.357805,0.113432,0.111235,0.122968,0.104245,0.121673,-18,-0.734375,-0.484375,0.328125,0.53125,0.359375,81,97,21,34,23
229648,50,10,4.84081,0.0964745,0.0239766,0.0164778,-0.716686,-0.476562,0.313598,0.513372,0.366278,0.0243446,0.0200053,0.0244956,0.0197916,0.015123,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229648,50,30,14.4769,0.172903,0.0240407,0.016811,-0.714361,-0.475017,0.312513,0.511819,0.365045,0.0125348,0.00971019,0.0171628,0.0087509,0.0148123,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229584,30,2,0.977356,0.0596807,0.0146118,0.0129665,-0.706399,-0.491819,0.320407,0.520824,0.356987,0.0920443,0.0905349,0.101482,0.0831315,0.106974,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229584,30,10,4.8318,0.0886463,0.0144237,0.0129157,-0.702914,-0.484867,0.310651,0.514454,0.362676,0.0181899,0.0180906,0.0190386,0.0166362,0.0134228,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229584,30,30,14.4635,0.0623516,0.0144016,0.0122503,-0.701335,-0.483723,0.309463,0.513188,0.362407,0.00943416,0.00724706,0.00963303,0.00589302,0.00582788,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229584,50,2,0.985692,0.0765783,0.0239557,0.0167931,-0.711434,-0.498576,0.327738,0.528037,0.354234,0.118974,0.108522,0.122289,0.101672,0.124555,-18,-0.71875,-0.5,0.328125,0.53125,0.359375,82,96,21,34,23
229584,50,10,4.83941,0.0783085,0.0241506,0.0168282,-0.704145,-0.485469,0.311111,0.515057,0.363447,0.0252006,0.0206825,0.0223212,0.0203249,0.018161,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229584,50,30,14.473,0.090682,0.0242691,0.0172657,-0.70193,-0.484143,0.30978,0.513626,0.362667,0.0100173,0.00812249,0.0104092,0.00692219,0.00640673,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229520,30,2,0.977144,0.0494514,0.0145572,0.0144537,-0.719055,-0.484435,0.327139,0.522428,0.353922,0.0899365,0.0932015,0.10306,0.0884139,0.0946456,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229520,30,10,4.83179,0.079612,0.0145655,0.0127593,-0.715266,-0.477547,0.316373,0.515677,0.360763,0.0222002,0.0178036,0.0201041,0.0168267,0.0139893,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229520,30,30,14.4691,0.0637881,0.0144916,0.0128919,-0.713948,-0.476352,0.315446,0.514759,0.360095,0.0144705,0.00913754,0.0102284,0.00584731,0.00654783,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229520,50,2,0.987866,0.097938,0.0242284,0.0175015,-0.724481,-0.489948,0.333749,0.528959,0.351721,0.110477,0.108545,0.120378,0.102699,0.121933,-18,-0.71875,-0.484375,0.328125,0.53125,0.34375,82,97,21,34,22
229520,50,10,4.84271,0.0906712,0.0241801,0.0168038,-0.716959,-0.478432,0.317317,0.516902,0.361172,0.0241629,0.0204234,0.0226901,0.0189833,0.0154703,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229520,50,30,14.4802,0.0969276,0.0243422,0.017418,-0.714456,-0.47671,0.315747,0.515148,0.36027,0.0152784,0.00991847,0.0114925,0.00697081,0.00723873,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229456,30,2,0.978198,0.0591397,0.0144557,0.0139727,-0.706863,-0.490757,0.31942,0.519722,0.358478,0.0949366,0.0895754,0.102151,0.0838859,0.0987977,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229456,30,10,4.83413,0.0690641,0.0146025,0.0132341,-0.702924,-0.483577,0.309076,0.512344,0.365081,0.0246502,0.0190242,0.0217086,0.0177365,0.0149851,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229456,30,30,14.4776,0.138107,0.0145475,0.0144203,-0.70153,-0.48246,0.307988,0.511116,0.364886,0.0179891,0.0100636,0.012238,0.0070982,0.0079911,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229456,50,2,0.988849,0.096598,0.0240909,0.016165,-0.710258,-0.494313,0.323863,0.523091,0.357616,0.112118,0.107406,0.119388,0.0993799,0.122371,-18,-0.703125,-0.5,0.328125,0.515625,0.359375,83,96,21,33,23
229456,50,10,4.84287,0.0853511,0.0243618,0.0173446,-0.704721,-0.485283,0.310399,0.513842,0.365763,0.029129,0.0253514,0.0291587,0.0241073,0.0190192,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229456,50,30,14.4861,0.14682,0.0238039,0.0159522,-0.702002,-0.482695,0.308197,0.511468,0.365032,0.0185272,0.0105855,0.012915,0.00782372,0.00825231,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229656,30,2,0.999819,0.0746162,0.0145036,0.0123024,-0.712508,-0.48608,0.32301,0.522256,0.353322,0.0984583,0.0883473,0.0945166,0.0837371,0.103114,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229656,30,10,4.93843,0.0862218,0.0145107,0.013375,-0.710356,-0.480887,0.315316,0.516463,0.359463,0.0283667,0.0179513,0.0213433,0.017844,0.0248656,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229656,30,30,14.7898,0.205566,0.0144919,0.0129977,-0.709127,-0.479817,0.314201,0.515354,0.35939,0.0117837,0.00887756,0.0129157,0.00702499,0.0108415,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229656,50,2,1.00966,0.102084,0.0237865,0.0157895,-0.719084,-0.493578,0.32992,0.528415,0.354327,0.102345,0.107757,0.114365,0.0957025,0.110843,-18,-0.71875,-0.5,0.328125,0.53125,0.359375,82,96,21,34,23
229656,50,10,4.94952,0.146035,0.0240242,0.0164854,-0.712206,-0.482202,0.316232,0.517942,0.360234,0.0229888,0.0251208,0.0275852,0.0222728,0.0181488,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229656,50,30,14.7999,0.212596,0.0243647,0.0172279,-0.7097,-0.480279,0.314503,0.515855,0.35962,0.0121729,0.00936739,0.0134672,0.00761107,0.0108627,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229592,30,2,0.996045,0.0758611,0.0145251,0.0141086,-0.701381,-0.495589,0.314868,0.520289,0.361813,0.0804799,0.0899546,0.101153,0.0842453,0.0905494,-18,-0.703125,-0.5,0.3125,0.53125,0.359375,83,96,20,34,23
229592,30,10,4.91864,0.0605459,0.0145919,0.0128711,-0.696943,-0.487995,0.305461,0.513624,0.365853,0.0183705,0.0184801,0.0206158,0.0173993,0.0140314,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229592,30,30,14.7275,0.0650713,0.0144745,0.0126192,-0.695529,-0.486645,0.304336,0.512124,0.365714,0.00816426,0.0069652,0.00892508,0.00571675,0.00766789,-18,-0.6875,-0.484375,0.296875,0.515625,0.359375,84,97,19,33,23
229592,50,2,1.00536,0.0840739,0.0242717,0.0173845,-0.706487,-0.501533,0.32183,0.526192,0.359998,0.103622,0.112327,0.11602,0.0979112,0.10028,-18,-0.703125,-0.5,0.3125,0.53125,0.359375,83,96,20,34,23
229592,50,10,4.92915,0.0908678,0.0241063,0.0161227,-0.698305,-0.488834,0.306158,0.514354,0.366628,0.0211794,0.0202042,0.0241988,0.0200739,0.0173826,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229592,50,30,14.7373,0.0917251,0.0242518,0.0167543,-0.696141,-0.487082,0.304721,0.512583,0.365919,0.00916159,0.00767616,0.00977,0.00654866,0.00776282,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229528,30,2,0.995813,0.0627078,0.0143527,0.0128023,-0.710375,-0.489351,0.325289,0.52075,0.353687,0.0870135,0.0822954,0.0982375,0.0817053,0.0944477,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229528,30,10,4.92102,0.064205,0.0144439,0.0149505,-0.706732,-0.482577,0.315595,0.51416,0.359554,0.0178429,0.0159275,0.0195348,0.0152092,0.014129,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229528,30,30,14.7333,0.0628427,0.0145108,0.0131532,-0.705324,-0.481682,0.314717,0.513039,0.359249,0.0105389,0.00733214,0.0124814,0.00628688,0.00802641,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229528,50,2,1.00638,0.0865264,0.0242752,0.0168372,-0.716299,-0.49396,0.330418,0.525681,0.35416,0.0979047,0.102598,0.11203,0.0959958,0.1035,-18,-0.71875,-0.5,0.328125,0.53125,0.359375,82,96,21,34,23
229528,50,10,4.93096,0.0841139,0.0240714,0.0162293,-0.708462,-0.483702,0.316795,0.515405,0.359964,0.0220437,0.0196655,0.0274397,0.0193593,0.021653,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229528,50,30,14.7446,0.0938031,0.024382,0.0169384,-0.705844,-0.481981,0.315004,0.51345,0.359371,0.0111225,0.0079698,0.0131317,0.00689681,0.0085317,-18,-0.703125,-0.484375,0.3125,0.515625,0.359375,83,97,20,33,23
229464,30,2,1.00262,0.0647666,0.0146955,0.0136224,-0.696923,-0.493565,0.298449,0.513572,0.378467,0.0861949,0.0906607,0.0917033,0.0812592,0.0886477,-18,-0.703125,-0.484375,0.296875,0.515625,0.375,83,97,19,33,24
229464,30,10,4.95636,0.0836744,0.0146821,0.012965,-0.692459,-0.486326,0.289724,0.507365,0.381697,0.0230675,0.0201645,0.0242998,0.0195255,0.0162132,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229464,30,30,14.8382,0.184373,0.0145031,0.0129077,-0.691243,-0.485306,0.288937,0.506423,0.381189,0.0138514,0.00944609,0.0126602,0.00681652,0.00872943,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229464,50,2,1.01258,0.0888899,0.0242834,0.0166799,-0.702571,-0.498642,0.303925,0.519465,0.377823,0.102424,0.104057,0.108722,0.0943559,0.104832,-18,-0.703125,-0.5,0.3125,0.515625,0.375,83,96,20,33,24
229464,50,10,4.96502,0.0982369,0.0241297,0.0162104,-0.693925,-0.4873,0.290288,0.508526,0.382412,0.0243789,0.0203964,0.0247108,0.019993,0.0165932,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
229464,50,30,14.8486,0.190187,0.0242216,0.0171849,-0.691651,-0.485613,0.289092,0.506694,0.381478,0.0141693,0.00974334,0.0130211,0.00729376,0.00909611,-18,-0.6875,-0.484375,0.296875,0.5,0.375,84,97,19,32,24
237704,30,2,0.988342,0.0735172,0.0143474,0.012191,-0.733464,-0.471039,0.323241,0.516791,0.364471,0.0877052,0.0817204,0.0955837,0.080783,0.0822865,-18,-0.734375,-0.46875,0.328125,0.515625,0.359375,81,98,21,33,23
237704,30,10,4.88457,0.0767859,0.0145358,0.0129255,-0.727995,-0.46595,0.314196,0.511089,0.368659,0.0265192,0.0201415,0.0268633,0.0199745,0.0200303,-18,-0.734375,-0.46875,0.3125,0.515625,0.375,81,98,20,33,24
237704,30,30,14.626,0.147745,0.014514,0.0128442,-0.726472,-0.46486,0.313072,0.509871,0.368388,0.019652,0.0110538,0.0182314,0.010336,0.0149973,-18,-0.734375,-0.46875,0.3125,0.515625,0.375,81,98,20,33,24
237704,50,2,0.998913,0.0848132,0.0246371,0.0177631,-0.738432,-0.478136,0.332224,0.523488,0.360855,0.118151,0.105226,0.126668,0.102181,0.125792,-18,-0.734375,-0.484375,0.328125,0.53125,0.359375,81,97,21,34,23
237704,50,10,4.89512,0.100945,0.0242061,0.0178907,-0.72918,-0.467028,0.314778,0.511982,0.369448,0.029373,0.0238793,0.0299541,0.0228956,0.0211358,-18,-0.734375,-0.46875,0.3125,0.515625,0.375,81,98,20,33,24
237704,50,30,14.6349,0.153134,0.0240953,0.0164294,-0.727109,-0.465254,0.313417,0.510342,0.368603,0.0201287,0.0115799,0.0188363,0.0110091,0.0151639,-18,-0.734375,-0.46875,0.3125,0.515625,0.375,81,98,20,33,24
237648,30,2,1.00378,0.0866927,0.0146307,0.0130224,-0.748306,-0.462801,0.323715,0.522721,0.364671,0.0891652,0.0891747,0.100698,0.0869128,0.092523,-18,-0.75,-0.46875,0.328125,0.53125,0.359375,80,98,21,34,23
237648,30,10,4.95462,0.0721149,0.0143663,0.0133906,-0.742715,-0.456669,0.314767,0.514668,0.369948,0.0230214,0.0171836,0.0209501,0.0179682,0.019957,-18,-0.75,-0.453125,0.3125,0.515625,0.375,80,99,20,33,24
237648,30,30,14.8373,0.135433,0.0142773,0.0124214,-0.741384,-0.45606,0.314084,0.51369,0.36967,0.0107254,0.00656207,0.0128253,0.00753348,0.0115689,-18,-0.75,-0.453125,0.3125,0.515625,0.375,80,99,20,33,24
237648,50,2,1.01258,0.0866987,0.0242049,0.016855,-0.752782,-0.465644,0.330439,0.524786,0.363201,0.113201,0.0983075,0.121364,0.0964884,0.125498,-18,-0.75,-0.46875,0.328125,0.53125,0.359375,80,98,21,34,23
237648,50,10,4.96499,0.0905081,0.0239252,0.0166777,-0.744371,-0.457867,0.315794,0.515915,0.37053,0.02388,0.0199554,0.0246367,0.0205169,0.0177979,-18,-0.75,-0.453125,0.3125,0.515625,0.375,80,99,20,33,24
237648,50,30,14.8478,0.154386,0.0242655,0.0172132,-0.741931,-0.456276,0.314372,0.514006,0.369829,0.0117784,0.00751319,0.0137673,0.00852022,0.0118249,-18,-0.75,-0.453125,0.3125,0.515625,0.375,80,99,20,33,24
229896,30,2,1.01954,0.0658761,0.0142599,0.0119105,-0.747458,-0.465922,0.344243,0.525531,0.343606,0.094341,0.0858451,0.103087,0.0847433,0.109167,-18,-0.75,-0.46875,0.34375,0.53125,0.34375,80,98,22,34,22
229896,30,10,5.03655,0.0864979,0.0144114,0.0138177,-0.744229,-0.460235,0.335279,0.519586,0.349599,0.0206145,0.0165024,0.0215434,0.0162824,0.0152064,-18,-0.75,-0.453125,0.34375,0.515625,0.34375,80,99,22,33,22
229896,30,30,15.0815,0.146537,0.0146465,0.013612,-0.742835,-0.459315,0.334288,0.518493,0.349369,0.0110876,0.00820499,0.0119508,0.00585148,0.00821656,-18,-0.734375,-0.453125,0.328125,0.515625,0.34375,81,99,21,33,22
229896,50,2,1.0292,0.090238,0.0245777,0.0191693,-0.75415,-0.471133,0.352159,0.531855,0.341269,0.107826,0.101257,0.125362,0.102417,0.122096,-18,-0.75,-0.46875,0.34375,0.53125,0.34375,80,98,22,34,22
229896,50,10,5.04562,0.102965,0.0240308,0.0162643,-0.745378,-0.460813,0.335832,0.520246,0.350114,0.0233547,0.019507,0.0275453,0.0200066,0.0209198,-18,-0.75,-0.453125,0.34375,0.515625,0.34375,80,99,22,33,22
229896,50,30,15.0908,0.155139,0.0241943,0.0172013,-0.743282,-0.459589,0.33457,0.518838,0.349465,0.0120757,0.00849982,0.0128702,0.00669563,0.0083951,-18,-0.734375,-0.453125,0.328125,0.515625,0.34375,81,99,21,33,22
229832,30,2,1.01357,0.0693178,0.0143597,0.0127577,-0.716424,-0.483541,0.326613,0.515597,0.357756,0.079276,0.0837178,0.0930252,0.0771312,0.0859959,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229832,30,10,5.01083,0.0673614,0.0144491,0.0127277,-0.712349,-0.477087,0.317806,0.510392,0.361239,0.0198066,0.0167129,0.0189386,0.0171272,0.0140356,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229832,30,30,15.0028,0.0648601,0.0146272,0.013383,-0.711049,-0.476106,0.317021,0.509255,0.360878,0.0120539,0.00755979,0.00971321,0.00882332,0.0083664,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229832,50,2,1.02325,0.110225,0.0241185,0.0163278,-0.723256,-0.489862,0.333857,0.523953,0.355308,0.0962673,0.100344,0.116214,0.0957553,0.105433,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229832,50,10,5.01998,0.0887286,0.02418,0.0171201,-0.713833,-0.478286,0.318707,0.511507,0.361905,0.022535,0.0195178,0.0225528,0.0199238,0.0159889,-18,-0.71875,-0.484375,0.328125,0.515625,0.359375,82,97,21,33,23
229832,50,30,15.0128,0.0937935,0.0243692,0.0167714,-0.711599,-0.476445,0.317326,0.509623,0.361095,0.0124026,0.00824813,0.0101494,0.00933342,0.00871559,-18,-0.71875,-0.46875,0.3125,0.515625,0.359375,82,98,20,33,23
229768,30,2,1.01372,0.0583781,0.0145394,0.012967,-0.733591,-0.47209,0.341214,0.516685,0.347782,0.0865216,0.0853797,0.101143,0.0784875,0.0907641,-19,-0.734375,-0.46875,0.34375,0.515625,0.34375,81,98,22,33,22
229768,30,10,5.01266,0.0670438,0.014555,0.0126364,-0.729797,-0.466832,0.331727,0.511982,0.352921,0.0233736,0.0191329,0.0253356,0.0168683,0.0161198,-19,-0.734375,-0.46875,0.328125,0.515625,0.359375,81,98,21,33,23
229768,30,30,15.0104,0.0661196,0.0144601,0.0123221,-0.728454,-0.465896,0.330761,0.510829,0.352761,0.0167678,0.0114599,0.01891,0.00748443,0.0110471,-19,-0.734375,-0.46875,0.328125,0.515625,0.359375,81,98,21,33,23
