CMSSWID,SM/iz,TT/SC,Strip,XTAL,iphi/ix,ieta/iy,eta,eta_ring,A,t0,alpha,beta,stripid
872424598,-1,279,3,5,73,22,-1.80447,-21,0.232981,121.759,1.44818,37.3368,279560
872424599,-1,279,4,3,73,23,-1.82535,-21,0.232132,121.43,1.42174,37.8688,131344
872424600,-1,279,4,5,73,24,-1.8463900000000002,-22,0.23155900000000001,121.79799999999999,1.46038,37.4867,131344
872424601,-1,279,2,3,73,25,-1.8675599999999999,-22,0.23336500000000002,121.196,1.44092,37.3433,139336
872424602,-1,278,2,1,73,26,-1.8881700000000001,-22,0.227425,122.855,1.317,40.6698,139344
872424603,-1,278,2,4,73,27,-1.90956,-22,0.23335999999999998,121.602,1.48374,36.8387,139344
872424604,-1,278,3,1,73,28,-1.931,-23,0.23611100000000002,122.226,1.49215,36.2808,139656
872424605,-1,278,3,2,73,29,-1.9524599999999999,-23,0.23348899999999997,121.42200000000001,1.391,38.0592,139656
872424606,-1,278,3,3,73,30,-1.9738900000000001,-23,0.23449899999999999,121.50200000000001,1.44298,37.1393,139656
872424607,-1,277,4,3,73,31,-1.9949400000000002,-23,0.232898,121.28,1.42438,37.6901,139912
872424608,-1,277,3,1,73,32,-2.01614,-23,0.23570100000000002,121.789,1.44212,36.8201,139976
872424609,-1,277,3,3,73,33,-2.03715,-23,0.23636300000000002,120.404,1.34604,38.126,139976
872424610,-1,277,3,4,73,34,-2.05789,-24,0.234931,122.39399999999999,1.52335,36.0717,139976
872424611,-1,277,3,5,73,35,-2.07829,-24,0.23664200000000002,120.405,1.42706,36.7922,139976
872424612,-1,276,3,2,73,36,-2.09827,-24,0.232252,123.74799999999999,1.48379,37.234,140040
872424613,-1,276,3,5,73,37,-2.11766,-24,0.23217800000000002,121.50399999999999,1.4053799999999999,38.2294,140040
872424614,-1,276,1,3,73,38,-2.13643,-24,0.23107600000000003,121.572,1.35952,39.0453,148040
872424615,-1,276,4,3,73,39,-2.15448,-24,0.23192600000000002,120.37100000000001,1.36398,38.7122,148296
872424616,-1,276,2,3,73,40,-2.1717,-24,0.232987,120.14200000000001,1.37542,38.2602,148112
872424617,-1,275,2,1,73,41,-2.18811,-25,0.23365100000000003,122.771,1.46167,37.19,148360
872424618,-1,275,2,4,73,42,-2.20317,-25,0.23366900000000002,121.07799999999999,1.42566,37.5974,148360
872424619,-1,275,3,2,73,43,-2.21705,-25,0.234041,121.818,1.43709,37.4014,148432
872424620,-1,275,3,5,73,44,-2.2296099999999996,-25,0.23580500000000001,120.06,1.40782,37.1885,148432
872424621,-1,275,4,3,73,45,-2.24076,-25,0.232033,120.309,1.37689,38.2936,148496
872424622,-1,274,3,2,73,46,-2.25045,-25,0.23365300000000003,120.75399999999999,1.41775,37.5842,148488
872424623,-1,274,3,5,73,47,-2.2582299999999997,-25,0.23471,120.491,1.4531,36.8483,148488
872424624,-1,274,1,3,73,48,-2.2643,-25,0.235158,120.916,1.44973,36.7741,9032
872424625,-1,274,4,3,73,49,-2.26859,-25,0.23342600000000002,119.646,1.41662,37.4456,9352
872424626,-1,274,2,3,73,50,-2.27106,-25,0.237483,119.655,1.45155,36.1844,9096
872424627,-1,37,1,5,73,51,-2.27163,-25,0.23567399999999997,121.54899999999999,1.4678,36.5707,9160
872424628,-1,37,4,1,73,52,-2.2702400000000003,-25,0.231933,120.257,1.39704,38.244,9416
872424629,-1,37,2,5,73,53,-2.267,-25,0.235552,119.59,1.43067,36.8952,9224
872424630,-1,37,3,5,73,54,-2.26195,-25,0.237569,118.98,1.40314,36.7542,17232
872424631,-1,37,3,3,73,55,-2.25516,-25,0.238222,119.79,1.4286299999999998,36.4633,17232
872424632,-1,38,4,3,73,56,-2.24646,-25,0.233607,118.065,1.2923200000000001,39.3392,17224
872424633,-1,38,3,3,73,57,-2.23618,-25,0.23176,120.116,1.3969999999999998,38.3103,17296
872424634,-1,38,3,1,73,58,-2.2244200000000003,-25,0.230125,118.322,1.17375,41.3644,17296
872424635,-1,38,2,5,73,59,-2.21129,-25,0.23258,120.43700000000001,1.4276200000000001,37.579,17352
872424636,-1,38,2,3,73,60,-2.1969,-25,0.235217,118.88799999999999,1.38684,37.4669,17352
872424637,-1,39,1,5,73,61,-2.18113,-25,0.227262,123.17299999999999,1.38257,39.8673,17104
872424638,-1,39,4,1,73,62,-2.16443,-24,0.230777,121.48200000000001,1.40972,38.3001,17416
872424639,-1,39,2,5,73,63,-2.14684,-24,0.233907,120.90100000000001,1.44078,37.2503,17160
872424640,-1,39,3,5,73,64,-2.12847,-24,0.234199,120.402,1.40359,37.7158,25168
872424641,-1,39,3,3,73,65,-2.10942,-24,0.22669699999999998,122.281,1.2463600000000001,42.6433,25168
872424642,-1,40,3,4,73,66,-2.0897099999999997,-24,0.23590300000000003,120.689,1.49773,36.0076,25224
872424643,-1,40,3,3,73,67,-2.06953,-24,0.233963,120.598,1.4101,37.6929,25224
872424644,-1,40,3,2,73,68,-2.04897,-24,0.23535999999999999,121.236,1.45366,36.7702,25224
872424645,-1,40,3,1,73,69,-2.0281,-23,0.232661,121.889,1.4121,37.9521,25224
872424646,-1,40,4,1,73,70,-2.0069999999999997,-23,0.234093,119.67299999999999,1.33075,38.5722,25288
872424647,-1,41,2,5,73,71,-1.98596,-23,0.23127199999999998,121.685,1.43163,38.0291,25032
872424648,-1,41,4,1,73,72,-1.9645599999999999,-23,0.230075,122.194,1.33545,39.6003,25040
872424649,-1,41,5,3,73,73,-1.9431,-23,0.231805,120.367,1.4226,37.8024,25096
872424650,-1,41,3,4,73,74,-1.9216400000000002,-22,0.230931,122.365,1.49361,37.2556,24848
872424651,-1,41,3,2,73,75,-1.90021,-22,0.234643,122.51700000000001,1.45288,37.0729,24848
872424652,-1,42,2,4,73,76,-1.87947,-22,0.235044,121.04,1.44569,37.0085,24840
872424653,-1,42,4,4,73,77,-1.85822,-22,0.231544,122.029,1.44269,37.8906,32840
872424654,-1,42,4,2,73,78,-1.8370900000000001,-22,0.226204,122.912,1.33332,40.7712,32840
872424655,-1,42,3,5,73,79,-1.8161,-21,0.232312,121.775,1.42495,37.9357,181072
872424656,-1,42,3,3,73,80,-1.79528,-21,0.23040700000000003,122.75299999999999,1.3892200000000001,38.8814,181072
872424657,-1,43,2,5,73,81,-1.77571,-21,0.23191799999999999,122.62299999999999,1.52651,36.6599,181064
872424658,-1,43,2,2,73,82,-1.75531,-21,0.231384,122.774,1.52698,36.914,181064
872424659,-1,43,3,5,73,83,-1.73511,-20,0.23025199999999998,122.508,1.47851,37.6487,180880
872424660,-1,43,3,4,73,84,-1.71512,-20,0.230384,122.402,1.44989,37.9568,180880
872424661,-1,43,3,2,73,85,-1.6953599999999998,-20,0.225561,125.359,1.46662,39.34,180880
872424662,-1,44,3,4,73,86,-1.6773200000000001,-20,0.228041,124.603,1.47032,38.4249,180872
872424663,-1,44,3,1,73,87,-1.6580700000000002,-20,0.23083299999999998,123.906,1.49722,37.4026,180872
872424664,-1,44,2,5,73,88,-1.63905,-19,0.232657,122.30799999999999,1.48156,37.1005,180632
872424665,-1,44,2,3,73,89,-1.62026,-19,0.23345,122.62899999999999,1.53731,36.2539,180632
872424666,-1,44,4,1,73,90,-1.60171,-19,0.230037,123.63600000000001,1.43929,38.4228,180688
872424667,-1,45,3,4,73,91,-1.58531,-19,0.229174,123.193,1.52073,37.4211,180680
872424668,-1,45,3,2,73,92,-1.5673,-19,0.22691999999999998,123.81,1.45964,38.7361,180680
872424669,-1,45,2,5,73,93,-1.54952,-18,0.22916,123.436,1.5645799999999999,36.8981,180432
872424670,-1,45,2,3,73,94,-1.53196,-18,0.23043899999999998,124.545,1.6333,35.9313,180432
872424671,-1,45,4,1,73,95,-1.51464,-18,0.22654499999999997,125.63799999999999,1.61242,37.1459,180440
872424710,-1,282,2,2,74,6,-1.4964600000000001,-18,0.22742600000000002,123.036,1.52661,37.6948,278672
872424711,-1,282,2,4,74,7,-1.51334,-18,0.23017100000000001,121.68700000000001,1.54788,36.6952,278672
872424712,-1,282,2,5,74,8,-1.53043,-18,0.226198,123.125,1.5547799999999998,37.6659,278672
872424713,-1,282,3,3,74,9,-1.5477299999999998,-18,0.22576,124.631,1.55335,37.9743,278936
872424714,-1,282,3,5,74,10,-1.56525,-18,0.222789,125.16,1.5019999999999998,39.4345,278936
872424715,-1,281,1,1,74,11,-1.58094,-19,0.22989600000000002,124.427,1.4801600000000001,38.0383,278992
872424716,-1,281,2,2,74,12,-1.59895,-19,0.231052,121.978,1.40065,38.3868,278984
872424717,-1,281,2,4,74,13,-1.6171799999999998,-19,0.23161900000000002,122.055,1.47304,37.4236,278984
872424718,-1,281,2,5,74,14,-1.63562,-19,0.230954,122.374,1.46238,37.6135,278984
872424719,-1,281,3,4,74,15,-1.6542700000000001,-20,0.230271,122.68299999999999,1.48627,37.3924,279248
872424720,-1,280,3,2,74,16,-1.6714799999999999,-20,0.22828,123.632,1.4416200000000001,38.8214,279256
872424721,-1,280,3,4,74,17,-1.69059,-20,0.233075,122.23899999999999,1.51094,36.673,279256
872424722,-1,280,1,3,74,18,-1.7099,-20,0.231616,122.36200000000001,1.46586,37.5733,279304
872424723,-1,280,2,2,74,19,-1.72941,-20,0.22956300000000002,122.95299999999999,1.45466,38.2073,279568
872424724,-1,280,2,4,74,20,-1.7490900000000003,-21,0.228762,121.898,1.36838,39.4481,279568
872424725,-1,279,3,3,74,21,-1.76771,-21,0.233648,122.12200000000001,1.45744,37.1943,279560
872424726,-1,279,1,1,74,22,-1.78775,-21,0.234843,122.24600000000001,1.43613,37.2132,287560
872424727,-1,279,1,3,74,23,-1.80794,-21,0.232273,122.652,1.44303,37.7074,287560
872424728,-1,279,2,1,74,24,-1.82825,-21,0.233469,121.663,1.4534799999999999,37.1869,139336
872424729,-1,279,2,4,74,25,-1.8486599999999997,-22,0.234046,121.581,1.4807299999999999,36.6933,139336
872424730,-1,278,2,2,74,26,-1.86831,-22,0.23275300000000002,122.277,1.45874,37.3346,139344
872424731,-1,278,2,5,74,27,-1.88885,-22,0.23513499999999998,120.88,1.4641600000000001,36.6633,139344
872424732,-1,278,1,2,74,28,-1.9094099999999998,-22,0.23141799999999998,122.10700000000001,1.35121,39.1343,139408
872424733,-1,278,1,4,74,29,-1.92995,-22,0.234411,122.324,1.49082,36.6635,139408
872424734,-1,278,3,4,74,30,-1.95042,-23,0.23447300000000001,122.042,1.48253,36.6813,139656
872424735,-1,277,1,1,74,31,-1.9703099999999998,-23,0.227758,126.447,1.45746,39.1198,139728
872424736,-1,277,1,3,74,32,-1.9904700000000002,-23,0.233111,123.448,1.47661,37.1714,139728
872424737,-1,277,2,1,74,33,-2.01041,-23,0.236215,121.03299999999999,1.40632,37.1811,140048
872424738,-1,277,2,2,74,34,-2.03005,-23,0.23525,121.81700000000001,1.4521700000000002,36.916,140048
872424739,-1,277,2,4,74,35,-2.04934,-24,0.23543000000000003,122.18299999999999,1.48412,36.4877,140048
872424740,-1,276,3,3,74,36,-2.068,-24,0.23119,122.311,1.40395,38.5232,140040
872424741,-1,276,1,1,74,37,-2.08622,-24,0.23429,122.167,1.41642,37.7536,148040
872424742,-1,276,1,4,74,38,-2.10383,-24,0.23459699999999997,122.39200000000001,1.47207,36.8377,148040
872424743,-1,276,2,1,74,39,-2.12073,-24,0.23308600000000002,121.921,1.4455200000000001,37.4866,148112
872424744,-1,276,2,4,74,40,-2.13682,-24,0.227831,121.927,1.3634,39.8944,148112
872424745,-1,275,2,2,74,41,-2.15196,-24,0.23229,121.75399999999999,1.43052,37.727,148360
872424746,-1,275,2,5,74,42,-2.16595,-24,0.23334899999999997,120.821,1.41988,37.5886,148360
872424747,-1,275,1,2,74,43,-2.17881,-25,0.231569,123.38600000000001,1.44275,38.0096,148424
872424748,-1,275,1,4,74,44,-2.19044,-25,0.234292,122.15,1.44566,37.2179,148424
872424749,-1,275,4,4,74,45,-2.20074,-25,0.235023,119.431,1.41893,37.223,148496
872424750,-1,274,3,3,74,46,-2.20959,-25,0.231719,121.10600000000001,1.3940299999999999,38.3547,148488
872424751,-1,274,1,1,74,47,-2.21675,-25,0.237758,121.33,1.46166,36.2757,9032
872424752,-1,274,1,4,74,48,-2.22232,-25,0.235406,121.11200000000001,1.45084,36.7888,9032
872424753,-1,274,2,1,74,49,-2.22627,-25,0.232848,121.667,1.40946,37.9232,9096
872424754,-1,274,2,4,74,50,-2.22853,-25,0.2324,120.36399999999999,1.3936600000000001,38.2,9096
872424755,-1,37,1,4,74,51,-2.22906,-25,0.237454,120.041,1.40781,36.8377,9160
872424756,-1,37,1,2,74,52,-2.22778,-25,0.234298,122.71700000000001,1.4627,37.0795,9160
872424757,-1,37,2,4,74,53,-2.2248,-25,0.22842800000000002,121.056,1.33925,39.8436,9224
872424758,-1,37,2,2,74,54,-2.22017,-25,0.235062,120.289,1.40883,37.3116,9224
872424759,-1,37,3,2,74,55,-2.21392,-25,0.23586300000000002,121.016,1.44023,36.8395,17232
872424760,-1,38,4,2,74,56,-2.206,-25,0.236929,118.15899999999999,1.41595,36.6729,17224
872424761,-1,38,1,5,74,57,-2.19651,-25,0.23688,119.51899999999999,1.44702,36.3697,17288
872424762,-1,38,1,3,74,58,-2.1856299999999997,-25,0.235796,119.667,1.41554,36.9713,17288
872424763,-1,38,2,4,74,59,-2.17347,-25,0.23166799999999999,119.615,1.38688,38.3583,17352
872424764,-1,38,2,2,74,60,-2.16012,-24,0.232116,120.024,1.39386,37.996,17352
872424765,-1,39,1,4,74,61,-2.14558,-24,0.22914600000000002,121.57799999999999,1.33483,39.5051,17104
872424766,-1,39,1,2,74,62,-2.13001,-24,0.23039400000000002,122.15,1.3935799999999998,38.6107,17104
872424767,-1,39,2,4,74,63,-2.11357,-24,0.23243899999999998,120.65899999999999,1.40618,38.006,17160
872424768,-1,39,2,2,74,64,-2.09635,-24,0.23594400000000001,121.25,1.49373,36.1228,17160
872424769,-1,39,3,2,74,65,-2.0784700000000003,-24,0.230334,121.631,1.3711,38.9822,25168
872424770,-1,40,2,5,74,66,-2.06009,-24,0.232816,120.855,1.4566,37.1872,25160
872424771,-1,40,2,3,74,67,-2.04104,-23,0.235021,121.26,1.50804,36.1925,25160
872424772,-1,40,2,1,74,68,-2.02159,-23,0.237434,121.22200000000001,1.5352299999999999,35.3665,25160
872424773,-1,40,1,4,74,69,-2.00181,-23,0.234459,120.91,1.41824,37.4013,24976
872424774,-1,40,1,2,74,70,-1.9817599999999997,-23,0.234721,122.715,1.48824,36.6706,24976
872424775,-1,41,2,4,74,71,-1.96192,-23,0.22971100000000003,122.12799999999999,1.3826200000000002,39.1051,25032
872424776,-1,41,2,2,74,72,-1.9415,-23,0.235,121.234,1.4707700000000001,36.495,25032
872424777,-1,41,1,5,74,73,-1.92098,-22,0.23478400000000002,122.24,1.5196100000000001,36.06,24784
872424778,-1,41,1,3,74,74,-1.90042,-22,0.234592,123.48100000000001,1.52931,36.2333,24784
872424779,-1,41,3,1,74,75,-1.87985,-22,0.23576799999999998,123.055,1.5241,35.9397,24848
872424780,-1,42,2,3,74,76,-1.86011,-22,0.236571,121.824,1.51204,35.8243,24840
872424781,-1,42,2,1,74,77,-1.8396400000000002,-22,0.232998,123.478,1.48118,37.2256,24840
872424782,-1,42,1,4,74,78,-1.8192599999999999,-21,0.23369,122.925,1.46967,37.1486,173072
872424783,-1,42,1,2,74,79,-1.79899,-21,0.236603,123.696,1.54635,35.6453,173072
872424784,-1,42,3,2,74,80,-1.77885,-21,0.22961900000000002,125.206,1.50092,37.8945,181072
872424785,-1,43,2,4,74,81,-1.76007,-21,0.23084000000000002,120.874,1.38016,38.5312,181064
872424786,-1,43,2,1,74,82,-1.74027,-21,0.232796,122.603,1.50211,36.8455,181064
872424787,-1,43,1,4,74,83,-1.72065,-20,0.233393,122.40899999999999,1.5019799999999999,36.5804,180816
872424788,-1,43,3,3,74,84,-1.7012200000000002,-20,0.23022600000000001,122.823,1.45289,38.1712,180880
872424789,-1,43,3,1,74,85,-1.68198,-20,0.226521,123.42,1.29589,41.2717,180880
872424790,-1,44,3,3,74,86,-1.66457,-20,0.22891599999999998,125.787,1.55375,37.3636,180872
872424791,-1,44,1,5,74,87,-1.64578,-19,0.22882800000000003,123.947,1.42496,38.8253,180624
872424792,-1,44,2,4,74,88,-1.62721,-19,0.23465500000000003,121.679,1.4637200000000001,36.9019,180632
872424793,-1,44,2,2,74,89,-1.60885,-19,0.228608,124.551,1.50053,37.9922,180632
872424794,-1,44,2,1,74,90,-1.5907,-19,0.23577199999999998,123.12,1.55872,35.5268,180632
872424795,-1,45,3,3,74,91,-1.5748,-19,0.23099099999999997,123.516,1.5875,36.2729,180680
872424796,-1,45,3,1,74,92,-1.55715,-18,0.22791,123.725,1.4738,38.3176,180680
872424797,-1,45,2,4,74,93,-1.5397100000000001,-18,0.226225,124.21799999999999,1.52043,38.1456,180432
872424798,-1,45,2,2,74,94,-1.5224799999999998,-18,0.22179400000000002,124.255,1.35921,41.6105,180432
872424799,-1,45,2,1,74,95,-1.50547,-18,0.22696799999999998,125.16799999999999,1.53795,37.8641,180432
872424838,-1,282,1,1,75,6,-1.48729,-18,0.22728299999999999,125.90799999999999,1.61075,37.0593,278680
872424839,-1,282,1,2,75,7,-1.50386,-18,0.226752,124.081,1.51676,38.113,278680
872424840,-1,282,1,3,75,8,-1.52063,-18,0.223688,125.79299999999999,1.55331,38.5445,278680
872424841,-1,282,1,4,75,9,-1.5376,-18,0.22601100000000002,123.935,1.52491,38.1808,278680
872424842,-1,282,1,5,75,10,-1.55477,-18,0.22949,123.186,1.58702,36.5735,278680
872424843,-1,281,1,2,75,11,-1.56997,-19,0.231084,123.53399999999999,1.47433,37.6866,278992
872424844,-1,281,1,3,75,12,-1.58759,-19,0.22851999999999997,123.105,1.43167,38.8131,278992
872424845,-1,281,1,4,75,13,-1.60541,-19,0.232771,121.93700000000001,1.46136,37.3726,278992
872424846,-1,281,1,5,75,14,-1.62342,-19,0.23041399999999998,122.804,1.46591,37.8338,278992
872424847,-1,281,3,5,75,15,-1.64162,-19,0.23028800000000002,122.09,1.46076,37.6598,279248
872424848,-1,280,1,1,75,16,-1.6582299999999999,-20,0.230219,124.78399999999999,1.5082,37.5699,279304
872424849,-1,280,1,2,75,17,-1.67684,-20,0.22948000000000002,122.586,1.38886,39.1259,279304
872424850,-1,280,1,4,75,18,-1.6956200000000001,-20,0.22710999999999998,123.00200000000001,1.39604,39.685,279304
872424851,-1,280,1,5,75,19,-1.7145700000000001,-20,0.22488400000000003,124.609,1.41089,40.263000000000005,279304
872424852,-1,280,2,5,75,20,-1.7336799999999999,-20,0.231237,122.315,1.51166,37.0186,279568
872424853,-1,279,3,4,75,21,-1.75153,-21,0.235908,121.899,1.5002799999999998,36.1355,279560
872424854,-1,279,1,2,75,22,-1.77093,-21,0.23312,124.64399999999999,1.53787,36.498000000000005,287560
872424855,-1,279,1,4,75,23,-1.7904400000000003,-21,0.23324299999999998,122.81299999999999,1.49343,36.8679,287560
872424856,-1,279,1,5,75,24,-1.81005,-21,0.233688,123.34299999999999,1.52845,36.388000000000005,287560
872424857,-1,279,2,5,75,25,-1.82972,-21,0.233796,120.62899999999999,1.43733,37.2658,139336
872424858,-1,278,2,3,75,26,-1.84844,-22,0.23432600000000003,121.08200000000001,1.4127100000000001,37.5862,139344
872424859,-1,278,1,1,75,27,-1.86817,-22,0.2325,123.03,1.4416,37.763000000000005,139408
872424860,-1,278,1,3,75,28,-1.88788,-22,0.23609899999999998,120.564,1.393,37.5029,139408
872424861,-1,278,1,5,75,29,-1.9075400000000002,-22,0.23249899999999998,122.229,1.42831,37.8816,139408
872424862,-1,278,3,5,75,30,-1.9271099999999999,-22,0.232742,121.368,1.42167,37.7462,139656
872424863,-1,277,1,2,75,31,-1.9458900000000001,-23,0.23254899999999998,123.681,1.42056,38.0974,139728
872424864,-1,277,1,4,75,32,-1.96507,-23,0.234663,122.086,1.44296,37.1842,139728
872424865,-1,277,1,5,75,33,-1.984,-23,0.23591199999999998,122.74700000000001,1.4938200000000001,36.3033,139728
872424866,-1,277,2,3,75,34,-2.0026200000000003,-23,0.235803,121.36399999999999,1.47054,36.4318,140048
872424867,-1,277,2,5,75,35,-2.02086,-23,0.233719,121.20200000000001,1.39754,37.9302,140048
872424868,-1,276,3,4,75,36,-2.0383,-23,0.234685,121.259,1.4439,37.0398,140040
872424869,-1,276,1,2,75,37,-2.05545,-24,6.5139599999999995e-06,121.6,1.45,37.7,148040
872424870,-1,276,1,5,75,38,-2.07199,-24,0.23421,121.353,1.4329,37.2787,148040
872424871,-1,276,2,2,75,39,-2.08783,-24,0.23212600000000003,121.92200000000001,1.42565,37.9364,148112
872424872,-1,276,2,5,75,40,-2.10288,-24,0.23208299999999998,119.82700000000001,1.35507,38.7542,148112
872424873,-1,275,2,3,75,41,-2.11687,-24,0.234317,121.609,1.46381,36.9457,148360
872424874,-1,275,1,1,75,42,-2.1299,-24,0.23164,123.105,1.39172,38.7326,148424
872424875,-1,275,1,3,75,43,-2.14185,-24,0.232533,122.523,1.4164299999999999,38.0763,148424
872424876,-1,275,1,5,75,44,-2.1526400000000003,-24,0.229108,122.35600000000001,1.35869,39.5942,148424
872424877,-1,275,4,5,75,45,-2.1621900000000003,-24,0.23621799999999998,120.176,1.4331200000000002,36.7596,148496
872424878,-1,274,3,4,75,46,-2.17029,-24,0.23454,121.046,1.45375,36.9634,148488
872424879,-1,274,1,2,75,47,-2.17689,-25,0.23437,120.49799999999999,1.37852,37.8408,9032
872424880,-1,274,1,5,75,48,-2.18203,-25,0.23287800000000003,120.083,1.3323,38.891,9032
872424881,-1,274,2,2,75,49,-2.18567,-25,0.23328400000000002,120.46,1.40142,37.8085,9096
872424882,-1,274,2,5,75,50,-2.18776,-25,0.232974,119.59100000000001,1.36043,38.5023,9096
872424883,-1,37,1,3,75,51,-2.18824,-25,0.238258,121.427,1.50737,35.5063,9160
872424884,-1,37,1,1,75,52,-2.18706,-25,0.237056,121.036,1.4169,36.8839,9160
872424885,-1,37,2,3,75,53,-2.18432,-25,0.235091,120.34899999999999,1.44246,36.8954,9224
872424886,-1,37,2,1,75,54,-2.18005,-25,0.22945700000000002,122.46700000000001,1.3967100000000001,39.0696,9224
872424887,-1,37,3,1,75,55,-2.17429,-25,0.23614699999999997,121.569,1.45385,36.6272,17232
872424888,-1,38,4,1,75,56,-2.16705,-24,0.235923,119.307,1.42318,36.834,17224
872424889,-1,38,1,4,75,57,-2.15826,-24,0.232417,121.096,1.43636,37.5164,17288
872424890,-1,38,1,2,75,58,-2.14818,-24,0.236233,121.99799999999999,1.52941,35.7325,17288
872424891,-1,38,1,1,75,59,-2.13688,-24,0.23529699999999998,121.755,1.46248,36.6813,17288
872424892,-1,38,2,1,75,60,-2.12447,-24,0.235882,120.726,1.47345,36.3129,17352
872424893,-1,39,1,3,75,61,-2.1110599999999997,-24,0.23747,121.109,1.48584,35.908,17104
872424894,-1,39,1,1,75,62,-2.0965,-24,0.237288,122.041,1.52789,35.4122,17104
872424895,-1,39,2,3,75,63,-2.0811,-24,0.234921,120.431,1.4495,36.8542,17160
872424896,-1,39,2,1,75,64,-2.06495,-24,0.23702199999999998,120.338,1.44875,36.4984,17160
872424897,-1,39,3,1,75,65,-2.04814,-24,0.235281,122.12,1.4987,36.2479,25168
872424898,-1,40,2,4,75,66,-2.031,-23,0.235571,120.21799999999999,1.46164,36.5819,25160
872424899,-1,40,2,2,75,67,-2.013,-23,0.23093400000000003,121.34700000000001,1.34748,39.176,25160
872424900,-1,40,1,5,75,68,-1.99458,-23,0.236197,120.777,1.4572200000000002,36.5397,24976
872424901,-1,40,1,3,75,69,-1.9758200000000001,-23,0.23402399999999998,121.78,1.46748,36.8545,24976
872424902,-1,40,1,1,75,70,-1.9567700000000001,-23,0.236117,121.78399999999999,1.48165,36.2307,24976
872424903,-1,41,2,3,75,71,-1.93806,-23,0.230562,122.51700000000001,1.40015,38.7893,25032
872424904,-1,41,2,1,75,72,-1.9185599999999998,-22,0.232898,122.863,1.47414,37.2092,25032
872424905,-1,41,1,4,75,73,-1.89894,-22,0.23458400000000001,122.11399999999999,1.4749,36.7174,24784
872424906,-1,41,1,2,75,74,-1.87925,-22,0.231116,123.85700000000001,1.4631399999999999,37.7671,24784
872424907,-1,41,1,1,75,75,-1.8595099999999998,-22,0.233474,124.079,1.4849,37.0825,24784
872424908,-1,42,2,2,75,76,-1.84073,-22,0.23389000000000001,121.91799999999999,1.43096,37.5138,24840
872424909,-1,42,1,5,75,77,-1.8210099999999998,-21,0.236869,122.655,1.55807,35.2914,173072
872424910,-1,42,1,3,75,78,-1.80135,-21,0.23332199999999997,122.82,1.4516799999999999,37.4292,173072
872424911,-1,42,1,1,75,79,-1.78177,-21,0.23667,123.566,1.53398,35.7691,173072
872424912,-1,42,3,1,75,80,-1.7623,-21,0.22724499999999997,125.171,1.4254,39.504,181072
872424913,-1,43,2,3,75,81,-1.7443,-21,0.23454,121.56700000000001,1.48739,36.5035,181064
872424914,-1,43,1,5,75,82,-1.7251,-20,0.234842,121.602,1.50785,36.2605,180816
872424915,-1,43,1,3,75,83,-1.7060400000000002,-20,0.232067,123.11200000000001,1.5194,36.7745,180816
872424916,-1,43,1,2,75,84,-1.68715,-20,0.23533800000000002,122.04799999999999,1.50235,36.2143,180816
872424917,-1,43,1,1,75,85,-1.6684299999999999,-20,0.23371199999999998,123.40799999999999,1.51365,36.5434,180816
872424918,-1,44,3,2,75,86,-1.65165,-19,0.22857800000000003,125.973,1.52969,37.83,180872
872424919,-1,44,1,4,75,87,-1.63332,-19,0.22982199999999997,123.291,1.3934,38.8889,180624
872424920,-1,44,1,3,75,88,-1.61519,-19,0.234719,123.051,1.5325600000000001,36.1839,180624
872424921,-1,44,1,2,75,89,-1.59725,-19,0.22885500000000003,125.329,1.49355,38.3452,180624
872424922,-1,44,1,1,75,90,-1.57951,-19,0.23080100000000003,125.088,1.50996,37.407,180624
872424923,-1,45,1,5,75,91,-1.5641100000000001,-18,0.227334,124.48100000000001,1.5283200000000001,37.8329,180424
872424924,-1,45,1,4,75,92,-1.54682,-18,0.22162800000000002,126.611,1.5057399999999999,39.8575,180424
872424925,-1,45,1,3,75,93,-1.52972,-18,0.227792,123.929,1.48361,38.3282,180424
872424926,-1,45,1,2,75,94,-1.51283,-18,0.22546999999999998,125.38799999999999,1.49832,38.8632,180424
872424927,-1,45,1,1,75,95,-1.49613,-18,0.22955599999999998,125.095,1.5629,37.0385,180424
872424969,-1,291,5,1,76,9,-1.53164,-18,0.229829,123.76299999999999,1.59379,36.4572,278728
872424970,-1,291,5,4,76,10,-1.54829,-18,0.232663,122.161,1.6107200000000002,35.4975,278728
872424971,-1,290,5,1,76,11,-1.56335,-18,0.23426799999999998,121.875,1.59994,35.2258,279000
872424972,-1,290,5,3,76,12,-1.58041,-19,0.233415,120.14299999999999,1.53271,36.0491,279000
872424973,-1,290,5,5,76,13,-1.59765,-19,0.22886900000000002,120.81700000000001,1.4619,37.9626,279000
872424974,-1,290,4,2,76,14,-1.61505,-19,0.227242,123.897,1.53203,37.7787,279048
872424975,-1,290,4,4,76,15,-1.6326100000000001,-19,0.231771,122.695,1.6073,35.7486,279048
872424976,-1,289,5,1,76,16,-1.64894,-19,0.225332,123.887,1.36358,40.7601,279312
872424977,-1,289,5,2,76,17,-1.6668599999999998,-20,0.234165,121.31299999999999,1.46879,36.7632,279312
872424978,-1,289,5,4,76,18,-1.6849299999999998,-20,0.22615700000000002,121.764,1.37181,39.5289,279312
872424979,-1,289,4,1,76,19,-1.70312,-20,0.22869499999999998,124.305,1.44355,38.7219,287304
872424980,-1,289,4,3,76,20,-1.72144,-20,0.228339,123.235,1.42808,38.9061,287304
