stripid,w1c,w2c,w3c,w4c,w5c
131152,-0.65625,-0.515625,0.25,0.515625,0.40625
131784,-0.65625,-0.515625,0.25,0.515625,0.40625
132104,-0.65625,-0.515625,0.25,0.515625,0.40625
140432,-0.65625,-0.515625,0.25,0.515625,0.40625
148888,-0.65625,-0.515625,0.25,0.515625,0.40625
9864,-0.65625,-0.515625,0.25,0.515625,0.40625
9992,-0.65625,-0.515625,0.25,0.515625,0.40625
17944,-0.65625,-0.515625,0.25,0.515625,0.40625
25808,-0.65625,-0.515625,0.25,0.515625,0.40625
33608,-0.65625,-0.515625,0.25,0.515625,0.40625
33424,-0.65625,-0.515625,0.25,0.515625,0.40625
33032,-0.65625,-0.515625,0.25,0.515625,0.40625
181264,-0.65625,-0.515625,0.25,0.515625,0.40625
188752,-0.65625,-0.515625,0.25,0.515625,0.40625
131472,-0.65625,-0.515625,0.25,0.515625,0.40625
33224,-0.65625,-0.515625,0.25,0.515625,0.40625
270872,-0.65625,-0.515625,0.25,0.515625,0.40625
278864,-0.65625,-0.515625,0.25,0.515625,0.40625
279112,-0.65625,-0.515625,0.25,0.515625,0.40625
279384,-0.65625,-0.515625,0.25,0.515625,0.40625
279432,-0.65625,-0.515625,0.25,0.515625,0.40625
131216,-0.65625,-0.515625,0.25,0.515625,0.40625
131208,-0.65625,-0.515625,0.25,0.515625,0.40625
131528,-0.65625,-0.515625,0.25,0.515625,0.40625
131792,-0.65625,-0.515625,0.25,0.515625,0.40625
131848,-0.65625,-0.515625,0.25,0.515625,0.40625
140104,-0.65625,-0.515625,0.25,0.515625,0.40625
140424,-0.65625,-0.515625,0.25,0.515625,0.40625
140488,-0.65625,-0.515625,0.25,0.515625,0.40625
148880,-0.65625,-0.515625,0.25,0.515625,0.40625
149000,-0.65625,-0.515625,0.25,0.515625,0.40625
9608,-0.65625,-0.515625,0.25,0.515625,0.40625
9736,-0.65625,-0.515625,0.25,0.515625,0.40625
17800,-0.65625,-0.515625,0.25,0.515625,0.40625
17936,-0.65625,-0.515625,0.25,0.515625,0.40625
25736,-0.65625,-0.515625,0.25,0.515625,0.40625
25800,-0.65625,-0.515625,0.25,0.515625,0.40625
25552,-0.65625,-0.515625,0.25,0.515625,0.40625
25608,-0.65625,-0.515625,0.25,0.515625,0.40625
33360,-0.65625,-0.515625,0.25,0.515625,0.40625
33416,-0.65625,-0.515625,0.25,0.515625,0.40625
33160,-0.65625,-0.515625,0.25,0.515625,0.40625
32976,-0.65625,-0.515625,0.25,0.515625,0.40625
32968,-0.65625,-0.515625,0.25,0.515625,0.40625
181208,-0.65625,-0.515625,0.25,0.515625,0.40625
181256,-0.65625,-0.515625,0.25,0.515625,0.40625
181008,-0.65625,-0.515625,0.25,0.515625,0.40625
180760,-0.65625,-0.515625,0.25,0.515625,0.40625
188744,-0.65625,-0.515625,0.25,0.515625,0.40625
279120,-0.65625,-0.515625,0.25,0.515625,0.40625
279440,-0.65625,-0.515625,0.25,0.515625,0.40625
131272,-0.65625,-0.515625,0.25,0.515625,0.40625
131856,-0.65625,-0.515625,0.25,0.515625,0.40625
139848,-0.65625,-0.515625,0.25,0.515625,0.40625
140112,-0.65625,-0.515625,0.25,0.515625,0.40625
140168,-0.65625,-0.515625,0.25,0.515625,0.40625
140552,-0.65625,-0.515625,0.25,0.515625,0.40625
148872,-0.65625,-0.515625,0.25,0.515625,0.40625
148552,-0.65625,-0.515625,0.25,0.515625,0.40625
17928,-0.65625,-0.515625,0.25,0.515625,0.40625
17672,-0.65625,-0.515625,0.25,0.515625,0.40625
25672,-0.65625,-0.515625,0.25,0.515625,0.40625
25360,-0.65625,-0.515625,0.25,0.515625,0.40625
33352,-0.65625,-0.515625,0.25,0.515625,0.40625
32912,-0.65625,-0.515625,0.25,0.515625,0.40625
181200,-0.65625,-0.515625,0.25,0.515625,0.40625
181000,-0.65625,-0.515625,0.25,0.515625,0.40625
278600,-0.65625,-0.515625,0.25,0.515625,0.40625
278872,-0.65625,-0.515625,0.25,0.515625,0.40625
279176,-0.65625,-0.515625,0.25,0.515625,0.40625
279448,-0.65625,-0.515625,0.25,0.515625,0.40625
131600,-0.65625,-0.515625,0.25,0.515625,0.40625
131592,-0.65625,-0.515625,0.25,0.515625,0.40625
140232,-0.65625,-0.515625,0.25,0.515625,0.40625
148616,-0.65625,-0.515625,0.25,0.515625,0.40625
148680,-0.65625,-0.515625,0.25,0.515625,0.40625
148744,-0.65625,-0.515625,0.25,0.515625,0.40625
9296,-0.65625,-0.515625,0.25,0.515625,0.40625
9360,-0.65625,-0.515625,0.25,0.515625,0.40625
9424,-0.65625,-0.515625,0.25,0.515625,0.40625
9488,-0.65625,-0.515625,0.25,0.515625,0.40625
17480,-0.65625,-0.515625,0.25,0.515625,0.40625
17544,-0.65625,-0.515625,0.25,0.515625,0.40625
17608,-0.65625,-0.515625,0.25,0.515625,0.40625
25480,-0.65625,-0.515625,0.25,0.515625,0.40625
25544,-0.65625,-0.515625,0.25,0.515625,0.40625
33096,-0.65625,-0.515625,0.25,0.515625,0.40625
33104,-0.65625,-0.515625,0.25,0.515625,0.40625
181192,-0.65625,-0.515625,0.25,0.515625,0.40625
180952,-0.65625,-0.515625,0.25,0.515625,0.40625
180752,-0.65625,-0.515625,0.25,0.515625,0.40625
180488,-0.65625,-0.515625,0.25,0.515625,0.40625
278856,-0.65625,-0.515625,0.25,0.515625,0.40625
279496,-0.65625,-0.515625,0.25,0.515625,0.40625
131280,-0.65625,-0.515625,0.25,0.515625,0.40625
139856,-0.65625,-0.515625,0.25,0.515625,0.40625
139920,-0.65625,-0.515625,0.25,0.515625,0.40625
140304,-0.65625,-0.515625,0.25,0.515625,0.40625
25424,-0.65625,-0.515625,0.25,0.515625,0.40625
25296,-0.65625,-0.515625,0.25,0.515625,0.40625
25352,-0.65625,-0.515625,0.25,0.515625,0.40625
32904,-0.65625,-0.515625,0.25,0.515625,0.40625
181136,-0.65625,-0.515625,0.25,0.515625,0.40625
180744,-0.65625,-0.515625,0.25,0.515625,0.40625
279184,-0.65625,-0.515625,0.25,0.515625,0.40625
180944,-0.65625,-0.515625,0.25,0.515625,0.40625
278664,-0.65625,-0.515625,0.25,0.515625,0.40625
278928,-0.65625,-0.515625,0.25,0.515625,0.40625
278920,-0.65625,-0.515625,0.25,0.515625,0.40625
279192,-0.65625,-0.515625,0.25,0.515625,0.40625
279240,-0.65625,-0.515625,0.25,0.515625,0.40625
279504,-0.65625,-0.515625,0.25,0.515625,0.40625
131336,-0.65625,-0.515625,0.25,0.515625,0.40625
139600,-0.65625,-0.515625,0.25,0.515625,0.40625
139912,-0.65625,-0.515625,0.25,0.515625,0.40625
139984,-0.65625,-0.515625,0.25,0.515625,0.40625
140296,-0.65625,-0.515625,0.25,0.515625,0.40625
148296,-0.65625,-0.515625,0.25,0.515625,0.40625
148368,-0.65625,-0.515625,0.25,0.515625,0.40625
148432,-0.65625,-0.515625,0.25,0.515625,0.40625
148496,-0.65625,-0.515625,0.25,0.515625,0.40625
9288,-0.65625,-0.515625,0.25,0.515625,0.40625
9352,-0.65625,-0.515625,0.25,0.515625,0.40625
9416,-0.65625,-0.515625,0.25,0.515625,0.40625
9480,-0.65625,-0.515625,0.25,0.515625,0.40625
17224,-0.65625,-0.515625,0.25,0.515625,0.40625
17296,-0.65625,-0.515625,0.25,0.515625,0.40625
17360,-0.65625,-0.515625,0.25,0.515625,0.40625
17416,-0.65625,-0.515625,0.25,0.515625,0.40625
25416,-0.65625,-0.515625,0.25,0.515625,0.40625
25232,-0.65625,-0.515625,0.25,0.515625,0.40625
25288,-0.65625,-0.515625,0.25,0.515625,0.40625
25040,-0.65625,-0.515625,0.25,0.515625,0.40625
25096,-0.65625,-0.515625,0.25,0.515625,0.40625
32848,-0.65625,-0.515625,0.25,0.515625,0.40625
181128,-0.65625,-0.515625,0.25,0.515625,0.40625
180888,-0.65625,-0.515625,0.25,0.515625,0.40625
180936,-0.65625,-0.515625,0.25,0.515625,0.40625
180688,-0.65625,-0.515625,0.25,0.515625,0.40625
180696,-0.65625,-0.515625,0.25,0.515625,0.40625
180440,-0.65625,-0.515625,0.25,0.515625,0.40625
278936,-0.65625,-0.515625,0.25,0.515625,0.40625
279248,-0.65625,-0.515625,0.25,0.515625,0.40625
279560,-0.65625,-0.515625,0.25,0.515625,0.40625
131344,-0.65625,-0.515625,0.25,0.515625,0.40625
139336,-0.65625,-0.515625,0.25,0.515625,0.40625
139592,-0.65625,-0.515625,0.25,0.515625,0.40625
139976,-0.65625,-0.515625,0.25,0.515625,0.40625
140040,-0.65625,-0.515625,0.25,0.515625,0.40625
148488,-0.65625,-0.515625,0.25,0.515625,0.40625
17232,-0.65625,-0.515625,0.25,0.515625,0.40625
25168,-0.65625,-0.515625,0.25,0.515625,0.40625
25224,-0.65625,-0.515625,0.25,0.515625,0.40625
24848,-0.65625,-0.515625,0.25,0.515625,0.40625
24840,-0.65625,-0.515625,0.25,0.515625,0.40625
32840,-0.65625,-0.515625,0.25,0.515625,0.40625
181072,-0.65625,-0.515625,0.25,0.515625,0.40625
180872,-0.65625,-0.515625,0.25,0.515625,0.40625
180680,-0.65625,-0.515625,0.25,0.515625,0.40625
278672,-0.65625,-0.515625,0.25,0.515625,0.40625
278984,-0.65625,-0.515625,0.25,0.515625,0.40625
279256,-0.65625,-0.515625,0.25,0.515625,0.40625
279568,-0.65625,-0.515625,0.25,0.515625,0.40625
139344,-0.65625,-0.515625,0.25,0.515625,0.40625
139656,-0.65625,-0.515625,0.25,0.515625,0.40625
148040,-0.65625,-0.515625,0.25,0.515625,0.40625
148112,-0.65625,-0.515625,0.25,0.515625,0.40625
148360,-0.65625,-0.515625,0.25,0.515625,0.40625
9032,-0.65625,-0.515625,0.25,0.515625,0.40625
9096,-0.65625,-0.515625,0.25,0.515625,0.40625
9160,-0.65625,-0.515625,0.25,0.515625,0.40625
9224,-0.65625,-0.515625,0.25,0.515625,0.40625
17352,-0.65625,-0.515625,0.25,0.515625,0.40625
17104,-0.65625,-0.515625,0.25,0.515625,0.40625
17160,-0.65625,-0.515625,0.25,0.515625,0.40625
25032,-0.65625,-0.515625,0.25,0.515625,0.40625
181064,-0.65625,-0.515625,0.25,0.515625,0.40625
180880,-0.65625,-0.515625,0.25,0.515625,0.40625
180632,-0.65625,-0.515625,0.25,0.515625,0.40625
180432,-0.65625,-0.515625,0.25,0.515625,0.40625
278992,-0.65625,-0.515625,0.25,0.515625,0.40625
279304,-0.65625,-0.515625,0.25,0.515625,0.40625
287560,-0.65625,-0.515625,0.25,0.515625,0.40625
139408,-0.65625,-0.515625,0.25,0.515625,0.40625
139728,-0.65625,-0.515625,0.25,0.515625,0.40625
140048,-0.65625,-0.515625,0.25,0.515625,0.40625
148424,-0.65625,-0.515625,0.25,0.515625,0.40625
17288,-0.65625,-0.515625,0.25,0.515625,0.40625
25160,-0.65625,-0.515625,0.25,0.515625,0.40625
24976,-0.65625,-0.515625,0.25,0.515625,0.40625
24784,-0.65625,-0.515625,0.25,0.515625,0.40625
173072,-0.65625,-0.515625,0.25,0.515625,0.40625
180816,-0.65625,-0.515625,0.25,0.515625,0.40625
180624,-0.65625,-0.515625,0.25,0.515625,0.40625
278680,-0.65625,-0.515625,0.25,0.515625,0.40625
180424,-0.65625,-0.515625,0.25,0.515625,0.40625
278728,-0.65625,-0.515625,0.25,0.515625,0.40625
279000,-0.65625,-0.515625,0.25,0.515625,0.40625
279048,-0.65625,-0.515625,0.25,0.515625,0.40625
279312,-0.65625,-0.515625,0.25,0.515625,0.40625
287304,-0.65625,-0.515625,0.25,0.515625,0.40625
287568,-0.65625,-0.515625,0.25,0.515625,0.40625
139400,-0.65625,-0.515625,0.25,0.515625,0.40625
139472,-0.65625,-0.515625,0.25,0.515625,0.40625
139720,-0.65625,-0.515625,0.25,0.515625,0.40625
139784,-0.65625,-0.515625,0.25,0.515625,0.40625
147792,-0.65625,-0.515625,0.25,0.515625,0.40625
148104,-0.65625,-0.515625,0.25,0.515625,0.40625
148176,-0.65625,-0.515625,0.25,0.515625,0.40625
148232,-0.65625,-0.515625,0.25,0.515625,0.40625
8784,-0.65625,-0.515625,0.25,0.515625,0.40625
8840,-0.65625,-0.515625,0.25,0.515625,0.40625
8904,-0.65625,-0.515625,0.25,0.515625,0.40625
8976,-0.65625,-0.515625,0.25,0.515625,0.40625
16968,-0.65625,-0.515625,0.25,0.515625,0.40625
17040,-0.65625,-0.515625,0.25,0.515625,0.40625
17096,-0.65625,-0.515625,0.25,0.515625,0.40625
16912,-0.65625,-0.515625,0.25,0.515625,0.40625
24904,-0.65625,-0.515625,0.25,0.515625,0.40625
24968,-0.65625,-0.515625,0.25,0.515625,0.40625
24720,-0.65625,-0.515625,0.25,0.515625,0.40625
24776,-0.65625,-0.515625,0.25,0.515625,0.40625
173016,-0.65625,-0.515625,0.25,0.515625,0.40625
173064,-0.65625,-0.515625,0.25,0.515625,0.40625
172824,-0.65625,-0.515625,0.25,0.515625,0.40625
180808,-0.65625,-0.515625,0.25,0.515625,0.40625
180560,-0.65625,-0.515625,0.25,0.515625,0.40625
180616,-0.65625,-0.515625,0.25,0.515625,0.40625
180360,-0.65625,-0.515625,0.25,0.515625,0.40625
279056,-0.65625,-0.515625,0.25,0.515625,0.40625
287312,-0.65625,-0.515625,0.25,0.515625,0.40625
287576,-0.65625,-0.515625,0.25,0.515625,0.40625
287632,-0.65625,-0.515625,0.25,0.515625,0.40625
139536,-0.65625,-0.515625,0.25,0.515625,0.40625
148168,-0.65625,-0.515625,0.25,0.515625,0.40625
8776,-0.65625,-0.515625,0.25,0.515625,0.40625
8968,-0.65625,-0.515625,0.25,0.515625,0.40625
17032,-0.65625,-0.515625,0.25,0.515625,0.40625
24656,-0.65625,-0.515625,0.25,0.515625,0.40625
173008,-0.65625,-0.515625,0.25,0.515625,0.40625
172816,-0.65625,-0.515625,0.25,0.515625,0.40625
180552,-0.65625,-0.515625,0.25,0.515625,0.40625
278800,-0.65625,-0.515625,0.25,0.515625,0.40625
278792,-0.65625,-0.515625,0.25,0.515625,0.40625
279064,-0.65625,-0.515625,0.25,0.515625,0.40625
287320,-0.65625,-0.515625,0.25,0.515625,0.40625
287624,-0.65625,-0.515625,0.25,0.515625,0.40625
139464,-0.65625,-0.515625,0.25,0.515625,0.40625
147784,-0.65625,-0.515625,0.25,0.515625,0.40625
147856,-0.65625,-0.515625,0.25,0.515625,0.40625
16848,-0.65625,-0.515625,0.25,0.515625,0.40625
16904,-0.65625,-0.515625,0.25,0.515625,0.40625
24712,-0.65625,-0.515625,0.25,0.515625,0.40625
173000,-0.65625,-0.515625,0.25,0.515625,0.40625
172808,-0.65625,-0.515625,0.25,0.515625,0.40625
180576,-0.65625,-0.515625,0.25,0.515625,0.40625
180304,-0.65625,-0.515625,0.25,0.515625,0.40625
180296,-0.65625,-0.515625,0.25,0.515625,0.40625
279072,-0.65625,-0.515625,0.25,0.515625,0.40625
287048,-0.65625,-0.515625,0.25,0.515625,0.40625
287384,-0.65625,-0.515625,0.25,0.515625,0.40625
287696,-0.65625,-0.515625,0.25,0.515625,0.40625
139528,-0.65625,-0.515625,0.25,0.515625,0.40625
147536,-0.65625,-0.515625,0.25,0.515625,0.40625
147848,-0.65625,-0.515625,0.25,0.515625,0.40625
147912,-0.65625,-0.515625,0.25,0.515625,0.40625
147984,-0.65625,-0.515625,0.25,0.515625,0.40625
8520,-0.65625,-0.515625,0.25,0.515625,0.40625
8600,-0.65625,-0.515625,0.25,0.515625,0.40625
8664,-0.65625,-0.515625,0.25,0.515625,0.40625
8720,-0.65625,-0.515625,0.25,0.515625,0.40625
16720,-0.65625,-0.515625,0.25,0.515625,0.40625
16776,-0.65625,-0.515625,0.25,0.515625,0.40625
16840,-0.65625,-0.515625,0.25,0.515625,0.40625
16656,-0.65625,-0.515625,0.25,0.515625,0.40625
24648,-0.65625,-0.515625,0.25,0.515625,0.40625
172944,-0.65625,-0.515625,0.25,0.515625,0.40625
172760,-0.65625,-0.515625,0.25,0.515625,0.40625
172584,-0.65625,-0.515625,0.25,0.515625,0.40625
180568,-0.65625,-0.515625,0.25,0.515625,0.40625
287064,-0.65625,-0.515625,0.25,0.515625,0.40625
287056,-0.65625,-0.515625,0.25,0.515625,0.40625
287144,-0.65625,-0.515625,0.25,0.515625,0.40625
287376,-0.65625,-0.515625,0.25,0.515625,0.40625
287688,-0.65625,-0.515625,0.25,0.515625,0.40625
287760,-0.65625,-0.515625,0.25,0.515625,0.40625
287752,-0.65625,-0.515625,0.25,0.515625,0.40625
147528,-0.65625,-0.515625,0.25,0.515625,0.40625
147600,-0.65625,-0.515625,0.25,0.515625,0.40625
147672,-0.65625,-0.515625,0.25,0.515625,0.40625
147656,-0.65625,-0.515625,0.25,0.515625,0.40625
147976,-0.65625,-0.515625,0.25,0.515625,0.40625
8528,-0.65625,-0.515625,0.25,0.515625,0.40625
8592,-0.65625,-0.515625,0.25,0.515625,0.40625
8656,-0.65625,-0.515625,0.25,0.515625,0.40625
8712,-0.65625,-0.515625,0.25,0.515625,0.40625
16712,-0.65625,-0.515625,0.25,0.515625,0.40625
16528,-0.65625,-0.515625,0.25,0.515625,0.40625
16536,-0.65625,-0.515625,0.25,0.515625,0.40625
16592,-0.65625,-0.515625,0.25,0.515625,0.40625
16648,-0.65625,-0.515625,0.25,0.515625,0.40625
172872,-0.65625,-0.515625,0.25,0.515625,0.40625
172880,-0.65625,-0.515625,0.25,0.515625,0.40625
172936,-0.65625,-0.515625,0.25,0.515625,0.40625
172752,-0.65625,-0.515625,0.25,0.515625,0.40625
172576,-0.65625,-0.515625,0.25,0.515625,0.40625
172560,-0.65625,-0.515625,0.25,0.515625,0.40625
287072,-0.65625,-0.515625,0.25,0.515625,0.40625
287120,-0.65625,-0.515625,0.25,0.515625,0.40625
287368,-0.65625,-0.515625,0.25,0.515625,0.40625
287432,-0.65625,-0.515625,0.25,0.515625,0.40625
295768,-0.65625,-0.515625,0.25,0.515625,0.40625
147592,-0.65625,-0.515625,0.25,0.515625,0.40625
147728,-0.65625,-0.515625,0.25,0.515625,0.40625
8584,-0.65625,-0.515625,0.25,0.515625,0.40625
8648,-0.65625,-0.515625,0.25,0.515625,0.40625
16464,-0.65625,-0.515625,0.25,0.515625,0.40625
16584,-0.65625,-0.515625,0.25,0.515625,0.40625
164888,-0.65625,-0.515625,0.25,0.515625,0.40625
172688,-0.65625,-0.515625,0.25,0.515625,0.40625
172744,-0.65625,-0.515625,0.25,0.515625,0.40625
172504,-0.65625,-0.515625,0.25,0.515625,0.40625
172568,-0.65625,-0.515625,0.25,0.515625,0.40625
286792,-0.65625,-0.515625,0.25,0.515625,0.40625
287136,-0.65625,-0.515625,0.25,0.515625,0.40625
287440,-0.65625,-0.515625,0.25,0.515625,0.40625
287512,-0.65625,-0.515625,0.25,0.515625,0.40625
295760,-0.65625,-0.515625,0.25,0.515625,0.40625
147720,-0.65625,-0.515625,0.25,0.515625,0.40625
8264,-0.65625,-0.515625,0.25,0.515625,0.40625
8464,-0.65625,-0.515625,0.25,0.515625,0.40625
8456,-0.65625,-0.515625,0.25,0.515625,0.40625
16456,-0.65625,-0.515625,0.25,0.515625,0.40625
164880,-0.65625,-0.515625,0.25,0.515625,0.40625
172632,-0.65625,-0.515625,0.25,0.515625,0.40625
172680,-0.65625,-0.515625,0.25,0.515625,0.40625
172512,-0.65625,-0.515625,0.25,0.515625,0.40625
172552,-0.65625,-0.515625,0.25,0.515625,0.40625
172296,-0.65625,-0.515625,0.25,0.515625,0.40625
287200,-0.65625,-0.515625,0.25,0.515625,0.40625
287504,-0.65625,-0.515625,0.25,0.515625,0.40625
295832,-0.65625,-0.515625,0.25,0.515625,0.40625
147664,-0.65625,-0.515625,0.25,0.515625,0.40625
8272,-0.65625,-0.515625,0.25,0.515625,0.40625
8336,-0.65625,-0.515625,0.25,0.515625,0.40625
8400,-0.65625,-0.515625,0.25,0.515625,0.40625
16520,-0.65625,-0.515625,0.25,0.515625,0.40625
164824,-0.65625,-0.515625,0.25,0.515625,0.40625
172624,-0.65625,-0.515625,0.25,0.515625,0.40625
172440,-0.65625,-0.515625,0.25,0.515625,0.40625
172496,-0.65625,-0.515625,0.25,0.515625,0.40625
287128,-0.65625,-0.515625,0.25,0.515625,0.40625
295752,-0.65625,-0.515625,0.25,0.515625,0.40625
164872,-0.65625,-0.515625,0.25,0.515625,0.40625
286856,-0.65625,-0.515625,0.25,0.515625,0.40625
287112,-0.65625,-0.515625,0.25,0.515625,0.40625
287192,-0.65625,-0.515625,0.25,0.515625,0.40625
287496,-0.65625,-0.515625,0.25,0.515625,0.40625
295504,-0.65625,-0.515625,0.25,0.515625,0.40625
295512,-0.65625,-0.515625,0.25,0.515625,0.40625
295824,-0.65625,-0.515625,0.25,0.515625,0.40625
295816,-0.65625,-0.515625,0.25,0.515625,0.40625
295888,-0.65625,-0.515625,0.25,0.515625,0.40625
295952,-0.65625,-0.515625,0.25,0.515625,0.40625
156496,-0.65625,-0.515625,0.25,0.515625,0.40625
156488,-0.65625,-0.515625,0.25,0.515625,0.40625
8328,-0.65625,-0.515625,0.25,0.515625,0.40625
8392,-0.65625,-0.515625,0.25,0.515625,0.40625
156680,-0.65625,-0.515625,0.25,0.515625,0.40625
156688,-0.65625,-0.515625,0.25,0.515625,0.40625
164688,-0.65625,-0.515625,0.25,0.515625,0.40625
164752,-0.65625,-0.515625,0.25,0.515625,0.40625
164808,-0.65625,-0.515625,0.25,0.515625,0.40625
164816,-0.65625,-0.515625,0.25,0.515625,0.40625
164632,-0.65625,-0.515625,0.25,0.515625,0.40625
164624,-0.65625,-0.515625,0.25,0.515625,0.40625
172616,-0.65625,-0.515625,0.25,0.515625,0.40625
172488,-0.65625,-0.515625,0.25,0.515625,0.40625
172232,-0.65625,-0.515625,0.25,0.515625,0.40625
287184,-0.65625,-0.515625,0.25,0.515625,0.40625
287256,-0.65625,-0.515625,0.25,0.515625,0.40625
295880,-0.65625,-0.515625,0.25,0.515625,0.40625
295944,-0.65625,-0.515625,0.25,0.515625,0.40625
156560,-0.65625,-0.515625,0.25,0.515625,0.40625
156624,-0.65625,-0.515625,0.25,0.515625,0.40625
164680,-0.65625,-0.515625,0.25,0.515625,0.40625
164744,-0.65625,-0.515625,0.25,0.515625,0.40625
172376,-0.65625,-0.515625,0.25,0.515625,0.40625
286928,-0.65625,-0.515625,0.25,0.515625,0.40625
287176,-0.65625,-0.515625,0.25,0.515625,0.40625
287248,-0.65625,-0.515625,0.25,0.515625,0.40625
295496,-0.65625,-0.515625,0.25,0.515625,0.40625
295568,-0.65625,-0.515625,0.25,0.515625,0.40625
156552,-0.65625,-0.515625,0.25,0.515625,0.40625
156616,-0.65625,-0.515625,0.25,0.515625,0.40625
164560,-0.65625,-0.515625,0.25,0.515625,0.40625
164616,-0.65625,-0.515625,0.25,0.515625,0.40625
287240,-0.65625,-0.515625,0.25,0.515625,0.40625
295240,-0.65625,-0.515625,0.25,0.515625,0.40625
295560,-0.65625,-0.515625,0.25,0.515625,0.40625
295640,-0.65625,-0.515625,0.25,0.515625,0.40625
295704,-0.65625,-0.515625,0.25,0.515625,0.40625
156256,-0.65625,-0.515625,0.25,0.515625,0.40625
156448,-0.65625,-0.515625,0.25,0.515625,0.40625
164440,-0.65625,-0.515625,0.25,0.515625,0.40625
164504,-0.65625,-0.515625,0.25,0.515625,0.40625
164552,-0.65625,-0.515625,0.25,0.515625,0.40625
164376,-0.65625,-0.515625,0.25,0.515625,0.40625
172368,-0.65625,-0.515625,0.25,0.515625,0.40625
295632,-0.65625,-0.515625,0.25,0.515625,0.40625
156312,-0.65625,-0.515625,0.25,0.515625,0.40625
156376,-0.65625,-0.515625,0.25,0.515625,0.40625
164496,-0.65625,-0.515625,0.25,0.515625,0.40625
286920,-0.65625,-0.515625,0.25,0.515625,0.40625
286984,-0.65625,-0.515625,0.25,0.515625,0.40625
295000,-0.65625,-0.515625,0.25,0.515625,0.40625
295256,-0.65625,-0.515625,0.25,0.515625,0.40625
295320,-0.65625,-0.515625,0.25,0.515625,0.40625
295624,-0.65625,-0.515625,0.25,0.515625,0.40625
295696,-0.65625,-0.515625,0.25,0.515625,0.40625
295688,-0.65625,-0.515625,0.25,0.515625,0.40625
156248,-0.65625,-0.515625,0.25,0.515625,0.40625
156240,-0.65625,-0.515625,0.25,0.515625,0.40625
156304,-0.65625,-0.515625,0.25,0.515625,0.40625
156368,-0.65625,-0.515625,0.25,0.515625,0.40625
156432,-0.65625,-0.515625,0.25,0.515625,0.40625
156440,-0.65625,-0.515625,0.25,0.515625,0.40625
164432,-0.65625,-0.515625,0.25,0.515625,0.40625
164424,-0.65625,-0.515625,0.25,0.515625,0.40625
164488,-0.65625,-0.515625,0.25,0.515625,0.40625
164312,-0.65625,-0.515625,0.25,0.515625,0.40625
164368,-0.65625,-0.515625,0.25,0.515625,0.40625
164120,-0.65625,-0.515625,0.25,0.515625,0.40625
172104,-0.65625,-0.515625,0.25,0.515625,0.40625
172168,-0.65625,-0.515625,0.25,0.515625,0.40625
295248,-0.65625,-0.515625,0.25,0.515625,0.40625
295312,-0.65625,-0.515625,0.25,0.515625,0.40625
295376,-0.65625,-0.515625,0.25,0.515625,0.40625
295384,-0.65625,-0.515625,0.25,0.515625,0.40625
156232,-0.65625,-0.515625,0.25,0.515625,0.40625
156296,-0.65625,-0.515625,0.25,0.515625,0.40625
156360,-0.65625,-0.515625,0.25,0.515625,0.40625
156424,-0.65625,-0.515625,0.25,0.515625,0.40625
164248,-0.65625,-0.515625,0.25,0.515625,0.40625
164232,-0.65625,-0.515625,0.25,0.515625,0.40625
164304,-0.65625,-0.515625,0.25,0.515625,0.40625
164360,-0.65625,-0.515625,0.25,0.515625,0.40625
295304,-0.65625,-0.515625,0.25,0.515625,0.40625
295440,-0.65625,-0.515625,0.25,0.515625,0.40625
295432,-0.65625,-0.515625,0.25,0.515625,0.40625
155984,-0.65625,-0.515625,0.25,0.515625,0.40625
156184,-0.65625,-0.515625,0.25,0.515625,0.40625
164176,-0.65625,-0.515625,0.25,0.515625,0.40625
164168,-0.65625,-0.515625,0.25,0.515625,0.40625
164296,-0.65625,-0.515625,0.25,0.515625,0.40625
294992,-0.65625,-0.515625,0.25,0.515625,0.40625
295048,-0.65625,-0.515625,0.25,0.515625,0.40625
295368,-0.65625,-0.515625,0.25,0.515625,0.40625
155992,-0.65625,-0.515625,0.25,0.515625,0.40625
156056,-0.65625,-0.515625,0.25,0.515625,0.40625
156120,-0.65625,-0.515625,0.25,0.515625,0.40625
156176,-0.65625,-0.515625,0.25,0.515625,0.40625
164240,-0.65625,-0.515625,0.25,0.515625,0.40625
164040,-0.65625,-0.515625,0.25,0.515625,0.40625
164112,-0.65625,-0.515625,0.25,0.515625,0.40625
294984,-0.65625,-0.515625,0.25,0.515625,0.40625
164104,-0.65625,-0.515625,0.25,0.515625,0.40625
295112,-0.65625,-0.515625,0.25,0.515625,0.40625
295184,-0.65625,-0.515625,0.25,0.515625,0.40625
295176,-0.65625,-0.515625,0.25,0.515625,0.40625
155736,-0.65625,-0.515625,0.25,0.515625,0.40625
155976,-0.65625,-0.515625,0.25,0.515625,0.40625
156048,-0.65625,-0.515625,0.25,0.515625,0.40625
156112,-0.65625,-0.515625,0.25,0.515625,0.40625
156168,-0.65625,-0.515625,0.25,0.515625,0.40625
155928,-0.65625,-0.515625,0.25,0.515625,0.40625
163912,-0.65625,-0.515625,0.25,0.515625,0.40625
163920,-0.65625,-0.515625,0.25,0.515625,0.40625
163976,-0.65625,-0.515625,0.25,0.515625,0.40625
156040,-0.65625,-0.515625,0.25,0.515625,0.40625
156104,-0.65625,-0.515625,0.25,0.515625,0.40625
