stripid,PU,S,A,A_std,E_pu,E_pu_std,w1,w2,w3,w4,w5,sw1,sw2,sw3,sw4,sw5,eta_ring,w1c,w2c,w3c,w4c,w5c
237640,30,2,1.221600,0.065442,0.013443,0.013142,-0.716590,-0.480153,0.312786,0.515040,0.368918,0.072512,0.068065,0.078994,0.066033,0.072243,-18,-0.718750,-0.484375,0.312500,0.515625,0.375000
237640,30,10,6.058930,0.179015,0.013061,0.011735,-0.712195,-0.475566,0.306243,0.510538,0.370980,0.018692,0.014074,0.020540,0.013126,0.016123,-18,-0.718750,-0.484375,0.312500,0.515625,0.375000
237640,30,30,18.153500,0.512859,0.013344,0.012615,-0.711271,-0.474929,0.305929,0.509915,0.370357,0.013538,0.007954,0.015940,0.005515,0.012949,-18,-0.718750,-0.468750,0.296875,0.515625,0.375000
237640,50,2,1.231990,0.102657,0.022323,0.017126,-0.720249,-0.484385,0.318553,0.519955,0.366126,0.091885,0.082326,0.097907,0.081860,0.101795,-18,-0.718750,-0.484375,0.312500,0.515625,0.375000
237640,50,10,6.069630,0.200693,0.022011,0.016766,-0.713303,-0.476398,0.307069,0.511205,0.371428,0.021493,0.016418,0.023457,0.016115,0.017081,-18,-0.718750,-0.484375,0.312500,0.515625,0.375000
237640,50,30,18.160800,0.515703,0.022257,0.016331,-0.711745,-0.475291,0.306175,0.510232,0.370629,0.013986,0.008348,0.016270,0.006237,0.012973,-18,-0.718750,-0.484375,0.312500,0.515625,0.375000
229640,30,2,1.194930,0.065973,0.013167,0.012621,-0.701406,-0.489624,0.313020,0.516601,0.361408,0.065458,0.069305,0.075119,0.064285,0.068360,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229640,30,10,5.924250,0.079414,0.013353,0.012256,-0.698914,-0.485908,0.307239,0.512851,0.364731,0.014700,0.014141,0.015730,0.013584,0.012032,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229640,30,30,17.744400,0.162332,0.013402,0.012370,-0.697669,-0.485307,0.306706,0.511901,0.364368,0.007463,0.004914,0.008430,0.005497,0.006526,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229640,50,2,1.203350,0.072759,0.022516,0.016900,-0.707609,-0.495189,0.320586,0.522576,0.359636,0.086512,0.087862,0.096336,0.082319,0.091213,-18,-0.703125,-0.500000,0.328125,0.515625,0.359375
229640,50,10,5.933420,0.107783,0.022171,0.016567,-0.699650,-0.486912,0.307933,0.513546,0.365083,0.017584,0.015575,0.019136,0.015906,0.012853,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229640,50,30,17.754500,0.173483,0.022505,0.017757,-0.698055,-0.485678,0.306948,0.512218,0.364567,0.008223,0.006148,0.009221,0.006541,0.006983,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229576,30,2,1.196680,0.058330,0.014919,0.014125,-0.682959,-0.498999,0.289316,0.514835,0.377808,0.080919,0.078125,0.077375,0.072204,0.078329,-18,-0.687500,-0.500000,0.296875,0.515625,0.375000
229576,30,10,5.927040,0.062443,0.014606,0.012745,-0.681273,-0.494399,0.283482,0.511152,0.381039,0.020613,0.017070,0.018295,0.015300,0.012428,-18,-0.671875,-0.500000,0.281250,0.515625,0.375000
229576,30,30,17.751300,0.064485,0.014233,0.011958,-0.680034,-0.493421,0.282796,0.510076,0.380583,0.015113,0.008903,0.010467,0.005425,0.008098,-18,-0.671875,-0.500000,0.281250,0.515625,0.375000
229576,50,2,1.205950,0.079648,0.023994,0.016265,-0.690487,-0.506881,0.296445,0.523162,0.377761,0.083231,0.093261,0.100136,0.086458,0.093496,-18,-0.687500,-0.500000,0.296875,0.515625,0.375000
229576,50,10,5.935790,0.087290,0.023780,0.020402,-0.682031,-0.495095,0.283822,0.511812,0.381493,0.021000,0.017375,0.018090,0.015155,0.013244,-18,-0.687500,-0.500000,0.281250,0.515625,0.390625
229576,50,30,17.763100,0.094939,0.024028,0.015851,-0.680355,-0.493701,0.282944,0.510295,0.380817,0.015552,0.009498,0.010998,0.006293,0.008232,-18,-0.671875,-0.500000,0.281250,0.515625,0.375000
229512,30,2,0.960743,0.063674,0.014406,0.012588,-0.687848,-0.495532,0.298000,0.509623,0.375757,0.087323,0.084737,0.091541,0.082471,0.084282,-18,-0.687500,-0.500000,0.296875,0.515625,0.375000
229512,30,10,4.747980,0.060874,0.014584,0.013134,-0.684350,-0.490608,0.290584,0.504498,0.379877,0.019354,0.017167,0.018206,0.016025,0.013503,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229512,30,30,14.215500,0.075624,0.014486,0.012784,-0.683189,-0.489593,0.289923,0.503547,0.379311,0.012174,0.007836,0.009769,0.006411,0.006943,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229512,50,2,0.971019,0.104458,0.024039,0.017224,-0.694202,-0.503884,0.307622,0.517305,0.373158,0.108947,0.111861,0.113310,0.100765,0.113126,-18,-0.703125,-0.500000,0.312500,0.515625,0.375000
229512,50,10,4.759650,0.100574,0.024241,0.017145,-0.685931,-0.491884,0.292052,0.505967,0.379796,0.025005,0.024571,0.031650,0.021440,0.032282,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229512,50,30,14.227100,0.122624,0.024183,0.016759,-0.683700,-0.489799,0.290124,0.503793,0.379583,0.012690,0.009029,0.010412,0.007460,0.007554,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229448,30,2,0.956232,0.067452,0.012505,0.012021,-0.680124,-0.501626,0.300370,0.513840,0.367540,0.079210,0.086311,0.085598,0.080713,0.081723,-18,-0.687500,-0.500000,0.296875,0.515625,0.375000
229448,30,10,4.730190,0.073823,0.012462,0.011652,-0.678261,-0.496542,0.293374,0.509129,0.372300,0.018177,0.017432,0.021054,0.017029,0.014925,-18,-0.671875,-0.500000,0.296875,0.500000,0.375000
229448,30,30,14.165300,0.103268,0.012610,0.012819,-0.676991,-0.495637,0.292784,0.508094,0.371750,0.009802,0.006653,0.013253,0.006788,0.009247,-18,-0.671875,-0.500000,0.296875,0.500000,0.375000
229448,50,2,0.962419,0.062170,0.020824,0.016013,-0.684740,-0.509453,0.307072,0.520675,0.366446,0.096907,0.108246,0.108332,0.096382,0.103550,-18,-0.687500,-0.515625,0.312500,0.515625,0.375000
229448,50,10,4.738390,0.081767,0.021439,0.017155,-0.679719,-0.497675,0.294762,0.510273,0.372358,0.022152,0.022743,0.027033,0.022056,0.019203,-18,-0.687500,-0.500000,0.296875,0.515625,0.375000
229448,50,30,14.174800,0.130474,0.021109,0.015831,-0.677421,-0.496042,0.293031,0.508416,0.372016,0.010339,0.007814,0.013653,0.007822,0.009500,-18,-0.671875,-0.500000,0.296875,0.500000,0.375000
221448,30,2,0.981776,0.067471,0.013760,0.013095,-0.718220,-0.482082,0.323997,0.519613,0.356692,0.096887,0.086625,0.106713,0.085065,0.115077,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
221448,30,10,4.857350,0.138003,0.013628,0.013058,-0.714524,-0.476565,0.313997,0.513409,0.363683,0.020850,0.017087,0.025613,0.016602,0.021164,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
221448,30,30,14.545500,0.370598,0.013712,0.012966,-0.713475,-0.475742,0.313503,0.512691,0.363023,0.013751,0.008321,0.020153,0.007977,0.017199,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
221448,50,2,0.991450,0.088194,0.022889,0.017223,-0.721873,-0.488328,0.329274,0.524546,0.356382,0.108838,0.108160,0.116024,0.099953,0.114661,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
221448,50,10,4.866270,0.147626,0.022648,0.016104,-0.716270,-0.477584,0.315213,0.514735,0.363907,0.024548,0.020177,0.029553,0.020309,0.022648,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
221448,50,30,14.555600,0.377939,0.022533,0.015845,-0.713887,-0.475918,0.313689,0.512915,0.363201,0.014052,0.008912,0.020419,0.008500,0.017416,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229648,30,2,0.980155,0.086762,0.014584,0.012993,-0.720559,-0.481855,0.322488,0.519732,0.360194,0.087439,0.088599,0.098971,0.083035,0.094257,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229648,30,10,4.832400,0.085990,0.014323,0.012088,-0.715220,-0.475744,0.313036,0.512422,0.365507,0.020582,0.018140,0.020473,0.017007,0.014002,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229648,30,30,14.468600,0.174703,0.014421,0.012690,-0.713827,-0.474669,0.312088,0.511335,0.365073,0.011672,0.008725,0.010250,0.005890,0.005662,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229648,50,2,0.987753,0.092174,0.024360,0.016797,-0.725162,-0.488682,0.330520,0.525519,0.357805,0.113432,0.111235,0.122968,0.104245,0.121673,-18,-0.734375,-0.484375,0.328125,0.531250,0.359375
229648,50,10,4.840810,0.096475,0.023977,0.016478,-0.716686,-0.476562,0.313598,0.513372,0.366278,0.024345,0.020005,0.024496,0.019792,0.015123,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229648,50,30,14.476900,0.172903,0.024041,0.016811,-0.714361,-0.475017,0.312513,0.511819,0.365045,0.012535,0.009710,0.017163,0.008751,0.014812,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229584,30,2,0.977356,0.059681,0.014612,0.012967,-0.706399,-0.491819,0.320407,0.520824,0.356987,0.092044,0.090535,0.101482,0.083132,0.106974,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229584,30,10,4.831800,0.088646,0.014424,0.012916,-0.702914,-0.484867,0.310651,0.514454,0.362676,0.018190,0.018091,0.019039,0.016636,0.013423,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229584,30,30,14.463500,0.062352,0.014402,0.012250,-0.701335,-0.483723,0.309463,0.513188,0.362407,0.009434,0.007247,0.009633,0.005893,0.005828,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229584,50,2,0.985692,0.076578,0.023956,0.016793,-0.711434,-0.498576,0.327738,0.528037,0.354234,0.118974,0.108522,0.122289,0.101672,0.124555,-18,-0.718750,-0.500000,0.328125,0.531250,0.359375
229584,50,10,4.839410,0.078309,0.024151,0.016828,-0.704145,-0.485469,0.311111,0.515057,0.363447,0.025201,0.020682,0.022321,0.020325,0.018161,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229584,50,30,14.473000,0.090682,0.024269,0.017266,-0.701930,-0.484143,0.309780,0.513626,0.362667,0.010017,0.008122,0.010409,0.006922,0.006407,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229520,30,2,0.977144,0.049451,0.014557,0.014454,-0.719055,-0.484435,0.327139,0.522428,0.353922,0.089937,0.093202,0.103060,0.088414,0.094646,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229520,30,10,4.831790,0.079612,0.014566,0.012759,-0.715266,-0.477547,0.316373,0.515677,0.360763,0.022200,0.017804,0.020104,0.016827,0.013989,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229520,30,30,14.469100,0.063788,0.014492,0.012892,-0.713948,-0.476352,0.315446,0.514759,0.360095,0.014471,0.009138,0.010228,0.005847,0.006548,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229520,50,2,0.987866,0.097938,0.024228,0.017501,-0.724481,-0.489948,0.333749,0.528959,0.351721,0.110477,0.108545,0.120378,0.102699,0.121933,-18,-0.718750,-0.484375,0.328125,0.531250,0.343750
229520,50,10,4.842710,0.090671,0.024180,0.016804,-0.716959,-0.478432,0.317317,0.516902,0.361172,0.024163,0.020423,0.022690,0.018983,0.015470,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229520,50,30,14.480200,0.096928,0.024342,0.017418,-0.714456,-0.476710,0.315747,0.515148,0.360270,0.015278,0.009918,0.011492,0.006971,0.007239,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229456,30,2,0.978198,0.059140,0.014456,0.013973,-0.706863,-0.490757,0.319420,0.519722,0.358478,0.094937,0.089575,0.102151,0.083886,0.098798,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229456,30,10,4.834130,0.069064,0.014602,0.013234,-0.702924,-0.483577,0.309076,0.512344,0.365081,0.024650,0.019024,0.021709,0.017737,0.014985,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229456,30,30,14.477600,0.138107,0.014547,0.014420,-0.701530,-0.482460,0.307988,0.511116,0.364886,0.017989,0.010064,0.012238,0.007098,0.007991,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229456,50,2,0.988849,0.096598,0.024091,0.016165,-0.710258,-0.494313,0.323863,0.523091,0.357616,0.112118,0.107406,0.119388,0.099380,0.122371,-18,-0.703125,-0.500000,0.328125,0.515625,0.359375
229456,50,10,4.842870,0.085351,0.024362,0.017345,-0.704721,-0.485283,0.310399,0.513842,0.365763,0.029129,0.025351,0.029159,0.024107,0.019019,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229456,50,30,14.486100,0.146820,0.023804,0.015952,-0.702002,-0.482695,0.308197,0.511468,0.365032,0.018527,0.010585,0.012915,0.007824,0.008252,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229656,30,2,0.999819,0.074616,0.014504,0.012302,-0.712508,-0.486080,0.323010,0.522256,0.353322,0.098458,0.088347,0.094517,0.083737,0.103114,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229656,30,10,4.938430,0.086222,0.014511,0.013375,-0.710356,-0.480887,0.315316,0.516463,0.359463,0.028367,0.017951,0.021343,0.017844,0.024866,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229656,30,30,14.789800,0.205566,0.014492,0.012998,-0.709127,-0.479817,0.314201,0.515354,0.359390,0.011784,0.008878,0.012916,0.007025,0.010842,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229656,50,2,1.009660,0.102084,0.023786,0.015790,-0.719084,-0.493578,0.329920,0.528415,0.354327,0.102345,0.107757,0.114365,0.095702,0.110843,-18,-0.718750,-0.500000,0.328125,0.531250,0.359375
229656,50,10,4.949520,0.146035,0.024024,0.016485,-0.712206,-0.482202,0.316232,0.517942,0.360234,0.022989,0.025121,0.027585,0.022273,0.018149,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229656,50,30,14.799900,0.212596,0.024365,0.017228,-0.709700,-0.480279,0.314503,0.515855,0.359620,0.012173,0.009367,0.013467,0.007611,0.010863,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229592,30,2,0.996045,0.075861,0.014525,0.014109,-0.701381,-0.495589,0.314868,0.520289,0.361813,0.080480,0.089955,0.101153,0.084245,0.090549,-18,-0.703125,-0.500000,0.312500,0.531250,0.359375
229592,30,10,4.918640,0.060546,0.014592,0.012871,-0.696943,-0.487995,0.305461,0.513624,0.365853,0.018371,0.018480,0.020616,0.017399,0.014031,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229592,30,30,14.727500,0.065071,0.014474,0.012619,-0.695529,-0.486645,0.304336,0.512124,0.365714,0.008164,0.006965,0.008925,0.005717,0.007668,-18,-0.687500,-0.484375,0.296875,0.515625,0.359375
229592,50,2,1.005360,0.084074,0.024272,0.017385,-0.706487,-0.501533,0.321830,0.526192,0.359998,0.103622,0.112327,0.116020,0.097911,0.100280,-18,-0.703125,-0.500000,0.312500,0.531250,0.359375
229592,50,10,4.929150,0.090868,0.024106,0.016123,-0.698305,-0.488834,0.306158,0.514354,0.366628,0.021179,0.020204,0.024199,0.020074,0.017383,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229592,50,30,14.737300,0.091725,0.024252,0.016754,-0.696141,-0.487082,0.304721,0.512583,0.365919,0.009162,0.007676,0.009770,0.006549,0.007763,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229528,30,2,0.995813,0.062708,0.014353,0.012802,-0.710375,-0.489351,0.325289,0.520750,0.353687,0.087013,0.082295,0.098238,0.081705,0.094448,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229528,30,10,4.921020,0.064205,0.014444,0.014951,-0.706732,-0.482577,0.315595,0.514160,0.359554,0.017843,0.015928,0.019535,0.015209,0.014129,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229528,30,30,14.733300,0.062843,0.014511,0.013153,-0.705324,-0.481682,0.314717,0.513039,0.359249,0.010539,0.007332,0.012481,0.006287,0.008026,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229528,50,2,1.006380,0.086526,0.024275,0.016837,-0.716299,-0.493960,0.330418,0.525681,0.354160,0.097905,0.102598,0.112030,0.095996,0.103500,-18,-0.718750,-0.500000,0.328125,0.531250,0.359375
229528,50,10,4.930960,0.084114,0.024071,0.016229,-0.708462,-0.483702,0.316795,0.515405,0.359964,0.022044,0.019665,0.027440,0.019359,0.021653,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229528,50,30,14.744600,0.093803,0.024382,0.016938,-0.705844,-0.481981,0.315004,0.513450,0.359371,0.011123,0.007970,0.013132,0.006897,0.008532,-18,-0.703125,-0.484375,0.312500,0.515625,0.359375
229464,30,2,1.002620,0.064767,0.014696,0.013622,-0.696923,-0.493565,0.298449,0.513572,0.378467,0.086195,0.090661,0.091703,0.081259,0.088648,-18,-0.703125,-0.484375,0.296875,0.515625,0.375000
229464,30,10,4.956360,0.083674,0.014682,0.012965,-0.692459,-0.486326,0.289724,0.507365,0.381697,0.023068,0.020164,0.024300,0.019526,0.016213,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229464,30,30,14.838200,0.184373,0.014503,0.012908,-0.691243,-0.485306,0.288937,0.506423,0.381189,0.013851,0.009446,0.012660,0.006817,0.008729,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229464,50,2,1.012580,0.088890,0.024283,0.016680,-0.702571,-0.498642,0.303925,0.519465,0.377823,0.102424,0.104057,0.108722,0.094356,0.104832,-18,-0.703125,-0.500000,0.312500,0.515625,0.375000
229464,50,10,4.965020,0.098237,0.024130,0.016210,-0.693925,-0.487300,0.290288,0.508526,0.382412,0.024379,0.020396,0.024711,0.019993,0.016593,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
229464,50,30,14.848600,0.190187,0.024222,0.017185,-0.691651,-0.485613,0.289092,0.506694,0.381478,0.014169,0.009743,0.013021,0.007294,0.009096,-18,-0.687500,-0.484375,0.296875,0.500000,0.375000
237704,30,2,0.988342,0.073517,0.014347,0.012191,-0.733464,-0.471039,0.323241,0.516791,0.364471,0.087705,0.081720,0.095584,0.080783,0.082286,-18,-0.734375,-0.468750,0.328125,0.515625,0.359375
237704,30,10,4.884570,0.076786,0.014536,0.012925,-0.727995,-0.465950,0.314196,0.511089,0.368659,0.026519,0.020141,0.026863,0.019974,0.020030,-18,-0.734375,-0.468750,0.312500,0.515625,0.375000
237704,30,30,14.626000,0.147745,0.014514,0.012844,-0.726472,-0.464860,0.313072,0.509871,0.368388,0.019652,0.011054,0.018231,0.010336,0.014997,-18,-0.734375,-0.468750,0.312500,0.515625,0.375000
237704,50,2,0.998913,0.084813,0.024637,0.017763,-0.738432,-0.478136,0.332224,0.523488,0.360855,0.118151,0.105226,0.126668,0.102181,0.125792,-18,-0.734375,-0.484375,0.328125,0.531250,0.359375
237704,50,10,4.895120,0.100945,0.024206,0.017891,-0.729180,-0.467028,0.314778,0.511982,0.369448,0.029373,0.023879,0.029954,0.022896,0.021136,-18,-0.734375,-0.468750,0.312500,0.515625,0.375000
237704,50,30,14.634900,0.153134,0.024095,0.016429,-0.727109,-0.465254,0.313417,0.510342,0.368603,0.020129,0.011580,0.018836,0.011009,0.015164,-18,-0.734375,-0.468750,0.312500,0.515625,0.375000
237648,30,2,1.003780,0.086693,0.014631,0.013022,-0.748306,-0.462801,0.323715,0.522721,0.364671,0.089165,0.089175,0.100698,0.086913,0.092523,-18,-0.750000,-0.468750,0.328125,0.531250,0.359375
237648,30,10,4.954620,0.072115,0.014366,0.013391,-0.742715,-0.456669,0.314767,0.514668,0.369948,0.023021,0.017184,0.020950,0.017968,0.019957,-18,-0.750000,-0.453125,0.312500,0.515625,0.375000
237648,30,30,14.837300,0.135433,0.014277,0.012421,-0.741384,-0.456060,0.314084,0.513690,0.369670,0.010725,0.006562,0.012825,0.007533,0.011569,-18,-0.750000,-0.453125,0.312500,0.515625,0.375000
237648,50,2,1.012580,0.086699,0.024205,0.016855,-0.752782,-0.465644,0.330439,0.524786,0.363201,0.113201,0.098308,0.121364,0.096488,0.125498,-18,-0.750000,-0.468750,0.328125,0.531250,0.359375
237648,50,10,4.964990,0.090508,0.023925,0.016678,-0.744371,-0.457867,0.315794,0.515915,0.370530,0.023880,0.019955,0.024637,0.020517,0.017798,-18,-0.750000,-0.453125,0.312500,0.515625,0.375000
237648,50,30,14.847800,0.154386,0.024265,0.017213,-0.741931,-0.456276,0.314372,0.514006,0.369829,0.011778,0.007513,0.013767,0.008520,0.011825,-18,-0.750000,-0.453125,0.312500,0.515625,0.375000
229896,30,2,1.019540,0.065876,0.014260,0.011910,-0.747458,-0.465922,0.344243,0.525531,0.343606,0.094341,0.085845,0.103087,0.084743,0.109167,-18,-0.750000,-0.468750,0.343750,0.531250,0.343750
229896,30,10,5.036550,0.086498,0.014411,0.013818,-0.744229,-0.460235,0.335279,0.519586,0.349599,0.020615,0.016502,0.021543,0.016282,0.015206,-18,-0.750000,-0.453125,0.343750,0.515625,0.343750
229896,30,30,15.081500,0.146537,0.014646,0.013612,-0.742835,-0.459315,0.334288,0.518493,0.349369,0.011088,0.008205,0.011951,0.005851,0.008217,-18,-0.734375,-0.453125,0.328125,0.515625,0.343750
229896,50,2,1.029200,0.090238,0.024578,0.019169,-0.754150,-0.471133,0.352159,0.531855,0.341269,0.107826,0.101257,0.125362,0.102417,0.122096,-18,-0.750000,-0.468750,0.343750,0.531250,0.343750
229896,50,10,5.045620,0.102965,0.024031,0.016264,-0.745378,-0.460813,0.335832,0.520246,0.350114,0.023355,0.019507,0.027545,0.020007,0.020920,-18,-0.750000,-0.453125,0.343750,0.515625,0.343750
229896,50,30,15.090800,0.155139,0.024194,0.017201,-0.743282,-0.459589,0.334570,0.518838,0.349465,0.012076,0.008500,0.012870,0.006696,0.008395,-18,-0.734375,-0.453125,0.328125,0.515625,0.343750
229832,30,2,1.013570,0.069318,0.014360,0.012758,-0.716424,-0.483541,0.326613,0.515597,0.357756,0.079276,0.083718,0.093025,0.077131,0.085996,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229832,30,10,5.010830,0.067361,0.014449,0.012728,-0.712349,-0.477087,0.317806,0.510392,0.361239,0.019807,0.016713,0.018939,0.017127,0.014036,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229832,30,30,15.002800,0.064860,0.014627,0.013383,-0.711049,-0.476106,0.317021,0.509255,0.360878,0.012054,0.007560,0.009713,0.008823,0.008366,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229832,50,2,1.023250,0.110225,0.024119,0.016328,-0.723256,-0.489862,0.333857,0.523953,0.355308,0.096267,0.100344,0.116214,0.095755,0.105433,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229832,50,10,5.019980,0.088729,0.024180,0.017120,-0.713833,-0.478286,0.318707,0.511507,0.361905,0.022535,0.019518,0.022553,0.019924,0.015989,-18,-0.718750,-0.484375,0.328125,0.515625,0.359375
229832,50,30,15.012800,0.093794,0.024369,0.016771,-0.711599,-0.476445,0.317326,0.509623,0.361095,0.012403,0.008248,0.010149,0.009333,0.008716,-18,-0.718750,-0.468750,0.312500,0.515625,0.359375
229768,30,2,1.013720,0.058378,0.014539,0.012967,-0.733591,-0.472090,0.341214,0.516685,0.347782,0.086522,0.085380,0.101143,0.078488,0.090764,-19,-0.734375,-0.468750,0.343750,0.515625,0.343750
229768,30,10,5.012660,0.067044,0.014555,0.012636,-0.729797,-0.466832,0.331727,0.511982,0.352921,0.023374,0.019133,0.025336,0.016868,0.016120,-19,-0.734375,-0.468750,0.328125,0.515625,0.359375
229768,30,30,15.010400,0.066120,0.014460,0.012322,-0.728454,-0.465896,0.330761,0.510829,0.352761,0.016768,0.011460,0.018910,0.007484,0.011047,-19,-0.734375,-0.468750,0.328125,0.515625,0.359375
229768,50,2,1.024270,0.089691,0.024062,0.016160,-0.740351,-0.477062,0.347904,0.523421,0.346088,0.104697,0.098664,0.117679,0.091265,0.112292,-19,-0.734375,-0.484375,0.343750,0.531250,0.343750
229768,50,10,5.023600,0.089807,0.024402,0.016938,-0.731505,-0.468035,0.332660,0.513134,0.353746,0.026028,0.021830,0.028317,0.020165,0.017682,-19,-0.734375,-0.468750,0.328125,0.515625,0.359375
229768,50,30,15.020800,0.106358,0.023986,0.016750,-0.729065,-0.466113,0.331090,0.511200,0.352888,0.017242,0.011813,0.019474,0.008174,0.011487,-19,-0.734375,-0.468750,0.328125,0.515625,0.359375
229704,30,2,1.020980,0.107008,0.014661,0.014654,-0.733194,-0.474058,0.337650,0.522032,0.347570,0.093961,0.085390,0.104914,0.081257,0.102403,-18,-0.734375,-0.468750,0.343750,0.515625,0.343750
229704,30,10,5.043470,0.082847,0.014411,0.013374,-0.729257,-0.468459,0.327634,0.515894,0.354188,0.025511,0.017681,0.025129,0.016244,0.030776,-18,-0.734375,-0.468750,0.328125,0.515625,0.359375
229704,30,30,15.101800,0.159009,0.014745,0.013426,-0.728156,-0.467639,0.326659,0.515161,0.353974,0.013533,0.009141,0.015094,0.006875,0.011839,-18,-0.734375,-0.468750,0.328125,0.515625,0.359375
229704,50,2,1.029990,0.080049,0.024131,0.016290,-0.739451,-0.478957,0.344252,0.527274,0.346881,0.109015,0.098294,0.125067,0.094580,0.119442,-18,-0.734375,-0.484375,0.343750,0.531250,0.343750
229704,50,10,5.051500,0.086243,0.024299,0.016712,-0.730859,-0.469480,0.328558,0.517034,0.354747,0.024058,0.019565,0.026270,0.019011,0.018716,-18,-0.734375,-0.468750,0.328125,0.515625,0.359375
229704,50,30,15.108900,0.150845,0.024283,0.017004,-0.728831,-0.467960,0.327160,0.515599,0.354033,0.014011,0.009779,0.015412,0.007461,0.011980,-18,-0.734375,-0.468750,0.328125,0.515625,0.359375
221456,30,2,1.003640,0.056425,0.014429,0.012562,-0.771869,-0.446514,0.342277,0.522587,0.353520,0.092679,0.092218,0.109420,0.088130,0.103184,-18,-0.765625,-0.453125,0.343750,0.515625,0.359375
221456,30,10,4.966050,0.092477,0.014687,0.013211,-0.765481,-0.441771,0.332284,0.515784,0.359184,0.025478,0.016957,0.036857,0.017984,0.032142,-18,-0.765625,-0.437500,0.328125,0.515625,0.359375
221456,30,30,14.868000,0.140717,0.014549,0.014741,-0.763801,-0.440798,0.331180,0.514436,0.358983,0.018553,0.008866,0.032544,0.009953,0.029361,-18,-0.765625,-0.437500,0.328125,0.515625,0.359375
221456,50,2,1.013210,0.090220,0.024168,0.016696,-0.778751,-0.452566,0.349186,0.528642,0.353489,0.112464,0.106467,0.132425,0.101145,0.118794,-18,-0.781250,-0.453125,0.343750,0.531250,0.359375
221456,50,10,4.975040,0.095622,0.024218,0.017758,-0.766596,-0.442471,0.332796,0.516478,0.359793,0.030718,0.020377,0.038972,0.021892,0.034396,-18,-0.765625,-0.437500,0.328125,0.515625,0.359375
221456,50,30,14.876100,0.150954,0.024267,0.016768,-0.764285,-0.441066,0.331395,0.514749,0.359207,0.019124,0.008929,0.032868,0.010211,0.029441,-18,-0.765625,-0.437500,0.328125,0.515625,0.359375
221384,30,2,0.991607,0.074203,0.014407,0.013316,-0.754184,-0.460413,0.345792,0.524195,0.344610,0.090285,0.091381,0.110930,0.090057,0.104723,-18,-0.750000,-0.468750,0.343750,0.531250,0.343750
