rowinRoot,hashedId,CMSSWID,CMSSWID,dbID,side,ix,iy,side,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,,
74278,8893,872441242,872441242,2012075026,1,75,26,1,1.84285,22,278,25,EE+06,654,107,2,10,6,2,1,0,1,4,225,33201,5659,R,876688,,
74279,8983,872441243,872441243,2012075027,1,75,27,1,1.86239,22,278,20,EE+06,654,107,2,10,6,2,1,1,2,4,226,33201,5667,R,876688,,
74280,9073,872441244,872441244,2012075028,1,75,28,1,1.8819,22,278,15,EE+06,654,107,2,10,6,2,1,3,4,4,228,33201,5654,R,876688,,
74281,9163,872441245,872441245,2012075029,1,75,29,1,1.90137,23,278,10,EE+06,654,107,6,10,6,1,2,5,1,4,230,33201,5648,R,876936,,
74282,9253,872441246,872441246,2012075030,1,75,30,1,1.92073,23,278,5,EE+06,654,107,6,10,6,1,2,7,3,4,232,33201,5652,R,876936,,
74283,9343,872441247,872441247,2012075031,1,75,31,1,1.93926,23,277,25,EE+06,654,107,7,6,8,2,1,0,1,4,125,33201,5425,R,877008,,
74284,9433,872441248,872441248,2012075032,1,75,32,1,1.95822,23,277,20,EE+06,654,107,7,6,8,2,1,2,3,4,127,33201,5420,R,877008,,
74285,9523,872441249,872441249,2012075033,1,75,33,1,1.97694,23,277,15,EE+06,654,107,7,6,8,2,1,4,5,4,129,33201,5430,R,877008,,
74286,9613,872441250,872441250,2012075034,1,75,34,1,1.99534,24,277,10,EE+06,654,107,12,6,8,2,2,6,2,4,131,33201,5440,R,877328,,
74287,9703,872441251,872441251,2012075035,1,75,35,1,2.01336,24,277,5,EE+06,654,107,12,6,8,2,2,8,4,4,133,33201,5418,R,877328,,
74288,9795,872441252,872441252,2012075036,1,75,36,1,2.03054,24,276,25,EE+07,646,107,12,25,5,1,3,10,1,4,610,33201,5300,R,877320,,
74289,9889,872441253,872441253,2012075037,1,75,37,1,2.04748,24,276,20,EE+07,646,108,9,25,5,1,2,5,1,4,605,33201,5290,R,885320,,
74290,9983,872441254,872441254,2012075038,1,75,38,1,2.06381,24,276,15,EE+07,646,108,9,25,5,1,2,7,3,4,607,33201,5277,R,885320,,
74291,10077,872441255,872441255,2012075039,1,75,39,1,2.07944,24,276,10,EE+07,646,108,10,25,5,2,1,0,1,4,600,33201,5289,R,885392,,
74292,10161,872441256,872441256,2012075040,1,75,40,1,2.0943,24,276,5,EE+07,646,108,10,25,5,2,1,2,3,4,602,33201,5299,R,885392,,
74293,10244,872441257,872441257,2012075041,1,75,41,1,2.10807,25,275,25,EE+07,646,108,14,19,6,1,2,5,1,4,455,33201,5744,R,885640,,
74294,10328,872441258,872441258,2012075042,1,75,42,1,2.12093,25,275,20,EE+07,646,108,15,19,6,1,1,0,1,4,450,33201,5754,R,885704,,
74295,10410,872441259,872441259,2012075043,1,75,43,1,2.13273,25,275,15,EE+07,646,108,15,19,6,1,1,1,2,4,451,33201,5739,R,885704,,
74296,10490,872441260,872441260,2012075044,1,75,44,1,2.14338,25,275,10,EE+07,646,108,15,19,6,1,1,3,4,4,453,33201,5727,R,885704,,
74297,10570,872441261,872441261,2012075045,1,75,45,1,2.15282,25,275,5,EE+07,646,108,16,19,6,2,4,15,1,4,465,33201,5735,R,885776,,
74298,10648,872441262,872441262,2012075046,1,75,46,1,2.16082,25,274,25,EE+07,646,108,16,12,6,1,3,10,1,4,285,33201,5063,R,885768,,
74299,10726,872441263,872441263,2012075047,1,75,47,1,2.16736,25,274,20,EE+07,646,91,13,12,6,1,2,5,1,4,280,33201,5069,R,746312,,
74300,10804,872441264,872441264,2012075048,1,75,48,1,2.17247,25,274,15,EE+07,646,91,13,12,6,1,2,7,3,4,282,33201,5053,R,746312,,
74301,10882,872441265,872441265,2012075049,1,75,49,1,2.1761,25,274,10,EE+07,646,91,14,12,6,1,1,0,1,4,275,33201,5058,R,746376,,
74302,10960,872441266,872441266,2012075050,1,75,50,1,2.17821,25,274,5,EE+07,646,91,14,12,6,1,1,2,3,4,277,33201,5047,R,746376,,
74303,11038,872441267,872441267,2012075051,1,75,51,1,2.17876,25,37,21,EE+07,646,91,15,4,8,1,2,9,5,1,84,33201,927,R,746440,,
74304,11116,872441268,872441268,2012075052,1,75,52,1,2.17767,25,37,22,EE+07,646,91,15,4,8,1,2,6,2,1,81,33201,926,R,746440,,
74305,11194,872441269,872441269,2012075053,1,75,53,1,2.17505,25,37,23,EE+07,646,91,16,4,8,1,1,4,5,1,79,33201,925,R,746504,,
74306,11272,872441270,872441270,2012075054,1,75,54,1,2.17092,25,37,24,EE+07,646,91,16,4,8,1,1,1,2,1,76,33201,923,R,746504,,
74307,11350,872441271,872441271,2012075055,1,75,55,1,2.16533,25,37,25,EE+07,646,92,13,4,8,2,3,13,4,1,88,33201,921,R,754512,,
74308,11430,872441272,872441272,2012075056,1,75,56,1,2.1583,25,38,21,EE+08,647,92,13,28,5,1,4,19,5,1,694,33201,597,R,754504,,
74309,11510,872441273,872441273,2012075057,1,75,57,1,2.14973,25,38,22,EE+08,647,92,14,28,5,1,1,4,5,1,679,33201,598,R,754568,,
74310,11592,872441274,872441274,2012075058,1,75,58,1,2.13988,25,38,23,EE+08,647,92,14,28,5,1,1,2,3,1,677,33201,599,R,754568,,
74311,11676,872441275,872441275,2012075059,1,75,59,1,2.12883,25,38,24,EE+08,647,92,14,28,5,1,1,0,1,1,675,33201,600,R,754568,,
74312,11762,872441276,872441276,2012075060,1,75,60,1,2.11666,25,38,25,EE+08,647,92,15,28,5,1,2,7,3,1,682,33201,601,R,754632,,
74313,11849,872441277,872441277,2012075061,1,75,61,1,2.10355,24,39,21,EE+08,647,92,11,20,7,2,2,9,5,1,484,33201,2367,R,754384,,
74314,11943,872441278,872441278,2012075062,1,75,62,1,2.08926,24,39,22,EE+08,647,92,11,20,7,2,2,6,2,1,481,33201,2368,R,754384,,
74315,12037,872441279,872441279,2012075063,1,75,63,1,2.07413,24,39,23,EE+08,647,92,12,20,7,1,1,4,5,1,479,33201,2369,R,754440,,
74316,12131,872441280,872441280,2012075064,1,75,64,1,2.05825,24,39,24,EE+08,647,92,12,20,7,1,1,1,2,1,476,33201,2370,R,754440,,
74317,12225,872441281,872441281,2012075065,1,75,65,1,2.0417,24,39,25,EE+08,647,93,9,20,7,2,3,13,4,1,488,33201,2372,R,762448,,
74318,12317,872441282,872441282,2012075066,1,75,66,1,2.02486,24,40,21,EE+08,647,93,9,13,7,1,2,9,5,1,309,33201,2438,R,762440,,
74319,12407,872441283,872441283,2012075067,1,75,67,1,2.00712,24,40,22,EE+08,647,93,9,13,7,1,2,7,3,1,307,33201,2437,R,762440,,
74320,12497,872441284,872441284,2012075068,1,75,68,1,1.98896,23,40,23,EE+08,647,93,6,13,7,2,1,4,5,1,304,33201,2436,R,762256,,
74321,12587,872441285,872441285,2012075069,1,75,69,1,1.97044,23,40,24,EE+08,647,93,6,13,7,2,1,3,4,1,303,33201,2435,R,762256,,
74322,12677,872441286,872441286,2012075070,1,75,70,1,1.95163,23,40,25,EE+08,647,93,6,13,7,2,1,1,2,1,301,33201,2433,R,762256,,
74323,12767,872441287,872441287,2012075071,1,75,71,1,1.93318,23,41,21,EE+08,647,93,7,7,7,1,3,14,5,1,164,33201,2558,R,762312,,
74324,12857,872441288,872441288,2012075072,1,75,72,1,1.9139,22,41,22,EE+08,647,93,3,7,7,2,1,4,5,1,154,33201,2559,R,762064,,
74325,12947,872441289,872441289,2012075073,1,75,73,1,1.89449,22,41,23,EE+08,647,93,3,7,7,2,1,2,3,1,152,33201,2561,R,762064,,
74326,13037,872441290,872441290,2012075074,1,75,74,1,1.875,22,41,24,EE+08,647,93,3,7,7,2,1,0,1,1,150,33201,2562,R,762064,,
74327,13127,872441291,872441291,2012075075,1,75,75,1,1.85546,22,41,25,EE+08,647,93,4,7,7,2,2,7,3,1,157,33201,2564,R,762128,,
74328,13214,872441292,872441292,2012075076,1,75,76,1,1.83689,22,42,21,EE+09,648,93,4,29,5,1,2,9,5,1,709,33201,2771,R,762120,,
74329,13298,872441293,872441293,2012075077,1,75,77,1,1.81735,21,42,22,EE+09,648,75,16,29,5,3,1,4,5,1,704,33201,2770,R,615448,,
74330,13382,872441294,872441294,2012075078,1,75,78,1,1.79785,21,42,23,EE+09,648,75,16,29,5,3,1,3,4,1,703,33201,2769,R,615448,,
74331,13466,872441295,872441295,2012075079,1,75,79,1,1.77843,21,42,24,EE+09,648,75,16,29,5,3,1,1,2,1,701,33201,2768,R,615448,,
74332,13550,872441296,872441296,2012075080,1,75,80,1,1.75911,21,42,25,EE+09,648,76,13,29,5,2,3,13,4,1,713,33201,2767,R,623440,,
74333,13629,872441297,872441297,2012075081,1,75,81,1,1.74128,21,43,21,EE+09,648,76,13,26,5,1,2,9,5,1,634,33201,2936,R,623432,,
74334,13703,872441298,872441298,2012075082,1,75,82,1,1.72221,20,43,22,EE+09,648,76,9,26,5,2,1,4,5,1,629,33201,2935,R,623184,,
74335,13777,872441299,872441299,2012075083,1,75,83,1,1.70328,20,43,23,EE+09,648,76,9,26,5,2,1,3,4,1,628,33201,2934,R,623184,,
74336,13851,872441300,872441300,2012075084,1,75,84,1,1.68451,20,43,24,EE+09,648,76,9,26,5,2,1,1,2,1,626,33201,2933,R,623184,,
74337,13925,872441301,872441301,2012075085,1,75,85,1,1.6659,20,43,25,EE+09,648,76,9,26,5,2,1,0,1,1,625,33201,2932,R,623184,,
74338,13997,872441302,872441302,2012075086,1,75,86,1,1.64925,20,44,21,EE+09,648,76,10,22,6,1,3,14,5,1,539,33201,3094,R,623240,,
74339,14067,872441303,872441303,2012075087,1,75,87,1,1.63103,19,44,22,EE+09,648,76,6,22,6,2,1,4,5,1,529,33201,3093,R,622992,,
74340,14132,872441304,872441304,2012075088,1,75,88,1,1.61299,19,44,23,EE+09,648,76,6,22,6,2,1,3,4,1,528,33201,3092,R,622992,,
74341,14192,872441305,872441305,2012075089,1,75,89,1,1.59514,19,44,24,EE+09,648,76,6,22,6,2,1,2,3,1,527,33201,3091,R,622992,,
74342,14252,872441306,872441306,2012075090,1,75,90,1,1.57748,19,44,25,EE+09,648,76,6,22,6,2,1,1,2,1,526,33201,3097,R,622992,,
74343,14312,872441307,872441307,2012075091,1,75,91,1,1.56219,18,45,21,EE+09,648,76,3,19,6,1,1,4,5,1,454,33106,2607,C,622792,,
74344,14372,872441308,872441308,2012075092,1,75,92,1,1.54497,18,45,22,EE+09,648,76,3,19,6,1,1,3,4,1,453,33106,2606,C,622792,,
74345,14427,872441309,872441309,2012075093,1,75,93,1,1.52795,18,45,23,EE+09,648,76,3,19,6,1,1,2,3,1,452,33106,2605,C,622792,,
74346,14477,872441310,872441310,2012075094,1,75,94,1,1.51112,18,45,24,EE+09,648,76,3,19,6,1,1,1,2,1,451,33106,2604,C,622792,,
74347,14527,872441311,872441311,2012075095,1,75,95,1,1.49449,18,45,25,EE+09,648,76,3,19,6,1,1,0,1,1,450,33106,2603,C,622792,,
74348,7649,872441353,872441353,2012076009,1,76,9,1,1.52844,18,291,6,EE+06,654,88,3,21,5,1,5,22,3,4,522,33106,3451,C,721096,,
74349,7709,872441354,872441354,2012076010,1,76,10,1,1.545,18,291,1,EE+06,654,88,3,21,5,1,5,24,5,4,524,33106,3440,C,721096,,
74350,7769,872441355,872441355,2012076011,1,76,11,1,1.55993,19,290,21,EE+06,654,88,7,27,5,3,5,21,2,4,671,33201,5533,R,721368,,
74351,7829,872441356,872441356,2012076012,1,76,12,1,1.57689,19,290,16,EE+06,654,88,7,27,5,3,5,23,4,4,673,33201,5309,R,721368,,
74352,7889,872441357,872441357,2012076013,1,76,13,1,1.59402,19,290,11,EE+06,654,88,7,27,5,3,5,24,5,4,674,33201,5371,R,721368,,
74353,7954,872441358,872441358,2012076014,1,76,14,1,1.61132,19,290,6,EE+06,654,88,8,27,5,1,4,17,3,4,667,33201,5454,R,721416,,
74354,8024,872441359,872441359,2012076015,1,76,15,1,1.62877,19,290,1,EE+06,654,88,8,27,5,1,4,19,5,4,669,33201,5494,R,721416,,
74355,8096,872441360,872441360,2012076016,1,76,16,1,1.64495,20,289,21,EE+06,654,88,12,25,7,2,5,20,1,4,620,33201,6029,R,721680,,
74356,8170,872441361,872441361,2012076017,1,76,17,1,1.66274,20,289,16,EE+06,654,88,12,25,7,2,5,22,3,4,622,33201,6044,R,721680,,
74357,8244,872441362,872441362,2012076018,1,76,18,1,1.68068,20,289,11,EE+06,654,88,12,25,7,2,5,24,5,4,624,33201,6037,R,721680,,
74358,8318,872441363,872441363,2012076019,1,76,19,1,1.69874,20,289,6,EE+06,654,89,9,25,7,1,4,17,3,4,617,33201,6018,R,729672,,
74359,8392,872441364,872441364,2012076020,1,76,20,1,1.71692,20,289,1,EE+06,654,89,9,25,7,1,4,19,5,4,619,33201,6024,R,729672,,
74360,8471,872441365,872441365,2012076021,1,76,21,1,1.73416,21,288,21,EE+06,654,89,13,18,6,2,5,20,1,4,445,33201,5846,R,729936,,
74361,8555,872441366,872441366,2012076022,1,76,22,1,1.75256,21,288,16,EE+06,654,89,13,18,6,2,5,22,3,4,447,33201,5863,R,729936,,
74362,8639,872441367,872441367,2012076023,1,76,23,1,1.77103,21,288,11,EE+06,654,89,13,18,6,2,5,24,5,4,449,33201,5857,R,729936,,
74363,8723,872441368,872441368,2012076024,1,76,24,1,1.78955,21,288,6,EE+06,654,89,14,18,6,3,4,17,3,4,442,33201,5870,R,730008,,
74364,8807,872441369,872441369,2012076025,1,76,25,1,1.80809,21,288,1,EE+06,654,89,14,18,6,3,4,19,5,4,444,33201,5850,R,730008,,
74365,8894,872441370,872441370,2012076026,1,76,26,1,1.82597,22,287,21,EE+06,654,107,2,11,7,1,5,20,1,4,270,33201,5627,R,876680,,
74366,8984,872441371,872441371,2012076027,1,76,27,1,1.8445,22,287,16,EE+06,654,107,2,11,7,1,5,22,3,4,272,33201,5637,R,876680,,
74367,9074,872441372,872441372,2012076028,1,76,28,1,1.86296,22,287,11,EE+06,654,107,2,11,7,1,5,23,4,4,273,33201,5594,R,876680,,
74368,9164,872441373,872441373,2012076029,1,76,29,1,1.88132,22,287,6,EE+06,654,107,2,11,7,1,5,24,5,4,274,33201,5625,R,876680,,
74369,9254,872441374,872441374,2012076030,1,76,30,1,1.89955,22,287,1,EE+06,654,107,3,11,7,2,4,19,5,4,269,33201,5642,R,876752,,
74370,9344,872441375,872441375,2012076031,1,76,31,1,1.91727,23,286,21,EE+06,654,107,7,7,8,1,5,21,2,4,171,33201,5413,R,877000,,
74371,9434,872441376,872441376,2012076032,1,76,32,1,1.93507,23,286,16,EE+06,654,107,7,7,8,1,5,23,4,4,173,33201,5392,R,877000,,
74372,9524,872441377,872441377,2012076033,1,76,33,1,1.95258,23,286,11,EE+06,654,107,7,7,8,1,5,24,5,4,174,33201,5405,R,877000,,
74373,9614,872441378,872441378,2012076034,1,76,34,1,1.96975,23,286,6,EE+06,654,107,8,7,8,1,4,16,2,4,166,33201,5403,R,877064,,
74374,9704,872441379,872441379,2012076035,1,76,35,1,1.98653,23,286,1,EE+06,654,107,8,7,8,1,4,19,5,4,169,33201,5394,R,877064,,
74375,9796,872441380,872441380,2012076036,1,76,36,1,2.00276,23,285,21,EE+07,646,108,5,26,5,2,4,16,2,4,641,33201,5232,R,885072,,
74376,9890,872441381,872441381,2012076037,1,76,37,1,2.01847,23,285,16,EE+07,646,108,5,26,5,2,4,18,4,4,643,33201,5243,R,885072,,
74377,9984,872441382,872441382,2012076038,1,76,38,1,2.03357,24,285,11,EE+07,646,108,10,26,5,1,5,20,1,4,645,33201,5221,R,885384,,
74378,10078,872441383,872441383,2012076039,1,76,39,1,2.04799,24,285,6,EE+07,646,108,10,26,5,1,5,22,3,4,647,33201,5227,R,885384,,
74379,10162,872441384,872441384,2012076040,1,76,40,1,2.06166,24,285,1,EE+07,646,108,10,26,5,1,5,24,5,4,649,33201,5238,R,885384,,
74380,10245,872441385,872441385,2012076041,1,76,41,1,2.07453,24,284,21,EE+07,646,108,11,20,6,2,5,21,2,4,496,33201,5039,R,885456,,
74381,10329,872441386,872441386,2012076042,1,76,42,1,2.08632,24,284,16,EE+07,646,108,11,20,6,2,5,22,3,4,497,33201,5031,R,885456,,
74382,10411,872441387,872441387,2012076043,1,76,43,1,2.09711,24,284,11,EE+07,646,108,11,20,6,2,5,23,4,4,498,33201,5045,R,885456,,
74383,10491,872441388,872441388,2012076044,1,76,44,1,2.10684,24,284,6,EE+07,646,108,11,20,6,2,5,24,5,4,499,33201,5024,R,885456,,
74384,10571,872441389,872441389,2012076045,1,76,45,1,2.11543,24,284,1,EE+07,646,108,12,20,6,1,4,19,5,4,494,33201,5016,R,885512,,
74385,10649,872441390,872441390,2012076046,1,76,46,1,2.12285,24,283,21,EE+07,646,91,9,13,6,2,5,21,2,4,321,33201,4892,R,746064,,
74386,10727,872441391,872441391,2012076047,1,76,47,1,2.12881,24,283,16,EE+07,646,91,9,13,6,2,5,22,3,4,322,33201,4873,R,746064,,
74387,10805,872441392,872441392,2012076048,1,76,48,1,2.13345,24,283,11,EE+07,646,91,9,13,6,2,5,23,4,4,323,33201,4890,R,746064,,
74388,10883,872441393,872441393,2012076049,1,76,49,1,2.13675,24,283,6,EE+07,646,91,9,13,6,2,5,24,5,4,324,33201,4878,R,746064,,
74389,10961,872441394,872441394,2012076050,1,76,50,1,2.13867,24,283,1,EE+07,646,91,10,13,6,1,4,19,5,4,319,33201,4887,R,746120,,
74390,11039,872441395,872441395,2012076051,1,76,51,1,2.13917,24,46,1,EE+07,646,91,11,5,8,1,4,17,3,1,117,33201,2032,R,746184,,
74391,11117,872441396,872441396,2012076052,1,76,52,1,2.13818,24,46,2,EE+07,646,91,12,5,8,2,5,24,5,1,124,33201,2033,R,746256,,
74392,11195,872441397,872441397,2012076053,1,76,53,1,2.1358,24,46,3,EE+07,646,91,12,5,8,2,5,22,3,1,122,33201,2034,R,746256,,
74393,11273,872441398,872441398,2012076054,1,76,54,1,2.13205,24,46,4,EE+07,646,91,12,5,8,2,5,21,2,1,121,33201,2035,R,746256,,
74394,11351,872441399,872441399,2012076055,1,76,55,1,2.12696,24,46,5,EE+07,646,91,12,5,8,2,5,20,1,1,120,33201,2036,R,746256,,
74395,11431,872441400,872441400,2012076056,1,76,56,1,2.12044,24,47,1,EE+08,647,92,9,29,5,1,4,17,3,1,717,33201,2158,R,754248,,
74396,11511,872441401,872441401,2012076057,1,76,57,1,2.11264,24,47,2,EE+08,647,92,10,29,5,2,5,24,5,1,724,33201,2159,R,754320,,
74397,11593,872441402,872441402,2012076058,1,76,58,1,2.10366,24,47,3,EE+08,647,92,10,29,5,2,5,22,3,1,722,33201,2160,R,754320,,
74398,11677,872441403,872441403,2012076059,1,76,59,1,2.09356,24,47,4,EE+08,647,92,10,29,5,2,5,21,2,1,721,33201,2161,R,754320,,
74399,11763,872441404,872441404,2012076060,1,76,60,1,2.08243,24,47,5,EE+08,647,92,10,29,5,2,5,20,1,1,720,33201,2163,R,754320,,
74400,11850,872441405,872441405,2012076061,1,76,61,1,2.07018,24,48,1,EE+08,647,92,11,21,7,1,5,23,4,1,523,33201,2340,R,754376,,
74401,11944,872441406,872441406,2012076062,1,76,62,1,2.05706,24,48,2,EE+08,647,92,11,21,7,1,5,21,2,1,521,33201,2341,R,754376,,
74402,12038,872441407,872441407,2012076063,1,76,63,1,2.04313,24,48,3,EE+08,647,92,11,21,7,1,5,20,1,1,520,33201,2342,R,754376,,
74403,12132,872441408,872441408,2012076064,1,76,64,1,2.02846,23,48,4,EE+08,647,92,8,21,7,2,4,17,3,1,517,33201,2343,R,754192,,
74404,12226,872441409,872441409,2012076065,1,76,65,1,2.01315,23,48,5,EE+08,647,92,8,21,7,2,4,15,1,1,515,33201,2345,R,754192,,
74405,12318,872441410,872441410,2012076066,1,76,66,1,1.99724,23,49,1,EE+08,647,93,5,14,7,1,4,17,3,1,342,33201,5205,R,762184,,
74406,12408,872441411,872441411,2012076067,1,76,67,1,1.98076,23,49,2,EE+08,647,93,5,14,7,1,4,15,1,1,340,33201,5204,R,762184,,
74407,12498,872441412,872441412,2012076068,1,76,68,1,1.96384,23,49,3,EE+08,647,93,6,14,7,1,5,24,5,1,349,33201,5203,R,762248,,
74408,12588,872441413,872441413,2012076069,1,76,69,1,1.94654,23,49,4,EE+08,647,93,6,14,7,1,5,22,3,1,347,33201,5201,R,762248,,
74409,12678,872441414,872441414,2012076070,1,76,70,1,1.92892,23,49,5,EE+08,647,93,6,14,7,1,5,20,1,1,345,33201,5200,R,762248,,
74410,12768,872441415,872441415,2012076071,1,76,71,1,1.91129,22,50,1,EE+08,647,93,2,8,7,2,4,17,3,1,192,33201,2552,R,762000,,
74411,12858,872441416,872441416,2012076072,1,76,72,1,1.89317,22,50,2,EE+08,647,93,3,8,7,1,5,24,5,1,199,33201,2551,R,762056,,
74412,12948,872441417,872441417,2012076073,1,76,73,1,1.87488,22,50,3,EE+08,647,93,3,8,7,1,5,23,4,1,198,33201,2550,R,762056,,
74413,13038,872441418,872441418,2012076074,1,76,74,1,1.85647,22,50,4,EE+08,647,93,3,8,7,1,5,21,2,1,196,33201,2549,R,762056,,
74414,13128,872441419,872441419,2012076075,1,76,75,1,1.83797,22,50,5,EE+08,647,93,3,8,7,1,5,20,1,1,195,33201,2547,R,762056,,
74415,13215,872441420,872441420,2012076076,1,76,76,1,1.82003,21,51,1,EE+08,647,75,16,4,8,2,5,24,5,1,99,33201,2925,R,615440,,
74416,13299,872441421,872441421,2012076077,1,76,77,1,1.80148,21,51,2,EE+08,647,75,16,4,8,2,5,23,4,1,98,33201,2924,R,615440,,
74417,13383,872441422,872441422,2012076078,1,76,78,1,1.78293,21,51,3,EE+08,647,75,16,4,8,2,5,22,3,1,97,33201,2922,R,615440,,
74418,13467,872441423,872441423,2012076079,1,76,79,1,1.76441,21,51,4,EE+08,647,75,16,4,8,2,5,21,2,1,96,33201,2921,R,615440,,
74419,13551,872441424,872441424,2012076080,1,76,80,1,1.74595,21,51,5,EE+08,647,75,16,4,8,2,5,20,1,1,95,33201,2918,R,615440,,
74420,13630,872441425,872441425,2012076081,1,76,81,1,1.72856,20,52,1,EE+08,647,75,12,1,8,3,4,17,3,1,17,33201,2886,R,615192,,
74421,13704,872441426,872441426,2012076082,1,76,82,1,1.71031,20,52,2,EE+08,647,75,12,1,8,3,4,15,1,1,15,33201,2885,R,615192,,
74422,13778,872441427,872441427,2012076083,1,76,83,1,1.69215,20,52,3,EE+08,647,76,9,1,8,1,5,23,4,1,23,33201,2884,R,623176,,
74423,13852,872441428,872441428,2012076084,1,76,84,1,1.67412,20,52,4,EE+08,647,76,9,1,8,1,5,21,2,1,21,33201,2883,R,623176,,
74424,13926,872441429,872441429,2012076085,1,76,85,1,1.65622,20,52,5,EE+08,647,76,9,1,8,1,5,20,1,1,20,33201,2882,R,623176,,
74425,13998,872441430,872441430,2012076086,1,76,86,1,1.63985,19,53,1,EE+09,648,76,5,23,6,2,4,18,4,1,568,33201,3295,R,622928,,
74426,14068,872441431,872441431,2012076087,1,76,87,1,1.62228,19,53,2,EE+09,648,76,5,23,6,2,4,16,2,1,566,33201,3255,R,622928,,
74427,14133,872441432,872441432,2012076088,1,76,88,1,1.60487,19,53,3,EE+09,648,76,6,23,6,1,5,24,5,1,574,33201,3200,R,622984,,
74428,14193,872441433,872441433,2012076089,1,76,89,1,1.58762,19,53,4,EE+09,648,76,6,23,6,1,5,22,3,1,572,33201,1533,R,622984,,
74429,14253,872441434,872441434,2012076090,1,76,90,1,1.57053,19,53,5,EE+09,648,76,6,23,6,1,5,20,1,1,570,33201,1508,R,622984,,
74430,14313,872441435,872441435,2012076091,1,76,91,1,1.55539,18,54,1,EE+09,648,76,2,30,6,1,4,18,4,1,743,33106,2528,C,622728,,
74431,14373,872441436,872441436,2012076092,1,76,92,1,1.53871,18,54,2,EE+09,648,76,2,30,6,1,4,15,1,1,740,33106,2526,C,622728,,
74432,7650,872441481,872441481,2012077009,1,77,9,1,1.51774,18,291,7,EE+06,654,88,3,21,5,1,5,21,2,4,521,33106,3450,C,721096,,
74433,7710,872441482,872441482,2012077010,1,77,10,1,1.53395,18,291,2,EE+06,654,88,3,21,5,1,5,23,4,4,523,33106,3437,C,721096,,
74434,7770,872441483,872441483,2012077011,1,77,11,1,1.5484,19,290,22,EE+06,654,88,7,27,5,3,5,20,1,4,670,33201,5301,R,721368,,
74435,7830,872441484,872441484,2012077012,1,77,12,1,1.56498,19,290,17,EE+06,654,88,7,27,5,3,5,22,3,4,672,33201,5350,R,721368,,
74436,7890,872441485,872441485,2012077013,1,77,13,1,1.58171,19,290,12,EE+06,654,88,8,27,5,1,4,15,1,4,665,33201,5399,R,721416,,
74437,7955,872441486,872441486,2012077014,1,77,14,1,1.59859,19,290,7,EE+06,654,88,8,27,5,1,4,16,2,4,666,33201,5477,R,721416,,
74438,8025,872441487,872441487,2012077015,1,77,15,1,1.6156,19,290,2,EE+06,654,88,8,27,5,1,4,18,4,4,668,33201,5504,R,721416,,
74439,8097,872441488,872441488,2012077016,1,77,16,1,1.6312,19,289,22,EE+06,654,88,8,25,7,2,3,12,3,4,612,33201,6028,R,721424,,
74440,8171,872441489,872441489,2012077017,1,77,17,1,1.64851,20,289,17,EE+06,654,88,12,25,7,2,5,21,2,4,621,33201,6042,R,721680,,
74441,8245,872441490,872441490,2012077018,1,77,18,1,1.66594,20,289,12,EE+06,654,88,12,25,7,2,5,23,4,4,623,33201,6036,R,721680,,
74442,8319,872441491,872441491,2012077019,1,77,19,1,1.68348,20,289,7,EE+06,654,89,9,25,7,1,4,16,2,4,616,33201,6017,R,729672,,
74443,8393,872441492,872441492,2012077020,1,77,20,1,1.70112,20,289,2,EE+06,654,89,9,25,7,1,4,18,4,4,618,33201,6023,R,729672,,
74444,8472,872441493,872441493,2012077021,1,77,21,1,1.71765,20,288,22,EE+06,654,89,9,18,6,2,3,12,3,4,437,33201,5845,R,729680,,
74445,8556,872441494,872441494,2012077022,1,77,22,1,1.73545,21,288,17,EE+06,654,89,13,18,6,2,5,21,2,4,446,33201,5861,R,729936,,
74446,8640,872441495,872441495,2012077023,1,77,23,1,1.75329,21,288,12,EE+06,654,89,13,18,6,2,5,23,4,4,448,33201,5856,R,729936,,
74447,8724,872441496,872441496,2012077024,1,77,24,1,1.77116,21,288,7,EE+06,654,89,14,18,6,3,4,16,2,4,441,33201,5869,R,730008,,
74448,8808,872441497,872441497,2012077025,1,77,25,1,1.78903,21,288,2,EE+06,654,89,14,18,6,3,4,18,4,4,443,33201,5849,R,730008,,
74449,8895,872441498,872441498,2012077026,1,77,26,1,1.80607,21,287,22,EE+06,654,89,14,11,7,2,3,12,3,4,262,33201,5629,R,730000,,
74450,8985,872441499,872441499,2012077027,1,77,27,1,1.82386,22,287,17,EE+06,654,107,2,11,7,1,5,21,2,4,271,33201,5636,R,876680,,
74451,9075,872441500,872441500,2012077028,1,77,28,1,1.84157,22,287,12,EE+06,654,107,3,11,7,2,4,16,2,4,266,33201,5588,R,876752,,
74452,9165,872441501,872441501,2012077029,1,77,29,1,1.85917,22,287,7,EE+06,654,107,3,11,7,2,4,17,3,4,267,33201,5624,R,876752,,
74453,9255,872441502,872441502,2012077030,1,77,30,1,1.8766,22,287,2,EE+06,654,107,3,11,7,2,4,18,4,4,268,33201,5641,R,876752,,
74454,9345,872441503,872441503,2012077031,1,77,31,1,1.89335,23,286,22,EE+06,654,107,7,7,8,1,5,20,1,4,170,33201,5412,R,877000,,
