rowinRoot,hashedId,CMSSWID,CMSSWID,dbID,side,ix,iy,side,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,,
61200,2860,872415401,872415401,2010001041,-1,1,41,-1,-1.49146,-18,236,25,EE-03,606,29,1,24,7,1,4,15,1,3,590,33201,10702,R,237640,,2936
61201,2946,872415402,872415402,2010001042,-1,1,42,-1,-1.49469,-18,236,24,EE-03,606,28,4,24,7,1,1,0,1,3,575,33201,10584,R,229640,,
61202,3030,872415403,872415403,2010001043,-1,1,43,-1,-1.49761,-18,236,23,EE-03,606,28,4,24,7,1,1,1,2,3,576,33201,10699,R,229640,,
61203,3112,872415404,872415404,2010001044,-1,1,44,-1,-1.5002,-18,236,22,EE-03,606,28,4,24,7,1,1,2,3,3,577,33201,10592,R,229640,,
61204,3192,872415405,872415405,2010001045,-1,1,45,-1,-1.50247,-18,236,21,EE-03,606,28,4,24,7,1,1,3,4,3,578,33201,10466,R,229640,,
61205,3272,872415406,872415406,2010001046,-1,1,46,-1,-1.50401,-18,235,25,EE-03,606,28,3,17,7,1,1,0,1,3,400,33201,10364,R,229576,,
61206,3350,872415407,872415407,2010001047,-1,1,47,-1,-1.50549,-18,235,24,EE-03,606,28,3,17,7,1,1,1,2,3,401,33201,10380,R,229576,,
61207,3428,872415408,872415408,2010001048,-1,1,48,-1,-1.50663,-18,235,23,EE-03,606,28,3,17,7,1,1,2,3,3,402,33201,10370,R,229576,,
61208,3506,872415409,872415409,2010001049,-1,1,49,-1,-1.50743,-18,235,22,EE-03,606,28,3,17,7,1,1,3,4,3,403,33201,10220,R,229576,,
61209,3584,872415410,872415410,2010001050,-1,1,50,-1,-1.50789,-18,235,21,EE-03,606,28,3,17,7,1,1,4,5,3,404,33201,10421,R,229576,,
61210,3662,872415411,872415411,2010001051,-1,1,51,-1,-1.50798,-18,156,5,EE-03,606,28,2,9,8,1,1,4,5,2,204,33201,7661,R,229512,,
61211,3740,872415412,872415412,2010001052,-1,1,52,-1,-1.5077,-18,156,10,EE-03,606,28,2,9,8,1,1,3,4,2,203,33201,7659,R,229512,,
61212,3818,872415413,872415413,2010001053,-1,1,53,-1,-1.50707,-18,156,15,EE-03,606,28,2,9,8,1,1,2,3,2,202,33201,7658,R,229512,,
61213,3896,872415414,872415414,2010001054,-1,1,54,-1,-1.5061,-18,156,20,EE-03,606,28,2,9,8,1,1,1,2,2,201,33201,7662,R,229512,,
61214,3974,872415415,872415415,2010001055,-1,1,55,-1,-1.50478,-18,156,25,EE-03,606,28,2,9,8,1,1,0,1,2,200,33201,7671,R,229512,,
61215,4052,872415416,872415416,2010001056,-1,1,56,-1,-1.50342,-18,157,5,EE-03,606,28,1,2,8,1,1,4,5,2,29,33201,7571,R,229448,,
61216,4132,872415417,872415417,2010001057,-1,1,57,-1,-1.50132,-18,157,10,EE-03,606,28,1,2,8,1,1,3,4,2,28,33201,7556,R,229448,,
61217,4212,872415418,872415418,2010001058,-1,1,58,-1,-1.49888,-18,157,15,EE-03,606,28,1,2,8,1,1,2,3,2,27,33201,7551,R,229448,,
61218,4294,872415419,872415419,2010001059,-1,1,59,-1,-1.49613,-18,157,20,EE-03,606,28,1,2,8,1,1,1,2,2,26,33201,7537,R,229448,,
61219,4378,872415420,872415420,2010001060,-1,1,60,-1,-1.49305,-18,157,25,EE-03,606,27,4,2,8,1,4,19,5,2,44,33201,7528,R,221448,,
61220,2861,872415529,872415529,2010002041,-1,2,41,-1,-1.51034,-18,236,20,EE-03,606,29,1,24,7,1,4,16,2,3,591,33201,10708,R,237640,,
61221,2947,872415530,872415530,2010002042,-1,2,42,-1,-1.5137,-18,236,19,EE-03,606,28,4,24,7,2,2,5,1,3,580,33201,10579,R,229648,,
61222,3031,872415531,872415531,2010002043,-1,2,43,-1,-1.51673,-18,236,18,EE-03,606,28,4,24,7,2,2,6,2,3,581,33201,10677,R,229648,,
61223,3113,872415532,872415532,2010002044,-1,2,44,-1,-1.51942,-18,236,17,EE-03,606,28,4,24,7,2,2,7,3,3,582,33201,10635,R,229648,,
61224,3193,872415533,872415533,2010002045,-1,2,45,-1,-1.52177,-18,236,16,EE-03,606,28,4,24,7,1,1,4,5,3,579,33201,10496,R,229640,,
61225,3273,872415534,872415534,2010002046,-1,2,46,-1,-1.52342,-18,235,20,EE-03,606,28,3,17,7,2,2,5,1,3,405,33201,10342,R,229584,,
61226,3351,872415535,872415535,2010002047,-1,2,47,-1,-1.52496,-18,235,19,EE-03,606,28,3,17,7,2,2,6,2,3,406,33201,10382,R,229584,,
61227,3429,872415536,872415536,2010002048,-1,2,48,-1,-1.52615,-18,235,18,EE-03,606,28,3,17,7,2,2,7,3,3,407,33201,10373,R,229584,,
61228,3507,872415537,872415537,2010002049,-1,2,49,-1,-1.52698,-18,235,17,EE-03,606,28,3,17,7,2,2,8,4,3,408,33201,10327,R,229584,,
61229,3585,872415538,872415538,2010002050,-1,2,50,-1,-1.52745,-18,235,16,EE-03,606,28,3,17,7,2,2,9,5,3,409,33201,10443,R,229584,,
61230,3663,872415539,872415539,2010002051,-1,2,51,-1,-1.52755,-18,156,4,EE-03,606,28,2,9,8,2,2,9,5,2,209,33201,7689,R,229520,,
61231,3741,872415540,872415540,2010002052,-1,2,52,-1,-1.52725,-18,156,9,EE-03,606,28,2,9,8,2,2,8,4,2,208,33201,7722,R,229520,,
61232,3819,872415541,872415541,2010002053,-1,2,53,-1,-1.5266,-18,156,14,EE-03,606,28,2,9,8,2,2,7,3,2,207,33201,7725,R,229520,,
61233,3897,872415542,872415542,2010002054,-1,2,54,-1,-1.52559,-18,156,19,EE-03,606,28,2,9,8,2,2,6,2,2,206,33201,7680,R,229520,,
61234,3975,872415543,872415543,2010002055,-1,2,55,-1,-1.52422,-18,156,24,EE-03,606,28,2,9,8,2,2,5,1,2,205,33201,7674,R,229520,,
61235,4053,872415544,872415544,2010002056,-1,2,56,-1,-1.52276,-18,157,4,EE-03,606,28,1,2,8,2,2,9,5,2,34,33201,7521,R,229456,,
61236,4133,872415545,872415545,2010002057,-1,2,57,-1,-1.52058,-18,157,9,EE-03,606,28,1,2,8,2,2,8,4,2,33,33201,7507,R,229456,,
61237,4213,872415546,872415546,2010002058,-1,2,58,-1,-1.51806,-18,157,14,EE-03,606,28,1,2,8,2,2,7,3,2,32,33201,7501,R,229456,,
61238,4295,872415547,872415547,2010002059,-1,2,59,-1,-1.51519,-18,157,19,EE-03,606,28,1,2,8,1,1,0,1,2,25,33201,7500,R,229448,,
61239,4379,872415548,872415548,2010002060,-1,2,60,-1,-1.512,-18,157,24,EE-03,606,27,4,2,8,1,4,18,4,2,43,33201,7481,R,221448,,
61240,2862,872415657,872415657,2010003041,-1,3,41,-1,-1.52958,-18,236,15,EE-03,606,29,1,24,7,1,4,17,3,3,592,33201,7974,R,237640,,
61241,2948,872415658,872415658,2010003042,-1,3,42,-1,-1.53307,-18,236,14,EE-03,606,28,4,24,7,3,3,10,1,3,585,33201,10571,R,229656,,
61242,3032,872415659,872415659,2010003043,-1,3,43,-1,-1.53622,-18,236,13,EE-03,606,28,4,24,7,3,3,13,4,3,588,33201,10681,R,229656,,
61243,3114,872415660,872415660,2010003044,-1,3,44,-1,-1.53901,-18,236,12,EE-03,606,28,4,24,7,2,2,8,4,3,583,33201,10638,R,229648,,
61244,3194,872415661,872415661,2010003045,-1,3,45,-1,-1.54146,-18,236,11,EE-03,606,28,4,24,7,2,2,9,5,3,584,33201,10514,R,229648,,
61245,3274,872415662,872415662,2010003046,-1,3,46,-1,-1.54321,-18,235,15,EE-03,606,28,3,17,7,3,3,10,1,3,410,33201,10343,R,229592,,
61246,3352,872415663,872415663,2010003047,-1,3,47,-1,-1.54482,-18,235,14,EE-03,606,28,3,17,7,3,3,11,2,3,411,33201,10401,R,229592,,
61247,3430,872415664,872415664,2010003048,-1,3,48,-1,-1.54606,-18,235,13,EE-03,606,28,3,17,7,3,3,12,3,3,412,33201,10374,R,229592,,
61248,3508,872415665,872415665,2010003049,-1,3,49,-1,-1.54692,-18,235,12,EE-03,606,28,3,17,7,3,3,13,4,3,413,33201,10325,R,229592,,
61249,3586,872415666,872415666,2010003050,-1,3,50,-1,-1.54741,-18,235,11,EE-03,606,28,3,17,7,3,3,14,5,3,414,33201,10447,R,229592,,
61250,3664,872415667,872415667,2010003051,-1,3,51,-1,-1.54751,-18,156,3,EE-03,606,28,2,9,8,3,3,14,5,2,214,33201,7644,R,229528,,
61251,3742,872415668,872415668,2010003052,-1,3,52,-1,-1.54721,-18,156,8,EE-03,606,28,2,9,8,3,3,13,4,2,213,33201,7650,R,229528,,
61252,3820,872415669,872415669,2010003053,-1,3,53,-1,-1.54653,-18,156,13,EE-03,606,28,2,9,8,3,3,12,3,2,212,33201,7655,R,229528,,
61253,3898,872415670,872415670,2010003054,-1,3,54,-1,-1.54547,-18,156,18,EE-03,606,28,2,9,8,3,3,11,2,2,211,33201,7656,R,229528,,
61254,3976,872415671,872415671,2010003055,-1,3,55,-1,-1.54405,-18,156,23,EE-03,606,28,2,9,8,3,3,10,1,2,210,33201,7641,R,229528,,
61255,4054,872415672,872415672,2010003056,-1,3,56,-1,-1.54249,-18,157,3,EE-03,606,28,1,2,8,3,3,14,5,2,39,33201,7761,R,229464,,
61256,4134,872415673,872415673,2010003057,-1,3,57,-1,-1.54023,-18,157,8,EE-03,606,28,1,2,8,3,3,13,4,2,38,33201,7767,R,229464,,
61257,4214,872415674,872415674,2010003058,-1,3,58,-1,-1.5376,-18,157,13,EE-03,606,28,1,2,8,2,2,6,2,2,31,33201,7771,R,229456,,
61258,4296,872415675,872415675,2010003059,-1,3,59,-1,-1.53463,-18,157,18,EE-03,606,28,1,2,8,2,2,5,1,2,30,33201,7792,R,229456,,
61259,4380,872415676,872415676,2010003060,-1,3,60,-1,-1.53131,-18,157,23,EE-03,606,27,4,2,8,1,4,17,3,2,42,33201,7764,R,221448,,
61260,2400,872415780,872415780,2010004036,-1,4,36,-1,-1.5261,-18,237,10,EE-03,606,29,2,34,5,1,1,0,1,3,825,33106,4550,C,237704,,
61261,2494,872415781,872415781,2010004037,-1,4,37,-1,-1.53145,-18,237,9,EE-03,606,29,2,34,5,1,1,2,3,3,827,33106,4441,C,237704,,
61262,2588,872415782,872415782,2010004038,-1,4,38,-1,-1.53651,-18,237,8,EE-03,606,29,2,34,5,1,1,4,5,3,829,33106,4647,C,237704,,
61263,2682,872415783,872415783,2010004039,-1,4,39,-1,-1.54124,-18,237,7,EE-03,606,29,1,34,5,2,2,6,2,3,831,33106,4600,C,237648,,
61264,2776,872415784,872415784,2010004040,-1,4,40,-1,-1.54565,-18,237,6,EE-03,606,29,1,34,5,2,2,8,4,3,833,33106,4641,C,237648,,
61265,2863,872415785,872415785,2010004041,-1,4,41,-1,-1.54919,-18,236,10,EE-03,606,29,1,24,7,1,4,18,4,3,593,33201,7979,R,237640,,
61266,2949,872415786,872415786,2010004042,-1,4,42,-1,-1.55282,-18,236,9,EE-03,606,28,4,24,7,3,3,11,2,3,586,33201,10545,R,229656,,
61267,3033,872415787,872415787,2010004043,-1,4,43,-1,-1.55609,-18,236,8,EE-03,606,28,4,24,7,3,3,14,5,3,589,33201,10694,R,229656,,
61268,3115,872415788,872415788,2010004044,-1,4,44,-1,-1.559,-19,236,7,EE-03,606,28,8,24,7,1,5,21,2,3,596,33201,10642,R,229896,,
61269,3195,872415789,872415789,2010004045,-1,4,45,-1,-1.56154,-19,236,6,EE-03,606,28,8,24,7,1,5,23,4,3,598,33201,10517,R,229896,,
61270,3275,872415790,872415790,2010004046,-1,4,46,-1,-1.5634,-19,235,10,EE-03,606,28,7,17,7,1,4,15,1,3,415,33201,10348,R,229832,,
61271,3353,872415791,872415791,2010004047,-1,4,47,-1,-1.56508,-19,235,9,EE-03,606,28,7,17,7,1,4,16,2,3,416,33201,10404,R,229832,,
61272,3431,872415792,872415792,2010004048,-1,4,48,-1,-1.56637,-19,235,8,EE-03,606,28,7,17,7,1,4,17,3,3,417,33201,10379,R,229832,,
61273,3509,872415793,872415793,2010004049,-1,4,49,-1,-1.56728,-19,235,7,EE-03,606,28,7,17,7,1,4,18,4,3,418,33201,10317,R,229832,,
61274,3587,872415794,872415794,2010004050,-1,4,50,-1,-1.56779,-19,235,6,EE-03,606,28,7,17,7,1,4,19,5,3,419,33201,10452,R,229832,,
61275,3665,872415795,872415795,2010004051,-1,4,51,-1,-1.56789,-19,156,2,EE-03,606,28,6,9,8,1,4,19,5,2,219,33201,7428,R,229768,,
61276,3743,872415796,872415796,2010004052,-1,4,52,-1,-1.56757,-19,156,7,EE-03,606,28,6,9,8,1,4,18,4,2,218,33201,7433,R,229768,,
61277,3821,872415797,872415797,2010004053,-1,4,53,-1,-1.56687,-19,156,12,EE-03,606,28,6,9,8,1,4,17,3,2,217,33201,7458,R,229768,,
61278,3899,872415798,872415798,2010004054,-1,4,54,-1,-1.56577,-19,156,17,EE-03,606,28,6,9,8,1,4,16,2,2,216,33201,7464,R,229768,,
61279,3977,872415799,872415799,2010004055,-1,4,55,-1,-1.56428,-19,156,22,EE-03,606,28,6,9,8,1,4,15,1,2,215,33201,7456,R,229768,,
61280,4055,872415800,872415800,2010004056,-1,4,56,-1,-1.56262,-19,157,2,EE-03,606,28,5,2,8,1,5,24,5,2,49,33201,7575,R,229704,,
61281,4135,872415801,872415801,2010004057,-1,4,57,-1,-1.56026,-19,157,7,EE-03,606,28,5,2,8,1,5,22,3,2,47,33201,7578,R,229704,,
61282,4215,872415802,872415802,2010004058,-1,4,58,-1,-1.55753,-18,157,12,EE-03,606,28,1,2,8,3,3,12,3,2,37,33201,7600,R,229464,,
61283,4297,872415803,872415803,2010004059,-1,4,59,-1,-1.55444,-18,157,17,EE-03,606,28,1,2,8,3,3,11,2,2,36,33201,7606,R,229464,,
61284,4381,872415804,872415804,2010004060,-1,4,60,-1,-1.55099,-18,157,22,EE-03,606,27,4,2,8,1,4,16,2,2,41,33201,7573,R,221448,,
61285,4464,872415805,872415805,2010004061,-1,4,61,-1,-1.54763,-18,158,2,EE-02,605,27,4,25,6,2,4,19,5,2,619,33106,4434,C,221456,,
61286,4548,872415806,872415806,2010004062,-1,4,62,-1,-1.54338,-18,158,7,EE-02,605,27,4,25,6,2,4,17,3,2,617,33106,4473,C,221456,,
61287,4642,872415807,872415807,2010004063,-1,4,63,-1,-1.53881,-18,158,12,EE-02,605,27,3,25,6,1,3,14,5,2,614,33106,4477,C,221384,,
61288,4736,872415808,872415808,2010004064,-1,4,64,-1,-1.53391,-18,158,17,EE-02,605,27,3,25,6,1,3,13,4,2,613,33106,4485,C,221384,,
61289,4830,872415809,872415809,2010004065,-1,4,65,-1,-1.5287,-18,158,22,EE-02,605,27,3,25,6,1,3,11,2,2,611,33106,4492,C,221384,,
61290,2401,872415908,872415908,2010005036,-1,5,36,-1,-1.54511,-18,237,5,EE-03,606,29,2,34,5,1,1,1,2,3,826,33106,4553,C,237704,,
61291,2495,872415909,872415909,2010005037,-1,5,37,-1,-1.55068,-18,237,4,EE-03,606,29,2,34,5,1,1,3,4,3,828,33106,4541,C,237704,,
61292,2589,872415910,872415910,2010005038,-1,5,38,-1,-1.55592,-18,237,3,EE-03,606,29,1,34,5,2,2,5,1,3,830,33106,4518,C,237648,,
61293,2683,872415911,872415911,2010005039,-1,5,39,-1,-1.56084,-18,237,2,EE-03,606,29,1,34,5,2,2,7,3,3,832,33106,4626,C,237648,,
61294,2777,872415912,872415912,2010005040,-1,5,40,-1,-1.56542,-18,237,1,EE-03,606,29,1,34,5,2,2,9,5,3,834,33106,4564,C,237648,,
61295,2864,872415913,872415913,2010005041,-1,5,41,-1,-1.56917,-18,236,5,EE-03,606,29,1,24,7,1,4,19,5,3,594,33201,7981,R,237640,,
61296,2950,872415914,872415914,2010005042,-1,5,42,-1,-1.57295,-18,236,4,EE-03,606,28,4,24,7,3,3,12,3,3,587,33201,10541,R,229656,,
61297,3034,872415915,872415915,2010005043,-1,5,43,-1,-1.57636,-19,236,3,EE-03,606,28,8,24,7,1,5,20,1,3,595,33201,10697,R,229896,,
61298,3116,872415916,872415916,2010005044,-1,5,44,-1,-1.57939,-19,236,2,EE-03,606,28,8,24,7,1,5,22,3,3,597,33201,10657,R,229896,,
61299,3196,872415917,872415917,2010005045,-1,5,45,-1,-1.58203,-19,236,1,EE-03,606,28,8,24,7,1,5,24,5,3,599,33201,10537,R,229896,,
61300,3276,872415918,872415918,2010005046,-1,5,46,-1,-1.58401,-19,235,5,EE-03,606,28,7,17,7,2,5,20,1,3,420,33201,10361,R,229840,,
61301,3354,872415919,872415919,2010005047,-1,5,47,-1,-1.58576,-19,235,4,EE-03,606,28,7,17,7,2,5,21,2,3,421,33201,10407,R,229840,,
61302,3432,872415920,872415920,2010005048,-1,5,48,-1,-1.58711,-19,235,3,EE-03,606,28,7,17,7,2,5,22,3,3,422,33201,10368,R,229840,,
61303,3510,872415921,872415921,2010005049,-1,5,49,-1,-1.58805,-19,235,2,EE-03,606,28,7,17,7,2,5,23,4,3,423,33201,10252,R,229840,,
61304,3588,872415922,872415922,2010005050,-1,5,50,-1,-1.58859,-19,235,1,EE-03,606,28,7,17,7,2,5,24,5,3,424,33201,10456,R,229840,,
61305,3666,872415923,872415923,2010005051,-1,5,51,-1,-1.5887,-19,156,1,EE-03,606,28,6,9,8,2,5,24,5,2,224,33201,7758,R,229776,,
61306,3744,872415924,872415924,2010005052,-1,5,52,-1,-1.58837,-19,156,6,EE-03,606,28,6,9,8,2,5,23,4,2,223,33201,7757,R,229776,,
61307,3822,872415925,872415925,2010005053,-1,5,53,-1,-1.58763,-19,156,11,EE-03,606,28,6,9,8,2,5,22,3,2,222,33201,7745,R,229776,,
61308,3900,872415926,872415926,2010005054,-1,5,54,-1,-1.58648,-19,156,16,EE-03,606,28,6,9,8,2,5,21,2,2,221,33201,7733,R,229776,,
61309,3978,872415927,872415927,2010005055,-1,5,55,-1,-1.58493,-19,156,21,EE-03,606,28,6,9,8,2,5,20,1,2,220,33201,7728,R,229776,,
61310,4056,872415928,872415928,2010005056,-1,5,56,-1,-1.58316,-19,157,1,EE-03,606,28,5,2,8,1,5,23,4,2,48,33201,7613,R,229704,,
61311,4136,872415929,872415929,2010005057,-1,5,57,-1,-1.58071,-19,157,6,EE-03,606,28,5,2,8,1,5,21,2,2,46,33201,7619,R,229704,,
61312,4216,872415930,872415930,2010005058,-1,5,58,-1,-1.57787,-19,157,11,EE-03,606,28,5,2,8,1,5,20,1,2,45,33201,7628,R,229704,,
61313,4298,872415931,872415931,2010005059,-1,5,59,-1,-1.57464,-18,157,16,EE-03,606,28,1,2,8,3,3,10,1,2,35,33201,7629,R,229464,,
61314,4382,872415932,872415932,2010005060,-1,5,60,-1,-1.57105,-18,157,21,EE-03,606,27,4,2,8,1,4,15,1,2,40,33201,7635,R,221448,,
61315,4465,872415933,872415933,2010005061,-1,5,61,-1,-1.56748,-18,158,1,EE-02,605,27,4,25,6,2,4,18,4,2,618,33106,4632,C,221456,,
61316,4549,872415934,872415934,2010005062,-1,5,62,-1,-1.56308,-18,158,6,EE-02,605,27,4,25,6,2,4,16,2,2,616,33106,4590,C,221456,,
61317,4643,872415935,872415935,2010005063,-1,5,63,-1,-1.55832,-18,158,11,EE-02,605,27,4,25,6,2,4,15,1,2,615,33106,4575,C,221456,,
61318,4737,872415936,872415936,2010005064,-1,5,64,-1,-1.55324,-18,158,16,EE-02,605,27,3,25,6,1,3,12,3,2,612,33106,4534,C,221384,,
61319,4831,872415937,872415937,2010005065,-1,5,65,-1,-1.54783,-18,158,21,EE-02,605,27,3,25,6,1,3,10,1,2,610,33106,4500,C,221384,,
61320,1500,872416026,872416026,2010006026,-1,6,26,-1,-1.48795,-18,233,25,EE-03,606,29,4,33,5,1,1,0,1,3,800,33106,4377,C,237832,,
61321,1590,872416027,872416027,2010006027,-1,6,27,-1,-1.49662,-18,233,24,EE-03,606,29,4,33,5,1,1,1,2,3,801,33106,4376,C,237832,,
61322,1680,872416028,872416028,2010006028,-1,6,28,-1,-1.5051,-18,233,23,EE-03,606,29,4,33,5,1,1,2,3,3,802,33106,4318,C,237832,,
61323,1770,872416029,872416029,2010006029,-1,6,29,-1,-1.51337,-18,233,22,EE-03,606,29,4,33,5,1,1,3,4,3,803,33106,4387,C,237832,,
61324,1860,872416030,872416030,2010006030,-1,6,30,-1,-1.52143,-18,233,21,EE-03,606,29,4,33,5,1,1,4,5,3,804,33106,4406,C,237832,,
61325,1950,872416031,872416031,2010006031,-1,6,31,-1,-1.52801,-18,232,25,EE-03,606,29,3,30,5,1,1,0,1,3,725,30399,187,R,237768,,
61326,2040,872416032,872416032,2010006032,-1,6,32,-1,-1.53551,-18,232,24,EE-03,606,29,3,30,5,1,1,2,3,3,727,30399,177,R,237768,,
61327,2130,872416033,872416033,2010006033,-1,6,33,-1,-1.54274,-18,232,23,EE-03,606,29,3,30,5,1,1,4,5,3,729,30399,183,R,237768,,
61328,2220,872416034,872416034,2010006034,-1,6,34,-1,-1.54969,-19,232,22,EE-03,606,29,6,30,5,2,2,5,1,3,730,30399,188,R,237968,,
61329,2310,872416035,872416035,2010006035,-1,6,35,-1,-1.55636,-19,232,21,EE-03,606,29,6,30,5,2,2,6,2,3,731,30399,200,R,237968,,
61330,2402,872416036,872416036,2010006036,-1,6,36,-1,-1.56177,-19,231,25,EE-03,606,29,6,29,5,1,1,0,1,3,700,33201,10945,R,237960,,
61331,2496,872416037,872416037,2010006037,-1,6,37,-1,-1.56771,-19,231,24,EE-03,606,29,6,29,5,1,1,1,2,3,701,33201,10926,R,237960,,
61332,2590,872416038,872416038,2010006038,-1,6,38,-1,-1.57332,-19,231,23,EE-03,606,29,6,29,5,1,1,3,4,3,703,33201,10950,R,237960,,
61333,2684,872416039,872416039,2010006039,-1,6,39,-1,-1.57858,-19,231,22,EE-03,606,29,5,29,5,2,2,5,1,3,705,33201,10938,R,237904,,
61334,2778,872416040,872416040,2010006040,-1,6,40,-1,-1.58349,-19,231,21,EE-03,606,29,5,29,5,2,2,7,3,3,707,33201,10943,R,237904,,
61335,2865,872416041,872416041,2010006041,-1,6,41,-1,-1.58737,-19,230,25,EE-03,606,29,5,23,7,1,2,5,1,3,555,33201,10357,R,237896,,
61336,2951,872416042,872416042,2010006042,-1,6,42,-1,-1.59141,-19,230,24,EE-03,606,29,5,23,7,1,2,8,4,3,558,33201,10363,R,237896,,
61337,3035,872416043,872416043,2010006043,-1,6,43,-1,-1.59506,-19,230,23,EE-03,606,28,8,23,7,3,1,0,1,3,550,33201,10345,R,229912,,
61338,3117,872416044,872416044,2010006044,-1,6,44,-1,-1.59831,-19,230,22,EE-03,606,28,8,23,7,3,1,1,2,3,551,33201,10346,R,229912,,
61339,3197,872416045,872416045,2010006045,-1,6,45,-1,-1.60115,-19,230,21,EE-03,606,28,8,23,7,3,1,3,4,3,553,33201,10360,R,229912,,
61340,3277,872416046,872416046,2010006046,-1,6,46,-1,-1.60319,-19,229,25,EE-03,606,28,8,16,7,2,2,5,1,3,380,33201,10203,R,229904,,
61341,3355,872416047,872416047,2010006047,-1,6,47,-1,-1.60507,-19,229,24,EE-03,606,28,8,16,7,2,2,8,4,3,383,33201,10218,R,229904,,
61342,3433,872416048,872416048,2010006048,-1,6,48,-1,-1.60651,-19,229,23,EE-03,606,28,7,16,7,3,1,0,1,3,375,33201,10221,R,229848,,
61343,3511,872416049,872416049,2010006049,-1,6,49,-1,-1.60752,-19,229,22,EE-03,606,28,7,16,7,3,1,2,3,3,377,33201,10193,R,229848,,
61344,3589,872416050,872416050,2010006050,-1,6,50,-1,-1.60809,-19,229,21,EE-03,606,28,7,16,7,3,1,4,5,3,379,33201,10225,R,229848,,
61345,3667,872416051,872416051,2010006051,-1,6,51,-1,-1.60821,-19,150,5,EE-03,606,28,6,8,8,3,1,4,5,2,179,33201,8076,R,229784,,
61346,3745,872416052,872416052,2010006052,-1,6,52,-1,-1.60785,-19,150,10,EE-03,606,28,6,8,8,3,1,3,4,2,178,33201,8075,R,229784,,
61347,3823,872416053,872416053,2010006053,-1,6,53,-1,-1.60706,-19,150,15,EE-03,606,28,6,8,8,3,1,1,2,2,176,33201,6344,R,229784,,
61348,3901,872416054,872416054,2010006054,-1,6,54,-1,-1.60583,-19,150,20,EE-03,606,28,5,8,8,3,2,9,5,2,184,33201,6322,R,229720,,
61349,3979,872416055,872416055,2010006055,-1,6,55,-1,-1.60417,-19,150,25,EE-03,606,28,5,8,8,3,2,7,3,2,182,33201,6321,R,229720,,
61350,4057,872416056,872416056,2010006056,-1,6,56,-1,-1.60235,-19,151,5,EE-03,606,28,5,1,8,2,1,4,5,2,4,33201,7615,R,229712,,
61351,4137,872416057,872416057,2010006057,-1,6,57,-1,-1.59972,-19,151,10,EE-03,606,28,5,1,8,2,1,2,3,2,2,33201,7614,R,229712,,
61352,4217,872416058,872416058,2010006058,-1,6,58,-1,-1.59667,-19,151,15,EE-03,606,28,5,1,8,2,1,0,1,2,0,33201,7612,R,229712,,
61353,4299,872416059,872416059,2010006059,-1,6,59,-1,-1.59322,-19,151,20,EE-03,606,27,8,1,8,2,2,9,5,2,9,33201,7611,R,221712,,
61354,4383,872416060,872416060,2010006060,-1,6,60,-1,-1.58937,-19,151,25,EE-03,606,27,8,1,8,2,2,7,3,2,7,33201,7610,R,221712,,
61355,4466,872416061,872416061,2010006061,-1,6,61,-1,-1.58569,-19,152,5,EE-02,605,27,8,24,6,1,2,9,5,2,584,33201,7843,R,221704,,
61356,4550,872416062,872416062,2010006062,-1,6,62,-1,-1.58096,-19,152,10,EE-02,605,27,8,24,6,1,2,6,2,2,581,33201,7842,R,221704,,
61357,4644,872416063,872416063,2010006063,-1,6,63,-1,-1.57587,-19,152,15,EE-02,605,27,7,24,6,2,1,4,5,2,579,33201,7841,R,221648,,
61358,4738,872416064,872416064,2010006064,-1,6,64,-1,-1.57043,-19,152,20,EE-02,605,27,7,24,6,2,1,3,4,2,578,33201,7840,R,221648,,
61359,4832,872416065,872416065,2010006065,-1,6,65,-1,-1.56465,-19,152,25,EE-02,605,27,7,24,6,2,1,1,2,2,576,33201,7838,R,221648,,
61360,4924,872416066,872416066,2010006066,-1,6,66,-1,-1.5594,-19,153,5,EE-02,605,27,7,17,6,1,2,9,5,2,409,30399,294,R,221640,,
61361,5014,872416067,872416067,2010006067,-1,6,67,-1,-1.55288,-19,153,10,EE-02,605,27,7,17,6,1,2,5,1,2,405,30399,292,R,221640,,
61362,5104,872416068,872416068,2010006068,-1,6,68,-1,-1.54606,-18,153,15,EE-02,605,27,2,17,6,1,1,4,5,2,404,30399,287,R,221320,,
61363,5194,872416069,872416069,2010006069,-1,6,69,-1,-1.53897,-18,153,20,EE-02,605,27,2,17,6,1,1,3,4,2,403,30399,280,R,221320,,
61364,5284,872416070,872416070,2010006070,-1,6,70,-1,-1.5316,-18,153,25,EE-02,605,27,2,17,6,1,1,1,2,2,401,30399,279,R,221320,,
61365,5374,872416071,872416071,2010006071,-1,6,71,-1,-1.52513,-18,154,5,EE-02,605,27,1,11,8,1,1,4,5,2,254,33201,11440,R,221256,,
61366,5464,872416072,872416072,2010006072,-1,6,72,-1,-1.51719,-18,154,10,EE-02,605,27,1,11,8,1,1,3,4,2,253,33201,11439,R,221256,,
61367,5554,872416073,872416073,2010006073,-1,6,73,-1,-1.50901,-18,154,15,EE-02,605,27,1,11,8,1,1,2,3,2,252,33201,11430,R,221256,,
61368,5644,872416074,872416074,2010006074,-1,6,74,-1,-1.50063,-18,154,20,EE-02,605,27,1,11,8,1,1,1,2,2,251,33201,11428,R,221256,,
