rowinRoot,hashedId,CMSSWID,CMSSWID.1,dbID,side,ix,iy,side.1,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,Unnamed: 29,Unnamed: 30,A,t0,alpha,beta
67343,5894,872425420,872425420,2010079076,-1,79,76,-1,-1.76562,-21,51,16,EE-08,602,21,15,4,5,1,2,8,4,1,83,33201,9758,R,173000,,,0.22962800000000003,126.04,1.50666,38.0518
67344,5978,872425421,872425421,2010079077,-1,79,77,-1,-1.74889,-21,51,17,EE-08,602,21,15,4,5,1,2,5,1,1,80,33201,9744,R,173000,,,0.23264200000000002,125.471,1.5030700000000001,37.3139
67345,6062,872425422,872425422,2010079078,-1,79,78,-1,-1.73212,-20,51,18,EE-08,602,21,11,4,5,3,1,3,4,1,78,33201,9761,R,172760,,,0.235121,125.054,1.5361,36.3607
67346,6146,872425423,872425423,2010079079,-1,79,79,-1,-1.71531,-20,51,19,EE-08,602,21,12,4,5,2,3,13,4,1,88,33201,9769,R,172816,,,0.23525900000000002,124.723,1.52716,36.3937
67347,6230,872425424,872425424,2010079080,-1,79,80,-1,-1.69851,-20,51,20,EE-08,602,21,12,4,5,2,3,10,1,1,85,33201,9733,R,172816,,,0.23504099999999997,124.846,1.4813399999999999,36.9881
67348,6309,872425425,872425425,2010079081,-1,79,81,-1,-1.6831099999999999,-20,52,16,EE-08,602,21,12,1,5,1,2,8,4,1,8,33201,9922,R,172808,,,0.234736,124.492,1.5524200000000001,36.1699
67349,6383,872425426,872425426,2010079082,-1,79,82,-1,-1.6663599999999998,-20,52,17,EE-08,602,21,12,1,5,1,2,5,1,1,5,33201,9917,R,172808,,,0.235071,124.654,1.5235,36.4822
67350,6457,872425427,872425427,2010079083,-1,79,83,-1,-1.64966,-19,52,18,EE-08,602,21,8,1,5,5,1,3,4,1,3,33201,9937,R,172584,,,0.23320900000000003,125.369,1.5214299999999998,36.9733
67351,6531,872425428,872425428,2010079084,-1,79,84,-1,-1.63303,-19,52,19,EE-08,602,22,5,1,5,1,3,13,4,1,13,33201,9927,R,180552,,,0.238577,123.868,1.5624799999999999,35.1743
67352,6605,872425429,872425429,2010079085,-1,79,85,-1,-1.61647,-19,52,20,EE-08,602,22,5,1,5,1,3,10,1,1,10,33201,9932,R,180552,,,0.233679,126.514,1.53472,36.8476
67353,6677,872425430,872425430,2010079086,-1,79,86,-1,-1.60176,-19,53,16,EE-09,603,22,5,23,7,3,2,9,5,1,559,33201,9966,R,180568,,,0.232346,123.40100000000001,1.4691100000000001,37.5438
67354,6747,872425431,872425431,2010079087,-1,79,87,-1,-1.58542,-19,53,17,EE-09,603,22,5,23,7,3,2,7,3,1,557,33201,10031,R,180568,,,0.235665,124.634,1.60127,35.4166
67355,6812,872425432,872425432,2010079088,-1,79,88,-1,-1.56918,-19,53,18,EE-09,603,22,5,23,7,3,2,5,1,1,555,33201,10163,R,180568,,,0.22093800000000002,127.41799999999999,1.2939200000000002,43.7394
67356,6872,872425433,872425433,2010079089,-1,79,89,-1,-1.55306,-19,53,19,EE-09,603,22,5,23,7,4,3,10,1,1,560,33201,10156,R,180576,,,0.233708,126.881,1.61171,35.9199
67357,6932,872425434,872425434,2010079090,-1,79,90,-1,-1.53705,-18,53,20,EE-09,603,22,1,23,7,2,1,1,2,1,551,33201,10096,R,180304,,,0.232738,125.993,1.5272299999999999,37.0526
67358,6992,872425435,872425435,2010079091,-1,79,91,-1,-1.52329,-18,54,16,EE-09,603,22,1,30,7,1,3,13,4,1,738,33106,4145,C,180296,,,0.232973,123.65899999999999,1.51716,36.8769
67359,7052,872425436,872425436,2010079092,-1,79,92,-1,-1.50758,-18,54,17,EE-09,603,22,1,30,7,1,3,11,2,1,736,33106,4159,C,180296,,,0.23250500000000002,125.73200000000001,1.5643,36.6051
67360,329,872425481,872425481,2010080009,-1,80,9,-1,-1.48819,-18,291,10,EE-06,609,34,4,21,8,2,4,16,2,4,516,33106,3772,C,278800,,,0.23011399999999999,125.848,1.5525200000000001,37.3058
67361,389,872425482,872425482,2010080010,-1,80,10,-1,-1.50347,-18,291,5,EE-06,609,34,4,21,8,2,4,19,5,4,519,33106,3774,C,278800,,,0.22857399999999997,125.54700000000001,1.5331299999999999,37.8076
67362,449,872425483,872425483,2010080011,-1,80,11,-1,-1.51661,-18,290,25,EE-06,609,34,4,27,8,1,1,2,3,4,652,33106,3745,C,278792,,,0.231356,126.49600000000001,1.62134,36.3004
67363,509,872425484,872425484,2010080012,-1,80,12,-1,-1.53216,-18,290,20,EE-06,609,34,4,27,8,1,1,3,4,4,653,33106,3698,C,278792,,,0.23099299999999998,126.323,1.60605,36.475
67364,569,872425485,872425485,2010080013,-1,80,13,-1,-1.54782,-18,290,15,EE-06,609,34,4,27,8,1,1,4,5,4,654,33106,3701,C,278792,,,0.230554,124.902,1.5438,37.2218
67365,634,872425486,872425486,2010080014,-1,80,14,-1,-1.56358,-19,290,10,EE-06,609,34,8,27,8,4,2,8,4,4,658,33106,3739,C,279072,,,0.229229,126.219,1.6120299999999999,36.7947
67366,704,872425487,872425487,2010080015,-1,80,15,-1,-1.57944,-19,290,5,EE-06,609,34,8,27,8,4,2,9,5,4,659,33106,3765,C,279072,,,0.23025,124.363,1.53168,37.3497
67367,776,872425488,872425488,2010080016,-1,80,16,-1,-1.5934700000000002,-19,289,25,EE-06,609,35,5,25,6,1,1,0,1,4,600,33201,8829,R,287048,,,0.238164,127.20299999999999,1.61124,35.0659
67368,850,872425489,872425489,2010080017,-1,80,17,-1,-1.60951,-19,289,20,EE-06,609,35,5,25,6,1,1,1,2,4,601,33201,8830,R,287048,,,0.23170500000000002,125.507,1.39924,38.9088
67369,924,872425490,872425490,2010080018,-1,80,18,-1,-1.62561,-19,289,15,EE-06,609,35,5,25,6,1,1,3,4,4,603,33201,8831,R,287048,,,0.2358,124.022,1.45509,37.1165
67370,998,872425491,872425491,2010080019,-1,80,19,-1,-1.64178,-19,289,10,EE-06,609,35,5,25,6,1,1,4,5,4,604,33201,8832,R,287048,,,0.23584699999999997,124.932,1.50579,36.5276
67371,1072,872425492,872425492,2010080020,-1,80,20,-1,-1.65798,-20,289,5,EE-06,609,35,9,25,6,3,2,9,5,4,609,33201,8833,R,287320,,,0.22806500000000002,126.823,1.4769700000000001,38.9561
67372,1151,872425493,872425493,2010080021,-1,80,21,-1,-1.6726400000000001,-20,288,25,EE-06,609,35,9,18,7,2,3,13,4,4,438,33201,8684,R,287312,,,0.234116,124.416,1.4079,38.1828
67373,1235,872425494,872425494,2010080022,-1,80,22,-1,-1.68888,-20,288,20,EE-06,609,35,10,18,7,3,1,1,2,4,426,33201,8681,R,287384,,,0.236447,126.48100000000001,1.53043,36.2868
67374,1319,872425495,872425495,2010080023,-1,80,23,-1,-1.70511,-20,288,15,EE-06,609,35,10,18,7,3,1,3,4,4,428,33201,8680,R,287384,,,0.237645,124.73200000000001,1.5114299999999998,36.1226
67375,1403,872425496,872425496,2010080024,-1,80,24,-1,-1.72131,-20,288,10,EE-06,609,35,10,18,7,3,1,4,5,4,429,33201,8679,R,287384,,,0.23829499999999998,124.751,1.5181799999999999,35.8778
67376,1487,872425497,872425497,2010080025,-1,80,25,-1,-1.7374599999999998,-21,288,5,EE-06,609,35,14,18,7,1,2,9,5,4,434,33201,8678,R,287624,,,0.23187600000000003,124.76799999999999,1.4087399999999999,38.6701
67377,1574,872425498,872425498,2010080026,-1,80,26,-1,-1.7523099999999998,-21,287,25,EE-06,609,35,15,11,6,2,1,0,1,4,250,33201,8494,R,287696,,,0.234029,126.681,1.51615,36.9985
67378,1664,872425499,872425499,2010080027,-1,80,27,-1,-1.76825,-21,287,20,EE-06,609,35,15,11,6,2,1,1,2,4,251,33201,8493,R,287696,,,0.23634899999999998,125.539,1.52007,36.3376
67379,1754,872425500,872425500,2010080028,-1,80,28,-1,-1.78405,-21,287,15,EE-06,609,35,15,11,6,2,1,3,4,4,253,33201,8497,R,287696,,,0.232375,125.30799999999999,1.4665700000000002,37.8583
67380,1844,872425501,872425501,2010080029,-1,80,29,-1,-1.7996900000000002,-21,287,10,EE-06,609,35,15,11,6,2,1,4,5,4,254,33201,8496,R,287696,,,0.235837,124.976,1.52674,36.3369
67381,1934,872425502,872425502,2010080030,-1,80,30,-1,-1.8151400000000002,-22,287,5,EE-06,609,17,3,11,6,1,2,9,5,4,259,33201,8495,R,139464,,,0.234546,123.305,1.4468299999999998,37.3938
67382,2024,872425503,872425503,2010080031,-1,80,31,-1,-1.8294400000000002,-22,286,25,EE-06,609,17,4,7,5,1,2,6,2,4,156,33201,8300,R,139528,,,0.230881,127.01,1.43002,38.9487
67383,2114,872425504,872425504,2010080032,-1,80,32,-1,-1.8443,-22,286,20,EE-06,609,17,4,7,5,1,2,8,4,4,158,33201,8295,R,139528,,,0.23324,125.391,1.44356,37.9986
67384,2204,872425505,872425505,2010080033,-1,80,33,-1,-1.85885,-22,286,15,EE-06,609,18,1,7,5,2,1,0,1,4,150,33201,8296,R,147536,,,0.233773,126.37100000000001,1.43404,38.1328
67385,2294,872425506,872425506,2010080034,-1,80,34,-1,-1.87303,-22,286,10,EE-06,609,18,1,7,5,2,1,2,3,4,152,33201,8298,R,147536,,,0.233204,126.654,1.4481899999999999,38.1278
67386,2384,872425507,872425507,2010080035,-1,80,35,-1,-1.8868099999999999,-22,286,5,EE-06,609,18,1,7,5,2,1,4,5,4,154,33201,8299,R,147536,,,0.23269,125.975,1.4112,38.6402
67387,2476,872425508,872425508,2010080036,-1,80,36,-1,-1.8995099999999998,-23,285,25,EE-07,601,18,5,26,8,1,2,7,3,4,632,33201,8143,R,147784,,,0.23343699999999998,125.226,1.45262,37.8398
67388,2570,872425509,872425509,2010080037,-1,80,37,-1,-1.91221,-23,285,20,EE-07,601,18,6,26,8,1,1,0,1,4,625,33201,8142,R,147848,,,0.232773,127.825,1.48094,37.8774
67389,2664,872425510,872425510,2010080038,-1,80,38,-1,-1.9243599999999998,-23,285,15,EE-07,601,18,6,26,8,1,1,2,3,4,627,33201,8145,R,147848,,,0.233026,126.069,1.44636,38.0122
67390,2758,872425511,872425511,2010080039,-1,80,39,-1,-1.93589,-23,285,10,EE-07,601,18,6,26,8,1,1,3,4,4,628,33201,8147,R,147848,,,0.230692,126.05799999999999,1.39426,39.3504
67391,2842,872425512,872425512,2010080040,-1,80,40,-1,-1.9467599999999998,-23,285,5,EE-07,601,18,6,26,8,1,1,4,5,4,629,33201,8148,R,147848,,,0.23561700000000002,125.069,1.4663700000000002,37.1424
67392,2925,872425513,872425513,2010080041,-1,80,41,-1,-1.9565,-23,284,25,EE-07,601,18,7,20,7,1,2,6,2,4,481,33201,8780,R,147912,,,0.235827,125.096,1.48012,36.8901
67393,3009,872425514,872425514,2010080042,-1,80,42,-1,-1.96574,-23,284,20,EE-07,601,18,7,20,7,1,2,8,4,4,483,33201,6705,R,147912,,,0.232042,124.48899999999999,1.3907399999999999,38.8665
67394,3091,872425515,872425515,2010080043,-1,80,43,-1,-1.97416,-23,284,15,EE-07,601,18,8,20,7,2,1,0,1,4,475,33201,6709,R,147984,,,0.231104,126.887,1.43763,38.7848
67395,3171,872425516,872425516,2010080044,-1,80,44,-1,-1.9817099999999999,-23,284,10,EE-07,601,18,8,20,7,2,1,2,3,4,477,33201,6708,R,147984,,,0.232619,125.76299999999999,1.4515200000000001,38.0805
67396,3251,872425517,872425517,2010080045,-1,80,45,-1,-1.98835,-23,284,5,EE-07,601,18,8,20,7,2,1,4,5,4,479,33201,6706,R,147984,,,0.22402399999999997,126.10799999999999,1.26276,43.2053
67397,3329,872425518,872425518,2010080046,-1,80,46,-1,-1.9938,-23,283,25,EE-07,601,1,5,13,7,1,2,6,2,4,306,33201,6574,R,8520,,,0.23583400000000002,125.461,1.4894399999999999,36.8662
67398,3407,872425519,872425519,2010080047,-1,80,47,-1,-1.99832,-23,283,20,EE-07,601,1,5,13,7,1,2,8,4,4,308,33201,6576,R,8520,,,0.234698,124.46,1.45197,37.4438
67399,3485,872425520,872425520,2010080048,-1,80,48,-1,-2.00184,-23,283,15,EE-07,601,1,6,13,7,3,1,0,1,4,300,33201,6577,R,8600,,,0.23529099999999997,126.03299999999999,1.46161,37.3687
67400,3563,872425521,872425521,2010080049,-1,80,49,-1,-2.00431,-23,283,10,EE-07,601,1,6,13,7,3,1,2,3,4,302,33201,6578,R,8600,,,0.237618,124.95200000000001,1.47411,36.5513
67401,3641,872425522,872425522,2010080050,-1,80,50,-1,-2.0057400000000003,-23,283,5,EE-07,601,1,6,13,7,3,1,4,5,4,304,33201,6579,R,8600,,,0.234206,124.36399999999999,1.39591,38.3237
67402,3719,872425523,872425523,2010080051,-1,80,51,-1,-2.0060700000000002,-23,46,21,EE-07,601,1,7,5,5,3,1,3,4,1,103,33201,9249,R,8664,,,0.23724,126.82700000000001,1.48916,36.6371
67403,3797,872425524,872425524,2010080052,-1,80,52,-1,-2.00526,-23,46,22,EE-07,601,1,7,5,5,3,1,1,2,1,101,33201,9259,R,8664,,,0.239076,127.10600000000001,1.5426600000000001,35.7082
67404,3875,872425525,872425525,2010080053,-1,80,53,-1,-2.00339,-23,46,23,EE-07,601,1,7,5,5,3,1,0,1,1,100,33201,9240,R,8664,,,0.23716399999999999,126.604,1.45489,37.1517
67405,3953,872425526,872425526,2010080054,-1,80,54,-1,-2.00048,-23,46,24,EE-07,601,1,8,5,5,2,2,7,3,1,107,33201,9244,R,8720,,,0.23362199999999997,127.11399999999999,1.47635,37.6599
67406,4031,872425527,872425527,2010080055,-1,80,55,-1,-1.9965400000000002,-23,46,25,EE-07,601,1,8,5,5,2,2,5,1,1,105,33201,9258,R,8720,,,0.23646799999999998,126.054,1.4420899999999999,37.3526
67407,4111,872425528,872425528,2010080056,-1,80,56,-1,-1.9917,-23,47,21,EE-08,602,2,5,29,8,2,1,3,4,1,703,33201,6775,R,16720,,,0.23633400000000002,125.77799999999999,1.4593,37.1605
67408,4191,872425529,872425529,2010080057,-1,80,57,-1,-1.9856,-23,47,22,EE-08,602,2,5,29,8,2,1,1,2,1,701,33201,6802,R,16720,,,0.23499299999999998,126.617,1.43204,37.9164
67409,4273,872425530,872425530,2010080058,-1,80,58,-1,-1.9785700000000002,-23,47,23,EE-08,602,2,5,29,8,2,1,0,1,1,700,33201,6796,R,16720,,,0.236973,127.555,1.53284,36.291
67410,4357,872425531,872425531,2010080059,-1,80,59,-1,-1.97065,-23,47,24,EE-08,602,2,6,29,8,1,2,7,3,1,707,33201,6777,R,16776,,,0.237114,124.11200000000001,1.42318,37.2995
67411,4443,872425532,872425532,2010080060,-1,80,60,-1,-1.9618799999999998,-23,47,25,EE-08,602,2,6,29,8,1,2,5,1,1,705,33201,6788,R,16776,,,0.235729,126.774,1.4917799999999999,36.979
67412,4530,872425533,872425533,2010080061,-1,80,61,-1,-1.9526,-23,48,21,EE-08,602,2,7,21,6,1,1,3,4,1,503,33201,6997,R,16840,,,0.238141,125.167,1.466,36.5152
67413,4624,872425534,872425534,2010080062,-1,80,62,-1,-1.94213,-23,48,22,EE-08,602,2,7,21,6,1,1,2,3,1,502,33201,6965,R,16840,,,0.231237,129.268,1.5289700000000002,37.8497
67414,4718,872425535,872425535,2010080063,-1,80,63,-1,-1.93097,-23,48,23,EE-08,602,2,7,21,6,1,1,1,2,1,501,33201,6991,R,16840,,,0.237475,125.96700000000001,1.47977,36.691
67415,4812,872425536,872425536,2010080064,-1,80,64,-1,-1.91917,-23,48,24,EE-08,602,2,7,21,6,1,1,0,1,1,500,33201,6978,R,16840,,,0.23823899999999998,126.47200000000001,1.50078,36.2913
67416,4906,872425537,872425537,2010080065,-1,80,65,-1,-1.90678,-23,48,25,EE-08,602,2,8,21,6,1,2,5,1,1,505,33201,6971,R,16904,,,0.236096,127.553,1.55617,36.1884
67417,4998,872425538,872425538,2010080066,-1,80,66,-1,-1.89438,-22,49,21,EE-08,602,2,4,14,6,2,1,3,4,1,328,33201,9373,R,16656,,,0.23485999999999999,127.22200000000001,1.51055,37.0466
67418,5088,872425539,872425539,2010080067,-1,80,67,-1,-1.88085,-22,49,22,EE-08,602,2,4,14,6,2,1,1,2,1,326,33201,9366,R,16656,,,0.238146,126.353,1.50125,36.3732
67419,5178,872425540,872425540,2010080068,-1,80,68,-1,-1.8668900000000002,-22,49,23,EE-08,602,2,4,14,6,2,1,0,1,1,325,33201,9388,R,16656,,,0.237077,127.04299999999999,1.4883600000000001,36.8244
67420,5268,872425541,872425541,2010080069,-1,80,69,-1,-1.85254,-22,49,24,EE-08,602,3,1,14,6,1,2,7,3,1,332,33201,9378,R,24648,,,0.23716399999999999,126.26899999999999,1.52667,36.1918
67421,5358,872425542,872425542,2010080070,-1,80,70,-1,-1.83785,-22,49,25,EE-08,602,3,1,14,6,1,2,5,1,1,330,33201,9381,R,24648,,,0.237986,126.17399999999999,1.5043,36.2892
67422,5448,872425543,872425543,2010080071,-1,80,71,-1,-1.82368,-22,50,21,EE-08,602,3,2,8,6,1,2,7,3,1,182,33201,9557,R,24712,,,0.23582600000000004,125.42,1.53729,36.1832
67423,5538,872425544,872425544,2010080072,-1,80,72,-1,-1.8083599999999997,-21,50,22,EE-08,602,21,14,8,6,2,1,4,5,1,179,33201,9562,R,172944,,,0.23714699999999997,124.46700000000001,1.4806,36.6064
67424,5628,872425545,872425545,2010080073,-1,80,73,-1,-1.79282,-21,50,23,EE-08,602,21,14,8,6,2,1,2,3,1,177,33201,9567,R,172944,,,0.237567,125.48899999999999,1.5104899999999999,36.2893
67425,5718,872425546,872425546,2010080074,-1,80,74,-1,-1.7771,-21,50,24,EE-08,602,21,14,8,6,2,1,1,2,1,176,33201,9578,R,172944,,,0.235864,126.57600000000001,1.51524,36.6751
67426,5808,872425547,872425547,2010080075,-1,80,75,-1,-1.7612299999999999,-21,50,25,EE-08,602,21,14,8,6,2,1,0,1,1,175,33201,9573,R,172944,,,0.234573,126.149,1.4075600000000001,38.1447
67427,5895,872425548,872425548,2010080076,-1,80,76,-1,-1.7464,-21,51,21,EE-08,602,21,15,4,5,1,2,7,3,1,82,33201,9759,R,173000,,,0.232474,124.42399999999999,1.4896,37.4171
67428,5979,872425549,872425549,2010080077,-1,80,77,-1,-1.7302799999999998,-20,51,22,EE-08,602,21,11,4,5,3,1,4,5,1,79,33201,9743,R,172760,,,0.23376599999999997,124.19200000000001,1.44851,37.6141
67429,6063,872425550,872425550,2010080078,-1,80,78,-1,-1.7141,-20,51,23,EE-08,602,21,11,4,5,3,1,2,3,1,77,33201,9760,R,172760,,,0.23526599999999998,124.61,1.5050700000000001,36.6437
67430,6147,872425551,872425551,2010080079,-1,80,79,-1,-1.69787,-20,51,24,EE-08,602,21,11,4,5,3,1,1,2,1,76,33201,9773,R,172760,,,0.23761100000000002,124.79,1.5555700000000001,35.5821
67431,6231,872425552,872425552,2010080080,-1,80,80,-1,-1.68163,-20,51,25,EE-08,602,21,11,4,5,3,1,0,1,1,75,33201,9732,R,172760,,,0.235209,124.777,1.46869,37.1471
67432,6310,872425553,872425553,2010080081,-1,80,81,-1,-1.66691,-20,52,21,EE-08,602,21,12,1,5,1,2,7,3,1,7,33201,9921,R,172808,,,0.233477,124.10799999999999,1.4935100000000001,37.1485
67433,6384,872425554,872425554,2010080082,-1,80,82,-1,-1.65067,-19,52,22,EE-08,602,21,8,1,5,5,1,4,5,1,4,33201,9916,R,172584,,,0.228408,126.382,1.4371200000000002,39.4232
67434,6458,872425555,872425555,2010080083,-1,80,83,-1,-1.63448,-19,52,23,EE-08,602,21,8,1,5,5,1,2,3,1,2,33201,9936,R,172584,,,0.228979,126.286,1.44303,39.1118
67435,6532,872425556,872425556,2010080084,-1,80,84,-1,-1.6183299999999998,-19,52,24,EE-08,602,21,8,1,5,5,1,1,2,1,1,33201,9926,R,172584,,,0.232888,126.354,1.53368,37.0582
67436,6606,872425557,872425557,2010080085,-1,80,85,-1,-1.6022399999999999,-19,52,25,EE-08,602,21,8,1,5,5,1,0,1,1,0,33201,9931,R,172584,,,0.23214400000000002,126.101,1.4654399999999999,38.0868
67437,6678,872425558,872425558,2010080086,-1,80,86,-1,-1.5881,-19,53,21,EE-09,603,22,5,23,7,3,2,8,4,1,558,33201,9956,R,180568,,,0.233837,124.82799999999999,1.58988,35.9
67438,6748,872425559,872425559,2010080087,-1,80,87,-1,-1.57218,-19,53,22,EE-09,603,22,5,23,7,3,2,6,2,1,556,33201,10033,R,180568,,,0.23665,122.948,1.51136,36.1508
67439,6813,872425560,872425560,2010080088,-1,80,88,-1,-1.55635,-18,53,23,EE-09,603,22,1,23,7,2,1,4,5,1,554,33201,10162,R,180304,,,0.227767,126.186,1.46022,39.0895
67440,6873,872425561,872425561,2010080089,-1,80,89,-1,-1.54063,-18,53,24,EE-09,603,22,1,23,7,2,1,3,4,1,553,33201,10159,R,180304,,,0.225385,129.442,1.57933,38.6572
67441,6933,872425562,872425562,2010080090,-1,80,90,-1,-1.525,-18,53,25,EE-09,603,22,1,23,7,2,1,0,1,1,550,33201,10097,R,180304,,,0.236393,126.63799999999999,1.6559,34.8642
67442,6993,872425563,872425563,2010080091,-1,80,91,-1,-1.5117200000000002,-18,54,21,EE-09,603,22,1,30,7,1,3,12,3,1,737,33106,4147,C,180296,,,0.231746,126.68299999999999,1.6429200000000002,35.9617
67443,7053,872425564,872425564,2010080092,-1,80,92,-1,-1.4963600000000001,-18,54,22,EE-09,603,22,1,30,7,1,3,10,1,1,735,33106,4156,C,180296,,,0.230264,125.87899999999999,1.49275,38.0762
67444,635,872425614,872425614,2010081014,-1,81,14,-1,-1.55494,-19,299,6,EE-06,609,35,5,21,8,3,3,10,1,4,510,33106,3731,C,287064,,,0.2296,126.961,1.57782,37.2226
67445,705,872425615,872425615,2010081015,-1,81,15,-1,-1.57018,-19,299,1,EE-06,609,35,5,21,8,3,3,12,3,4,512,33106,3733,C,287064,,,0.23145,125.919,1.58958,36.5619
67446,777,872425616,872425616,2010081016,-1,81,16,-1,-1.58399,-19,298,21,EE-06,609,35,5,26,6,2,5,20,1,4,645,33201,8713,R,287056,,,0.233308,126.23,1.55311,36.6037
67447,851,872425617,872425617,2010081017,-1,81,17,-1,-1.5993700000000002,-19,298,16,EE-06,609,35,5,26,6,2,5,21,2,4,646,33201,8760,R,287056,,,0.235091,125.656,1.59989,35.6113
67448,925,872425618,872425618,2010081018,-1,81,18,-1,-1.6148,-19,298,11,EE-06,609,35,5,26,6,2,5,23,4,4,648,33201,8752,R,287056,,,0.233134,123.523,1.46348,37.4825
67449,999,872425619,872425619,2010081019,-1,81,19,-1,-1.63026,-19,298,6,EE-06,609,35,6,26,6,5,4,15,1,4,640,33201,8762,R,287144,,,0.234175,125.954,1.5601200000000002,36.3772
67450,1073,872425620,872425620,2010081020,-1,81,20,-1,-1.6457400000000002,-19,298,1,EE-06,609,35,6,26,6,5,4,17,3,4,642,33201,8766,R,287144,,,0.232031,125.402,1.48522,37.6784
67451,1152,872425621,872425621,2010081021,-1,81,21,-1,-1.6600700000000002,-20,297,21,EE-06,609,35,10,19,6,2,5,20,1,4,470,33201,8668,R,287376,,,0.234652,125.426,1.5469,36.354
67452,1236,872425622,872425622,2010081022,-1,81,22,-1,-1.6755400000000003,-20,297,16,EE-06,609,35,10,19,6,2,5,21,2,4,471,33201,8667,R,287376,,,0.236085,123.82,1.5323799999999999,36.0419
67453,1320,872425623,872425623,2010081023,-1,81,23,-1,-1.69098,-20,297,11,EE-06,609,35,10,19,6,2,5,22,3,4,472,33201,8665,R,287376,,,0.231855,124.572,1.48474,37.5528
67454,1404,872425624,872425624,2010081024,-1,81,24,-1,-1.7063700000000002,-20,297,6,EE-06,609,35,10,19,6,2,5,23,4,4,473,33201,8664,R,287376,,,0.236283,123.27799999999999,1.5296399999999999,35.9437
67455,1488,872425625,872425625,2010081025,-1,81,25,-1,-1.7216900000000002,-20,297,1,EE-06,609,35,10,19,6,2,5,24,5,4,474,33201,8663,R,287376,,,0.23756599999999997,122.787,1.5113,35.8649
67456,1575,872425626,872425626,2010081026,-1,81,26,-1,-1.73607,-21,296,21,EE-06,609,35,15,12,6,1,5,20,1,4,295,33201,9107,R,287688,,,0.232721,124.62899999999999,1.45279,37.8433
67457,1665,872425627,872425627,2010081027,-1,81,27,-1,-1.75115,-21,296,16,EE-06,609,35,15,12,6,1,5,21,2,4,296,33201,9110,R,287688,,,0.236145,124.648,1.5650600000000001,35.6747
67458,1755,872425628,872425628,2010081028,-1,81,28,-1,-1.76607,-21,296,11,EE-06,609,35,15,12,6,1,5,23,4,4,298,33201,9112,R,287688,,,0.23711100000000002,122.98700000000001,1.53142,35.7297
67459,1845,872425629,872425629,2010081029,-1,81,29,-1,-1.7808099999999998,-21,296,6,EE-06,609,35,16,12,6,2,4,15,1,4,290,33201,9105,R,287760,,,0.23044800000000001,125.88600000000001,1.45648,38.4187
67460,1935,872425630,872425630,2010081030,-1,81,30,-1,-1.7953299999999999,-21,296,1,EE-06,609,35,16,12,6,2,4,17,3,4,292,33201,9106,R,287760,,,0.23074299999999998,124.875,1.43767,38.4539
67461,2025,872425631,872425631,2010081031,-1,81,31,-1,-1.8090700000000002,-21,295,21,EE-07,601,35,16,31,8,1,4,15,1,4,765,33201,8247,R,287752,,,0.23431100000000002,124.932,1.44918,37.631
67462,2115,872425632,872425632,2010081032,-1,81,32,-1,-1.8230099999999998,-22,295,16,EE-07,601,18,1,31,8,1,5,20,1,4,770,33201,8244,R,147528,,,0.234985,124.39299999999999,1.44202,37.5005
67463,2205,872425633,872425633,2010081033,-1,81,33,-1,-1.83663,-22,295,11,EE-07,601,18,1,31,8,1,5,21,2,4,771,33201,8245,R,147528,,,0.23274099999999998,124.958,1.43085,38.2199
67464,2295,872425634,872425634,2010081034,-1,81,34,-1,-1.84988,-22,295,6,EE-07,601,18,1,31,8,1,5,22,3,4,772,33201,8246,R,147528,,,0.235211,124.542,1.4888700000000001,36.7807
67465,2385,872425635,872425635,2010081035,-1,81,35,-1,-1.8627200000000002,-22,295,1,EE-07,601,18,1,31,8,1,5,23,4,4,773,33201,8248,R,147528,,,0.234317,124.56700000000001,1.4858,37.0414
67466,2477,872425636,872425636,2010081036,-1,81,36,-1,-1.8748,-22,294,21,EE-07,601,18,2,27,8,2,5,20,1,4,670,33201,8104,R,147600,,,0.23924299999999998,123.669,1.52075,35.5819
67467,2571,872425637,872425637,2010081037,-1,81,37,-1,-1.88662,-22,294,16,EE-07,601,18,2,27,8,2,5,21,2,4,671,33201,8105,R,147600,,,0.231663,124.20200000000001,1.38729,39.0044
67468,2665,872425638,872425638,2010081038,-1,81,38,-1,-1.89789,-22,294,11,EE-07,601,18,2,27,8,2,5,22,3,4,672,33201,8106,R,147600,,,0.233551,124.109,1.46391,37.4977
67469,2759,872425639,872425639,2010081039,-1,81,39,-1,-1.90857,-22,294,6,EE-07,601,18,2,27,8,2,5,24,5,4,674,33201,8107,R,147600,,,0.23586100000000002,123.13600000000001,1.49396,36.4437
67470,2843,872425640,872425640,2010081040,-1,81,40,-1,-1.91862,-22,294,1,EE-07,601,18,3,27,8,3,4,17,3,4,667,33201,8108,R,147672,,,0.232015,124.78299999999999,1.45553,38.083
67471,2926,872425641,872425641,2010081041,-1,81,41,-1,-1.92782,-22,293,21,EE-07,601,18,3,21,6,1,3,10,1,4,510,33201,6676,R,147656,,,0.234131,125.852,1.4745,37.4166
67472,3010,872425642,872425642,2010081042,-1,81,42,-1,-1.93635,-23,293,16,EE-07,601,18,8,21,6,1,5,20,1,4,520,33201,6672,R,147976,,,0.230895,126.162,1.46055,38.4235
