rowinRoot,hashedId,CMSSWID,CMSSWID.1,dbID,side,ix,iy,side.1,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,Unnamed: 29,Unnamed: 30,A,t0,alpha,beta
61200,2860,872415401,872415401,2010001041,-1,1,41,-1,-1.49146,-18,236,25,EE-03,606,29,1,24,7,1,4,15,1,3,590,33201,10702,R,237640,,2936.0,0.226413,127.823,1.51731,38.8349
61202,3030,872415403,872415403,2010001043,-1,1,43,-1,-1.49761,-18,236,23,EE-03,606,28,4,24,7,1,1,1,2,3,576,33201,10699,R,229640,,,0.23217600000000002,126.11399999999999,1.51308,37.3948
61203,3112,872415404,872415404,2010001044,-1,1,44,-1,-1.5002,-18,236,22,EE-03,606,28,4,24,7,1,1,2,3,3,577,33201,10592,R,229640,,,0.230123,126.06700000000001,1.4653,38.4229
61204,3192,872415405,872415405,2010001045,-1,1,45,-1,-1.50247,-18,236,21,EE-03,606,28,4,24,7,1,1,3,4,3,578,33201,10466,R,229640,,,0.23482399999999998,124.596,1.50892,36.7027
61205,3272,872415406,872415406,2010001046,-1,1,46,-1,-1.50401,-18,235,25,EE-03,606,28,3,17,7,1,1,0,1,3,400,33201,10364,R,229576,,,0.234077,127.23,1.5613,36.5176
61206,3350,872415407,872415407,2010001047,-1,1,47,-1,-1.50549,-18,235,24,EE-03,606,28,3,17,7,1,1,1,2,3,401,33201,10380,R,229576,,,0.23295300000000002,127.57,1.57034,36.6681
61207,3428,872415408,872415408,2010001048,-1,1,48,-1,-1.50663,-18,235,23,EE-03,606,28,3,17,7,1,1,2,3,3,402,33201,10370,R,229576,,,0.228992,127.571,1.51741,38.2332
61208,3506,872415409,872415409,2010001049,-1,1,49,-1,-1.5074299999999998,-18,235,22,EE-03,606,28,3,17,7,1,1,3,4,3,403,33201,10220,R,229576,,,0.234893,125.993,1.54559,36.3926
61210,3662,872415411,872415411,2010001051,-1,1,51,-1,-1.5079799999999999,-18,156,5,EE-03,606,28,2,9,8,1,1,4,5,2,204,33201,7661,R,229512,,,0.227325,127.99,1.4925,39.0897
61211,3740,872415412,872415412,2010001052,-1,1,52,-1,-1.5077,-18,156,10,EE-03,606,28,2,9,8,1,1,3,4,2,203,33201,7659,R,229512,,,0.227543,126.181,1.39995,40.0733
61212,3818,872415413,872415413,2010001053,-1,1,53,-1,-1.5070700000000001,-18,156,15,EE-03,606,28,2,9,8,1,1,2,3,2,202,33201,7658,R,229512,,,0.225861,127.7,1.44801,39.9351
61213,3896,872415414,872415414,2010001054,-1,1,54,-1,-1.5061,-18,156,20,EE-03,606,28,2,9,8,1,1,1,2,2,201,33201,7662,R,229512,,,0.23121,126.926,1.5177100000000001,37.6605
61214,3974,872415415,872415415,2010001055,-1,1,55,-1,-1.50478,-18,156,25,EE-03,606,28,2,9,8,1,1,0,1,2,200,33201,7671,R,229512,,,0.228348,127.148,1.40265,39.9194
61215,4052,872415416,872415416,2010001056,-1,1,56,-1,-1.50342,-18,157,5,EE-03,606,28,1,2,8,1,1,4,5,2,29,33201,7571,R,229448,,,0.23231999999999997,125.15100000000001,1.43775,38.2393
61216,4132,872415417,872415417,2010001057,-1,1,57,-1,-1.50132,-18,157,10,EE-03,606,28,1,2,8,1,1,3,4,2,28,33201,7556,R,229448,,,0.234023,127.005,1.58056,36.2546
61217,4212,872415418,872415418,2010001058,-1,1,58,-1,-1.49888,-18,157,15,EE-03,606,28,1,2,8,1,1,2,3,2,27,33201,7551,R,229448,,,0.23294099999999998,126.18700000000001,1.51849,37.1426
61218,4294,872415419,872415419,2010001059,-1,1,59,-1,-1.49613,-18,157,20,EE-03,606,28,1,2,8,1,1,1,2,2,26,33201,7537,R,229448,,,0.236609,126.12700000000001,1.56124,35.8392
61219,4378,872415420,872415420,2010001060,-1,1,60,-1,-1.49305,-18,157,25,EE-03,606,27,4,2,8,1,4,19,5,2,44,33201,7528,R,221448,,,0.23243899999999998,124.098,1.47357,37.5876
61220,2861,872415529,872415529,2010002041,-1,2,41,-1,-1.51034,-18,236,20,EE-03,606,29,1,24,7,1,4,16,2,3,591,33201,10708,R,237640,,,0.230631,124.64299999999999,1.44804,38.3842
61221,2947,872415530,872415530,2010002042,-1,2,42,-1,-1.5137,-18,236,19,EE-03,606,28,4,24,7,2,2,5,1,3,580,33201,10579,R,229648,,,0.233269,126.08,1.56512,36.5018
61222,3031,872415531,872415531,2010002043,-1,2,43,-1,-1.51673,-18,236,18,EE-03,606,28,4,24,7,2,2,6,2,3,581,33201,10677,R,229648,,,0.229244,125.807,1.49305,38.2436
61223,3113,872415532,872415532,2010002044,-1,2,44,-1,-1.51942,-18,236,17,EE-03,606,28,4,24,7,2,2,7,3,3,582,33201,10635,R,229648,,,0.23172800000000002,125.855,1.55493,36.9149
61224,3193,872415533,872415533,2010002045,-1,2,45,-1,-1.52177,-18,236,16,EE-03,606,28,4,24,7,1,1,4,5,3,579,33201,10496,R,229640,,,0.23594,125.265,1.5881100000000001,35.5959
61225,3273,872415534,872415534,2010002046,-1,2,46,-1,-1.52342,-18,235,20,EE-03,606,28,3,17,7,2,2,5,1,3,405,33201,10342,R,229584,,,0.235656,125.25299999999999,1.5315299999999998,36.3027
61226,3351,872415535,872415535,2010002047,-1,2,47,-1,-1.52496,-18,235,19,EE-03,606,28,3,17,7,2,2,6,2,3,406,33201,10382,R,229584,,,0.23172199999999998,125.96700000000001,1.5182799999999999,37.3687
61227,3429,872415536,872415536,2010002048,-1,2,48,-1,-1.52615,-18,235,18,EE-03,606,28,3,17,7,2,2,7,3,3,407,33201,10373,R,229584,,,0.23276100000000002,124.93299999999999,1.49448,37.314
61228,3507,872415537,872415537,2010002049,-1,2,49,-1,-1.52698,-18,235,17,EE-03,606,28,3,17,7,2,2,8,4,3,408,33201,10327,R,229584,,,0.235859,125.63799999999999,1.61216,35.3451
61229,3585,872415538,872415538,2010002050,-1,2,50,-1,-1.52745,-18,235,16,EE-03,606,28,3,17,7,2,2,9,5,3,409,33201,10443,R,229584,,,0.231422,125.44200000000001,1.4944600000000001,37.6942
61230,3663,872415539,872415539,2010002051,-1,2,51,-1,-1.52755,-18,156,4,EE-03,606,28,2,9,8,2,2,9,5,2,209,33201,7689,R,229520,,,0.233316,124.289,1.4908700000000001,37.1432
61231,3741,872415540,872415540,2010002052,-1,2,52,-1,-1.52725,-18,156,9,EE-03,606,28,2,9,8,2,2,8,4,2,208,33201,7722,R,229520,,,0.23278800000000002,125.023,1.52555,36.9455
61232,3819,872415541,872415541,2010002053,-1,2,53,-1,-1.5266,-18,156,14,EE-03,606,28,2,9,8,2,2,7,3,2,207,33201,7725,R,229520,,,0.234717,125.37,1.60637,35.5824
61233,3897,872415542,872415542,2010002054,-1,2,54,-1,-1.52559,-18,156,19,EE-03,606,28,2,9,8,2,2,6,2,2,206,33201,7680,R,229520,,,0.231706,125.684,1.47612,37.7803
61234,3975,872415543,872415543,2010002055,-1,2,55,-1,-1.5242200000000001,-18,156,24,EE-03,606,28,2,9,8,2,2,5,1,2,205,33201,7674,R,229520,,,0.233706,124.944,1.5099799999999999,36.9272
61235,4053,872415544,872415544,2010002056,-1,2,56,-1,-1.5227600000000001,-18,157,4,EE-03,606,28,1,2,8,2,2,9,5,2,34,33201,7521,R,229456,,,0.231915,125.55,1.53444,37.0795
61236,4133,872415545,872415545,2010002057,-1,2,57,-1,-1.5205799999999998,-18,157,9,EE-03,606,28,1,2,8,2,2,8,4,2,33,33201,7507,R,229456,,,0.231683,125.26700000000001,1.5117,37.4228
61237,4213,872415546,872415546,2010002058,-1,2,58,-1,-1.51806,-18,157,14,EE-03,606,28,1,2,8,2,2,7,3,2,32,33201,7501,R,229456,,,0.231998,125.402,1.51369,37.3764
61238,4295,872415547,872415547,2010002059,-1,2,59,-1,-1.51519,-18,157,19,EE-03,606,28,1,2,8,1,1,0,1,2,25,33201,7500,R,229448,,,0.23187399999999997,126.99600000000001,1.49444,37.928000000000004
61239,4379,872415548,872415548,2010002060,-1,2,60,-1,-1.5119999999999998,-18,157,24,EE-03,606,27,4,2,8,1,4,18,4,2,43,33201,7481,R,221448,,,0.232965,124.743,1.52642,36.889
61241,2948,872415658,872415658,2010003042,-1,3,42,-1,-1.5330700000000002,-18,236,14,EE-03,606,28,4,24,7,3,3,10,1,3,585,33201,10571,R,229656,,,0.237136,125.634,1.63531,34.8166
61242,3032,872415659,872415659,2010003043,-1,3,43,-1,-1.5362200000000001,-18,236,13,EE-03,606,28,4,24,7,3,3,13,4,3,588,33201,10681,R,229656,,,0.22821799999999998,126.76799999999999,1.51989,38.311
61243,3114,872415660,872415660,2010003044,-1,3,44,-1,-1.53901,-18,236,12,EE-03,606,28,4,24,7,2,2,8,4,3,583,33201,10638,R,229648,,,0.229753,124.719,1.44649,38.6103
61244,3194,872415661,872415661,2010003045,-1,3,45,-1,-1.54146,-18,236,11,EE-03,606,28,4,24,7,2,2,9,5,3,584,33201,10514,R,229648,,,0.230169,125.37700000000001,1.49403,38.0159
61245,3274,872415662,872415662,2010003046,-1,3,46,-1,-1.54321,-18,235,15,EE-03,606,28,3,17,7,3,3,10,1,3,410,33201,10343,R,229592,,,0.23654899999999998,125.012,1.54562,35.8834
61246,3352,872415663,872415663,2010003047,-1,3,47,-1,-1.54482,-18,235,14,EE-03,606,28,3,17,7,3,3,11,2,3,411,33201,10401,R,229592,,,0.233308,126.14,1.54725,36.6622
61247,3430,872415664,872415664,2010003048,-1,3,48,-1,-1.54606,-18,235,13,EE-03,606,28,3,17,7,3,3,12,3,3,412,33201,10374,R,229592,,,0.23333099999999998,125.771,1.55255,36.6295
61248,3508,872415665,872415665,2010003049,-1,3,49,-1,-1.54692,-18,235,12,EE-03,606,28,3,17,7,3,3,13,4,3,413,33201,10325,R,229592,,,0.23314899999999997,126.176,1.54765,36.7028
61249,3586,872415666,872415666,2010003050,-1,3,50,-1,-1.54741,-18,235,11,EE-03,606,28,3,17,7,3,3,14,5,3,414,33201,10447,R,229592,,,0.230553,125.84,1.47427,38.2394
61250,3664,872415667,872415667,2010003051,-1,3,51,-1,-1.54751,-18,156,3,EE-03,606,28,2,9,8,3,3,14,5,2,214,33201,7644,R,229528,,,0.234071,125.53,1.57308,36.0874
61251,3742,872415668,872415668,2010003052,-1,3,52,-1,-1.54721,-18,156,8,EE-03,606,28,2,9,8,3,3,13,4,2,213,33201,7650,R,229528,,,0.2302,124.818,1.42781,38.778
61252,3820,872415669,872415669,2010003053,-1,3,53,-1,-1.54653,-18,156,13,EE-03,606,28,2,9,8,3,3,12,3,2,212,33201,7655,R,229528,,,0.23488,124.193,1.5146,36.5797
61253,3898,872415670,872415670,2010003054,-1,3,54,-1,-1.5454700000000001,-18,156,18,EE-03,606,28,2,9,8,3,3,11,2,2,211,33201,7656,R,229528,,,0.23464000000000002,125.756,1.57255,36.0572
61254,3976,872415671,872415671,2010003055,-1,3,55,-1,-1.54405,-18,156,23,EE-03,606,28,2,9,8,3,3,10,1,2,210,33201,7641,R,229528,,,0.234902,125.76700000000001,1.5704200000000001,36.0491
61255,4054,872415672,872415672,2010003056,-1,3,56,-1,-1.54249,-18,157,3,EE-03,606,28,1,2,8,3,3,14,5,2,39,33201,7761,R,229464,,,0.224475,127.255,1.39838,40.9209
61256,4134,872415673,872415673,2010003057,-1,3,57,-1,-1.54023,-18,157,8,EE-03,606,28,1,2,8,3,3,13,4,2,38,33201,7767,R,229464,,,0.22899999999999998,125.883,1.4642,38.7448
61257,4214,872415674,872415674,2010003058,-1,3,58,-1,-1.5376,-18,157,13,EE-03,606,28,1,2,8,2,2,6,2,2,31,33201,7771,R,229456,,,0.235415,125.126,1.57323,35.8212
61258,4296,872415675,872415675,2010003059,-1,3,59,-1,-1.53463,-18,157,18,EE-03,606,28,1,2,8,2,2,5,1,2,30,33201,7792,R,229456,,,0.23091799999999998,126.84899999999999,1.49987,37.8908
61259,4380,872415676,872415676,2010003060,-1,3,60,-1,-1.53131,-18,157,23,EE-03,606,27,4,2,8,1,4,17,3,2,42,33201,7764,R,221448,,,0.22369099999999997,128.214,1.43479,40.8305
61260,2400,872415780,872415780,2010004036,-1,4,36,-1,-1.5261,-18,237,10,EE-03,606,29,2,34,5,1,1,0,1,3,825,33106,4550,C,237704,,,0.22136399999999998,127.06200000000001,1.35099,42.4457
61261,2494,872415781,872415781,2010004037,-1,4,37,-1,-1.53145,-18,237,9,EE-03,606,29,2,34,5,1,1,2,3,3,827,33106,4441,C,237704,,,0.230569,126.334,1.6252,36.3668
61262,2588,872415782,872415782,2010004038,-1,4,38,-1,-1.53651,-18,237,8,EE-03,606,29,2,34,5,1,1,4,5,3,829,33106,4647,C,237704,,,0.229965,123.711,1.48106,37.9701
61263,2682,872415783,872415783,2010004039,-1,4,39,-1,-1.54124,-18,237,7,EE-03,606,29,1,34,5,2,2,6,2,3,831,33106,4600,C,237648,,,0.225881,126.419,1.51955,38.7792
61264,2776,872415784,872415784,2010004040,-1,4,40,-1,-1.54565,-18,237,6,EE-03,606,29,1,34,5,2,2,8,4,3,833,33106,4641,C,237648,,,0.23129499999999997,124.624,1.59128,36.4077
61265,2863,872415785,872415785,2010004041,-1,4,41,-1,-1.54919,-18,236,10,EE-03,606,29,1,24,7,1,4,18,4,3,593,33201,7979,R,237640,,,0.23053400000000002,125.524,1.5514299999999999,37.2086
61266,2949,872415786,872415786,2010004042,-1,4,42,-1,-1.55282,-18,236,9,EE-03,606,28,4,24,7,3,3,11,2,3,586,33201,10545,R,229656,,,0.23727399999999998,124.634,1.5842,35.309
61267,3033,872415787,872415787,2010004043,-1,4,43,-1,-1.55609,-18,236,8,EE-03,606,28,4,24,7,3,3,14,5,3,589,33201,10694,R,229656,,,0.23356100000000002,124.59299999999999,1.53224,36.6211
61268,3115,872415788,872415788,2010004044,-1,4,44,-1,-1.5590000000000002,-19,236,7,EE-03,606,28,8,24,7,1,5,21,2,3,596,33201,10642,R,229896,,,0.23547300000000002,124.7,1.6367200000000002,35.0446
61269,3195,872415789,872415789,2010004045,-1,4,45,-1,-1.56154,-19,236,6,EE-03,606,28,8,24,7,1,5,23,4,3,598,33201,10517,R,229896,,,0.233062,123.602,1.53431,36.5709
61270,3275,872415790,872415790,2010004046,-1,4,46,-1,-1.5634,-19,235,10,EE-03,606,28,7,17,7,1,4,15,1,3,415,33201,10348,R,229832,,,0.23224299999999998,124.51899999999999,1.4588,37.8501
61271,3353,872415791,872415791,2010004047,-1,4,47,-1,-1.56508,-19,235,9,EE-03,606,28,7,17,7,1,4,16,2,3,416,33201,10404,R,229832,,,0.228796,126.08200000000001,1.45585,38.8125
61272,3431,872415792,872415792,2010004048,-1,4,48,-1,-1.56637,-19,235,8,EE-03,606,28,7,17,7,1,4,17,3,3,417,33201,10379,R,229832,,,0.234199,124.72200000000001,1.56844,36.0828
61273,3509,872415793,872415793,2010004049,-1,4,49,-1,-1.56728,-19,235,7,EE-03,606,28,7,17,7,1,4,18,4,3,418,33201,10317,R,229832,,,0.222387,126.115,1.31431,42.648999999999994
61274,3587,872415794,872415794,2010004050,-1,4,50,-1,-1.56779,-19,235,6,EE-03,606,28,7,17,7,1,4,19,5,3,419,33201,10452,R,229832,,,0.23287800000000003,124.97,1.54606,36.6675
61275,3665,872415795,872415795,2010004051,-1,4,51,-1,-1.56789,-19,156,2,EE-03,606,28,6,9,8,1,4,19,5,2,219,33201,7428,R,229768,,,0.22789,123.50299999999999,1.3402100000000001,40.454
61276,3743,872415796,872415796,2010004052,-1,4,52,-1,-1.5675700000000001,-19,156,7,EE-03,606,28,6,9,8,1,4,18,4,2,218,33201,7433,R,229768,,,0.231852,123.50399999999999,1.46496,37.7991
61277,3821,872415797,872415797,2010004053,-1,4,53,-1,-1.56687,-19,156,12,EE-03,606,28,6,9,8,1,4,17,3,2,217,33201,7458,R,229768,,,0.232152,124.602,1.51583,37.2218
61278,3899,872415798,872415798,2010004054,-1,4,54,-1,-1.56577,-19,156,17,EE-03,606,28,6,9,8,1,4,16,2,2,216,33201,7464,R,229768,,,0.23244299999999998,125.065,1.52902,37.0276
61279,3977,872415799,872415799,2010004055,-1,4,55,-1,-1.56428,-19,156,22,EE-03,606,28,6,9,8,1,4,15,1,2,215,33201,7456,R,229768,,,0.23023400000000002,125.652,1.45774,38.4733
61280,4055,872415800,872415800,2010004056,-1,4,56,-1,-1.5626200000000001,-19,157,2,EE-03,606,28,5,2,8,1,5,24,5,2,49,33201,7575,R,229704,,,0.232285,123.744,1.49145,37.3392
61281,4135,872415801,872415801,2010004057,-1,4,57,-1,-1.56026,-19,157,7,EE-03,606,28,5,2,8,1,5,22,3,2,47,33201,7578,R,229704,,,0.231979,124.68799999999999,1.50338,37.3567
61282,4215,872415802,872415802,2010004058,-1,4,58,-1,-1.5575299999999999,-18,157,12,EE-03,606,28,1,2,8,3,3,12,3,2,37,33201,7600,R,229464,,,0.226602,127.161,1.46491,39.5301
61283,4297,872415803,872415803,2010004059,-1,4,59,-1,-1.55444,-18,157,17,EE-03,606,28,1,2,8,3,3,11,2,2,36,33201,7606,R,229464,,,0.22797399999999998,128.048,1.51415,38.6293
61284,4381,872415804,872415804,2010004060,-1,4,60,-1,-1.5509899999999999,-18,157,22,EE-03,606,27,4,2,8,1,4,16,2,2,41,33201,7573,R,221448,,,0.235352,124.633,1.53823,36.2477
61285,4464,872415805,872415805,2010004061,-1,4,61,-1,-1.5476299999999998,-18,158,2,EE-02,605,27,4,25,6,2,4,19,5,2,619,33106,4434,C,221456,,,0.228544,124.975,1.5076200000000002,38.0809
61286,4548,872415806,872415806,2010004062,-1,4,62,-1,-1.54338,-18,158,7,EE-02,605,27,4,25,6,2,4,17,3,2,617,33106,4473,C,221456,,,0.215675,129.204,1.35825,44.8112
61287,4642,872415807,872415807,2010004063,-1,4,63,-1,-1.53881,-18,158,12,EE-02,605,27,3,25,6,1,3,14,5,2,614,33106,4477,C,221384,,,0.22849,125.572,1.51809,38.0451
61288,4736,872415808,872415808,2010004064,-1,4,64,-1,-1.53391,-18,158,17,EE-02,605,27,3,25,6,1,3,13,4,2,613,33106,4485,C,221384,,,0.226444,124.728,1.3850200000000001,40.1302
61289,4830,872415809,872415809,2010004065,-1,4,65,-1,-1.5287,-18,158,22,EE-02,605,27,3,25,6,1,3,11,2,2,611,33106,4492,C,221384,,,0.235929,124.103,1.58206,35.5455
61290,2401,872415908,872415908,2010005036,-1,5,36,-1,-1.54511,-18,237,5,EE-03,606,29,2,34,5,1,1,1,2,3,826,33106,4553,C,237704,,,0.23330900000000002,124.704,1.57418,36.2188
61291,2495,872415909,872415909,2010005037,-1,5,37,-1,-1.5506799999999998,-18,237,4,EE-03,606,29,2,34,5,1,1,3,4,3,828,33106,4541,C,237704,,,0.219764,126.55,1.31255,43.4444
61292,2589,872415910,872415910,2010005038,-1,5,38,-1,-1.55592,-18,237,3,EE-03,606,29,1,34,5,2,2,5,1,3,830,33106,4518,C,237648,,,0.224077,126.493,1.4639799999999998,39.9768
61293,2683,872415911,872415911,2010005039,-1,5,39,-1,-1.56084,-18,237,2,EE-03,606,29,1,34,5,2,2,7,3,3,832,33106,4626,C,237648,,,0.230237,125.074,1.5925,36.6539
61294,2777,872415912,872415912,2010005040,-1,5,40,-1,-1.56542,-18,237,1,EE-03,606,29,1,34,5,2,2,9,5,3,834,33106,4564,C,237648,,,0.227584,125.096,1.53509,37.9768
61295,2864,872415913,872415913,2010005041,-1,5,41,-1,-1.5691700000000002,-18,236,5,EE-03,606,29,1,24,7,1,4,19,5,3,594,33201,7981,R,237640,,,0.227996,126.441,1.53539,38.083
61296,2950,872415914,872415914,2010005042,-1,5,42,-1,-1.57295,-18,236,4,EE-03,606,28,4,24,7,3,3,12,3,3,587,33201,10541,R,229656,,,0.23554299999999997,124.429,1.5521,35.9907
61297,3034,872415915,872415915,2010005043,-1,5,43,-1,-1.57636,-19,236,3,EE-03,606,28,8,24,7,1,5,20,1,3,595,33201,10697,R,229896,,,0.231896,123.823,1.48959,37.5301
61298,3116,872415916,872415916,2010005044,-1,5,44,-1,-1.57939,-19,236,2,EE-03,606,28,8,24,7,1,5,22,3,3,597,33201,10657,R,229896,,,0.232077,124.693,1.5783,36.3987
61299,3196,872415917,872415917,2010005045,-1,5,45,-1,-1.5820299999999998,-19,236,1,EE-03,606,28,8,24,7,1,5,24,5,3,599,33201,10537,R,229896,,,0.232973,123.255,1.5192,36.7509
61300,3276,872415918,872415918,2010005046,-1,5,46,-1,-1.5840100000000001,-19,235,5,EE-03,606,28,7,17,7,2,5,20,1,3,420,33201,10361,R,229840,,,0.23059899999999997,125.053,1.46214,38.2726
61301,3354,872415919,872415919,2010005047,-1,5,47,-1,-1.58576,-19,235,4,EE-03,606,28,7,17,7,2,5,21,2,3,421,33201,10407,R,229840,,,0.232105,124.86,1.50627,37.3316
61302,3432,872415920,872415920,2010005048,-1,5,48,-1,-1.58711,-19,235,3,EE-03,606,28,7,17,7,2,5,22,3,3,422,33201,10368,R,229840,,,0.232977,124.736,1.55508,36.5106
61303,3510,872415921,872415921,2010005049,-1,5,49,-1,-1.58805,-19,235,2,EE-03,606,28,7,17,7,2,5,23,4,3,423,33201,10252,R,229840,,,0.22774899999999998,125.309,1.45233,39.056999999999995
61304,3588,872415922,872415922,2010005050,-1,5,50,-1,-1.58859,-19,235,1,EE-03,606,28,7,17,7,2,5,24,5,3,424,33201,10456,R,229840,,,0.23033800000000001,125.26700000000001,1.52512,37.5203
61305,3666,872415923,872415923,2010005051,-1,5,51,-1,-1.5887,-19,156,1,EE-03,606,28,6,9,8,2,5,24,5,2,224,33201,7758,R,229776,,,0.22628299999999998,125.884,1.46745,39.2907
61306,3744,872415924,872415924,2010005052,-1,5,52,-1,-1.58837,-19,156,6,EE-03,606,28,6,9,8,2,5,23,4,2,223,33201,7757,R,229776,,,0.227687,126.036,1.53121,38.1623
61307,3822,872415925,872415925,2010005053,-1,5,53,-1,-1.5876299999999999,-19,156,11,EE-03,606,28,6,9,8,2,5,22,3,2,222,33201,7745,R,229776,,,0.22574,124.48899999999999,1.38358,40.400999999999996
61308,3900,872415926,872415926,2010005054,-1,5,54,-1,-1.58648,-19,156,16,EE-03,606,28,6,9,8,2,5,21,2,2,221,33201,7733,R,229776,,,0.221514,126.256,1.32104,42.8743
61309,3978,872415927,872415927,2010005055,-1,5,55,-1,-1.58493,-19,156,21,EE-03,606,28,6,9,8,2,5,20,1,2,220,33201,7728,R,229776,,,0.23046799999999998,125.618,1.5070299999999999,37.7207
61310,4056,872415928,872415928,2010005056,-1,5,56,-1,-1.5831600000000001,-19,157,1,EE-03,606,28,5,2,8,1,5,23,4,2,48,33201,7613,R,229704,,,0.233147,123.77,1.51289,36.889
61311,4136,872415929,872415929,2010005057,-1,5,57,-1,-1.58071,-19,157,6,EE-03,606,28,5,2,8,1,5,21,2,2,46,33201,7619,R,229704,,,0.228467,126.12899999999999,1.4946700000000002,38.528
61312,4216,872415930,872415930,2010005058,-1,5,58,-1,-1.57787,-19,157,11,EE-03,606,28,5,2,8,1,5,20,1,2,45,33201,7628,R,229704,,,0.237288,124.12200000000001,1.58044,35.2975
61313,4298,872415931,872415931,2010005059,-1,5,59,-1,-1.57464,-18,157,16,EE-03,606,28,1,2,8,3,3,10,1,2,35,33201,7629,R,229464,,,0.233598,126.87299999999999,1.57677,36.4168
61314,4382,872415932,872415932,2010005060,-1,5,60,-1,-1.57105,-18,157,21,EE-03,606,27,4,2,8,1,4,15,1,2,40,33201,7635,R,221448,,,0.234987,125.25299999999999,1.55903,36.1308
61315,4465,872415933,872415933,2010005061,-1,5,61,-1,-1.56748,-18,158,1,EE-02,605,27,4,25,6,2,4,18,4,2,618,33106,4632,C,221456,,,0.232925,123.72200000000001,1.56428,36.2944
61316,4549,872415934,872415934,2010005062,-1,5,62,-1,-1.56308,-18,158,6,EE-02,605,27,4,25,6,2,4,16,2,2,616,33106,4590,C,221456,,,0.232332,123.90700000000001,1.53896,36.785
61317,4643,872415935,872415935,2010005063,-1,5,63,-1,-1.5583200000000001,-18,158,11,EE-02,605,27,4,25,6,2,4,15,1,2,615,33106,4575,C,221456,,,0.229341,125.147,1.49892,38.0791
61318,4737,872415936,872415936,2010005064,-1,5,64,-1,-1.55324,-18,158,16,EE-02,605,27,3,25,6,1,3,12,3,2,612,33106,4534,C,221384,,,0.23492,124.833,1.63081,35.2385
61319,4831,872415937,872415937,2010005065,-1,5,65,-1,-1.5478299999999998,-18,158,21,EE-02,605,27,3,25,6,1,3,10,1,2,610,33106,4500,C,221384,,,0.23455700000000002,126.29700000000001,1.6450200000000001,35.283
61320,1500,872416026,872416026,2010006026,-1,6,26,-1,-1.48795,-18,233,25,EE-03,606,29,4,33,5,1,1,0,1,3,800,33106,4377,C,237832,,,0.23385100000000003,127.225,1.6495900000000001,35.472
61321,1590,872416027,872416027,2010006027,-1,6,27,-1,-1.49662,-18,233,24,EE-03,606,29,4,33,5,1,1,1,2,3,801,33106,4376,C,237832,,,0.230177,125.301,1.47214,38.2049
61322,1680,872416028,872416028,2010006028,-1,6,28,-1,-1.5051,-18,233,23,EE-03,606,29,4,33,5,1,1,2,3,3,802,33106,4318,C,237832,,,0.227502,126.96,1.5105600000000001,38.6019
61323,1770,872416029,872416029,2010006029,-1,6,29,-1,-1.51337,-18,233,22,EE-03,606,29,4,33,5,1,1,3,4,3,803,33106,4387,C,237832,,,0.230309,126.64,1.58618,36.9016
61324,1860,872416030,872416030,2010006030,-1,6,30,-1,-1.5214299999999998,-18,233,21,EE-03,606,29,4,33,5,1,1,4,5,3,804,33106,4406,C,237832,,,0.233871,126.62899999999999,1.6743599999999998,35.124
61325,1950,872416031,872416031,2010006031,-1,6,31,-1,-1.52801,-18,232,25,EE-03,606,29,3,30,5,1,1,0,1,3,725,30399,187,R,237768,,,0.23737199999999997,126.12700000000001,1.5779,35.5022
61326,2040,872416032,872416032,2010006032,-1,6,32,-1,-1.53551,-18,232,24,EE-03,606,29,3,30,5,1,1,2,3,3,727,30399,177,R,237768,,,0.23383400000000001,128.524,1.62621,35.9447
61327,2130,872416033,872416033,2010006033,-1,6,33,-1,-1.54274,-18,232,23,EE-03,606,29,3,30,5,1,1,4,5,3,729,30399,183,R,237768,,,0.234343,127.277,1.6092799999999998,35.9035
61328,2220,872416034,872416034,2010006034,-1,6,34,-1,-1.54969,-19,232,22,EE-03,606,29,6,30,5,2,2,5,1,3,730,30399,188,R,237968,,,0.23657399999999998,125.85,1.5821399999999999,35.6259
61329,2310,872416035,872416035,2010006035,-1,6,35,-1,-1.55636,-19,232,21,EE-03,606,29,6,30,5,2,2,6,2,3,731,30399,200,R,237968,,,0.236525,125.301,1.54761,35.9251
61330,2402,872416036,872416036,2010006036,-1,6,36,-1,-1.56177,-19,231,25,EE-03,606,29,6,29,5,1,1,0,1,3,700,33201,10945,R,237960,,,0.229273,127.46600000000001,1.47862,38.6792
61331,2496,872416037,872416037,2010006037,-1,6,37,-1,-1.56771,-19,231,24,EE-03,606,29,6,29,5,1,1,1,2,3,701,33201,10926,R,237960,,,0.231185,127.469,1.5508600000000001,37.2442
61332,2590,872416038,872416038,2010006038,-1,6,38,-1,-1.57332,-19,231,23,EE-03,606,29,6,29,5,1,1,3,4,3,703,33201,10950,R,237960,,,0.23355,125.396,1.53758,36.6751
61333,2684,872416039,872416039,2010006039,-1,6,39,-1,-1.5785799999999999,-19,231,22,EE-03,606,29,5,29,5,2,2,5,1,3,705,33201,10938,R,237904,,,0.231771,125.87,1.51637,37.4017
