ID	SM/iz	TT/SC	Strip	XTAL	iphi/ix	ieta/iy	eta	eta_ring	A	t0	alpha	beta	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10
0_0_1_1	0	1	1	3	183	-5	-0.0864989	-1	0.244442	125.625	1.17565	40.1091	0	0	-0.549628	-0.549628	0.23387	0.49039	0.374997	0	0	0
0_0_1_2	0	1	2	3	183	-4	-0.0679915	-1	0.242789	125.136	1.19215	40.1229	0	0	-0.54915	-0.54915	0.245982	0.484782	0.367537	0	0	0
0_0_1_3	0	1	3	3	183	-3	-0.049463	-1	0.24262	126.097	1.21255	39.9985	0	0	-0.548676	-0.548676	0.231444	0.487579	0.378329	0	0	0
0_0_1_4	0	1	4	3	183	-2	-0.0309186	-1	0.243274	124.356	1.17148	40.2404	0	0	-0.549742	-0.549742	0.257332	0.483217	0.358935	0	0	0
0_0_1_5	0	1	5	3	183	-1	-0.0123633	-1	0.242951	123.707	1.15934	40.4155	0	0	-0.549617	-0.549617	0.267575	0.480061	0.351598	0	0	0
0_0_2_1	0	2	1	3	188	-5	-0.0864647	-1	0.242377	126.27	1.18145	40.5751	0	0	-0.548584	-0.548584	0.227266	0.488658	0.381245	0	0	0
0_0_2_2	0	2	2	3	188	-4	-0.0679646	-1	0.242265	125.032	1.18089	40.4238	0	0	-0.549092	-0.549092	0.248352	0.483657	0.366176	0	0	0
0_0_2_3	0	2	3	3	188	-3	-0.0494435	-1	0.242973	125.354	1.1914	40.1238	0	0	-0.549268	-0.549268	0.24225	0.486143	0.370143	0	0	0
0_0_2_4	0	2	4	3	188	-2	-0.0309064	-1	0.241549	124.801	1.17505	40.6442	0	0	-0.54891	-0.54891	0.253105	0.481563	0.363152	0	0	0
0_0_3_1	0	3	1	3	193	-5	-0.0864685	-1	0.243042	126.253	1.18113	40.4269	0	0	-0.548747	-0.548747	0.225968	0.489894	0.381631	0	0	0
0_0_3_2	0	3	2	3	193	-4	-0.0679676	-1	0.243188	124.223	1.17609	40.2095	0	0	-0.549658	-0.549658	0.260354	0.481991	0.35697	0	0	0
0_0_3_3	0	3	3	3	193	-3	-0.0494457	-1	0.243653	123.698	1.15095	40.3993	0	0	-0.550074	-0.550074	0.266892	0.481538	0.351718	0	0	0
0_0_3_4	0	3	4	3	193	-2	-0.0309077	-1	0.242193	124.195	1.16518	40.6362	0	0	-0.54923	-0.54923	0.261939	0.480074	0.356448	0	0	0
0_0_3_5	0	3	5	3	193	-1	-0.0123589	-1	0.241273	124.024	1.14504	41.1042	0	0	-0.54898	-0.54898	0.264716	0.478511	0.354734	0	0	0
0_0_4_1	0	4	1	3	198	-5	-0.0864496	-1	0.243555	125.556	1.17715	40.2649	0	0	-0.549408	-0.549408	0.237022	0.488378	0.373415	0	0	0
0_0_4_2	0	4	2	3	198	-4	-0.0679528	-1	0.242934	124.466	1.18699	40.0988	0	0	-0.549519	-0.549519	0.25708	0.482475	0.359483	0	0	0
0_0_4_3	0	4	3	3	198	-3	-0.0494349	-1	0.241796	124.473	1.1623	40.7368	0	0	-0.549178	-0.549178	0.257363	0.481195	0.359798	0	0	0
0_0_4_5	0	4	5	3	198	-1	-0.0123562	-1	0.241991	122.892	1.14995	40.7267	0	0	-0.549275	-0.549275	0.281944	0.47484	0.341766	0	0	0
0_0_5_1	0	5	1	3	183	-10	-0.173852	-2	0.244854	125.39	1.16454	40.1825	0	0	-0.549977	-0.549977	0.237	0.490431	0.372522	0	0	0
0_0_5_2	0	5	2	3	183	-9	-0.15653	-2	0.242788	124.959	1.16939	40.4748	0	0	-0.549405	-0.549405	0.248187	0.484735	0.365887	0	0	0
0_0_5_3	0	5	3	3	183	-8	-0.13919	-2	0.242919	125.089	1.16671	40.5359	0	0	-0.549369	-0.549369	0.245781	0.485383	0.367574	0	0	0
0_0_5_4	0	5	4	3	183	-7	-0.121831	-2	0.242304	124.668	1.16362	40.6937	0	0	-0.549201	-0.549201	0.25395	0.482296	0.362156	0	0	0
0_0_5_5	0	5	5	3	183	-6	-0.104454	-2	0.242195	123.284	1.14141	40.8906	0	0	-0.549384	-0.549384	0.275273	0.476935	0.346561	0	0	0
0_0_6_1	0	6	1	3	188	-10	-0.173783	-2	0.243871	126.681	1.16887	40.5415	0	0	-0.548687	-0.548687	0.216263	0.49323	0.387881	0	0	0
0_0_6_2	0	6	2	3	188	-9	-0.156468	-2	0.243176	124.864	1.16535	40.4763	0	0	-0.549529	-0.549529	0.249177	0.484887	0.364994	0	0	0
0_0_6_3	0	6	3	3	188	-8	-0.139135	-2	0.244028	124.814	1.16421	40.2953	0	0	-0.549875	-0.549875	0.248538	0.486325	0.364887	0	0	0
0_0_6_4	0	6	4	3	188	-7	-0.121783	-2	0.242538	123.797	1.13504	41.0086	0	0	-0.549429	-0.549429	0.266098	0.479736	0.353023	0	0	0
0_0_7_1	0	7	1	3	193	-10	-0.173791	-2	0.243534	125.458	1.16487	40.4965	0	0	-0.549353	-0.549353	0.238309	0.487865	0.372531	0	0	0
0_0_7_2	0	7	2	3	193	-9	-0.156475	-2	0.242953	124.205	1.16557	40.3859	0	0	-0.549687	-0.549687	0.260218	0.482109	0.357046	0	0	0
0_0_7_3	0	7	3	3	193	-8	-0.139141	-2	0.242884	125.054	1.18073	40.3021	0	0	-0.549328	-0.549328	0.247152	0.48481	0.366695	0	0	0
0_0_7_4	0	7	4	3	193	-7	-0.121788	-2	0.242375	124.473	1.19492	40.0895	0	0	-0.549264	-0.549264	0.258119	0.481308	0.359101	0	0	0
0_0_7_5	0	7	5	3	193	-6	-0.104417	-2	0.241896	123.611	1.16209	40.6187	0	0	-0.549204	-0.549204	0.270881	0.47764	0.349887	0	0	0
0_0_8_1	0	8	1	3	198	-10	-0.173753	-2	0.243109	125.387	1.16389	40.5927	0	0	-0.549275	-0.549275	0.240152	0.486942	0.371456	0	0	0
0_0_8_2	0	8	2	3	198	-9	-0.156441	-2	0.242874	124.13	1.17804	40.2031	0	0	-0.549593	-0.549593	0.262239	0.481235	0.355712	0	0	0
0_0_8_3	0	8	3	3	198	-8	-0.139111	-2	0.242605	124.914	1.18335	40.3097	0	0	-0.549222	-0.549222	0.250033	0.483597	0.364813	0	0	0
0_0_8_4	0	8	4	3	198	-7	-0.121762	-2	0.241624	123.947	1.17209	40.5525	0	0	-0.54912	-0.54912	0.266579	0.478419	0.353241	0	0	0
0_0_8_5	0	8	5	3	198	-6	-0.104394	-2	0.242554	123.789	1.16786	40.4641	0	0	-0.549403	-0.549403	0.268054	0.478965	0.351787	0	0	0
0_0_9_1	0	9	1	3	183	-15	-0.260617	-3	0.242795	125.631	1.16884	40.6055	0	0	-0.549019	-0.549019	0.236715	0.487211	0.374112	0	0	0
0_0_9_2	0	9	2	3	183	-14	-0.243293	-3	0.242395	124.414	1.17973	40.3628	0	0	-0.549208	-0.549208	0.25845	0.481115	0.358851	0	0	0
0_0_9_3	0	9	3	3	183	-13	-0.22595	-3	0.242653	124.838	1.16308	40.6072	0	0	-0.549357	-0.549357	0.250223	0.483984	0.364506	0	0	0
0_0_9_4	0	9	4	3	183	-12	-0.208589	-3	0.242032	124.216	1.16632	40.5966	0	0	-0.549253	-0.549253	0.26165	0.480228	0.356629	0	0	0
0_0_9_5	0	9	5	3	183	-11	-0.19121	-3	0.24208	123.486	1.14842	40.7691	0	0	-0.549371	-0.549371	0.272027	0.477872	0.348843	0	0	0
0_0_10_1	0	10	1	3	188	-15	-0.260517	-3	0.243963	125.686	1.17593	40.1742	0	0	-0.549555	-0.549555	0.233516	0.490115	0.375478	0	0	0
0_0_10_2	0	10	2	3	188	-14	-0.243198	-3	0.242734	124.946	1.18252	40.2656	0	0	-0.549347	-0.549347	0.249039	0.484308	0.365347	0	0	0
0_0_10_3	0	10	3	3	188	-13	-0.225862	-3	0.243829	123.964	1.14785	40.5411	0	0	-0.549963	-0.549963	0.262456	0.482443	0.355028	0	0	0
0_0_10_4	0	10	4	3	188	-12	-0.208508	-3	0.241957	124.313	1.15493	40.8591	0	0	-0.549173	-0.549173	0.259823	0.480479	0.358043	0	0	0
0_0_10_5	0	10	5	3	188	-11	-0.191135	-3	0.24205	123.817	1.14732	40.9124	0	0	-0.549309	-0.549309	0.267388	0.47877	0.35246	0	0	0
0_0_11_1	0	11	1	3	193	-15	-0.260528	-3	0.243277	125.84	1.17664	40.366	0	0	-0.549186	-0.549186	0.232501	0.489081	0.37679	0	0	0
0_0_11_2	0	11	2	3	193	-14	-0.243209	-3	0.242464	124.387	1.16581	40.5734	0	0	-0.549304	-0.549304	0.258208	0.481468	0.358932	0	0	0
0_0_11_3	0	11	3	3	193	-13	-0.225872	-3	0.242342	124.144	1.15176	40.7633	0	0	-0.549367	-0.549367	0.261451	0.480801	0.356481	0	0	0
0_0_11_4	0	11	4	3	193	-12	-0.208517	-3	0.242651	123.522	1.14692	40.6829	0	0	-0.549622	-0.549622	0.27078	0.479012	0.349451	0	0	0
0_0_12_1	0	12	1	3	198	-15	-0.260472	-3	0.24381	125.537	1.17054	40.3609	0	0	-0.549443	-0.549443	0.236821	0.488595	0.37347	0	0	0
0_0_12_2	0	12	2	3	198	-14	-0.243157	-3	0.243451	124.072	1.16607	40.2637	0	0	-0.549839	-0.549839	0.261707	0.482283	0.355687	0	0	0
0_0_12_3	0	12	3	3	198	-13	-0.225823	-3	0.242841	125.165	1.16515	40.5917	0	0	-0.549318	-0.549318	0.244609	0.485552	0.368475	0	0	0
0_0_12_4	0	12	4	3	198	-12	-0.208472	-3	0.242431	123.431	1.14672	40.8378	0	0	-0.549343	-0.549343	0.273291	0.477309	0.348087	0	0	0
0_0_12_5	0	12	5	3	198	-11	-0.191102	-3	0.243294	122.777	1.13848	40.6625	0	0	-0.549824	-0.549824	0.282224	0.476453	0.340972	0	0	0
0_0_13_1	0	13	1	3	183	-16	-0.277979	-4	0.243723	125.926	1.16288	40.5223	0	0	-0.549298	-0.549298	0.229483	0.490548	0.378566	0	0	0
0_0_13_2	0	13	2	3	183	-17	-0.295361	-4	0.243325	125.335	1.18202	40.2059	0	0	-0.549396	-0.549396	0.241456	0.486903	0.370431	0	0	0
0_0_13_3	0	13	3	3	183	-18	-0.312725	-4	0.243141	124.709	1.14968	40.7012	0	0	-0.549611	-0.549611	0.250897	0.484699	0.363626	0	0	0
0_0_13_4	0	13	4	3	183	-19	-0.330071	-4	0.242874	123.873	1.16334	40.4245	0	0	-0.549575	-0.549575	0.265592	0.480337	0.35322	0	0	0
0_0_13_5	0	13	5	3	183	-20	-0.347399	-4	0.242798	123.828	1.1322	41.0349	0	0	-0.549595	-0.549595	0.265717	0.48018	0.353293	0	0	0
0_0_14_1	0	14	1	3	188	-16	-0.277872	-4	0.244031	125.262	1.11369	41.2498	0	0	-0.549673	-0.549673	0.23802	0.489275	0.372051	0	0	0
0_0_14_2	0	14	2	3	188	-17	-0.295247	-4	0.242703	124.665	1.1499	40.8237	0	0	-0.549399	-0.549399	0.252599	0.48342	0.362779	0	0	0
0_0_14_3	0	14	3	3	188	-18	-0.312605	-4	0.242885	125.439	1.15961	40.7048	0	0	-0.549103	-0.549103	0.239041	0.486885	0.372279	0	0	0
0_0_14_4	0	14	4	3	188	-19	-0.329945	-4	0.242405	124.801	1.16225	40.687	0	0	-0.549249	-0.549249	0.251373	0.483235	0.36389	0	0	0
0_0_14_5	0	14	5	3	188	-20	-0.347267	-4	0.2422	124.588	1.15709	40.7839	0	0	-0.54912	-0.54912	0.254386	0.482164	0.361691	0	0	0
0_0_15_1	0	15	1	3	193	-16	-0.277884	-4	0.242827	125.245	1.17372	40.4624	0	0	-0.549191	-0.549191	0.243622	0.485542	0.369218	0	0	0
0_0_15_2	0	15	2	3	193	-17	-0.29526	-4	0.242165	123.803	1.16988	40.4986	0	0	-0.549274	-0.549274	0.268509	0.478365	0.351674	0	0	0
0_0_15_3	0	15	3	3	193	-18	-0.312619	-4	0.242167	124.823	1.17938	40.5063	0	0	-0.549027	-0.549027	0.252492	0.482126	0.363436	0	0	0
0_0_15_4	0	15	4	3	193	-19	-0.329959	-4	0.242079	123.273	1.16817	40.409	0	0	-0.549293	-0.549293	0.276215	0.476517	0.345855	0	0	0
0_0_15_5	0	15	5	3	193	-20	-0.347282	-4	0.242557	122.569	1.12336	41.0566	0	0	-0.549563	-0.549563	0.285521	0.474711	0.338894	0	0	0
0_0_16_1	0	16	1	3	198	-16	-0.277824	-4	0.243485	125.233	1.17042	40.328	0	0	-0.549579	-0.549579	0.242256	0.487256	0.369646	0	0	0
0_0_16_2	0	16	2	3	198	-17	-0.295197	-4	0.242379	123.83	1.16045	40.5962	0	0	-0.549399	-0.549399	0.267157	0.479198	0.352443	0	0	0
0_0_16_3	0	16	3	3	198	-18	-0.312553	-4	0.242749	124.65	1.17737	40.3351	0	0	-0.54941	-0.54941	0.253939	0.483022	0.361859	0	0	0
0_0_16_4	0	16	4	3	198	-19	-0.329889	-4	0.241968	124.113	1.16874	40.5767	0	0	-0.549205	-0.549205	0.263509	0.479551	0.355351	0	0	0
0_0_16_5	0	16	5	3	198	-20	-0.347209	-4	0.243243	123.467	1.15984	40.3119	0	0	-0.54994	-0.54994	0.271642	0.479694	0.348543	0	0	0
0_0_17_1	0	17	1	3	183	-21	-0.364772	-5	0.244164	125.758	1.16232	40.4376	0	0	-0.549506	-0.549506	0.23184	0.490486	0.376686	0	0	0
0_0_17_2	0	17	2	3	183	-22	-0.382173	-5	0.242932	123.954	1.16756	40.3182	0	0	-0.549681	-0.549681	0.264308	0.48101	0.354043	0	0	0
0_0_17_3	0	17	3	3	183	-23	-0.399556	-5	0.242815	125.185	1.16833	40.5435	0	0	-0.54926	-0.54926	0.244411	0.485479	0.36863	0	0	0
0_0_17_4	0	17	4	3	183	-24	-0.41692	-5	0.242378	125.055	1.18487	40.3247	0	0	-0.549183	-0.549183	0.247933	0.48404	0.366392	0	0	0
0_0_17_5	0	17	5	3	183	-25	-0.434268	-5	0.242433	123.777	1.16532	40.4808	0	0	-0.549465	-0.549465	0.268202	0.479075	0.351652	0	0	0
0_0_18_2	0	18	2	3	188	-22	-0.382029	-5	0.243148	124.868	1.14706	40.8084	0	0	-0.549554	-0.549554	0.24845	0.485158	0.365501	0	0	0
0_0_18_3	0	18	3	3	188	-23	-0.399406	-5	0.243705	125.295	1.16108	40.4549	0	0	-0.549646	-0.549646	0.240428	0.488078	0.370785	0	0	0
0_0_18_5	0	18	5	3	188	-25	-0.434106	-5	0.242843	123.731	1.14056	40.8004	0	0	-0.54969	-0.54969	0.267191	0.480145	0.352043	0	0	0
0_0_19_1	0	19	1	3	193	-21	-0.36465	-5	0.243586	125.492	1.14677	40.7998	0	0	-0.549477	-0.549477	0.236764	0.488694	0.373497	0	0	0
0_0_19_2	0	19	2	3	193	-22	-0.382045	-5	0.242541	124.344	1.15727	40.6645	0	0	-0.549456	-0.549456	0.258263	0.48192	0.358728	0	0	0
0_0_19_3	0	19	3	3	193	-23	-0.399423	-5	0.242667	124.177	1.13605	40.9376	0	0	-0.549683	-0.549683	0.25978	0.482184	0.357403	0	0	0
0_0_19_4	0	19	4	3	193	-24	-0.416782	-5	0.241773	124.339	1.16302	40.7126	0	0	-0.549157	-0.549157	0.259552	0.480561	0.358202	0	0	0
0_0_19_5	0	19	5	3	193	-25	-0.434124	-5	0.242388	123.271	1.14785	40.6831	0	0	-0.549585	-0.549585	0.275375	0.477503	0.346292	0	0	0
0_0_20_1	0	20	1	3	198	-21	-0.364573	-5	0.243044	124.888	1.15111	40.7645	0	0	-0.549485	-0.549485	0.248457	0.484934	0.365581	0	0	0
0_0_20_2	0	20	2	3	198	-22	-0.381966	-5	0.242197	123.836	1.14963	40.7843	0	0	-0.549447	-0.549447	0.26666	0.479443	0.352791	0	0	0
0_0_20_3	0	20	3	3	198	-23	-0.39934	-5	0.242637	124.41	1.16793	40.4343	0	0	-0.549511	-0.549511	0.257281	0.482411	0.359329	0	0	0
0_0_20_4	0	20	4	3	198	-24	-0.416696	-5	0.241783	124.113	1.16525	40.697	0	0	-0.549074	-0.549074	0.263659	0.479113	0.355377	0	0	0
0_0_20_5	0	20	5	3	198	-25	-0.434035	-5	0.241896	123.622	1.16765	40.5364	0	0	-0.549233	-0.549233	0.271403	0.477457	0.349606	0	0	0
0_0_21_1	0	21	1	3	183	-30	-0.525288	-7	0.243354	126.349	1.18262	40.3634	0	0	-0.548819	-0.548819	0.224065	0.4907	0.382874	0	0	0
0_0_21_2	0	21	2	3	183	-29	-0.50807	-6	0.242057	125.21	1.18908	40.3639	0	0	-0.548944	-0.548944	0.246208	0.483768	0.367913	0	0	0
0_0_21_3	0	21	3	3	183	-28	-0.490833	-6	0.243477	124.924	1.17868	40.2228	0	0	-0.549534	-0.549534	0.248405	0.485194	0.365469	0	0	0
0_0_21_4	0	21	4	3	183	-27	-0.473578	-6	0.24247	125.12	1.16998	40.5619	0	0	-0.549193	-0.549193	0.24603	0.484713	0.367643	0	0	0
0_0_21_5	0	21	5	3	183	-26	-0.456303	-6	0.242008	124.272	1.17282	40.5389	0	0	-0.549153	-0.549153	0.261077	0.480095	0.357134	0	0	0
0_0_22_1	0	22	1	3	188	-30	-0.525098	-7	0.242663	126.363	1.20015	40.213	0	0	-0.548565	-0.548565	0.225977	0.489081	0.382073	0	0	0
0_0_22_2	0	22	2	3	188	-29	-0.507885	-6	0.242696	124.83	1.1809	40.2934	0	0	-0.549358	-0.549358	0.251045	0.483728	0.363943	0	0	0
0_0_22_3	0	22	3	3	188	-28	-0.490654	-6	0.24282	124.925	1.18241	40.2726	0	0	-0.549344	-0.549344	0.249515	0.484134	0.365038	0	0	0
0_0_22_4	0	22	4	3	188	-27	-0.473404	-6	0.24334	123.713	1.14881	40.5306	0	0	-0.54992	-0.54992	0.267042	0.480985	0.351812	0	0	0
0_0_22_5	0	22	5	3	188	-26	-0.456135	-6	0.241482	124.239	1.17179	40.7066	0	0	-0.548874	-0.548874	0.262661	0.478677	0.356409	0	0	0
0_0_23_1	0	23	1	3	193	-30	-0.525119	-7	0.242682	126.372	1.18528	40.4541	0	0	-0.548593	-0.548593	0.224874	0.489607	0.382705	0	0	0
0_0_23_2	0	23	2	3	193	-29	-0.507905	-6	0.242342	125.009	1.1866	40.2811	0	0	-0.549134	-0.549134	0.248617	0.483779	0.365872	0	0	0
0_0_23_3	0	23	3	3	193	-28	-0.490674	-6	0.24228	125.473	1.17711	40.5848	0	0	-0.548844	-0.548844	0.240945	0.485174	0.371569	0	0	0
0_0_23_4	0	23	4	3	193	-27	-0.473424	-6	0.241869	124.278	1.16906	40.6284	0	0	-0.549135	-0.549135	0.261047	0.480002	0.357222	0	0	0
0_0_23_5	0	23	5	3	193	-26	-0.456154	-6	0.241777	124.544	1.18003	40.4979	0	0	-0.548993	-0.548993	0.257338	0.480624	0.360023	0	0	0
0_0_24_1	0	24	1	3	198	-30	-0.525014	-7	0.243543	125.885	1.15082	40.7875	0	0	-0.549223	-0.549223	0.230047	0.490132	0.378266	0	0	0
0_0_24_2	0	24	2	3	198	-29	-0.507803	-6	0.242666	125.758	1.1711	40.6443	0	0	-0.548886	-0.548886	0.235197	0.487165	0.37541	0	0	0
0_0_24_3	0	24	3	3	198	-28	-0.490574	-6	0.242914	125.553	1.1756	40.4176	0	0	-0.549165	-0.549165	0.238027	0.487234	0.373068	0	0	0
0_0_24_4	0	24	4	3	198	-27	-0.473327	-6	0.243306	124.621	1.16487	40.4383	0	0	-0.549603	-0.549603	0.253084	0.483993	0.362128	0	0	0
0_0_24_5	0	24	5	3	198	-26	-0.456061	-6	0.242885	124.199	1.15737	40.6154	0	0	-0.549523	-0.549523	0.260595	0.481452	0.356999	0	0	0
0_0_25_1	0	25	1	3	183	-35	-0.610938	-8	0.243685	126.257	1.16346	40.6032	0	0	-0.548948	-0.548948	0.223805	0.491443	0.382648	0	0	0
0_0_25_2	0	25	2	3	183	-34	-0.59385	-7	0.242829	124.735	1.15677	40.6724	0	0	-0.549431	-0.549431	0.251255	0.483984	0.363622	0	0	0
0_0_25_3	0	25	3	3	183	-33	-0.576745	-7	0.243669	124.527	1.165	40.3383	0	0	-0.549829	-0.549829	0.25405	0.484419	0.361188	0	0	0
0_0_25_4	0	25	4	3	183	-32	-0.559622	-7	0.242334	124.242	1.15403	40.7475	0	0	-0.549387	-0.549387	0.260001	0.481209	0.357564	0	0	0
0_0_25_5	0	25	5	3	183	-31	-0.54248	-7	0.242676	124.561	1.16353	40.6169	0	0	-0.549361	-0.549361	0.25536	0.482387	0.360974	0	0	0
0_0_26_1	0	26	1	3	188	-35	-0.610723	-8	0.244832	126.235	1.15515	40.4981	0	0	-0.549402	-0.549402	0.221654	0.493786	0.383364	0	0	0
0_0_26_2	0	26	2	3	188	-34	-0.59364	-7	0.243585	125.962	1.19754	39.9658	0	0	-0.549182	-0.549182	0.230754	0.489682	0.377927	0	0	0
0_0_26_3	0	26	3	3	188	-33	-0.57654	-7	0.243432	125.073	1.16766	40.3672	0	0	-0.549641	-0.549641	0.24501	0.486565	0.367707	0	0	0
0_0_26_4	0	26	4	3	188	-32	-0.559422	-7	0.242999	124.759	1.16191	40.5336	0	0	-0.549475	-0.549475	0.250698	0.484369	0.363883	0	0	0
0_0_26_5	0	26	5	3	188	-31	-0.542284	-7	0.243686	124.389	1.1644	40.2566	0	0	-0.549983	-0.549983	0.256007	0.484346	0.359613	0	0	0
0_0_27_1	0	27	1	3	193	-35	-0.610747	-8	0.24327	126.061	1.15943	40.7512	0	0	-0.548954	-0.548954	0.228236	0.489791	0.379882	0	0	0
0_0_27_2	0	27	2	3	193	-34	-0.593663	-7	0.242633	124.808	1.16985	40.5088	0	0	-0.549285	-0.549285	0.251008	0.483575	0.363987	0	0	0
0_0_27_3	0	27	3	3	193	-33	-0.576563	-7	0.243761	124.016	1.1463	40.5254	0	0	-0.550056	-0.550056	0.261429	0.483032	0.35565	0	0	0
0_0_27_4	0	27	4	3	193	-32	-0.559444	-7	0.242306	123.999	1.16114	40.6441	0	0	-0.549337	-0.549337	0.264803	0.479595	0.354277	0	0	0
0_0_27_5	0	27	5	3	193	-31	-0.542306	-7	0.242668	124.289	1.17055	40.4287	0	0	-0.549405	-0.549405	0.259814	0.481335	0.357661	0	0	0
0_0_28_1	0	28	1	3	198	-35	-0.610628	-8	0.244478	126.689	1.17127	40.3803	0	0	-0.548873	-0.548873	0.215063	0.494344	0.388339	0	0	0
0_0_28_2	0	28	2	3	198	-34	-0.593547	-7	0.243627	125.233	1.17346	40.2766	0	0	-0.549562	-0.549562	0.242391	0.487176	0.369557	0	0	0
0_0_28_3	0	28	3	3	198	-33	-0.576449	-7	0.243763	125.714	1.169	40.4061	0	0	-0.549384	-0.549384	0.233764	0.489359	0.375644	0	0	0
0_0_28_4	0	28	4	3	198	-32	-0.559333	-7	0.243712	124.899	1.16279	40.4303	0	0	-0.54972	-0.54972	0.247787	0.485941	0.365712	0	0	0
0_0_28_5	0	28	5	3	198	-31	-0.542198	-7	0.2431	124.581	1.15872	40.5641	0	0	-0.549611	-0.549611	0.253747	0.483757	0.361718	0	0	0
0_0_29_1	0	29	1	3	183	-36	-0.628064	-8	0.2428	126.183	1.17208	40.6694	0	0	-0.548687	-0.548687	0.227709	0.488989	0.380677	0	0	0
0_0_29_2	0	29	2	3	183	-37	-0.645211	-8	0.242238	124.838	1.17764	40.439	0	0	-0.549195	-0.549195	0.251322	0.483108	0.363959	0	0	0
0_0_29_3	0	29	3	3	183	-38	-0.662338	-8	0.241705	125.478	1.17742	40.6785	0	0	-0.548722	-0.548722	0.241667	0.484443	0.371333	0	0	0
0_0_29_4	0	29	4	3	183	-39	-0.679446	-8	0.240735	124.962	1.19192	40.584	0	0	-0.548488	-0.548488	0.25256	0.48026	0.364156	0	0	0
0_0_29_5	0	29	5	3	183	-40	-0.696538	-9	0.241093	124.611	1.18895	40.5038	0	0	-0.54871	-0.54871	0.257697	0.479519	0.360203	0	0	0
0_0_30_1	0	30	1	3	188	-36	-0.627844	-8	0.24384	126.066	1.15037	40.7926	0	0	-0.549156	-0.549156	0.226514	0.491146	0.380651	0	0	0
0_0_30_2	0	30	2	3	188	-37	-0.644987	-8	0.241786	125.793	1.17508	40.7372	0	0	-0.548636	-0.548636	0.236191	0.485875	0.375205	0	0	0
0_0_30_4	0	30	4	3	188	-39	-0.679213	-8	0.241718	125.485	1.18008	40.638	0	0	-0.548722	-0.548722	0.24189	0.484311	0.371244	0	0	0
0_0_30_5	0	30	5	3	188	-40	-0.6963	-9	0.242026	125.065	1.17762	40.4991	0	0	-0.54907	-0.54907	0.247831	0.483728	0.366582	0	0	0
0_0_31_1	0	31	1	3	193	-36	-0.627869	-8	0.243339	126.239	1.16448	40.675	0	0	-0.548857	-0.548857	0.225191	0.49052	0.382003	0	0	0
0_0_31_2	0	31	2	3	193	-37	-0.645012	-8	0.242569	125.233	1.15468	40.8633	0	0	-0.549126	-0.549126	0.243518	0.485298	0.369434	0	0	0
0_0_31_3	0	31	3	3	193	-38	-0.662135	-8	0.242565	125.473	1.17153	40.5468	0	0	-0.549076	-0.549076	0.239611	0.486439	0.372102	0	0	0
0_0_31_4	0	31	4	3	193	-39	-0.679239	-8	0.242727	124.379	1.17182	40.3737	0	0	-0.549473	-0.549473	0.258	0.482104	0.358842	0	0	0
0_0_31_5	0	31	5	3	193	-40	-0.696327	-9	0.242302	124.098	1.16696	40.5165	0	0	-0.549399	-0.549399	0.263159	0.480265	0.355373	0	0	0
0_0_32_1	0	32	1	3	198	-36	-0.627747	-8	0.243752	126.166	1.15461	40.7624	0	0	-0.548975	-0.548975	0.225004	0.491176	0.381771	0	0	0
0_0_32_2	0	32	2	3	198	-37	-0.644888	-8	0.243296	124.541	1.16071	40.4781	0	0	-0.549687	-0.549687	0.25418	0.483905	0.36129	0	0	0
0_0_32_3	0	32	3	3	198	-38	-0.662008	-8	0.242931	125.002	1.15443	40.7673	0	0	-0.549295	-0.549295	0.246764	0.484957	0.366869	0	0	0
0_0_32_4	0	32	4	3	198	-39	-0.67911	-8	0.242259	124.842	1.18135	40.3839	0	0	-0.549183	-0.549183	0.251698	0.482889	0.36378	0	0	0
0_0_32_5	0	32	5	3	198	-40	-0.696196	-9	0.242455	124.498	1.17441	40.4702	0	0	-0.549238	-0.549238	0.257101	0.48151	0.359866	0	0	0
0_0_33_1	0	33	1	3	183	-41	-0.713676	-9	0.243937	126.621	1.1639	40.5855	0	0	-0.548786	-0.548786	0.21671	0.493456	0.387406	0	0	0
0_0_33_2	0	33	2	3	183	-42	-0.730842	-9	0.24235	125.721	1.18896	40.3748	0	0	-0.548807	-0.548807	0.236973	0.486289	0.374351	0	0	0
0_0_33_3	0	33	3	3	183	-43	-0.747987	-9	0.242288	125.855	1.18434	40.4795	0	0	-0.548776	-0.548776	0.234617	0.486883	0.376051	0	0	0
0_0_33_4	0	33	4	3	183	-44	-0.765113	-9	0.242021	125.426	1.1814	40.5389	0	0	-0.548825	-0.548825	0.242351	0.484607	0.370692	0	0	0
0_0_33_5	0	33	5	3	183	-45	-0.782223	-9	0.242481	124.885	1.15683	40.7776	0	0	-0.549187	-0.549187	0.249424	0.483752	0.365197	0	0	0
0_0_34_1	0	34	1	3	188	-41	-0.713434	-9	0.244386	126.897	1.17432	40.3627	0	0	-0.548638	-0.548638	0.211337	0.494989	0.390949	0	0	0
0_0_34_2	0	34	2	3	188	-42	-0.730596	-9	0.24331	125.945	1.18513	40.2415	0	0	-0.549102	-0.549102	0.23104	0.489285	0.377879	0	0	0
0_0_34_3	0	34	3	3	188	-43	-0.747737	-9	0.243673	126.343	1.18579	40.1762	0	0	-0.548963	-0.548963	0.223007	0.49173	0.383189	0	0	0
