ID	SM/iz	TT/SC	Strip	XTAL	iphi/ix	ieta/iy	eta	eta_ring	A	t0	alpha	beta	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10
0_0_1_1	0	1	1	3	183	-5	-0.0864989	-1	0.244531	125.497	1.1388	40.8201	0	0	-0.549429	-0.549429	0.233973	0.490105	0.374781	0	0	0
0_0_1_2	0	1	2	3	183	-4	-0.0679915	-1	0.242507	124.984	1.17095	40.6867	0	0	-0.548579	-0.548579	0.247665	0.482923	0.36657	0	0	0
0_0_1_3	0	1	3	3	183	-3	-0.049463	-1	0.242001	126.614	1.22447	39.8338	0	0	-0.548366	-0.548366	0.222457	0.489663	0.384612	0	0	0
0_0_1_4	0	1	4	3	183	-2	-0.0309186	-1	0.243091	124.573	1.18321	40.1488	0	0	-0.549326	-0.549326	0.253243	0.48358	0.36183	0	0	0
0_0_1_5	0	1	5	3	183	-1	-0.0123633	-1	0.243442	123.31	1.14095	40.9397	0	0	-0.549012	-0.549012	0.272543	0.477197	0.348284	0	0	0
0_0_2_1	0	2	1	3	188	-5	-0.0864647	-1	0.242138	126.289	1.23665	39.8623	0	0	-0.548225	-0.548225	0.230395	0.486324	0.379732	0	0	0
0_0_2_2	0	2	2	3	188	-4	-0.0679646	-1	0.243937	124.687	1.20396	39.9375	0	0	-0.549251	-0.549251	0.25445	0.482432	0.36162	0	0	0
0_0_2_3	0	2	3	3	188	-3	-0.0494435	-1	0.242147	125.496	1.26142	39.4269	0	0	-0.551067	-0.547785	0.245042	0.483697	0.370113	0	0	0
0_0_2_4	0	2	4	3	188	-2	-0.0309064	-1	0.241392	124.74	1.23656	39.9217	0	0	-0.552302	-0.547146	0.258578	0.479578	0.361292	0	0	0
0_0_3_1	0	3	1	3	193	-5	-0.0864685	-1	0.242616	126.72	1.22508	39.7754	0	0	-0.548262	-0.548262	0.219441	0.490639	0.386444	0	0	0
0_0_3_2	0	3	2	3	193	-4	-0.0679676	-1	0.243111	124.403	1.19746	39.9318	0	0	-0.549402	-0.549402	0.258413	0.481854	0.358538	0	0	0
0_0_3_3	0	3	3	3	193	-3	-0.0494457	-1	0.244093	123.408	1.15182	40.6655	0	0	-0.549448	-0.549448	0.273094	0.477822	0.34798	0	0	0
0_0_3_4	0	3	4	3	193	-2	-0.0309077	-1	0.241807	124.239	1.17408	40.5605	0	0	-0.549077	-0.549077	0.262015	0.479541	0.356598	0	0	0
0_0_3_5	0	3	5	3	193	-1	-0.0123589	-1	0.241289	124.214	1.18405	40.6404	0	0	-0.548541	-0.548541	0.264277	0.477198	0.355606	0	0	0
0_0_4_1	0	4	1	3	198	-5	-0.0864496	-1	0.244115	126.596	1.20384	39.759	0	0	-0.549012	-0.549012	0.217725	0.493868	0.386432	0	0	0
0_0_4_2	0	4	2	3	198	-4	-0.0679528	-1	0.243039	125.176	1.18282	40.1814	0	0	-0.549464	-0.549464	0.244276	0.486213	0.368439	0	0	0
0_0_4_3	0	4	3	3	198	-3	-0.0494349	-1	0.242417	124.947	1.1625	40.8144	0	0	-0.548973	-0.548973	0.249178	0.483105	0.365664	0	0	0
0_0_4_5	0	4	5	3	198	-1	-0.0123562	-1	0.242841	123.56	1.13702	40.944	0	0	-0.549421	-0.549421	0.269833	0.478745	0.350264	0	0	0
0_0_5_1	0	5	1	3	183	-10	-0.173852	-2	0.245096	125.599	1.16228	40.1836	0	0	-0.549927	-0.549927	0.232326	0.49201	0.375517	0	0	0
0_0_5_2	0	5	2	3	183	-9	-0.15653	-2	0.242524	125	1.17224	40.521	0	0	-0.549224	-0.549224	0.24805	0.484203	0.366195	0	0	0
0_0_5_3	0	5	3	3	183	-8	-0.13919	-2	0.243141	125.33	1.15925	40.5697	0	0	-0.549521	-0.549521	0.240191	0.487717	0.371135	0	0	0
0_0_5_4	0	5	4	3	183	-7	-0.121831	-2	0.242098	124.83	1.1715	40.693	0	0	-0.548864	-0.548864	0.251812	0.481997	0.36392	0	0	0
0_0_5_5	0	5	5	3	183	-6	-0.104454	-2	0.243071	123.403	1.16559	40.4643	0	0	-0.54929	-0.54929	0.273961	0.477149	0.347471	0	0	0
0_0_6_1	0	6	1	3	188	-10	-0.173783	-2	0.243711	126.708	1.16687	40.4994	0	0	-0.548717	-0.548717	0.21457	0.494174	0.388689	0	0	0
0_0_6_2	0	6	2	3	188	-9	-0.156468	-2	0.243346	124.748	1.16258	40.7176	0	0	-0.549162	-0.549162	0.25227	0.482774	0.36328	0	0	0
0_0_6_3	0	6	3	3	188	-8	-0.139135	-2	0.244262	124.493	1.16012	40.3886	0	0	-0.549812	-0.549812	0.253875	0.484571	0.361178	0	0	0
0_0_6_4	0	6	4	3	188	-7	-0.121783	-2	0.242453	123.681	1.13938	41.018	0	0	-0.549263	-0.549263	0.268871	0.478377	0.351279	0	0	0
0_0_7_1	0	7	1	3	193	-10	-0.173791	-2	0.243681	125.305	1.13846	40.948	0	0	-0.549372	-0.549372	0.238541	0.488268	0.371935	0	0	0
0_0_7_2	0	7	2	3	193	-9	-0.156475	-2	0.243108	123.59	1.17081	40.5548	0	0	-0.549063	-0.549063	0.272001	0.476852	0.349273	0	0	0
0_0_7_3	0	7	3	3	193	-8	-0.139141	-2	0.24282	125.086	1.15839	40.6012	0	0	-0.549498	-0.549498	0.244765	0.486212	0.36802	0	0	0
0_0_7_4	0	7	4	3	193	-7	-0.121788	-2	0.24237	124.132	1.17371	40.5251	0	0	-0.549125	-0.549125	0.26336	0.479392	0.355499	0	0	0
0_0_7_5	0	7	5	3	193	-6	-0.104417	-2	0.242075	123.553	1.17299	40.6096	0	0	-0.549423	-0.548554	0.272454	0.476243	0.34928	0	0	0
0_0_8_1	0	8	1	3	198	-10	-0.173753	-2	0.242794	125.387	1.14497	41.1529	0	0	-0.548936	-0.548936	0.2404	0.485782	0.371691	0	0	0
0_0_8_2	0	8	2	3	198	-9	-0.156441	-2	0.24307	124.038	1.18124	40.0874	0	0	-0.549711	-0.549711	0.263581	0.481231	0.354611	0	0	0
0_0_8_3	0	8	3	3	198	-8	-0.139111	-2	0.242533	125.012	1.20591	39.9419	0	0	-0.549183	-0.549183	0.249257	0.483706	0.365403	0	0	0
0_0_8_4	0	8	4	3	198	-7	-0.121762	-2	0.241371	123.946	1.16846	40.7391	0	0	-0.549077	-0.548789	0.267062	0.477571	0.353233	0	0	0
0_0_8_5	0	8	5	3	198	-6	-0.104394	-2	0.242086	123.795	1.17912	40.2344	0	0	-0.549438	-0.549438	0.268077	0.479138	0.351661	0	0	0
0_0_9_1	0	9	1	3	183	-15	-0.260617	-3	0.242885	125.468	1.15727	40.8419	0	0	-0.548968	-0.548968	0.239209	0.486321	0.372406	0	0	0
0_0_9_2	0	9	2	3	183	-14	-0.243293	-3	0.242887	124.401	1.17402	40.4972	0	0	-0.549111	-0.549111	0.25847	0.480892	0.358861	0	0	0
0_0_9_3	0	9	3	3	183	-13	-0.22595	-3	0.242729	124.514	1.18103	40.3999	0	0	-0.549175	-0.549175	0.256963	0.481393	0.359994	0	0	0
0_0_9_4	0	9	4	3	183	-12	-0.208589	-3	0.241884	123.876	1.15754	40.9431	0	0	-0.548779	-0.548779	0.267825	0.477063	0.35267	0	0	0
0_0_9_5	0	9	5	3	183	-11	-0.19121	-3	0.24239	122.918	1.13105	41.3436	0	0	-0.548673	-0.548673	0.28122	0.473281	0.342845	0	0	0
0_0_10_1	0	10	1	3	188	-15	-0.260517	-3	0.24352	125.89	1.19853	39.894	0	0	-0.549286	-0.549286	0.231382	0.489923	0.377266	0	0	0
0_0_10_2	0	10	2	3	188	-14	-0.243198	-3	0.242767	124.764	1.16004	40.8602	0	0	-0.54904	-0.54904	0.252604	0.482173	0.363304	0	0	0
0_0_10_3	0	10	3	3	188	-13	-0.225862	-3	0.243965	123.889	1.14938	40.7373	0	0	-0.549502	-0.549502	0.264615	0.480464	0.353924	0	0	0
0_0_10_4	0	10	4	3	188	-12	-0.208508	-3	0.242015	124.385	1.161	40.8107	0	0	-0.549057	-0.549057	0.259015	0.480366	0.358732	0	0	0
0_0_10_5	0	10	5	3	188	-11	-0.191135	-3	0.242252	123.874	1.16928	40.6208	0	0	-0.549049	-0.549049	0.267753	0.477896	0.35245	0	0	0
0_0_11_1	0	11	1	3	193	-15	-0.260528	-3	0.242806	126.013	1.12501	41.3756	0	0	-0.549231	-0.549231	0.225027	0.492099	0.381336	0	0	0
0_0_11_2	0	11	2	3	193	-14	-0.243209	-3	0.242305	124.377	1.19024	40.2281	0	0	-0.549099	-0.549099	0.259571	0.480488	0.358138	0	0	0
0_0_11_3	0	11	3	3	193	-13	-0.225872	-3	0.242451	123.606	1.12589	41.3516	0	0	-0.54887	-0.54887	0.268894	0.477541	0.351305	0	0	0
0_0_11_4	0	11	4	3	193	-12	-0.208517	-3	0.242155	123.26	1.07858	43.2826	0	0	-0.548478	-0.548478	0.27305	0.474785	0.34912	0	0	0
0_0_12_1	0	12	1	3	198	-15	-0.260472	-3	0.243664	125.86	1.18209	40.094	0	0	-0.549462	-0.549462	0.230673	0.490745	0.377506	0	0	0
0_0_12_2	0	12	2	3	198	-14	-0.243157	-3	0.24396	123.719	1.17554	40.1802	0	0	-0.549723	-0.549467	0.268058	0.479745	0.351387	0	0	0
0_0_12_3	0	12	3	3	198	-13	-0.225823	-3	0.24294	125.166	1.18328	40.3448	0	0	-0.549179	-0.549179	0.245554	0.484837	0.367968	0	0	0
0_0_12_4	0	12	4	3	198	-12	-0.208472	-3	0.242197	122.534	1.07904	42.4662	0	0	-0.548496	-0.548496	0.28629	0.47117	0.339532	0	0	0
0_0_12_5	0	12	5	3	198	-11	-0.191102	-3	0.243952	121.94	1.11658	41.0761	0	0	-0.54944	-0.54944	0.294567	0.472102	0.332212	0	0	0
0_0_13_1	0	13	1	3	183	-16	-0.277979	-4	0.243807	125.85	1.16323	40.4594	0	0	-0.54936	-0.54936	0.23024	0.490637	0.377841	0	0	0
0_0_13_2	0	13	2	3	183	-17	-0.295361	-4	0.243235	125.276	1.20886	39.8717	0	0	-0.549136	-0.549136	0.244304	0.485196	0.368772	0	0	0
0_0_13_3	0	13	3	3	183	-18	-0.312725	-4	0.243291	124.145	1.14176	41.0127	0	0	-0.549222	-0.549222	0.261026	0.480556	0.35686	0	0	0
0_0_13_4	0	13	4	3	183	-19	-0.330071	-4	0.243574	122.759	1.09051	41.7296	0	0	-0.549321	-0.549321	0.280074	0.475829	0.342739	0	0	0
0_0_13_5	0	13	5	3	183	-20	-0.347399	-4	0.242873	123.595	1.1247	41.2361	0	0	-0.549373	-0.549373	0.268892	0.478756	0.351097	0	0	0
0_0_14_1	0	14	1	3	188	-16	-0.277872	-4	0.244249	125.091	1.13852	40.8955	0	0	-0.549404	-0.549404	0.242681	0.487009	0.369117	0	0	0
0_0_14_2	0	14	2	3	188	-17	-0.295247	-4	0.242719	124.724	1.14953	40.9525	0	0	-0.549158	-0.549158	0.251821	0.482969	0.363525	0	0	0
0_0_14_3	0	14	3	3	188	-18	-0.312605	-4	0.242768	125.131	1.13304	41.2059	0	0	-0.548696	-0.548696	0.241051	0.485929	0.370411	0	0	0
0_0_14_4	0	14	4	3	188	-19	-0.329945	-4	0.242591	124.708	1.15786	40.7605	0	0	-0.549243	-0.549243	0.252628	0.482895	0.362963	0	0	0
0_0_14_5	0	14	5	3	188	-20	-0.347267	-4	0.242517	124.07	1.12611	41.355	0	0	-0.548943	-0.548943	0.260258	0.480379	0.357248	0	0	0
0_0_15_1	0	15	1	3	193	-16	-0.277884	-4	0.24359	126.198	1.18133	40.1613	0	0	-0.549113	-0.549113	0.224432	0.491937	0.381857	0	0	0
0_0_15_2	0	15	2	3	193	-17	-0.29526	-4	0.242502	124.661	1.15953	40.6022	0	0	-0.549506	-0.549506	0.252589	0.483791	0.362631	0	0	0
0_0_15_3	0	15	3	3	193	-18	-0.312619	-4	0.242641	125.383	1.18099	40.501	0	0	-0.548953	-0.548953	0.242783	0.484844	0.370279	0	0	0
0_0_15_4	0	15	4	3	193	-19	-0.329959	-4	0.243514	123.85	1.15301	40.8241	0	0	-0.550503	-0.548608	0.266254	0.47928	0.353576	0	0	0
0_0_15_5	0	15	5	3	193	-20	-0.347282	-4	0.243443	122.577	1.11914	41.3083	0	0	-0.549199	-0.549199	0.285626	0.473601	0.339171	0	0	0
0_0_16_1	0	16	1	3	198	-16	-0.277824	-4	0.244035	125.846	1.15276	40.563	0	0	-0.54955	-0.54955	0.229157	0.491628	0.378316	0	0	0
0_0_16_2	0	16	2	3	198	-17	-0.295197	-4	0.243187	124.234	1.15576	40.7447	0	0	-0.549301	-0.549301	0.260251	0.480927	0.357424	0	0	0
0_0_16_3	0	16	3	3	198	-18	-0.312553	-4	0.243483	125.021	1.16021	40.5882	0	0	-0.549509	-0.549509	0.246101	0.485784	0.367133	0	0	0
0_0_16_4	0	16	4	3	198	-19	-0.329889	-4	0.242748	124.714	1.16013	40.7656	0	0	-0.549209	-0.549209	0.252957	0.482617	0.362844	0	0	0
0_0_16_5	0	16	5	3	198	-20	-0.347209	-4	0.244361	123.707	1.16054	40.3441	0	0	-0.549887	-0.549887	0.267788	0.480609	0.351378	0	0	0
0_0_17_1	0	17	1	3	183	-21	-0.364772	-5	0.244196	126.142	1.17716	40.0283	0	0	-0.549545	-0.549545	0.2236	0.493651	0.381838	0	0	0
0_0_17_2	0	17	2	3	183	-22	-0.382173	-5	0.243491	123.267	1.12135	41.2779	0	0	-0.549252	-0.549252	0.274441	0.476912	0.347151	0	0	0
0_0_17_3	0	17	3	3	183	-23	-0.399556	-5	0.242622	125.413	1.16152	40.727	0	0	-0.549087	-0.549087	0.24008	0.486402	0.371693	0	0	0
0_0_17_4	0	17	4	3	183	-24	-0.41692	-5	0.241819	125.313	1.20011	40.1502	0	0	-0.549037	-0.549037	0.244294	0.484655	0.369125	0	0	0
0_0_17_5	0	17	5	3	183	-25	-0.434268	-5	0.242206	123.782	1.16089	40.6895	0	0	-0.549202	-0.549202	0.268537	0.478165	0.351701	0	0	0
0_0_18_2	0	18	2	3	188	-22	-0.382029	-5	0.243216	124.996	1.1463	40.8637	0	0	-0.549455	-0.549455	0.2461	0.485632	0.367178	0	0	0
0_0_18_3	0	18	3	3	188	-23	-0.399406	-5	0.243655	125.209	1.16898	40.3161	0	0	-0.549674	-0.549674	0.242263	0.487579	0.369506	0	0	0
0_0_18_5	0	18	5	3	188	-25	-0.434106	-5	0.242895	123.501	1.13031	41.159	0	0	-0.549291	-0.549291	0.271199	0.47785	0.349533	0	0	0
0_0_19_1	0	19	1	3	193	-21	-0.36465	-5	0.243925	125.525	1.17066	40.3319	0	0	-0.549483	-0.549483	0.236884	0.488725	0.373357	0	0	0
0_0_19_2	0	19	2	3	193	-22	-0.382045	-5	0.242549	123.989	1.16759	40.7686	0	0	-0.548861	-0.548861	0.266145	0.477765	0.353813	0	0	0
0_0_19_3	0	19	3	3	193	-23	-0.399423	-5	0.243076	123.908	1.15102	41.032	0	0	-0.548969	-0.548969	0.266946	0.477791	0.353201	0	0	0
0_0_19_4	0	19	4	3	193	-24	-0.416782	-5	0.241983	124.018	1.14829	40.9711	0	0	-0.549154	-0.549154	0.264381	0.479175	0.354752	0	0	0
0_0_19_5	0	19	5	3	193	-25	-0.434124	-5	0.242665	122.77	1.12153	41.3201	0	0	-0.549143	-0.549143	0.283012	0.474111	0.341162	0	0	0
0_0_20_1	0	20	1	3	198	-21	-0.364573	-5	0.243986	125.482	1.14262	40.8027	0	0	-0.549561	-0.549561	0.236099	0.489292	0.373732	0	0	0
0_0_20_2	0	20	2	3	198	-22	-0.381966	-5	0.243346	124.14	1.14484	40.8109	0	0	-0.549556	-0.549556	0.260739	0.481584	0.356788	0	0	0
0_0_20_3	0	20	3	3	198	-23	-0.39934	-5	0.243603	124.867	1.16841	40.3249	0	0	-0.549589	-0.549589	0.247822	0.485834	0.365522	0	0	0
0_0_20_4	0	20	4	3	198	-24	-0.416696	-5	0.242602	124.676	1.16934	40.6176	0	0	-0.549075	-0.549075	0.253797	0.482094	0.36226	0	0	0
0_0_20_5	0	20	5	3	198	-25	-0.434035	-5	0.242373	124.453	1.16676	40.5901	0	0	-0.549227	-0.549227	0.257083	0.481614	0.359757	0	0	0
0_0_21_1	0	21	1	3	183	-30	-0.525288	-7	0.243022	126.334	1.1736	40.3496	0	0	-0.549034	-0.549034	0.222239	0.492293	0.383536	0	0	0
0_0_21_2	0	21	2	3	183	-29	-0.50807	-6	0.241547	125.198	1.19272	40.3322	0	0	-0.548858	-0.548858	0.246619	0.483422	0.367674	0	0	0
0_0_21_3	0	21	3	3	183	-28	-0.490833	-6	0.243219	124.864	1.18407	40.1099	0	0	-0.549541	-0.549541	0.249301	0.485029	0.36475	0	0	0
0_0_21_4	0	21	4	3	183	-27	-0.473578	-6	0.242368	124.851	1.16964	40.5576	0	0	-0.549229	-0.549229	0.250578	0.483469	0.36441	0	0	0
0_0_21_5	0	21	5	3	183	-26	-0.456303	-6	0.241795	124.374	1.18396	40.3113	0	0	-0.54921	-0.54921	0.259585	0.480715	0.35812	0	0	0
0_0_22_1	0	22	1	3	188	-30	-0.525098	-7	0.242125	126.363	1.19669	40.2646	0	0	-0.548527	-0.548527	0.225483	0.489268	0.382303	0	0	0
0_0_22_2	0	22	2	3	188	-29	-0.507885	-6	0.242607	124.507	1.17479	40.3598	0	0	-0.54942	-0.54942	0.256159	0.482449	0.360231	0	0	0
0_0_22_3	0	22	3	3	188	-28	-0.490654	-6	0.24283	124.935	1.17046	40.3431	0	0	-0.549565	-0.549565	0.247632	0.485586	0.365913	0	0	0
0_0_22_4	0	22	4	3	188	-27	-0.473404	-6	0.243135	123.581	1.1802	40.1047	0	0	-0.549607	-0.549607	0.27115	0.478851	0.349212	0	0	0
0_0_22_5	0	22	5	3	188	-26	-0.456135	-6	0.241207	124.333	1.1911	40.3064	0	0	-0.549008	-0.549008	0.261248	0.47954	0.357228	0	0	0
0_0_23_1	0	23	1	3	193	-30	-0.525119	-7	0.242397	126.494	1.19141	40.1818	0	0	-0.548776	-0.548776	0.221282	0.491593	0.384678	0	0	0
0_0_23_2	0	23	2	3	193	-29	-0.507905	-6	0.241951	124.926	1.19142	40.12	0	0	-0.549284	-0.549284	0.249593	0.484021	0.364954	0	0	0
0_0_23_3	0	23	3	3	193	-28	-0.490674	-6	0.242004	125.145	1.15366	40.8442	0	0	-0.549124	-0.549124	0.244265	0.485263	0.368721	0	0	0
0_0_23_4	0	23	4	3	193	-27	-0.473424	-6	0.241953	124.136	1.17747	40.5237	0	0	-0.549022	-0.549022	0.263949	0.478819	0.355278	0	0	0
0_0_23_5	0	23	5	3	193	-26	-0.456154	-6	0.241587	124.613	1.19861	40.171	0	0	-0.553845	-0.547575	0.25695	0.48285	0.36162	0	0	0
0_0_24_1	0	24	1	3	198	-30	-0.525014	-7	0.243545	125.878	1.16639	40.5898	0	0	-0.549098	-0.549098	0.231486	0.489169	0.377541	0	0	0
0_0_24_2	0	24	2	3	198	-29	-0.507803	-6	0.242227	125.893	1.17876	40.3785	0	0	-0.549085	-0.549085	0.231896	0.488945	0.37733	0	0	0
0_0_24_3	0	24	3	3	198	-28	-0.490574	-6	0.242724	125.414	1.16259	40.6712	0	0	-0.549096	-0.549096	0.239454	0.486814	0.371924	0	0	0
0_0_24_4	0	24	4	3	198	-27	-0.473327	-6	0.243114	124.272	1.15178	40.6459	0	0	-0.549669	-0.549669	0.258248	0.482723	0.358367	0	0	0
0_0_24_5	0	24	5	3	198	-26	-0.456061	-6	0.243391	124.109	1.15641	40.5233	0	0	-0.549699	-0.549699	0.261158	0.481951	0.356289	0	0	0
0_0_25_1	0	25	1	3	183	-35	-0.610938	-8	0.243606	126.363	1.16492	40.3819	0	0	-0.549191	-0.549191	0.219835	0.493853	0.384693	0	0	0
0_0_25_2	0	25	2	3	183	-34	-0.59385	-7	0.242729	124.51	1.16204	40.7323	0	0	-0.549099	-0.549099	0.256282	0.481449	0.360468	0	0	0
0_0_25_3	0	25	3	3	183	-33	-0.576745	-7	0.243334	124.651	1.18458	40.1182	0	0	-0.54959	-0.54959	0.253463	0.483789	0.361928	0	0	0
0_0_25_4	0	25	4	3	183	-32	-0.559622	-7	0.242022	124.048	1.16131	40.8755	0	0	-0.548856	-0.548856	0.264983	0.478069	0.354659	0	0	0
0_0_25_5	0	25	5	3	183	-31	-0.54248	-7	0.242469	124.408	1.152	40.7092	0	0	-0.549583	-0.549583	0.256711	0.482743	0.359712	0	0	0
0_0_26_1	0	26	1	3	188	-35	-0.610723	-8	0.24452	126.404	1.15841	40.3065	0	0	-0.549443	-0.549443	0.216884	0.495909	0.386093	0	0	0
0_0_26_2	0	26	2	3	188	-34	-0.59364	-7	0.242991	126.123	1.21167	39.7116	0	0	-0.549166	-0.549166	0.228089	0.490517	0.379726	0	0	0
0_0_26_3	0	26	3	3	188	-33	-0.57654	-7	0.243192	125.171	1.1951	40.0236	0	0	-0.549346	-0.549346	0.245257	0.485507	0.367927	0	0	0
0_0_26_4	0	26	4	3	188	-32	-0.559422	-7	0.242845	124.568	1.15893	40.6265	0	0	-0.54937	-0.54937	0.253997	0.483104	0.361638	0	0	0
0_0_26_5	0	26	5	3	188	-31	-0.542284	-7	0.243805	124.067	1.1521	40.4404	0	0	-0.550058	-0.550058	0.260906	0.483135	0.356075	0	0	0
0_0_27_1	0	27	1	3	193	-35	-0.610747	-8	0.243578	125.935	1.13817	40.9342	0	0	-0.549163	-0.549163	0.227128	0.491361	0.379837	0	0	0
0_0_27_2	0	27	2	3	193	-34	-0.593663	-7	0.24253	124.23	1.1454	40.9387	0	0	-0.549274	-0.549274	0.259628	0.481139	0.357781	0	0	0
0_0_27_3	0	27	3	3	193	-33	-0.576563	-7	0.243386	124.017	1.17932	40.1652	0	0	-0.549516	-0.549516	0.263465	0.480851	0.354716	0	0	0
0_0_27_4	0	27	4	3	193	-32	-0.559444	-7	0.242315	123.728	1.15738	40.801	0	0	-0.549116	-0.549116	0.269708	0.47752	0.351004	0	0	0
0_0_27_5	0	27	5	3	193	-31	-0.542306	-7	0.242612	124.154	1.16144	40.5063	0	0	-0.549653	-0.549653	0.261033	0.481732	0.356542	0	0	0
0_0_28_1	0	28	1	3	198	-35	-0.610628	-8	0.244072	125.664	1.16149	40.4316	0	0	-0.549498	-0.549498	0.232491	0.490556	0.375948	0	0	0
0_0_28_2	0	28	2	3	198	-34	-0.593547	-7	0.24284	124.36	1.16259	40.5254	0	0	-0.549451	-0.549451	0.257215	0.482454	0.359233	0	0	0
0_0_28_3	0	28	3	3	198	-33	-0.576449	-7	0.243348	124.826	1.17119	40.4528	0	0	-0.549397	-0.549397	0.250526	0.484023	0.364244	0	0	0
0_0_28_4	0	28	4	3	198	-32	-0.559333	-7	0.242169	124.293	1.20462	40.2805	0	0	-0.555392	-0.546669	0.264117	0.480334	0.35761	0	0	0
0_0_28_5	0	28	5	3	198	-31	-0.542198	-7	0.244174	124.207	1.22764	39.7443	0	0	-0.551151	-0.548375	0.262549	0.480421	0.356556	0	0	0
0_0_29_1	0	29	1	3	183	-36	-0.628064	-8	0.242394	126.147	1.16617	40.556	0	0	-0.549067	-0.549067	0.22629	0.490823	0.381021	0	0	0
0_0_29_2	0	29	2	3	183	-37	-0.645211	-8	0.241811	124.754	1.19034	40.2335	0	0	-0.549172	-0.549172	0.25351	0.482327	0.362507	0	0	0
0_0_29_3	0	29	3	3	183	-38	-0.662338	-8	0.241688	125.203	1.17334	40.6662	0	0	-0.548896	-0.548896	0.245631	0.483863	0.368297	0	0	0
0_0_29_4	0	29	4	3	183	-39	-0.679446	-8	0.240277	124.675	1.1933	40.6111	0	0	-0.548403	-0.548403	0.257717	0.478482	0.360607	0	0	0
0_0_29_5	0	29	5	3	183	-40	-0.696538	-9	0.240816	124.217	1.19058	40.4794	0	0	-0.548654	-0.548654	0.264351	0.477475	0.355482	0	0	0
0_0_30_1	0	30	1	3	188	-36	-0.627844	-8	0.243294	125.969	1.13321	40.9141	0	0	-0.549447	-0.549447	0.225588	0.492694	0.380611	0	0	0
0_0_30_2	0	30	2	3	188	-37	-0.644987	-8	0.241206	125.539	1.16867	40.7729	0	0	-0.54878	-0.54878	0.23961	0.485417	0.372532	0	0	0
0_0_30_4	0	30	4	3	188	-39	-0.679213	-8	0.241375	125.183	1.1703	40.7364	0	0	-0.548901	-0.548901	0.246153	0.483643	0.368007	0	0	0
0_0_30_5	0	30	5	3	188	-40	-0.6963	-9	0.241824	124.928	1.19206	40.1301	0	0	-0.549304	-0.549304	0.249931	0.483864	0.364814	0	0	0
0_0_31_1	0	31	1	3	193	-36	-0.627869	-8	0.242958	126.243	1.17786	40.3294	0	0	-0.548988	-0.548988	0.224428	0.491405	0.382143	0	0	0
0_0_31_2	0	31	2	3	193	-37	-0.645012	-8	0.24245	125.086	1.16896	40.5713	0	0	-0.549159	-0.549159	0.24613	0.484734	0.367454	0	0	0
0_0_31_4	0	31	4	3	193	-39	-0.679239	-8	0.242535	124.276	1.21097	39.7959	0	0	-0.549269	-0.549269	0.26174	0.480354	0.356445	0	0	0
0_0_31_5	0	31	5	3	193	-40	-0.696327	-9	0.24218	124.01	1.1703	40.3422	0	0	-0.549605	-0.549605	0.264006	0.480738	0.354467	0	0	0
0_0_32_1	0	32	1	3	198	-36	-0.627747	-8	0.243419	125.975	1.11084	41.3157	0	0	-0.549307	-0.549307	0.22345	0.493432	0.381732	0	0	0
0_0_32_2	0	32	2	3	198	-37	-0.644888	-8	0.243133	124.553	1.17423	40.196	0	0	-0.549741	-0.549741	0.253932	0.484259	0.361291	0	0	0
0_0_32_3	0	32	3	3	198	-38	-0.662008	-8	0.242694	124.708	1.15176	40.7826	0	0	-0.549374	-0.549374	0.251646	0.483722	0.36338	0	0	0
0_0_32_4	0	32	4	3	198	-39	-0.67911	-8	0.241909	124.782	1.19077	40.1752	0	0	-0.549234	-0.549234	0.252751	0.482795	0.362922	0	0	0
0_0_32_5	0	32	5	3	198	-40	-0.696196	-9	0.242506	123.969	1.15381	40.7826	0	0	-0.549309	-0.549309	0.264938	0.479516	0.354164	0	0	0
0_0_33_1	0	33	1	3	183	-41	-0.713676	-9	0.24325	126.656	1.16174	40.3823	0	0	-0.549055	-0.549055	0.213283	0.495931	0.388896	0	0	0
0_0_33_2	0	33	2	3	183	-42	-0.730842	-9	0.241892	125.655	1.17745	40.4291	0	0	-0.549052	-0.549052	0.236212	0.487522	0.37437	0	0	0
0_0_33_3	0	33	3	3	183	-43	-0.747987	-9	0.241885	125.695	1.16779	40.7007	0	0	-0.5489	-0.5489	0.235985	0.487013	0.374802	0	0	0
0_0_33_4	0	33	4	3	183	-44	-0.765113	-9	0.24185	125.084	1.17552	40.5201	0	0	-0.549064	-0.549064	0.247234	0.483947	0.366947	0	0	0
0_0_33_5	0	33	5	3	183	-45	-0.782223	-9	0.242325	124.584	1.16284	40.6936	0	0	-0.549034	-0.549034	0.254513	0.481971	0.361584	0	0	0
0_0_34_1	0	34	1	3	188	-41	-0.713434	-9	0.24273	125.788	1.07502	42.8104	0	0	-0.548566	-0.548566	0.229537	0.488473	0.379122	0	0	0
0_0_34_2	0	34	2	3	188	-42	-0.730596	-9	0.242099	124.751	1.16942	40.5117	0	0	-0.549319	-0.549319	0.251883	0.483406	0.363348	0	0	0
0_0_34_3	0	34	3	3	188	-43	-0.747737	-9	0.242457	125.167	1.17225	40.441	0	0	-0.549272	-0.549272	0.2443	0.4857	0.368544	0	0	0
0_0_34_4	0	34	4	3	188	-44	-0.764859	-9	0.242114	124.323	1.14991	40.8887	0	0	-0.549289	-0.549289	0.258987	0.481134	0.358457	0	0	0
