#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
323702:7234,70:70,09/29/18 09:23:23,STABLE BEAMS,6500,222286.125620720,217245.124120846,26.7,HFET
323702:7234,71:71,09/29/18 09:23:46,STABLE BEAMS,6500,222134.696614582,217071.090033064,26.7,HFET
323702:7234,72:72,09/29/18 09:24:10,STABLE BEAMS,6500,222079.879860707,213937.725226717,26.6,HFET
323702:7234,73:73,09/29/18 09:24:33,STABLE BEAMS,6500,221784.534111213,216729.145489890,26.6,HFET
323702:7234,74:74,09/29/18 09:24:56,STABLE BEAMS,6500,221640.275901367,216591.784903144,26.6,HFET
323702:7234,75:75,09/29/18 09:25:19,STABLE BEAMS,6500,221518.622773165,216502.001980684,26.6,HFET
323702:7234,76:76,09/29/18 09:25:43,STABLE BEAMS,6500,221334.663392738,216330.267100602,26.6,HFET
323702:7234,77:77,09/29/18 09:26:06,STABLE BEAMS,6500,221184.691310291,216169.823379126,26.6,HFET
323702:7234,78:78,09/29/18 09:26:29,STABLE BEAMS,6500,221028.937061946,216010.358528255,26.5,HFET
323702:7234,79:79,09/29/18 09:26:53,STABLE BEAMS,6500,220884.246327879,215879.440275955,26.5,HFET
323702:7234,80:80,09/29/18 09:27:16,STABLE BEAMS,6500,220708.254498888,202701.315081712,26.5,HFET
323702:7234,81:81,09/29/18 09:27:39,STABLE BEAMS,6500,220635.818074124,215631.376253122,26.5,HFET
323702:7234,82:82,09/29/18 09:28:03,STABLE BEAMS,6500,220474.668655235,215497.976677661,26.5,HFET
323702:7234,83:83,09/29/18 09:28:26,STABLE BEAMS,6500,220385.796310081,215388.343169910,26.5,HFET
323702:7234,84:84,09/29/18 09:28:49,STABLE BEAMS,6500,220720.069239445,215708.160684527,26.4,HFET
323702:7234,85:85,09/29/18 09:29:13,STABLE BEAMS,6500,220882.106471208,215874.682509526,26.5,HFET
323702:7234,86:86,09/29/18 09:29:36,STABLE BEAMS,6500,220683.828262630,215694.615847086,26.5,HFET
323702:7234,87:87,09/29/18 09:29:59,STABLE BEAMS,6500,220515.189345392,212452.437052564,26.5,HFET
323702:7234,88:88,09/29/18 09:30:23,STABLE BEAMS,6500,220356.748893991,215405.871783068,26.5,HFET
323702:7234,89:89,09/29/18 09:30:46,STABLE BEAMS,6500,220255.310582002,206182.474890431,26.4,HFET
323702:7234,90:90,09/29/18 09:31:09,STABLE BEAMS,6500,220138.711157853,215141.667777470,26.4,HFET
323702:7234,91:91,09/29/18 09:31:32,STABLE BEAMS,6500,219981.112990461,215015.825993656,26.4,HFET
323702:7234,92:92,09/29/18 09:31:56,STABLE BEAMS,6500,219844.048341340,214878.374349180,26.4,HFET
323702:7234,93:93,09/29/18 09:32:19,STABLE BEAMS,6500,219762.278499180,214816.864852098,26.4,HFET
323702:7234,94:94,09/29/18 09:32:42,STABLE BEAMS,6500,219598.761579293,214642.329946798,26.4,HFET
323702:7234,95:95,09/29/18 09:33:06,STABLE BEAMS,6500,219496.754156488,214542.690024990,26.3,HFET
323702:7234,96:96,09/29/18 09:33:29,STABLE BEAMS,6500,219348.261762165,214413.001052055,26.3,HFET
323702:7234,97:97,09/29/18 09:33:52,STABLE BEAMS,6500,219138.464750654,214205.275603918,26.3,HFET
323702:7234,98:98,09/29/18 09:34:16,STABLE BEAMS,6500,218973.058382856,214066.845088836,26.3,HFET
323702:7234,99:99,09/29/18 09:34:39,STABLE BEAMS,6500,218888.761688669,210913.470346170,26.3,HFET
323702:7234,100:100,09/29/18 09:35:02,STABLE BEAMS,6500,218817.964303058,213913.071346133,26.3,HFET
323702:7234,101:101,09/29/18 09:35:26,STABLE BEAMS,6500,218651.283127029,213764.715538406,26.3,HFET
323702:7234,102:102,09/29/18 09:35:49,STABLE BEAMS,6500,218494.641065809,213602.496191181,26.2,HFET
323702:7234,103:103,09/29/18 09:36:12,STABLE BEAMS,6500,218431.606351739,213541.692391513,26.2,HFET
323702:7234,104:104,09/29/18 09:36:36,STABLE BEAMS,6500,218351.612135328,213449.132208266,26.2,HFET
323702:7234,105:105,09/29/18 09:36:59,STABLE BEAMS,6500,218237.607856504,213360.100512084,26.2,HFET
323702:7234,106:106,09/29/18 09:37:22,STABLE BEAMS,6500,218122.214947287,213234.531901462,26.2,HFET
323702:7234,107:107,09/29/18 09:37:45,STABLE BEAMS,6500,218038.669479378,213162.027183400,26.2,HFET
323702:7234,108:108,09/29/18 09:38:09,STABLE BEAMS,6500,217964.093197943,213098.924176032,26.2,HFET
323702:7234,109:109,09/29/18 09:38:32,STABLE BEAMS,6500,217809.181233606,212931.537302591,26.2,HFET
323702:7234,110:110,09/29/18 09:38:55,STABLE BEAMS,6500,217689.645197643,209798.263553974,26.1,HFET
323702:7234,111:111,09/29/18 09:39:19,STABLE BEAMS,6500,217509.624064068,212655.450263138,26.1,HFET
323702:7234,112:112,09/29/18 09:39:42,STABLE BEAMS,6500,217325.619154776,212465.572130216,26.1,HFET
323702:7234,113:113,09/29/18 09:40:05,STABLE BEAMS,6500,217167.929929653,212342.006789670,26.1,HFET
323702:7234,114:114,09/29/18 09:40:29,STABLE BEAMS,6500,216846.473375884,212011.262347371,26.1,HFET
323702:7234,115:115,09/29/18 09:40:52,STABLE BEAMS,6500,216473.842377468,211664.605566633,26.0,HFET
323702:7234,116:116,09/29/18 09:41:15,STABLE BEAMS,6500,216626.477898537,211502.727685899,26.0,HFET
323702:7234,117:117,09/29/18 09:41:39,STABLE BEAMS,6500,216600.230507666,211788.967662323,26.0,HFET
323702:7234,118:118,09/29/18 09:42:02,STABLE BEAMS,6500,216492.827914316,211688.644807535,26.0,HFET
323702:7234,119:119,09/29/18 09:42:25,STABLE BEAMS,6500,216413.903626241,211604.871695300,26.0,HFET
323702:7234,120:120,09/29/18 09:42:48,STABLE BEAMS,6500,216320.432865687,211524.171781476,26.0,HFET
323702:7234,121:121,09/29/18 09:43:12,STABLE BEAMS,6500,216177.836459426,211357.035316794,26.0,HFET
323702:7234,122:122,09/29/18 09:43:35,STABLE BEAMS,6500,216031.802623832,211236.520410226,25.9,HFET
323702:7234,123:123,09/29/18 09:43:58,STABLE BEAMS,6500,215889.843621686,211114.844517591,25.9,HFET
323702:7234,124:124,09/29/18 09:44:22,STABLE BEAMS,6500,215794.915937442,211012.905388083,25.9,HFET
323702:7234,125:125,09/29/18 09:44:45,STABLE BEAMS,6500,215728.694202797,210943.701512759,25.9,HFET
323702:7234,126:126,09/29/18 09:45:08,STABLE BEAMS,6500,215614.985861598,210835.570457564,25.9,HFET
323702:7234,127:127,09/29/18 09:45:32,STABLE BEAMS,6500,215464.854428122,207674.637923251,25.9,HFET
323702:7234,128:128,09/29/18 09:45:55,STABLE BEAMS,6500,215348.755821492,210592.878840842,25.9,HFET
323702:7234,129:129,09/29/18 09:46:18,STABLE BEAMS,6500,215194.617847867,210434.392860576,25.8,HFET
323702:7234,130:130,09/29/18 09:46:42,STABLE BEAMS,6500,214999.481130998,210257.376632114,25.8,HFET
323702:7234,131:131,09/29/18 09:47:05,STABLE BEAMS,6500,214853.128593346,210114.848519151,25.8,HFET
323702:7234,132:132,09/29/18 09:47:28,STABLE BEAMS,6500,214765.622114152,210024.633072470,25.8,HFET
323702:7234,133:133,09/29/18 09:47:52,STABLE BEAMS,6500,214717.862334405,209904.618983420,25.8,HFET
323702:7234,134:134,09/29/18 09:48:15,STABLE BEAMS,6500,214551.932384655,209827.060561305,25.8,HFET
323702:7234,135:135,09/29/18 09:48:38,STABLE BEAMS,6500,214425.908485380,209687.446295724,25.7,HFET
323702:7234,136:136,09/29/18 09:49:01,STABLE BEAMS,6500,214305.848867465,209587.032383206,25.7,HFET
323702:7234,137:137,09/29/18 09:49:25,STABLE BEAMS,6500,214224.966838180,206513.378683759,25.7,HFET
323702:7234,138:138,09/29/18 09:49:48,STABLE BEAMS,6500,214078.978531450,209367.810896569,25.7,HFET
323702:7234,139:139,09/29/18 09:50:11,STABLE BEAMS,6500,213909.429036905,209195.415847940,25.7,HFET
323702:7234,140:140,09/29/18 09:50:35,STABLE BEAMS,6500,213812.862313508,209084.575825257,25.7,HFET
323702:7234,141:141,09/29/18 09:50:58,STABLE BEAMS,6500,213681.397714824,208954.932381187,25.7,HFET
323702:7234,142:142,09/29/18 09:51:21,STABLE BEAMS,6500,213574.291059100,208889.826103744,25.6,HFET
323702:7234,143:143,09/29/18 09:51:45,STABLE BEAMS,6500,213433.720687347,208743.632917121,25.6,HFET
323702:7234,144:144,09/29/18 09:52:08,STABLE BEAMS,6500,213652.350298734,208948.945335394,25.6,HFET
323702:7234,145:145,09/29/18 09:52:31,STABLE BEAMS,6500,213955.822950692,209255.149719273,25.7,HFET
323702:7234,146:146,09/29/18 09:52:55,STABLE BEAMS,6500,213667.761819654,208967.725992349,25.6,HFET
323702:7234,147:147,09/29/18 09:53:18,STABLE BEAMS,6500,213444.465499569,208753.672031929,25.6,HFET
323702:7234,148:148,09/29/18 09:53:41,STABLE BEAMS,6500,213286.298221360,208604.769877818,25.6,HFET
323702:7234,149:149,09/29/18 09:54:04,STABLE BEAMS,6500,213120.254449446,208452.453058806,25.6,HFET
323702:7234,150:150,09/29/18 09:54:28,STABLE BEAMS,6500,212978.705207088,208301.570399053,25.6,HFET
323702:7234,151:151,09/29/18 09:54:51,STABLE BEAMS,6500,212871.871724556,208206.506128212,25.6,HFET
323702:7234,152:152,09/29/18 09:55:14,STABLE BEAMS,6500,212735.262364088,208066.937391497,25.5,HFET
323702:7234,153:153,09/29/18 09:55:38,STABLE BEAMS,6500,212587.430138313,207936.019139197,25.5,HFET
323702:7234,154:154,09/29/18 09:56:01,STABLE BEAMS,6500,212524.714126300,207857.709490803,25.5,HFET
323702:7234,155:155,09/29/18 09:56:24,STABLE BEAMS,6500,212403.675637780,207765.786711672,25.5,HFET
323702:7234,156:156,09/29/18 09:56:48,STABLE BEAMS,6500,212278.084262725,207642.266899990,25.5,HFET
323702:7234,157:157,09/29/18 09:57:11,STABLE BEAMS,6500,212193.104635559,207555.784820267,25.5,HFET
323702:7234,158:158,09/29/18 09:57:34,STABLE BEAMS,6500,212112.677894927,207469.575913736,25.5,HFET
323702:7234,159:159,09/29/18 09:57:58,STABLE BEAMS,6500,212038.625195443,197996.726367873,25.4,HFET
323702:7234,160:160,09/29/18 09:58:21,STABLE BEAMS,6500,211900.786555611,207275.122129847,25.4,HFET
323702:7234,161:161,09/29/18 09:58:44,STABLE BEAMS,6500,211758.417793677,207127.813486023,25.4,HFET
323702:7234,162:162,09/29/18 09:59:08,STABLE BEAMS,6500,211657.320948178,207040.716766618,25.4,HFET
323702:7234,163:163,09/29/18 09:59:31,STABLE BEAMS,6500,211554.972058882,206940.143503071,25.4,HFET
323702:7234,164:164,09/29/18 09:59:54,STABLE BEAMS,6500,211421.094430335,206827.846556697,25.4,HFET
323702:7234,165:165,09/29/18 10:00:18,STABLE BEAMS,6500,211214.211266207,203663.977410569,25.4,HFET
323702:7234,166:166,09/29/18 10:00:41,STABLE BEAMS,6500,211071.478273350,206486.653239801,25.3,HFET
323702:7234,167:167,09/29/18 10:01:04,STABLE BEAMS,6500,210999.201199615,206424.984391691,25.3,HFET
323702:7234,168:168,09/29/18 10:01:28,STABLE BEAMS,6500,210884.445694512,206306.176817573,25.3,HFET
323702:7234,169:169,09/29/18 10:01:51,STABLE BEAMS,6500,210781.049641313,206197.681531456,25.3,HFET
323702:7234,170:170,09/29/18 10:02:14,STABLE BEAMS,6500,210693.383811092,206129.911815390,25.3,HFET
323702:7234,171:171,09/29/18 10:02:37,STABLE BEAMS,6500,210639.386576792,206061.959983862,25.3,HFET
323702:7234,172:172,09/29/18 10:03:01,STABLE BEAMS,6500,210544.276777086,205967.077828483,25.3,HFET
323702:7234,173:173,09/29/18 10:03:24,STABLE BEAMS,6500,210440.675843994,205875.473751409,25.3,HFET
323702:7234,174:174,09/29/18 10:03:47,STABLE BEAMS,6500,210072.574967679,205524.878723819,25.3,HFET
323702:7234,175:175,09/29/18 10:04:11,STABLE BEAMS,6500,210258.674204777,205690.694851406,25.2,HFET
323702:7234,176:176,09/29/18 10:04:34,STABLE BEAMS,6500,210135.882854941,202647.909722663,25.2,HFET
323702:7234,177:177,09/29/18 10:04:57,STABLE BEAMS,6500,209993.149862084,205439.990154383,25.2,HFET
323702:7234,178:178,09/29/18 10:05:20,STABLE BEAMS,6500,209950.808017313,205397.807660641,25.2,HFET
323702:7234,179:179,09/29/18 10:05:44,STABLE BEAMS,6500,209711.781474251,205167.841361783,25.2,HFET
323702:7234,180:180,09/29/18 10:06:07,STABLE BEAMS,6500,209445.187203223,204917.068371462,25.1,HFET
323702:7234,181:181,09/29/18 10:06:30,STABLE BEAMS,6500,209325.947104884,204788.176153670,25.1,HFET
323702:7234,182:182,09/29/18 10:06:54,STABLE BEAMS,6500,209142.078782188,204634.857699620,25.1,HFET
323702:7234,183:183,09/29/18 10:07:17,STABLE BEAMS,6500,209004.877546471,204494.833674251,25.1,HFET
323702:7234,184:184,09/29/18 10:07:40,STABLE BEAMS,6500,208815.431937770,204242.763111268,25.0,HFET
323702:7234,185:185,09/29/18 10:08:04,STABLE BEAMS,6500,208893.696057298,203256.676181192,25.1,HFET
323702:7234,186:186,09/29/18 10:08:27,STABLE BEAMS,6500,208797.152098334,200246.876715391,25.1,HFET
323702:7234,187:187,09/29/18 10:08:50,STABLE BEAMS,6500,208710.965956236,202757.793639173,25.0,HFET
323702:7234,188:188,09/29/18 10:09:14,STABLE BEAMS,6500,208517.149576462,202887.050087888,25.1,HFET
323702:7234,189:189,09/29/18 10:09:37,STABLE BEAMS,6500,208295.424002231,202681.236852095,25.0,HFET
323702:7234,190:190,09/29/18 10:10:00,STABLE BEAMS,6500,208192.551530984,202549.203142594,25.0,HFET
323702:7234,191:191,09/29/18 10:10:24,STABLE BEAMS,6500,208078.752132054,202454.047814023,25.0,HFET
323702:7234,192:192,09/29/18 10:10:47,STABLE BEAMS,6500,207980.318725178,202389.738291723,25.0,HFET
323702:7234,193:193,09/29/18 10:11:10,STABLE BEAMS,6500,207856.207038247,202293.626856980,25.0,HFET
323702:7234,194:194,09/29/18 10:11:33,STABLE BEAMS,6500,207737.422228562,202111.147164677,24.9,HFET
323702:7234,195:195,09/29/18 10:11:57,STABLE BEAMS,6500,207632.728602700,199146.557862164,24.9,HFET
323702:7234,196:196,09/29/18 10:12:20,STABLE BEAMS,6500,207494.389145349,201915.373043693,24.9,HFET
323702:7234,197:197,09/29/18 10:12:43,STABLE BEAMS,6500,207346.921150497,201727.976233932,24.9,HFET
323702:7234,198:198,09/29/18 10:13:07,STABLE BEAMS,6500,206983.669098341,201417.469372279,24.9,HFET
323702:7234,199:199,09/29/18 10:13:30,STABLE BEAMS,6500,206892.725189814,201359.374540098,24.8,HFET
323702:7234,200:200,09/29/18 10:13:53,STABLE BEAMS,6500,206837.248267391,201301.097592457,24.8,HFET
323702:7234,201:201,09/29/18 10:14:17,STABLE BEAMS,6500,206928.237704783,201301.871583168,24.8,HFET
323702:7234,202:202,09/29/18 10:14:40,STABLE BEAMS,6500,207225.427373323,201636.918503242,24.8,HFET
323702:7234,203:203,09/29/18 10:15:03,STABLE BEAMS,6500,207394.316699321,198941.199915025,24.9,HFET
323702:7234,204:204,09/29/18 10:15:27,STABLE BEAMS,6500,207228.750980493,201631.659919295,24.9,HFET
323702:7234,205:205,09/29/18 10:15:50,STABLE BEAMS,6500,207101.042513201,201545.746950389,24.9,HFET
323702:7234,206:206,09/29/18 10:16:13,STABLE BEAMS,6500,206927.099483150,201411.277446592,24.8,HFET
323702:7234,207:207,09/29/18 10:16:37,STABLE BEAMS,6500,206810.204121376,201280.381958725,24.8,HFET
323702:7234,208:208,09/29/18 10:17:00,STABLE BEAMS,6500,206752.541813417,201194.446225386,24.8,HFET
323702:7234,209:209,09/29/18 10:17:23,STABLE BEAMS,6500,206588.159845088,201035.300076572,24.8,HFET
323702:7234,210:210,09/29/18 10:17:46,STABLE BEAMS,6500,206397.689836917,200912.372140140,24.8,HFET
323702:7234,211:211,09/29/18 10:18:10,STABLE BEAMS,6500,206189.076575906,200713.479291880,24.7,HFET
323702:7234,212:212,09/29/18 10:18:33,STABLE BEAMS,6500,206167.678009193,197804.617320550,24.7,HFET
323702:7234,213:213,09/29/18 10:18:56,STABLE BEAMS,6500,205994.577263151,200490.615496016,24.7,HFET
323702:7234,214:214,09/29/18 10:19:20,STABLE BEAMS,6500,205908.140712294,200436.527203986,24.7,HFET
323702:7234,215:215,09/29/18 10:19:43,STABLE BEAMS,6500,205734.652970896,200277.472112903,24.7,HFET
323702:7234,216:216,09/29/18 10:20:06,STABLE BEAMS,6500,205594.720003258,200082.654098091,24.7,HFET
323702:7234,217:217,09/29/18 10:20:30,STABLE BEAMS,6500,205415.154158337,199957.358660662,24.7,HFET
323702:7234,218:218,09/29/18 10:20:53,STABLE BEAMS,6500,205271.510588173,199820.180189377,24.6,HFET
323702:7234,219:219,09/29/18 10:21:16,STABLE BEAMS,6500,205218.036935826,199673.600007398,24.6,HFET
323702:7234,220:220,09/29/18 10:21:40,STABLE BEAMS,6500,205043.866261448,199634.126481144,24.6,HFET
323702:7234,221:221,09/29/18 10:22:03,STABLE BEAMS,6500,204924.603398676,196577.750986096,24.6,HFET
323702:7234,222:222,09/29/18 10:22:26,STABLE BEAMS,6500,204900.769037668,199496.310605745,24.6,HFET
323702:7234,223:223,09/29/18 10:22:49,STABLE BEAMS,6500,204854.989763564,199450.076042987,24.6,HFET
323702:7234,224:224,09/29/18 10:23:13,STABLE BEAMS,6500,204697.414360604,199252.503531822,24.6,HFET
323702:7234,225:225,09/29/18 10:23:36,STABLE BEAMS,6500,204340.968873818,198947.869893798,24.6,HFET
323702:7234,226:226,09/29/18 10:23:59,STABLE BEAMS,6500,206879.066530211,201357.029803533,24.5,HFET
323702:7234,227:227,09/29/18 10:24:23,STABLE BEAMS,6500,216583.840116141,210378.119183009,25.4,HFET
323702:7234,228:228,09/29/18 10:24:46,STABLE BEAMS,6500,219896.816296275,213379.495808721,26.4,HFET
323702:7234,229:229,09/29/18 10:25:09,STABLE BEAMS,6500,219596.826602516,210154.800098492,26.4,HFET
323702:7234,230:230,09/29/18 10:25:33,STABLE BEAMS,6500,219316.596436317,212939.891849382,26.3,HFET
323702:7234,231:231,09/29/18 10:25:56,STABLE BEAMS,6500,219089.043167322,212730.823299717,26.3,HFET
323702:7234,232:232,09/29/18 10:26:19,STABLE BEAMS,6500,218811.317088717,212410.800905206,26.3,HFET
323702:7234,233:233,09/29/18 10:26:43,STABLE BEAMS,6500,218552.690369124,212241.046530767,26.2,HFET
323702:7234,234:234,09/29/18 10:27:06,STABLE BEAMS,6500,218301.416561285,212010.351770064,26.2,HFET
323702:7234,235:235,09/29/18 10:27:29,STABLE BEAMS,6500,218107.281479453,211740.115189808,26.2,HFET
323702:7234,236:236,09/29/18 10:27:53,STABLE BEAMS,6500,210828.763892195,205001.160185754,26.2,HFET
323702:7234,237:237,09/29/18 10:28:16,STABLE BEAMS,6500,212722.468752926,203934.714808344,26.1,HFET
323702:7234,238:238,09/29/18 10:28:39,STABLE BEAMS,6500,207393.087419957,195201.845910934,25.0,HFET
323702:7234,239:239,09/29/18 10:29:02,STABLE BEAMS,6500,207912.571773544,202221.418076542,22.8,HFET
323702:7234,240:240,09/29/18 10:29:26,STABLE BEAMS,6500,212618.458060045,206715.800019083,24.8,HFET
323702:7234,241:241,09/29/18 10:29:49,STABLE BEAMS,6500,217971.377816398,205665.927148658,26.1,HFET
323702:7234,242:242,09/29/18 10:30:12,STABLE BEAMS,6500,218094.442339426,211798.551488478,26.2,HFET
323702:7234,243:243,09/29/18 10:30:36,STABLE BEAMS,6500,217925.985537649,211638.858993280,26.2,HFET
