#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
323696:7234,1:1,09/29/18 02:33:10,STABLE BEAMS,6500,388081.947333596,371080.148676644,40.1,PLTZERO
323696:7234,2:2,09/29/18 02:33:34,STABLE BEAMS,6500,395275.052769467,366414.851373598,47.5,HFET
323696:7234,3:3,09/29/18 02:33:58,STABLE BEAMS,6500,394928.304930998,383092.165807235,47.4,HFET
323696:7234,4:4,09/29/18 02:34:21,STABLE BEAMS,6500,394607.872776700,377154.427775525,47.4,HFET
323696:7234,5:5,09/29/18 02:34:44,STABLE BEAMS,6500,394249.515077569,381875.520703051,47.3,HFET
323696:7234,6:6,09/29/18 02:35:07,STABLE BEAMS,6500,393812.119268198,359523.829959292,47.3,HFET
323696:7234,7:7,09/29/18 02:35:31,STABLE BEAMS,6500,393294.091838302,238969.996210967,47.2,HFET
323696:7234,8:8,09/29/18 02:35:54,STABLE BEAMS,6500,392902.543596334,321662.754000160,47.2,HFET
323696:7234,9:9,09/29/18 02:36:17,STABLE BEAMS,6500,392611.067800395,380914.611235510,47.1,HFET
323696:7234,10:10,09/29/18 02:36:41,STABLE BEAMS,6500,392401.452904346,375219.450998358,47.1,HFET
323696:7234,11:11,09/29/18 02:37:04,STABLE BEAMS,6500,392167.070305549,380577.606574226,47.1,HFET
323696:7234,12:12,09/29/18 02:37:27,STABLE BEAMS,6500,391964.011566110,374949.533120160,47.0,HFET
323696:7234,13:13,09/29/18 02:37:51,STABLE BEAMS,6500,391811.763040396,374841.402064965,47.0,HFET
323696:7234,14:14,09/29/18 02:38:14,STABLE BEAMS,6500,391659.969803336,369153.981734922,47.0,HFET
323696:7234,15:15,09/29/18 02:38:37,STABLE BEAMS,6500,391504.397670452,379953.519652508,47.0,HFET
323696:7234,16:16,09/29/18 02:39:01,STABLE BEAMS,6500,391264.733723275,379797.583288701,47.0,HFET
323696:7234,17:17,09/29/18 02:39:24,STABLE BEAMS,6500,391029.121845114,379538.524044888,46.9,HFET
323696:7234,18:18,09/29/18 02:39:47,STABLE BEAMS,6500,390820.690699564,368381.880471967,46.9,HFET
323696:7234,19:19,09/29/18 02:40:10,STABLE BEAMS,6500,390613.124602456,373750.530451297,46.9,HFET
323696:7234,20:20,09/29/18 02:40:34,STABLE BEAMS,6500,390333.850542429,368022.293493472,46.9,HFET
323696:7234,21:21,09/29/18 02:40:57,STABLE BEAMS,6500,390032.267338383,373220.733809709,46.8,HFET
323696:7234,22:22,09/29/18 02:41:20,STABLE BEAMS,6500,389775.712182164,367590.406676808,46.8,HFET
323696:7234,23:23,09/29/18 02:41:44,STABLE BEAMS,6500,389338.817190312,377990.519858722,46.8,HFET
323696:7234,24:24,09/29/18 02:42:07,STABLE BEAMS,6500,388890.767626451,376953.030839671,46.7,HFET
323696:7234,25:25,09/29/18 02:42:30,STABLE BEAMS,6500,388440.350561592,377074.342501383,46.6,HFET
323696:7234,26:26,09/29/18 02:42:54,STABLE BEAMS,6500,388067.651269877,371439.416953082,46.6,HFET
323696:7234,27:27,09/29/18 02:43:17,STABLE BEAMS,6500,387890.452925954,371229.392297245,46.6,HFET
323696:7234,28:28,09/29/18 02:43:40,STABLE BEAMS,6500,387672.187545490,376471.813497406,46.5,HFET
323696:7234,29:29,09/29/18 02:44:04,STABLE BEAMS,6500,387414.949456290,376246.195205188,46.5,HFET
323696:7234,30:30,09/29/18 02:44:27,STABLE BEAMS,6500,387230.284378451,370723.748718723,46.5,HFET
323696:7234,31:31,09/29/18 02:44:50,STABLE BEAMS,6500,387163.448004124,375982.787954734,46.5,HFET
323696:7234,32:32,09/29/18 02:45:13,STABLE BEAMS,6500,386801.174822573,217927.055465985,46.4,HFET
323696:7234,33:33,09/29/18 02:45:37,STABLE BEAMS,6500,386687.671361268,375406.711221523,46.4,HFET
323696:7234,34:34,09/29/18 02:46:00,STABLE BEAMS,6500,386367.967668815,375165.590350655,46.4,HFET
323696:7234,35:35,09/29/18 02:46:23,STABLE BEAMS,6500,386003.235928535,369286.766670701,46.3,HFET
323696:7234,36:36,09/29/18 02:46:47,STABLE BEAMS,6500,385733.796103423,363785.673222082,46.3,HFET
323696:7234,37:37,09/29/18 02:47:10,STABLE BEAMS,6500,385695.825029725,374555.799492656,46.3,HFET
323696:7234,38:38,09/29/18 02:47:33,STABLE BEAMS,6500,386910.944916920,86545.387610262,46.5,HFET
323696:7234,39:39,09/29/18 02:47:57,STABLE BEAMS,6500,386209.982506067,374990.918858759,46.4,HFET
323696:7234,40:40,09/29/18 02:48:20,STABLE BEAMS,6500,385729.835092138,374038.546053470,46.3,HFET
323696:7234,41:41,09/29/18 02:48:43,STABLE BEAMS,6500,385221.323195098,374201.084102752,46.3,HFET
323696:7234,42:42,09/29/18 02:49:07,STABLE BEAMS,6500,384821.443170773,373622.025228860,46.2,HFET
323696:7234,43:43,09/29/18 02:49:30,STABLE BEAMS,6500,384618.930777718,373660.747528836,46.2,HFET
323696:7234,44:44,09/29/18 02:49:53,STABLE BEAMS,6500,384363.240669939,373366.517236544,46.1,HFET
323696:7234,45:45,09/29/18 02:50:17,STABLE BEAMS,6500,384163.368951075,373196.626275509,46.1,HFET
323696:7234,46:46,09/29/18 02:50:40,STABLE BEAMS,6500,384127.310089721,372545.290327882,46.1,HFET
323696:7234,47:47,09/29/18 02:51:03,STABLE BEAMS,6500,383787.027350132,372751.763732222,46.1,HFET
323696:7234,48:48,09/29/18 02:51:27,STABLE BEAMS,6500,383442.373839470,372253.268185558,46.0,HFET
323696:7234,49:49,09/29/18 02:51:50,STABLE BEAMS,6500,383092.438980427,371640.085427091,46.0,HFET
323696:7234,50:50,09/29/18 02:52:13,STABLE BEAMS,6500,383037.303524494,372128.655681109,46.0,HFET
323696:7234,51:51,09/29/18 02:52:36,STABLE BEAMS,6500,382754.022924317,371779.472048345,46.0,HFET
323696:7234,52:52,09/29/18 02:53:00,STABLE BEAMS,6500,382565.578950654,371657.181516028,45.9,HFET
323696:7234,53:53,09/29/18 02:53:23,STABLE BEAMS,6500,382291.722825603,359816.466741297,45.9,HFET
323696:7234,54:54,09/29/18 02:53:46,STABLE BEAMS,6500,381532.073707320,365420.250545702,45.9,HFET
323696:7234,55:55,09/29/18 02:54:10,STABLE BEAMS,6500,381813.259979692,370899.194201330,45.8,HFET
323696:7234,56:56,09/29/18 02:54:33,STABLE BEAMS,6500,381284.874732929,370499.610114629,45.8,HFET
323696:7234,57:57,09/29/18 02:54:56,STABLE BEAMS,6500,380625.389118406,369797.509482142,45.7,HFET
323696:7234,58:58,09/29/18 02:55:20,STABLE BEAMS,6500,380211.895963341,369481.425334484,45.6,HFET
323696:7234,59:59,09/29/18 02:55:43,STABLE BEAMS,6500,379977.194662488,369362.799875827,45.6,HFET
323696:7234,60:60,09/29/18 02:56:06,STABLE BEAMS,6500,379726.831431955,369133.129514594,45.6,HFET
323696:7234,61:61,09/29/18 02:56:29,STABLE BEAMS,6500,379946.690322706,369292.184605677,45.6,HFET
