crystal rawid	A 	 	t_0 	alpha 	beta 
838895379	0.241467	123.978	1.14983	40.9932
838895380	0.242772	125.095	1.13515	41.1112
838895381	0.243126	124.234	1.14936	40.6796
838895382	0.242305	124.304	1.14951	40.8289
838895383	0.243153	124.503	1.16455	40.3694
838895384	0.241436	124.958	1.15323	41.0906
838895385	0.24336	124.622	1.16481	40.4153
838895386	0.242875	123.679	1.1281	40.9585
838895387	0.244151	123.387	1.1664	40.0183
838895388	0.242898	124.233	1.14738	40.7221
838895389	0.242889	123.643	1.12637	41.077
838895390	0.245391	124.065	1.13214	40.4376
838895391	0.243616	123.968	1.14892	40.5174
838895392	0.243785	123.252	1.1589	40.1744
838895393	0.24378	123.372	1.11817	40.9488
838895394	0.242714	123.674	1.1287	41.0293
838895395	0.242216	124.173	1.12988	41.2386
838895396	0.241515	124.955	1.16135	40.9916
838895397	0.242023	123.848	1.16764	40.6002
838895398	0.242794	123.584	1.15869	40.5607
838895399	0.242099	123.404	1.1519	40.7239
838895400	0.241906	124.843	1.14734	41.0498
838895401	0.242211	124.256	1.14826	40.8545
838895402	0.242819	124.447	1.14565	40.8452
838895403	0.241925	124.024	1.16979	40.5733
838895404	0.241778	124.101	1.13793	41.1242
838895410	0.242527	125.464	1.15329	40.8338
838895411	0.242539	123.407	1.14395	40.8057
838895412	0.241551	123.021	1.11844	41.4757
838895413	0.24216	124.468	1.14515	41.0408
838895414	0.243099	123.801	1.13734	40.7515
838895415	0.241526	125.903	1.21203	40.0917
838895416	0.241745	124.146	1.13138	41.3155
838895417	0.239956	126.057	1.20576	40.5963
838895418	0.241482	124.559	1.15707	40.926
838895419	0.240324	124.503	1.17083	40.9218
838895420	0.242028	124.754	1.15	40.9884
838895421	0.240974	124.71	1.1516	41.0902
838895422	0.241512	124.716	1.15962	40.8745
838895423	0.241254	124.502	1.17923	40.6004
838895424	0.24146	125.183	1.1819	40.5416
838895425	0.242226	124.663	1.15131	40.8857
838895426	0.242683	123.604	1.16693	40.3166
838895427	0.242324	124.939	1.18042	40.3516
838895428	0.243185	123.112	1.16144	40.1999
838895429	0.240871	124.404	1.18282	40.481
838895430	0.240846	124.599	1.17043	40.9139
838895431	0.241571	124.446	1.15458	40.9124
838895432	0.241734	124.26	1.1562	40.8156
838895433	0.241451	123.98	1.17175	40.6252
838895434	0.240562	122.651	1.13007	41.4373
838895435	0.242163	124.851	1.16439	40.6864
838895436	0.242557	124.625	1.1709	40.4053
838895437	0.241399	124.775	1.17591	40.5894
838895438	0.241994	123.766	1.17173	40.4482
838895439	0.240753	125.282	1.15088	40.7521
838895440	0.242149	125.207	1.15353	40.85
838895441	0.241774	123.953	1.16384	40.6797
838895442	0.240609	124.59	1.18208	40.6856
838895443	0.240405	123.559	1.14392	41.2446
838895444	0.241062	122.843	1.15402	40.9107
838895445	0.241672	125.568	1.15603	41.0117
838895446	0.242181	124.985	1.17629	40.4202
838895447	0.242877	123.778	1.17267	40.2665
838895448	0.241196	124.22	1.16587	40.861
838895449	0.241139	124.747	1.17039	40.5774
838895450	0.242589	124.822	1.16696	40.6153
838895451	0.241862	124.969	1.17348	40.595
838895452	0.2411	124.586	1.14984	41.0645
838895453	0.241408	124.478	1.19391	40.2955
838895454	0.241946	124.222	1.15928	40.7021
838895455	0.24231	125.638	1.14765	41.0644
838895456	0.242821	124.733	1.15532	40.7453
838895457	0.241488	125.049	1.15596	41.0523
838895458	0.242941	124.892	1.179	40.2339
838895459	0.24235	123.99	1.13547	41.0375
838895460	0.244013	123.725	1.12174	40.8932
838895461	0.242957	124.719	1.15651	40.6894
838895462	0.243511	124.019	1.14981	40.4731
838895463	0.243067	124.596	1.17107	40.269
838895464	0.24289	124.027	1.14801	40.7098
838895617	0.242731	124.252	1.14578	40.7889
838895618	0.243825	125.163	1.20469	39.5845
838895619	0.244193	124.977	1.15802	40.3329
838895620	0.244141	124.818	1.14444	40.6198
838895621	0.244078	126.017	1.16293	39.944
838895622	0.241361	124.806	1.17865	40.7358
838895623	0.24208	124.317	1.14515	41.0331
838895624	0.241754	124.802	1.15375	40.8998
838895625	0.242376	125.648	1.15622	40.9271
838895626	0.243069	125.123	1.14906	40.6896
838895627	0.244638	124.12	1.11727	40.8914
838895628	0.242977	125.632	1.16531	40.5599
838895629	0.244099	124.069	1.14957	40.438
838895630	0.245099	123.557	1.1346	40.4077
838895631	0.244593	124.705	1.12527	40.917
838895632	0.243412	125.1	1.16085	40.4277
838895633	0.243844	123.635	1.13452	40.7044
838895634	0.242664	124.874	1.16221	40.6707
838895635	0.244136	125.018	1.15472	40.4392
838895636	0.243906	124.833	1.13335	40.8496
838895637	0.24428	124.114	1.11579	40.9361
838895638	0.243359	125.04	1.14523	40.7627
838895639	0.243571	125.27	1.13472	40.9349
838895640	0.241963	126.764	1.15747	41.0766
838895641	0.24366	126.609	1.15233	40.8232
838895642	0.243743	125.135	1.14344	40.7555
838895643	0.243033	125.526	1.17199	40.4102
838895644	0.241541	126.639	1.15289	41.1954
838895645	0.241684	126.103	1.1557	41.1452
838895646	0.241715	126.862	1.1527	41.2748
838895647	0.242557	125.974	1.16814	40.7071
838895648	0.243497	125.149	1.14554	40.7436
838895649	0.241576	125.844	1.16059	41.0335
838895650	0.244079	126.183	1.18966	40.0959
838895651	0.244135	126.269	1.14064	40.8985
838895652	0.243152	124.715	1.11937	41.2662
838895653	0.242203	125.5	1.15207	40.9263
838895654	0.242505	125.285	1.1465	40.9188
838895655	0.243683	125.517	1.15686	40.6202
838895656	0.244754	125.964	1.14413	40.6373
838895657	0.242957	123.909	1.13206	40.9793
838895658	0.242339	124.683	1.15979	40.7183
838895659	0.2435	124.744	1.16262	40.4644
838895660	0.242964	124.813	1.1275	41.1029
838895661	0.243925	125.024	1.13807	40.7946
838895662	0.244134	124.298	1.1697	40.0737
838895663	0.242507	124.537	1.15813	40.7743
838895664	0.243403	125.325	1.15975	40.5744
838895665	0.244302	125.135	1.15539	40.4463
838895666	0.244164	125.077	1.16578	40.212
838895667	0.242991	123.765	1.16543	40.383
838895668	0.24274	124.143	1.14464	40.7719
838895669	0.242336	124.82	1.16721	40.6373
838895670	0.242732	125.318	1.15988	40.6189
838895671	0.244333	124.103	1.14987	40.3952
838895672	0.24317	123.634	1.15582	40.5377
838895673	0.242642	124.891	1.17276	40.4227
838895674	0.243757	124.325	1.15644	40.4026
838895675	0.242705	125.2	1.14295	41.0079
838895676	0.244146	124.983	1.14346	40.6221
838895677	0.243082	123.681	1.12303	41.0838
838895678	0.244231	124.985	1.14085	40.6915
838895679	0.243106	125.974	1.1674	40.6035
838895680	0.244012	124.393	1.12176	40.9379
838895681	0.242567	126.109	1.15046	41.0853
838895682	0.243137	124.289	1.14976	40.619
838895683	0.2433	124.696	1.15607	40.6004
838895684	0.242598	124.389	1.14835	40.7329
838895685	0.243694	125.366	1.15881	40.477
838895686	0.244144	125.326	1.1655	40.2295
838895687	0.243875	124.724	1.17445	40.1856
838895688	0.242452	125.009	1.16285	40.6447
838895689	0.241184	126.28	1.17154	40.9893
838895690	0.244218	125.636	1.17481	40.1772
838895691	0.243841	125.49	1.15405	40.6064
838895692	0.243999	125.224	1.16239	40.3002
838895693	0.243172	124.961	1.1358	40.984
838895694	0.244026	125.425	1.15014	40.6282
838895695	0.242923	126.259	1.14737	40.9522
838895696	0.243891	126.492	1.15053	40.7816
838895697	0.243382	123.561	1.16982	40.1403
838895698	0.243963	124.438	1.16416	40.2339
838895699	0.243893	123.619	1.14052	40.4839
838895700	0.243327	124.797	1.13493	40.99
838895701	0.243268	125.459	1.14962	40.7147
838895702	0.243622	124.873	1.13596	40.8969
838895703	0.24284	125.085	1.13573	41.1335
838895704	0.242981	125.713	1.16314	40.6659
838895705	0.243366	126.012	1.17048	40.5347
838895706	0.243183	126.027	1.12968	41.2961
838895707	0.244879	124.363	1.13694	40.5289
838895708	0.243673	125.374	1.16534	40.4135
838895709	0.243663	125.086	1.14997	40.6247
838895710	0.243897	125.936	1.17504	40.2987
838895711	0.245295	125.304	1.13437	40.5895
838895712	0.243107	124.929	1.14326	40.8211
838895713	0.243699	124.268	1.14803	40.4982
838895714	0.243182	124.724	1.16312	40.4547
838895715	0.242384	125.62	1.15985	40.7635
838895716	0.24455	124.647	1.13865	40.5858
838895717	0.242813	125.073	1.15146	40.669
838895718	0.242923	125.288	1.15621	40.6878
838895719	0.243885	124.727	1.13434	40.8021
838895720	0.242328	126.124	1.16661	40.8002
838895721	0.244119	125.817	1.16494	40.3645
838895722	0.241966	124.406	1.13654	41.1969
838895723	0.242024	124.957	1.16624	40.6985
838895724	0.242667	125.112	1.16779	40.5938
838895725	0.242659	125.117	1.15542	40.8961
838895726	0.243617	127.374	1.15711	40.8269
838895727	0.242266	124.277	1.14695	40.9253
838895728	0.241763	124.92	1.17653	40.4999
838895729	0.240969	124.677	1.14432	41.2923
838895730	0.241742	126.861	1.19716	40.4759
838895731	0.242975	125.666	1.15648	40.8156
838895732	0.242163	125.485	1.19618	40.2141
838895733	0.240145	125.931	1.18065	41.0024
838895734	0.241905	125.508	1.18982	40.3501
838895735	0.241992	125.593	1.16334	40.8129
838895736	0.243003	125.048	1.15266	40.6944
838895737	0.242675	125.163	1.13792	41.1209
838895738	0.241737	125.471	1.17076	40.7999
838895739	0.241395	126.702	1.18959	40.6722
838895740	0.242346	125.256	1.13462	41.2401
838895741	0.242806	125.954	1.16335	40.6925
838895742	0.242802	125.659	1.17393	40.464
838895743	0.244055	124.185	1.15065	40.4302
838895744	0.243153	125.194	1.14859	40.7789
838895745	0.242921	124.919	1.13314	41.0709
838895746	0.241765	126.218	1.15454	41.2576
838895747	0.242645	125.19	1.14285	40.9837
838895748	0.242262	125.519	1.16867	40.6078
838895749	0.241464	125.781	1.16807	40.7774
838895750	0.243816	124.702	1.13895	40.7261
838895751	0.24364	124.947	1.13956	40.8469
838895752	0.243131	124.592	1.1758	40.1782
838895753	0.243527	124.038	1.14753	40.5679
838895754	0.244545	123.328	1.14315	40.1958
838895755	0.244231	124.242	1.11883	40.9251
838895756	0.243416	124.082	1.13803	40.738
838895757	0.242372	124.836	1.17674	40.4133
838895758	0.241673	124.248	1.15972	40.831
838895759	0.241446	125.168	1.17005	40.8121
838895760	0.242516	124.676	1.16084	40.643
838895761	0.241824	125.14	1.16447	40.7586
838895762	0.241164	125.583	1.16926	40.9853
838895763	0.242182	124.649	1.16156	40.7143
838895764	0.241809	125.047	1.17241	40.654
838895765	0.241335	125.805	1.16149	41.0188
838895766	0.242393	125.292	1.1309	41.3313
838895767	0.241803	123.941	1.15036	41.0295
838895768	0.241898	124.65	1.14995	40.9893
838895769	0.24208	124.818	1.17071	40.5848
838895770	0.242257	124.893	1.16881	40.6624
838895771	0.242852	126.508	1.1661	40.6559
838895772	0.243863	124.306	1.16935	40.0677
838895773	0.243039	124.057	1.14846	40.7216
838895774	0.242432	124.228	1.14009	41.0246
838895775	0.243004	124.933	1.16882	40.4906
838895776	0.242975	124.484	1.13971	40.9444
838895777	0.244161	125.297	1.16961	40.2312
838895778	0.245061	124.802	1.15178	40.2412
838895779	0.24379	124.909	1.15463	40.449
838895780	0.243454	126.297	1.19783	39.9971
838895781	0.244132	125.263	1.13489	40.8224
838895782	0.241767	122.809	1.11422	41.4733
838895783	0.241639	122.583	1.14492	40.8526
838895784	0.241679	125.549	1.19411	40.3683
838895785	0.241716	124.834	1.16661	40.6947
838895786	0.242693	125.739	1.16547	40.6421
838895787	0.239837	126.228	1.19263	40.9052
838895788	0.241427	123.851	1.16194	40.6905
838895789	0.241021	125.676	1.19141	40.5887
838895790	0.241917	126.042	1.2156	40.0178
838895791	0.242707	125.586	1.16277	40.6952
838895792	0.242238	124.877	1.1728	40.5918
838895793	0.242071	124.558	1.16611	40.589
838895794	0.242179	124.801	1.1679	40.6388
838895795	0.241832	124.562	1.15571	40.7636
838895796	0.242371	125.726	1.17348	40.5374
838895797	0.242635	124.272	1.14986	40.715
838895798	0.242874	124.196	1.16076	40.3674
838895799	0.241634	125.211	1.17333	40.678
838895800	0.243622	124.801	1.14582	40.5942
838895801	0.242763	124.947	1.1338	41.1574
838895802	0.240954	126.113	1.19403	40.6836
838895803	0.241722	126.03	1.17231	40.7842
838895804	0.243879	123.883	1.1433	40.5401
838895805	0.24423	125.564	1.17519	40.1808
838895806	0.243266	125.985	1.17782	40.433
838895807	0.243513	124.148	1.15676	40.429
838895808	0.242886	124.986	1.15914	40.4638
838895809	0.244788	123.701	1.15034	40.2135
838895810	0.243527	122.589	1.09537	41.2468
838895811	0.244676	124.99	1.16091	40.1999
838895812	0.24409	125.143	1.17208	40.0032
838895813	0.242541	124.558	1.16848	40.4591
838895814	0.24355	124.55	1.16631	40.2546
838895815	0.243199	122.931	1.09278	41.3392
838895816	0.242419	125.687	1.16425	40.6712
838895817	0.242921	124.157	1.14327	40.7769
838895818	0.244052	125.124	1.16028	40.2725
838895819	0.243853	124.347	1.16081	40.2729
838895820	0.242575	125.291	1.13751	41.157
838895821	0.244578	125.851	1.13707	40.7739
838895822	0.24295	125.341	1.15092	40.8062
838895823	0.241485	125.149	1.15733	41.025
838895824	0.243464	124.732	1.13997	40.6838
838895825	0.24322	124.638	1.15602	40.64
838895826	0.243012	126.091	1.16872	40.6485
838895827	0.245385	124.533	1.14346	40.3542
838895828	0.245384	125.17	1.13473	40.4538
838895829	0.243833	125.326	1.14213	40.7886
838895830	0.243605	125.308	1.14758	40.7396
838895831	0.244413	125.6	1.12956	40.8147
838895832	0.244437	125.204	1.15166	40.4843
838895833	0.243707	125.245	1.14753	40.7348
838895834	0.24388	125.596	1.16663	40.3467
838895835	0.243592	126.259	1.14921	40.793
838895836	0.24318	125.774	1.14784	40.9743
838895837	0.242831	124.504	1.14355	40.8635
838895838	0.243243	126.242	1.18888	40.1983
838895839	0.243219	125.7	1.16392	40.5843
838895840	0.241735	126.591	1.17495	40.8626
838895841	0.242598	126.021	1.15753	40.9326
838895842	0.243221	125.135	1.15652	40.5132
838895843	0.243925	124.84	1.14945	40.4917
838895844	0.244283	125.179	1.1687	40.1529
838895845	0.243395	125.967	1.17744	40.2713
838895846	0.244375	125.594	1.16883	40.1344
838895847	0.242738	125.482	1.14687	41.0256
838895848	0.243228	125.423	1.15768	40.6034
838895849	0.242138	125.96	1.15727	40.9884
838895850	0.243319	126.341	1.18957	40.2613
838895851	0.242762	126.884	1.15617	41.015
838895852	0.243316	124.37	1.15651	40.4388
838895853	0.241592	124.253	1.1366	41.1377
838895854	0.242053	125.367	1.14581	41.1121
838895855	0.243354	124.898	1.14797	40.7038
838895856	0.242404	124.774	1.15155	40.8941
838895857	0.242766	124.339	1.15036	40.7219
838895858	0.2432	123.818	1.13941	40.712
838895859	0.243023	125.781	1.16773	40.5577
838895860	0.242852	125.115	1.13692	41.0289
838895861	0.243887	124.14	1.14292	40.5701
838895862	0.242167	122.897	1.12318	41.2172
838895863	0.242295	124.265	1.14548	40.879
838895864	0.241507	124.626	1.14842	41.0745
838895865	0.241807	126.988	1.21251	40.1724
838895866	0.24269	125.251	1.14372	41.0297
838895867	0.244368	124.819	1.15402	40.3363
838895868	0.244129	124.212	1.16309	40.1617
838895869	0.244206	125.547	1.17991	40.0052
838895870	0.242434	126.344	1.20023	40.1853
838895871	0.244073	126.449	1.16884	40.4163
838895872	0.242111	124.44	1.14566	41.0437
838895873	0.242353	124.255	1.13143	41.2258
838895874	0.243178	124.238	1.15876	40.4253
838895875	0.243718	125.312	1.15371	40.5797
838895876	0.243375	125.422	1.16163	40.422
838895877	0.244188	124.06	1.13739	40.6793
838895878	0.242588	125.23	1.14929	40.8398
838895879	0.24461	125.386	1.1764	39.9121
838895880	0.244105	125.579	1.17714	40.1024
838895881	0.245435	125.143	1.15504	40.2085
838895882	0.243632	124.131	1.14335	40.5907
838895883	0.242469	124.721	1.15073	40.7701
838895884	0.243301	125.733	1.17303	40.2908
838895885	0.244064	125.687	1.1688	40.2937
838895886	0.243402	125.392	1.15369	40.6161
838895887	0.24277	123.778	1.1267	41.0598
838895888	0.243235	124.613	1.15975	40.4863
838895889	0.243766	123.426	1.12215	40.9159
838895890	0.244176	124.487	1.17193	40.0973
838895891	0.243974	124.49	1.13022	40.7814
838895892	0.242824	125.898	1.17124	40.5429
838895893	0.243168	124.773	1.14238	40.7693
838895894	0.241506	126.116	1.17705	40.7642
838895895	0.243446	125.029	1.14718	40.6719
838895896	0.243741	126.211	1.18753	40.121
838895897	0.242109	124.838	1.14839	41.0242
838895898	0.243463	125.157	1.14671	40.7602
838895899	0.241929	124.531	1.13614	41.1965
838895900	0.242497	124.893	1.12302	41.4082
838895901	0.243502	124.597	1.11886	41.2044
838895902	0.242905	124.9	1.1738	40.3528
838895903	0.244237	123.862	1.15249	40.3105
838895904	0.243806	124.592	1.16313	40.3578
838895905	0.244637	124.631	1.14468	40.3795
838895906	0.243559	125.421	1.15711	40.5718
838895907	0.241408	124.442	1.13854	41.203
838895908	0.241882	125.362	1.1892	40.3967
838895909	0.244081	124.48	1.1618	40.3216
838895910	0.243331	124.983	1.14593	40.7527
838895911	0.242904	125.402	1.15024	40.8228
838895912	0.242013	125.071	1.17064	40.6349
838895913	0.242583	124.602	1.16021	40.6774
838895914	0.242596	125.258	1.1479	40.875
838895915	0.243051	125.022	1.14326	40.8458
838895916	0.241447	125.563	1.13387	41.4993
838895922	0.242382	125.829	1.14842	40.3377
838895923	0.242206	124.095	1.16739	40.5381
838895924	0.241839	126.061	1.17869	40.6425
838895925	0.241826	126.175	1.17118	40.8966
838895926	0.242651	125.68	1.16106	40.7415
838895927	0.241187	124.589	1.17905	40.6607
838895928	0.242674	124.062	1.15493	40.5815
838895929	0.243908	124.257	1.16632	40.1759
838895930	0.244323	125.081	1.17198	40.0098
838895931	0.242649	124.818	1.12952	41.1323
838895932	0.242856	123.979	1.17942	40.1751
838895933	0.241713	125.225	1.17809	40.5674
838895934	0.242001	125.261	1.17549	40.6134
838895935	0.241007	125.823	1.18485	40.7436
838895936	0.242733	125.743	1.17972	40.3467
838895937	0.241028	125.699	1.18179	40.8047
838895938	0.24296	124.36	1.16478	40.4344
838895939	0.242293	125.31	1.15815	40.7717
838895940	0.242806	125.16	1.17713	40.4209
838895941	0.242454	126.04	1.17226	40.6513
838895942	0.242144	123.085	1.14336	40.82
838895943	0.241464	125.307	1.19337	40.3505
838895944	0.241667	124.865	1.17333	40.5682
838895945	0.241336	125.449	1.18461	40.588
838895946	0.24101	124.974	1.16642	40.8666
838895947	0.241741	125.421	1.17295	40.8085
838895948	0.240982	125.204	1.16517	41.051
838895949	0.242901	125.331	1.19987	39.9949
838895950	0.242573	125.781	1.1714	40.5712
838895951	0.242525	125.222	1.12616	41.4709
838895952	0.241736	125.007	1.17132	40.6162
838895953	0.242243	123.977	1.14138	40.8722
838895954	0.241665	125.583	1.20442	40.1881
838895955	0.241844	123.795	1.15637	40.787
838895956	0.242473	124.975	1.16644	40.6545
838895957	0.242731	124.306	1.15782	40.5537
838895958	0.243059	123.971	1.1473	40.6311
838895959	0.24291	124.548	1.16944	40.3508
838895960	0.241864	125.494	1.18704	40.4346
838895961	0.242069	125.793	1.16166	40.883
838895962	0.243516	123.697	1.13936	40.6644
838895963	0.241729	124.859	1.15865	40.9277
838895964	0.24291	124.56	1.16161	40.5011
838895965	0.243833	124.675	1.17216	40.1471
838895966	0.24377	125.695	1.17319	40.2538
838895967	0.243384	124.471	1.14852	40.6802
838895968	0.242597	125.432	1.15618	40.7844
838895969	0.242993	125.305	1.15271	40.7418
838895970	0.242874	125.551	1.16554	40.6151
838895971	0.242812	125.649	1.15198	40.8803
838895972	0.241975	125.256	1.17653	40.5411
838895973	0.242289	124.858	1.16831	40.5599
838895974	0.242874	125.373	1.16337	40.548
838895975	0.241684	125.611	1.14986	41.1252
838895976	0.24251	127.025	1.17953	40.6395
838896129	0.24174	126.26	1.17402	40.808
838896130	0.241734	125.696	1.1828	40.6184
838896131	0.241257	125.72	1.18796	40.5965
838896132	0.241671	125.564	1.1937	40.3302
838896133	0.242238	125.001	1.18387	40.3414
838896134	0.243187	125.308	1.16561	40.4281
838896135	0.242992	125.442	1.19807	40.0121
838896136	0.242769	124.843	1.17164	40.4282
838896137	0.241591	125.782	1.20487	40.2308
838896138	0.242918	124	1.16758	40.3935
838896139	0.243055	126.111	1.18228	40.364
838896140	0.242985	125.228	1.18333	40.2375
838896141	0.241766	125.955	1.17818	40.5672
838896142	0.242656	124.279	1.14953	40.8012
838896143	0.242198	125.353	1.19351	40.1855
838896144	0.243409	124.983	1.17277	40.2559
838896145	0.242091	124.406	1.15199	40.8681
838896146	0.243992	123.069	1.15315	40.2634
838896147	0.242942	125.091	1.20199	39.8648
838896148	0.242618	124.054	1.16335	40.5455
838896149	0.243742	125.178	1.14545	40.7027
838896150	0.243344	124.352	1.16903	40.1136
838896151	0.243665	125.368	1.16667	40.3326
838896152	0.2436	124.394	1.15488	40.4424
838896153	0.241975	124.966	1.16436	40.781
838896154	0.242395	126.486	1.14934	41.0545
838896155	0.243202	125.408	1.19545	39.9848
838896156	0.24304	125.957	1.18971	40.138
838896157	0.242458	124.955	1.16448	40.6971
838896158	0.242488	124.919	1.16806	40.6299
838896159	0.242985	125.909	1.17629	40.4283
838896160	0.242864	125.683	1.16437	40.6558
838896161	0.24193	125.411	1.18239	40.4757
838896162	0.243087	124.824	1.16859	40.4724
838896163	0.242521	125.417	1.19339	40.1604
838896164	0.244452	126.107	1.16176	40.3459
838896165	0.244551	124.917	1.15518	40.2807
838896166	0.243653	125.05	1.17512	40.2231
838896167	0.24318	125.67	1.211	39.8283
838896168	0.24269	125.415	1.18945	40.1891
838896169	0.243032	125.385	1.15591	40.6841
838896170	0.241969	125.433	1.14098	41.2135
838896171	0.241862	125.675	1.18539	40.5315
838896172	0.244011	123.801	1.17984	39.8954
838896173	0.242816	125.747	1.17355	40.4892
838896174	0.244209	124.549	1.1633	40.2497
838896175	0.243756	124.916	1.15677	40.4041
838896176	0.242592	124.773	1.16362	40.6229
838896177	0.244791	123.219	1.16809	39.8135
838896178	0.242043	124.431	1.18121	40.355
838896179	0.242929	125.988	1.1742	40.4642
838896180	0.242032	125.569	1.19113	40.3131
838896181	0.242385	124.423	1.15272	40.7428
838896182	0.241602	125.099	1.1736	40.6503
838896183	0.242629	124.201	1.18682	40.0925
838896184	0.243478	126.238	1.19647	39.9511
838896185	0.243517	125.37	1.19582	39.9437
838896186	0.242851	125.302	1.19202	40.1623
838896187	0.243983	124.266	1.16671	40.2081
838896188	0.242489	125.101	1.18139	40.3401
838896189	0.241555	125.675	1.14706	41.2069
838896190	0.243433	124.762	1.12369	41.1795
838896191	0.242566	124.721	1.14955	40.8802
838896192	0.242778	125.555	1.16475	40.6156
838896193	0.241675	125.074	1.15513	41.061
838896194	0.242827	125.097	1.1643	40.6044
838896195	0.243283	125.407	1.16784	40.4291
838896196	0.241252	125.348	1.17426	40.7309
838896197	0.242005	125.079	1.17687	40.4901
838896198	0.24259	123.638	1.15433	40.6832
838896199	0.244217	125.158	1.16722	40.1297
838896200	0.24326	125.288	1.19503	39.9148
838896201	0.243317	125.48	1.16842	40.333
838896202	0.243981	124.594	1.18707	39.8514
838896203	0.242691	124.422	1.15308	40.7397
838896204	0.244699	124.828	1.15052	40.3288
838896205	0.241858	125.502	1.17443	40.6586
838896206	0.241594	126.069	1.17582	40.7097
838896207	0.241551	125.459	1.1723	40.7888
838896208	0.241665	125.348	1.18395	40.4932
838896209	0.242347	124.616	1.14239	41.035
838896210	0.242771	124.863	1.16997	40.4981
838896211	0.242263	124.674	1.17278	40.4446
838896212	0.241096	124.888	1.15654	41.0547
838896213	0.241787	125.22	1.1809	40.5169
838896214	0.244043	125.168	1.1441	40.6051
838896215	0.243542	125.229	1.162	40.4631
838896216	0.24299	124.683	1.16456	40.5349
838896217	0.243137	125.049	1.18399	40.1425
838896218	0.243538	124.979	1.18583	39.9788
838896219	0.246002	123.724	1.15318	39.9061
838896220	0.242562	125.471	1.16242	40.6677
838896221	0.243521	125.6	1.21449	39.6122
838896222	0.24285	124.495	1.15839	40.6132
838896223	0.242552	124.632	1.1698	40.4916
838896224	0.24253	124.865	1.16394	40.6131
838896225	0.241997	125.092	1.17276	40.608
838896226	0.242325	124.773	1.17702	40.3398
838896227	0.241631	125.019	1.17418	40.6318
838896228	0.241528	122.387	1.13707	40.9815
838896229	0.243182	124.96	1.13466	41.0004
838896230	0.242384	124.557	1.15104	40.7272
838896231	0.242328	125.402	1.17516	40.5296
838896232	0.242475	124.853	1.16979	40.4203
838896233	0.243226	125.094	1.15685	40.1814
838896234	0.242877	125.919	1.18001	40.357
838896235	0.242367	126.245	1.11788	40.8871
838896236	0.242238	125.344	1.17338	40.6294
838896237	0.241821	124.263	1.18037	40.3816
838896238	0.242167	125.594	1.18166	40.5134
838896239	0.241983	124.778	1.15344	40.9093
838896240	0.242182	125.028	1.17276	40.5254
838896241	0.241678	124.97	1.17749	40.4393
838896242	0.242354	124.573	1.16028	40.7105
838896243	0.241055	125.272	1.17608	40.7488
838896244	0.241118	125.242	1.17681	40.6791
838896245	0.241642	123.885	1.17264	40.5772
838896246	0.241527	125.513	1.19907	40.2766
838896247	0.241582	124.641	1.19453	40.2346
838896248	0.241019	123.887	1.167	40.7743
838896249	0.242768	126.124	1.17235	40.6397
838896250	0.242014	124.851	1.16245	40.7209
838896251	0.242201	124.565	1.16344	40.5603
838896252	0.241327	124.354	1.17088	40.7791
838896253	0.242081	124.066	1.16099	40.6224
838896254	0.2438	125.138	1.15705	40.434
838896255	0.243153	124.819	1.15974	40.5666
838896256	0.242123	124.953	1.16695	40.6669
838896257	0.242286	125.193	1.18057	40.4263
838896258	0.243717	123.419	1.16277	40.1756
838896259	0.243495	125.077	1.15319	40.5119
838896260	0.242745	125.636	1.1628	40.6866
838896261	0.240829	125.182	1.16569	40.9881
838896262	0.242362	124.782	1.17353	40.4197
838896263	0.242307	123.321	1.1337	40.9691
838896264	0.24239	124.732	1.15499	40.8029
838896265	0.243264	124.029	1.15114	40.4062
838896266	0.241642	124.176	1.18157	40.3333
838896267	0.242147	123.273	1.15779	40.5293
838896268	0.240902	124.422	1.17254	40.8641
838896269	0.241927	125.577	1.15262	41.0398
838896270	0.242382	122.819	1.12572	41.0466
838896271	0.242527	123.506	1.15501	40.6223
838896272	0.242106	124.034	1.17608	40.3898
838896273	0.240588	124.532	1.17137	40.8893
838896274	0.242044	126.455	1.19564	40.2397
838896275	0.240733	125.183	1.19223	40.5922
838896276	0.241349	124.533	1.17845	40.6442
838896277	0.241017	124.503	1.17905	40.6045
838896278	0.241864	124.465	1.1832	40.3246
838896279	0.243167	124.247	1.14795	40.678
838896280	0.242424	124.597	1.16387	40.5375
838896281	0.241955	123.85	1.16469	40.6228
838896282	0.2408	124.967	1.20411	40.3439
838896283	0.241533	123.946	1.16266	40.757
838896284	0.243656	125.374	1.17068	40.2048
838896285	0.243845	123.818	1.13826	40.596
838896286	0.242896	124.211	1.18508	40.0373
838896287	0.242583	123.865	1.16723	40.4297
838896288	0.241132	124.716	1.17461	40.7547
838896289	0.242378	126.167	1.22593	39.7694
838896290	0.24354	124.782	1.17932	40.131
838896291	0.242793	125.566	1.20385	39.9542
838896292	0.242644	124.902	1.17968	40.3154
838896293	0.242978	124.468	1.15981	40.5667
838896294	0.241889	125	1.17461	40.5532
838896295	0.241004	124.861	1.19712	40.3916
838896296	0.242693	124.064	1.18681	40.0504
838896297	0.241261	124.718	1.19992	40.1908
838896298	0.241981	123.646	1.18916	40.1858
838896299	0.241873	124.712	1.16333	40.7276
838896300	0.241729	124.885	1.17404	40.4482
838896301	0.241576	125.126	1.21738	39.9162
838896302	0.241421	124.25	1.18766	40.2119
