crystal rawid	A 	 	t_0 	alpha 	beta 
838960183	0.243583	122.98	1.13698	40.6611
838960184	0.244857	122.579	1.10187	40.8562
838960185	0.243017	123.335	1.11795	41.0668
838960186	0.243259	122.8	1.13017	40.7787
838960187	0.243132	123.724	1.1397	40.6971
838960188	0.241919	124.464	1.15258	40.8746
838960189	0.244734	124.269	1.12481	40.8141
838960190	0.242268	123.914	1.13375	40.9976
838960191	0.241278	123.637	1.14428	41.0741
838960192	0.241884	123.276	1.13439	41.019
838960193	0.243145	123.259	1.122	40.9838
838960194	0.244319	124.959	1.10422	41.3144
838960195	0.242666	124.442	1.14884	40.849
838960196	0.242507	123.626	1.11647	41.2647
838960197	0.242956	123.589	1.1153	41.2509
838960198	0.243532	122.966	1.10737	41.14
838960199	0.241404	125.121	1.13824	41.3293
838960200	0.243586	122.978	1.1076	41.1106
838960201	0.243207	123.19	1.11075	41.2311
838960202	0.241979	124.06	1.13538	41.099
838960203	0.242696	121.649	1.07839	41.814
838960204	0.244509	124.202	1.1078	41.1551
838960205	0.244215	124.934	1.14307	40.6812
838960206	0.243352	124.182	1.13048	40.9972
838960207	0.243909	124.657	1.12678	40.9774
838960208	0.246129	122.71	1.07967	41.0844
838960209	0.24112	124.979	1.14696	41.3281
838960210	0.240881	123.939	1.13831	41.3964
838960211	0.242954	123.402	1.12493	41.0403
838960212	0.242109	123.204	1.1513	40.6918
838960213	0.241751	123.13	1.14323	40.9086
838960214	0.242501	124.779	1.15327	40.9027
838960215	0.242667	124.024	1.13093	41.1254
838960216	0.242658	124.588	1.13364	41.0228
838960217	0.242051	123.54	1.11498	41.3901
838960218	0.242555	123.985	1.15668	40.419
838960219	0.242444	125.236	1.13786	41.158
838960220	0.241753	124.164	1.12033	41.5142
838960221	0.242627	124.017	1.14517	40.8316
838960222	0.242411	124.962	1.13348	41.178
838960223	0.242887	122.918	1.12726	40.9669
838960224	0.242136	124.135	1.13125	41.2116
838960225	0.241807	124.626	1.14678	41.0989
838960226	0.242484	122.573	1.1173	41.2427
838960227	0.243012	122.87	1.13178	40.7788
838960228	0.242728	122.932	1.14956	40.6052
838960229	0.241967	123.865	1.12491	41.3114
838960230	0.241613	124.607	1.14896	41.0725
838960231	0.24191	121.186	1.10113	41.35
838960232	0.24291	122.822	1.15279	40.3313
838960233	0.24237	122.363	1.11351	41.1751
838960234	0.242593	123.315	1.10377	41.5228
838960235	0.241488	124.794	1.15258	41.0653
838960236	0.242217	123.642	1.13165	41.051
838960237	0.240555	124.057	1.16094	40.9798
838960238	0.241663	123.734	1.13623	41.0439
838960239	0.242307	124.409	1.14927	40.8721
838960240	0.242742	121.547	1.11658	40.9537
838960241	0.243717	123.305	1.13706	40.6035
838960242	0.240546	122.887	1.14541	41.1335
838960243	0.241283	123.03	1.13416	41.1973
838960244	0.242019	124.59	1.14995	41.0275
838960245	0.243186	122.852	1.12958	40.8612
838960246	0.241733	124.324	1.14598	41.0151
838960247	0.243004	122.579	1.13047	40.7565
838960248	0.24242	123.016	1.13089	41.0236
838960249	0.243001	122.799	1.13007	40.7855
838960250	0.242313	123.462	1.11235	41.4193
838960251	0.242628	123.538	1.12355	41.1308
838960252	0.242254	122.897	1.12478	41.1724
838960253	0.242705	122.36	1.10203	41.4642
838960254	0.243465	124.049	1.13467	40.7553
838960255	0.242864	124.398	1.15566	40.558
838960256	0.242724	123.993	1.13557	41.0108
838960257	0.243067	122.924	1.14564	40.504
838960258	0.242049	123.471	1.14604	40.8411
838960259	0.243852	123.766	1.11628	41.1464
838960260	0.244802	123.383	1.09538	41.1751
838960261	0.242864	124.152	1.14742	40.7803
838960262	0.2441	123.682	1.13669	40.5795
838960263	0.243653	123.645	1.13295	40.6991
838960264	0.24388	124.967	1.13072	40.981
838960265	0.242749	124.056	1.13069	41.1061
838960266	0.243527	124.452	1.15228	40.6188
838960267	0.243373	121.829	1.09502	41.2405
838960268	0.243505	123.253	1.09998	41.4253
838960269	0.243599	124.271	1.14639	40.6329
838960270	0.242923	123.762	1.12452	41.0866
838960271	0.243646	123.328	1.12777	40.6928
838960272	0.243644	124.45	1.13713	40.7704
838960273	0.243233	123.762	1.14203	40.6398
838960275	0.243221	124.174	1.14052	40.8074
838960276	0.243969	123.889	1.13942	40.7068
838960277	0.242425	124.506	1.14413	40.9921
838960278	0.242685	123.702	1.11838	41.2937
838960279	0.244067	123.867	1.12735	40.8537
838960280	0.243062	124.569	1.13153	40.9093
838960281	0.242496	124.135	1.13666	41.0838
838960282	0.243114	123.366	1.11393	41.2254
838960283	0.241665	123.712	1.12142	41.3762
838960284	0.244253	124.373	1.12623	40.8034
838960285	0.24295	123.599	1.11701	41.239
838960286	0.241119	123.824	1.13608	41.3836
838960287	0.242301	121.595	1.11228	41.2098
838960288	0.241855	124.15	1.13837	41.1075
838960289	0.242802	122.859	1.08477	41.7864
838960290	0.242327	124.478	1.16015	40.6912
838960291	0.241815	123.737	1.1177	41.4622
838960292	0.2422	123.164	1.13287	41.1227
838960293	0.242176	123.301	1.14123	40.8922
838960294	0.24337	125.259	1.11512	41.3396
838960295	0.243226	124.501	1.10947	41.5151
838960296	0.242867	123.62	1.11537	41.2554
838960297	0.24237	123.558	1.1039	41.6829
838960298	0.242419	123.193	1.10308	41.4787
838960299	0.244316	123.562	1.08267	41.6045
838960300	0.243003	125.004	1.13003	41.1418
838960301	0.242832	124.073	1.1301	41.0868
838960302	0.243111	123.499	1.11385	41.283
838960303	0.242371	123.847	1.12556	41.2223
838960304	0.24262	124.624	1.12227	41.2798
838960305	0.241345	124.294	1.12881	41.4962
838960306	0.242162	123.968	1.13453	41.1184
838960307	0.243017	122.533	1.12371	40.8248
838960308	0.242433	122.528	1.1139	41.1915
838960309	0.242049	124.74	1.12877	41.3254
838960310	0.241338	124.966	1.15535	41.1387
838960311	0.241658	123.483	1.1113	41.5551
838960312	0.241792	123.536	1.14491	41.0525
838960313	0.241701	123.532	1.112	41.5609
838960314	0.242549	124.488	1.11405	41.4849
838960315	0.242389	124.351	1.14147	41.0408
838960316	0.241361	124.782	1.1608	40.8783
838960317	0.241696	124.039	1.13037	41.2783
838960318	0.240534	123.432	1.12284	41.6309
838960319	0.241997	124.279	1.12752	41.4065
838960320	0.243162	123.66	1.12348	41.0737
838960321	0.242029	123.31	1.10498	41.5851
838960322	0.242335	124.388	1.16058	40.62
838960323	0.242392	123.616	1.13235	41.0465
838960324	0.242485	124.342	1.14088	41.0266
838960325	0.242718	124.389	1.13968	41.0736
838960326	0.242475	124.785	1.16164	40.687
838960327	0.242168	125.08	1.13979	41.1638
838960328	0.242572	124.068	1.13618	41.0297
838960329	0.243029	124.41	1.14185	40.9312
838960330	0.24207	123.545	1.12007	41.2938
838960331	0.241562	124.36	1.15016	40.8974
838960332	0.243225	123.342	1.13458	40.7271
838960333	0.241788	123.16	1.14133	40.9963
838960334	0.242926	124.408	1.1445	40.8237
838960335	0.241798	124.656	1.15807	40.8059
838960336	0.243531	123.914	1.14118	40.7006
838960337	0.242703	123.514	1.12671	41.0957
838960338	0.241853	123.717	1.16486	40.5694
838960339	0.243059	124.269	1.15051	40.6424
838960340	0.241096	124.39	1.14422	41.2656
838960341	0.241148	124.619	1.15504	41.0323
838960342	0.240446	123.515	1.13142	41.5323
838960343	0.241276	121.952	1.11378	41.4219
838960344	0.242627	124.155	1.14429	40.8531
838960345	0.242394	123.661	1.14174	40.8299
838960346	0.242717	124.01	1.15354	40.6071
838960347	0.242164	122.769	1.13944	40.7769
838960348	0.241194	124.005	1.15896	40.9124
838960349	0.244045	124.21	1.11062	41.2098
838960350	0.243205	124.054	1.12413	41.1902
838960351	0.243095	124.654	1.17025	40.3355
838960352	0.242352	124.305	1.14063	40.9806
838960353	0.243184	123.341	1.1019	41.4553
838960354	0.242803	124.039	1.13099	41.0019
838960355	0.243146	124.397	1.14909	40.7242
838960356	0.241598	124.852	1.12036	41.6171
838960357	0.24261	123.603	1.13022	40.9948
838960358	0.242144	123.693	1.12062	41.3541
838960359	0.242588	124.407	1.14284	40.9587
838960360	0.241923	124.841	1.13474	41.1766
838960361	0.242334	124.379	1.15444	40.716
838960362	0.241792	123.717	1.13306	41.1069
838960363	0.241895	123.376	1.13431	41.1313
838960364	0.243742	123.283	1.11236	41.0721
838960365	0.243618	124.544	1.13862	40.5141
838960366	0.242263	124.004	1.12709	41.1629
838960367	0.24213	122.21	1.13542	40.8727
838960368	0.242078	123.386	1.12731	41.2937
838960369	0.242746	125.228	1.14296	40.9484
838960370	0.241672	124.436	1.13747	41.2629
838960371	0.241351	123.709	1.10914	41.7904
838960372	0.240424	124.979	1.14135	41.5068
838960373	0.241727	124.107	1.129	41.3207
838960374	0.243012	124.255	1.10398	41.4802
838960375	0.242021	124.843	1.15833	40.8733
838960376	0.241807	123.994	1.12507	41.3972
838960377	0.24204	123.429	1.10274	41.6995
838960378	0.241148	124.785	1.14799	41.1822
838960379	0.242997	123.727	1.12041	41.2097
838960380	0.243837	124.721	1.14246	40.6787
838960381	0.243765	122.839	1.10669	41.0656
838960382	0.242874	124.265	1.15361	40.5801
838960383	0.243809	123.233	1.11789	40.9483
838960384	0.243338	124.627	1.1252	41.13
838960385	0.243235	124.041	1.12534	41.1755
838960386	0.24226	124.262	1.13579	41.1657
838960387	0.242556	123.065	1.13013	40.9972
838960388	0.242427	123.86	1.1214	41.2506
838960389	0.243653	124.025	1.09244	41.6063
838960390	0.244682	123.401	1.12898	40.5203
838960391	0.244302	122.545	1.0841	41.4836
838960392	0.243356	123.203	1.11062	41.1964
838960393	0.243255	122.645	1.12404	40.8482
838960394	0.24304	124.188	1.14133	40.9204
838960395	0.243227	122.986	1.10067	41.3791
838960396	0.242051	123.834	1.14743	40.7885
838960397	0.242442	122.372	1.11495	41.1785
838960398	0.242964	123.169	1.15102	40.5574
838960399	0.243155	124.227	1.13061	41.0886
838960400	0.243004	123.853	1.1227	41.0898
838960401	0.244126	123.962	1.15034	40.388
838960402	0.242752	124.472	1.14542	40.9061
838960403	0.24236	123.616	1.13743	40.8618
838960404	0.242037	124.438	1.13978	41.0867
838960405	0.243184	124.157	1.1483	40.6831
838960406	0.242309	123.295	1.13133	41.1074
838960407	0.241655	124.4	1.143	41.0948
838960408	0.242006	123.355	1.15487	40.6505
838960409	0.242712	124.453	1.11189	41.4899
838960410	0.241756	122.722	1.11737	41.348
838960411	0.243418	123.311	1.15079	40.5222
838960412	0.242295	124.205	1.151	40.8555
838960413	0.241743	123.447	1.10943	41.5533
838960414	0.242734	125.099	1.13593	41.1352
838960415	0.242597	124.599	1.14609	41.02
838960416	0.242058	124.715	1.12409	41.3741
838960417	0.241535	124.466	1.13896	41.2766
838960418	0.241621	124.882	1.16203	40.8633
838960419	0.242146	124.64	1.11034	41.648
838960420	0.242415	124.105	1.12845	41.2452
838960421	0.241512	123.901	1.15466	40.9395
838960422	0.242006	124.921	1.16478	40.7364
838960423	0.241185	123.856	1.14794	41.0701
838960424	0.243016	125.19	1.142	40.9925
838960425	0.242426	124.511	1.14358	40.9957
838960426	0.241768	124.252	1.1317	41.3435
838960427	0.241632	124.14	1.13433	41.2262
838960428	0.242429	123.373	1.13505	41.0612
838960429	0.243151	123.403	1.09992	41.462
838960430	0.243869	123.501	1.11463	41.0417
838960431	0.242772	123.799	1.12728	41.0927
838960432	0.243887	123.242	1.12086	40.9129
838960433	0.243364	123.043	1.10892	41.186
838960434	0.245256	123.398	1.08405	41.3521
838960435	0.244667	123.409	1.09812	41.0549
838960436	0.244098	122.676	1.08001	41.6357
838960437	0.244513	122.52	1.09012	41.2352
838960438	0.245053	123.189	1.11659	40.8068
838960439	0.244162	123.474	1.11551	40.982
838960440	0.244215	123.15	1.10946	41.0155
838960441	0.241979	122.955	1.121	41.2406
838960442	0.242131	123.438	1.11722	41.3105
838960443	0.242367	123.298	1.11219	41.3519
838960444	0.242949	123.283	1.08944	41.7136
838960445	0.242473	123.534	1.12136	41.1226
838960446	0.243191	123.192	1.11473	41.0995
838960447	0.241502	123.99	1.12663	41.3375
838960448	0.241802	122.457	1.10311	41.5324
838960449	0.242475	123.849	1.11517	41.4634
838960451	0.243402	122.214	1.11272	40.9482
838960452	0.242821	123.829	1.13838	40.919
838960453	0.242098	123.631	1.1191	41.3794
838960454	0.245288	124.061	1.12071	40.7181
838960455	0.242205	124.884	1.12677	41.431
838960456	0.244146	123.86	1.14019	40.5755
838960457	0.242782	124.288	1.15154	40.68
838960458	0.242869	124.313	1.14603	40.8567
838960459	0.2439	123.642	1.11761	41.1094
838960460	0.242982	123.79	1.1287	41.0125
838960461	0.241317	122.779	1.11931	41.3263
838960462	0.241885	123.797	1.12172	41.4166
838960463	0.24281	121.869	1.07946	41.8274
838960464	0.243268	124.089	1.09851	41.518
838960465	0.24342	124.09	1.13223	41.0109
838960466	0.243099	124.544	1.11759	41.3174
838960467	0.242161	123.321	1.10023	41.6678
838960468	0.242943	122.955	1.12769	41.0431
838960469	0.242664	124.379	1.14902	40.8055
838960470	0.242592	125.665	1.16919	40.6565
838960471	0.240801	124.456	1.13951	41.3769
838960472	0.240862	124.589	1.13287	41.5852
838960473	0.241773	123.765	1.1248	41.289
838960474	0.244292	122.77	1.14841	40.1819
838960475	0.242664	123.188	1.14349	40.762
838960476	0.242237	123.457	1.12433	41.1694
838960477	0.243273	122.811	1.14503	40.5017
838960478	0.243064	121.854	1.12327	40.9431
838960479	0.24406	123.612	1.13233	40.7293
838960480	0.242518	122.997	1.13228	40.9741
838960481	0.242432	123.24	1.14301	40.8282
838960482	0.243492	123.297	1.12327	40.8962
838960483	0.242774	122.567	1.1176	41.1257
838960484	0.242325	124.304	1.14694	40.8702
838960485	0.243058	123.137	1.11072	41.2386
838960486	0.241137	123.461	1.13485	41.3107
838960487	0.241999	123.505	1.14931	40.8474
838960488	0.242424	123.917	1.13832	40.929
838960641	0.242542	123.314	1.1596	40.4773
838960642	0.240456	123.894	1.15346	41.1565
838960643	0.241411	123.688	1.14984	40.9049
838960644	0.242812	124.226	1.13864	40.8789
838960645	0.242889	123.561	1.11431	41.2823
838960646	0.243157	123.978	1.1418	40.7674
838960647	0.242169	124.306	1.13446	41.168
838960648	0.241883	124.709	1.15334	40.9187
838960649	0.243082	124.688	1.14339	40.9034
838960650	0.242677	124.396	1.13682	41.0622
838960651	0.242824	122.403	1.1207	40.9987
838960652	0.240774	124.237	1.17093	40.8016
838960653	0.241154	124.35	1.18273	40.4907
838960654	0.241276	124.208	1.16753	40.7648
838960655	0.242096	123.753	1.12321	41.2343
838960656	0.242826	123.374	1.15625	40.5164
838960657	0.24218	123.354	1.11153	41.4267
838960658	0.241963	124.012	1.13043	41.2165
838960659	0.241652	126.638	1.19015	40.6232
838960660	0.242586	125.447	1.15543	40.8097
838960661	0.240961	125.126	1.15076	41.2935
838960662	0.242645	124.478	1.17085	40.3939
838960663	0.241852	124.51	1.15235	40.9253
838960664	0.24151	123.863	1.11983	41.4887
838960665	0.242415	123.897	1.12037	41.2377
838960666	0.243334	124.348	1.13002	41.0964
838960667	0.242423	122.933	1.12665	41.0015
838960668	0.243717	123.296	1.11651	41.028
838960669	0.244172	124.075	1.15099	40.3802
838960670	0.243717	126.202	1.14325	40.9372
838960671	0.243401	124.288	1.15189	40.5957
838960672	0.241891	125.367	1.1488	41.0755
838960673	0.242513	125.069	1.17021	40.6276
838960674	0.242726	124.926	1.17595	40.3443
838960675	0.242466	125.092	1.1328	41.2077
838960676	0.242169	125.056	1.13429	41.2488
838960677	0.242853	125.027	1.17429	40.3804
838960678	0.243889	124.747	1.13947	40.691
838960679	0.242621	123.533	1.11049	41.3881
838960680	0.24406	124.835	1.12799	40.9508
838960681	0.241093	123.771	1.15124	41.0811
838960682	0.241067	124.06	1.16132	40.8814
838960683	0.242949	123.184	1.14688	40.6353
838960684	0.241872	124.18	1.13951	41.1128
838960685	0.243587	124.206	1.14175	40.776
838960686	0.242802	124.619	1.17364	40.3434
838960687	0.243506	123.537	1.13486	40.7394
838960688	0.242691	123.787	1.13308	40.9715
838960689	0.242683	124.802	1.16392	40.6229
838960690	0.241254	125.438	1.15191	41.1186
838960691	0.242408	124.085	1.13392	41.1371
838960692	0.243805	124.525	1.16067	40.3574
838960693	0.244747	123.932	1.12453	40.6745
838960694	0.243366	124.706	1.16696	40.3565
838960695	0.244309	123.927	1.12787	40.8675
838960696	0.242683	122.857	1.14061	40.731
838960697	0.242197	123.498	1.15884	40.5403
838960698	0.242135	124.451	1.15364	40.8087
838960699	0.243618	124.882	1.15038	40.5925
838960700	0.244113	123.592	1.1293	40.6452
838960701	0.241561	123.228	1.13583	41.0977
838960702	0.242796	122.975	1.13369	40.8529
838960703	0.241917	124.158	1.13752	41.1412
838960704	0.243847	123.463	1.16013	40.2279
838960705	0.242993	124.942	1.13358	41.1081
838960706	0.243136	124.644	1.15869	40.5691
838960707	0.24221	124.347	1.14174	41.0678
838960708	0.242729	124.986	1.13601	41.0589
838960709	0.242438	123.873	1.11756	41.4193
838960710	0.244093	125.052	1.1529	40.4861
838960711	0.243243	122.209	1.09835	41.4065
838960712	0.242434	123.649	1.15087	40.7493
838960713	0.242724	123.591	1.15884	40.4452
838960714	0.242819	123.701	1.13365	40.8645
838960715	0.244452	124.361	1.15649	40.3579
838960716	0.243656	123.634	1.12724	40.8795
838960717	0.24454	122.895	1.14707	40.203
838960718	0.242355	124.549	1.15135	40.8905
838960719	0.243705	122.825	1.09592	41.2747
838960720	0.243674	122.585	1.09257	41.1594
838960721	0.242278	123.789	1.15238	40.7725
838960722	0.239747	124.462	1.16053	41.2642
838960723	0.242534	123.951	1.14085	40.8983
838960724	0.240638	126.525	1.21641	40.347
838960725	0.243474	124.033	1.14929	40.5214
838960726	0.242071	124.306	1.15518	40.7931
838960727	0.241737	124.894	1.16778	40.7425
838960728	0.241219	125.617	1.156	41.1171
838960729	0.24236	124.184	1.13464	41.1389
838960730	0.243549	124.857	1.14594	40.6661
838960731	0.242626	124.724	1.16113	40.6498
838960732	0.241981	125.564	1.16509	40.7863
838960733	0.241868	124.863	1.15053	41.0614
838960734	0.242568	125.144	1.14213	41.0169
838960735	0.242591	125.766	1.16625	40.6753
838960736	0.241792	123.389	1.14688	40.854
838960737	0.240582	124.53	1.17401	40.8151
838960738	0.241537	123.221	1.14252	40.9635
838960739	0.242614	122.571	1.12222	40.8639
838960740	0.241732	124.857	1.15885	40.9081
838960741	0.241462	123.994	1.17231	40.6282
838960742	0.24179	124.222	1.19204	40.1605
838960743	0.241032	124.616	1.19551	40.3374
838960744	0.241253	124.555	1.18312	40.5751
838960745	0.242098	124.205	1.14449	40.9272
838960746	0.241581	125.347	1.19068	40.3977
838960747	0.240959	124.865	1.16343	40.9653
838960748	0.242015	124.145	1.15091	40.82
838960749	0.241973	124.398	1.15484	40.8577
838960750	0.241468	125.415	1.17564	40.7314
838960751	0.241073	122.268	1.14383	40.8099
838960752	0.240717	123.489	1.17526	40.6934
838960753	0.241429	125.046	1.18151	40.4937
838960754	0.23959	125.767	1.18078	41.0868
838960755	0.242866	124.601	1.16735	40.4619
838960756	0.24139	123.719	1.15168	40.8935
838960757	0.241246	123.523	1.14674	40.9862
838960758	0.23965	125.605	1.17219	41.222
838960759	0.24037	124.841	1.14807	41.3355
838960760	0.24073	126.337	1.17745	40.9903
838960761	0.241222	124.367	1.17378	40.7276
838960762	0.24293	123.968	1.14562	40.724
838960763	0.242569	124.984	1.19035	40.1196
838960764	0.242763	124.134	1.14673	40.7524
838960765	0.242325	125.172	1.14292	41.0949
838960766	0.241981	123.546	1.14888	40.8404
838960767	0.242646	124.256	1.15608	40.6277
838960768	0.242281	123.509	1.13357	41.1976
838960769	0.241905	124.333	1.14041	41.1222
838960770	0.242907	124.278	1.14513	40.7401
838960771	0.243293	123.519	1.13963	40.615
838960772	0.242868	124.619	1.16837	40.4175
838960773	0.241656	124.413	1.14234	41.1385
838960774	0.24499	123.805	1.10943	40.9545
838960775	0.243557	124.044	1.13477	40.8345
838960776	0.243352	123.906	1.1271	40.9972
838960777	0.24344	124.898	1.14344	40.7908
838960778	0.242862	125.01	1.17192	40.4327
838960779	0.244904	123.768	1.10635	40.946
838960780	0.242583	124.746	1.1096	41.6249
838960781	0.243104	125.202	1.08727	40.8561
838960782	0.242525	124.422	1.15981	40.6237
838960783	0.242916	124.27	1.1598	40.4785
838960784	0.243139	125.32	1.16182	40.5149
838960785	0.243933	124.931	1.14816	40.5856
838960786	0.242906	123.318	1.11147	41.2706
838960787	0.24311	125.101	1.15923	40.5476
838960788	0.243104	125.004	1.14307	40.926
838960789	0.242904	125.363	1.15434	40.7752
838960790	0.243015	125.811	1.14102	40.8841
838960791	0.244224	123.205	1.14493	40.4482
838960792	0.243003	123.588	1.12813	40.9791
838960793	0.241691	124.282	1.13784	41.1631
838960794	0.242718	124.395	1.14155	40.8967
838960795	0.24331	123.756	1.12851	40.8982
838960796	0.241892	123.95	1.13601	41.105
838960797	0.241861	123.904	1.16132	40.6354
838960798	0.241618	125.057	1.17416	40.6202
838960799	0.243506	125.716	1.17728	40.1795
838960800	0.242719	124.935	1.13673	41.0369
838960801	0.240895	124.223	1.17688	40.6346
838960802	0.242166	123.402	1.1509	40.7675
838960803	0.241801	123.999	1.16938	40.6467
838960804	0.241058	125.054	1.17155	40.7139
838960805	0.242437	124.485	1.15121	40.7057
838960806	0.242617	124.09	1.14453	40.8176
838960807	0.243019	124.225	1.14889	40.7513
838960808	0.242348	125.464	1.16656	40.6395
838960809	0.242915	123.939	1.12671	41.0617
838960810	0.242195	125.408	1.14261	41.2081
838960811	0.242851	123.838	1.12724	41.0255
838960812	0.241632	125.501	1.14267	41.3018
838960813	0.24141	124.828	1.14229	41.2735
838960814	0.242317	124.515	1.14128	41.1188
838960815	0.243029	125.944	1.13438	41.0998
838960816	0.242101	123.919	1.15394	40.811
838960817	0.242947	123.788	1.13233	40.948
838960818	0.242241	124.26	1.13125	41.2291
838960819	0.243197	123.635	1.11857	41.133
838960820	0.242743	123.952	1.12533	41.1628
838960821	0.241883	123.963	1.12424	41.3908
838960822	0.241566	124.048	1.15469	40.9299
838960823	0.2411	124.798	1.16455	40.8996
838960824	0.242969	124.92	1.17755	40.2979
838960825	0.24116	126.375	1.17539	40.9748
838960826	0.241666	124.07	1.1732	40.5498
838960827	0.242897	124.236	1.17221	40.2075
838960828	0.243237	124.357	1.17041	40.2022
838960829	0.242815	124.586	1.16839	40.3522
838960830	0.242368	123.766	1.13344	40.9729
838960831	0.243296	124.082	1.16258	40.3475
838960832	0.24228	124.18	1.14996	40.7746
838960833	0.243288	124.882	1.18535	40.0529
838960834	0.24187	124.318	1.13574	41.23
838960835	0.242836	124.568	1.1549	40.6877
838960836	0.24082	125.062	1.16204	41.1301
838960837	0.241176	125.581	1.15888	40.813
838960838	0.241568	125.62	1.15593	41.0125
838960839	0.242088	125.209	1.13397	41.3047
838960840	0.242547	125.419	1.15873	40.6972
838960841	0.241678	124.216	1.15328	40.8579
838960842	0.242529	124.467	1.17148	40.3701
838960843	0.240863	124.93	1.1659	40.9177
838960844	0.242634	124.293	1.16493	40.4507
838960845	0.242182	124.542	1.15262	40.8515
838960846	0.242386	123.757	1.16117	40.5865
838960847	0.241803	124.176	1.17721	40.4328
838960848	0.242934	123.035	1.14814	40.5694
838960849	0.24285	124.541	1.16988	40.3603
838960850	0.243353	124.556	1.17008	40.2174
838960851	0.241844	123.578	1.15711	40.6857
838960852	0.24247	123.955	1.16972	40.5012
838960853	0.242526	124.314	1.17287	40.2848
838960854	0.242509	124.022	1.15288	40.6185
838960855	0.241906	123.96	1.16039	40.7411
838960856	0.242115	122.693	1.15082	40.6652
838960857	0.242389	124.031	1.18236	40.1993
838960858	0.242955	123.849	1.15933	40.3321
838960859	0.241306	125.163	1.17462	40.7594
838960860	0.242551	124.53	1.16836	40.3807
838960861	0.242586	123.888	1.13169	41.0379
838960862	0.243688	124.228	1.15361	40.4643
838960863	0.242145	125.145	1.17971	40.5251
838960864	0.243208	124.559	1.15398	40.6204
838960865	0.242995	124.7	1.12455	41.1916
838960866	0.241651	123.839	1.12497	41.3224
838960867	0.24274	124.636	1.1369	40.7616
838960868	0.242518	125.006	1.16525	40.6163
838960869	0.243587	124.518	1.15768	40.397
838960870	0.24265	125.818	1.15712	40.8345
838960871	0.2423	123.955	1.13867	41.0043
838960872	0.242751	123.42	1.11053	41.3622
838960873	0.24197	124.522	1.16297	40.6622
838960874	0.241747	124.758	1.15382	40.9568
838960875	0.244294	124.274	1.11976	40.9712
838960876	0.24261	123.859	1.14652	40.6376
838960877	0.242	123.683	1.15056	40.8564
838960878	0.243275	123.728	1.17142	40.1491
838960879	0.243084	124.256	1.14255	40.8335
838960880	0.243655	123.345	1.14808	40.4811
838960881	0.242899	124.473	1.16225	40.4908
838960882	0.24213	125.366	1.1556	40.8638
838960883	0.241614	124.616	1.13804	41.2978
838960884	0.242786	125.817	1.16167	40.763
838960885	0.242571	125.179	1.14013	41.0177
838960886	0.242167	124.529	1.15871	40.766
838960887	0.242116	124.444	1.15397	40.8258
838960888	0.24266	125.066	1.17448	40.4282
838960889	0.242992	123.961	1.12415	41.173
838960890	0.243121	125.243	1.14547	40.9003
838960891	0.242625	123.659	1.1229	41.1163
838960892	0.241601	125.062	1.13508	41.2351
838960893	0.243088	124.001	1.14221	40.765
838960894	0.242427	124.404	1.14914	40.8186
838960895	0.242143	124.741	1.11095	41.6172
838960896	0.242038	124.835	1.15341	40.8624
838960897	0.243437	124.404	1.16235	40.3429
838960898	0.243281	125.038	1.15522	40.5659
838960899	0.242487	125.305	1.13884	41.1395
838960900	0.24333	125.731	1.14254	40.8369
838960901	0.243308	123.811	1.12744	40.914
838960902	0.243186	123.869	1.1331	40.8502
838960903	0.243359	124.398	1.13826	40.9063
838960904	0.241693	124.165	1.12503	41.3796
838960905	0.243618	125.342	1.14477	40.8122
838960906	0.243168	123.179	1.15553	40.3745
838960907	0.24183	124.504	1.15859	40.7654
838960908	0.243719	122.462	1.12125	40.8111
838960909	0.242413	123.516	1.14147	40.879
838960910	0.243509	124.531	1.16158	40.4418
838960911	0.241181	123.699	1.14145	41.1586
838960912	0.240727	125.266	1.15455	41.2725
838960913	0.241653	125.122	1.16114	40.9337
838960914	0.241513	125.681	1.13087	41.6699
838960915	0.241936	125.204	1.12003	41.6131
838960916	0.24109	124.747	1.14555	41.2401
838960917	0.241179	123.82	1.11345	41.656
838960918	0.242724	124.827	1.1633	40.5715
838960919	0.243531	123.993	1.14679	40.6086
838960920	0.240775	124.781	1.14136	41.421
838960921	0.241128	123.413	1.13391	41.3014
838960922	0.242338	124.556	1.15442	40.7853
838960923	0.240825	125.526	1.17293	40.9901
838960924	0.242049	125.234	1.18465	40.4176
838960925	0.243942	124.318	1.11992	41.0064
838960926	0.240993	124.457	1.16551	40.9389
838960927	0.241463	125.267	1.14554	41.1788
838960928	0.242652	125.06	1.17182	40.4793
838960929	0.242113	125.239	1.14206	41.1365
838960930	0.242342	125.303	1.13598	41.2648
838960931	0.240988	123.567	1.13852	41.2713
838960932	0.240238	124.484	1.169	41.0611
838960933	0.240897	125.081	1.15739	41.1566
838960934	0.241708	126.03	1.20275	40.2774
838960935	0.242463	124.568	1.14725	40.9521
838960936	0.242826	124.292	1.15392	40.7067
838960937	0.241845	123.968	1.12786	41.3274
838960938	0.242107	123.792	1.14335	40.9815
838960939	0.241723	124.736	1.15385	40.8777
838960941	0.242125	124.71	1.15302	40.8733
838960942	0.24305	124.434	1.15939	40.499
838960943	0.244271	122.932	1.10389	41.0953
838960944	0.243255	123.609	1.11899	41.1568
838960945	0.245126	124.291	1.12656	40.7109
838960946	0.243056	123.51	1.11843	41.1035
838960947	0.243007	123.827	1.12925	41.005
